,what,did,tesla,first,receive,after,starting,his,company,?
machine,0.23075932264328003,0.14258401095867157,0.2521411180496216,0.24651068449020386,0.1660861223936081,0.18857327103614807,0.14261402189731598,0.16966959834098816,0.276585191488266,0.17587624490261078
commutators,0.22474555671215057,0.1491159051656723,0.26835983991622925,0.10810992121696472,0.17675423622131348,0.1620091050863266,0.276032954454422,0.14161986112594604,0.20923775434494019,0.12685701251029968
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.34503069519996643,0.26574233174324036,0.38860568404197693,0.2485944926738739,0.3378419280052185,0.2697763442993164,0.31091248989105225
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.49448907375335693,0.2726488411426544,0.4565047025680542,0.37272053956985474,0.4394008219242096,0.26591673493385315,0.22068053483963013
first,0.28086137771606445,0.33691170811653137,0.17383763194084167,1.0,0.2434484362602234,0.42302387952804565,0.315836638212204,0.3241460621356964,0.23999588191509247,0.18701928853988647
patents,0.16317835450172424,0.19803202152252197,0.352291464805603,0.26321500539779663,0.21682612597942352,0.17601749300956726,0.16795431077480316,0.1780233383178711,0.3766961097717285,0.1148110032081604
issued,0.18988175690174103,0.2733176648616791,0.21972055733203888,0.24143996834754944,0.30496883392333984,0.18038977682590485,0.2239847183227539,0.22298598289489746,0.20156697928905487,0.169851616024971
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.3792489171028137,0.3372296690940857,0.37890323996543884,0.2819414734840393,0.3715193271636963,0.24903783202171326,0.29463258385658264
tesla,0.23221199214458466,0.09757418930530548,0.9999999403953552,0.17383763194084167,0.1629931628704071,0.0752151682972908,0.16263578832149506,0.1580733060836792,0.23045730590820312,0.10250775516033173
in,0.30808621644973755,0.2593238651752472,0.17097744345664978,0.4127444326877594,0.19334688782691956,0.44050168991088867,0.3013272285461426,0.3598145842552185,0.22141718864440918,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.49448907375335693,0.2726488411426544,0.4565047025680542,0.37272053956985474,0.4394008219242096,0.26591673493385315,0.22068053483963013
us,0.32081687450408936,0.23250600695610046,0.2018621414899826,0.18757691979408264,0.1819843053817749,0.11897643655538559,0.1370401233434677,0.15751667320728302,0.21607264876365662,0.2742428481578827
.,0.3567904531955719,0.35288307070732117,0.17949827015399933,0.4345304071903229,0.24563279747962952,0.35870397090911865,0.2759506106376648,0.3119256794452667,0.266353577375412,0.4130953550338745
