,what,is,the,most,rainfall,recorded,in,a,24,hour,period,in,fresno,?
24,0.01621486060321331,-0.11150738596916199,0.009148004464805126,-0.01950681582093239,-0.09227126836776733,-0.1169365867972374,-0.0006371065974235535,-0.04486379772424698,1.0,0.02399887889623642,-0.08896289020776749,-0.0006371065974235535,-0.06824733316898346,0.016154835000634193
hours,0.21807120740413666,0.14617642760276794,0.18919475376605988,0.1684299111366272,0.29397347569465637,0.22448106110095978,0.2001713663339615,0.22820048034191132,0.02088257111608982,0.69728684425354,0.3239854574203491,0.2001713663339615,0.1814611554145813,0.21755769848823547
3.55,0.06078936159610748,0.054529525339603424,0.09834133833646774,0.00632430100813508,-0.010195336304605007,-0.04707634821534157,0.004557602107524872,-0.016501409932971,-0.016349736601114273,0.013444764539599419,-0.06746778637170792,0.004557602107524872,0.015292665921151638,-0.07760494947433472
inches,0.18465489149093628,0.23922942578792572,0.23460479080677032,0.1880532205104828,0.44736942648887634,0.23919378221035004,0.21515873074531555,0.2634560465812683,0.02718246541917324,0.3141325116157532,0.1660221517086029,0.21515873074531555,0.25258195400238037,0.17945347726345062
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20654040575027466,0.19782719016075134,0.19191798567771912,0.3087427020072937,0.3206180930137634,-0.08650471270084381,0.19172394275665283,0.22779083251953125,0.3087427020072937,0.188642680644989,0.40561532974243164
90.2,-0.24651522934436798,-0.11406274139881134,-0.1711655855178833,-0.12686662375926971,-0.2086641639471054,-0.08703584969043732,-0.12495642900466919,-0.09983022511005402,-0.023974211886525154,-0.07369349896907806,-0.1282668262720108,-0.12495642900466919,-0.08876340091228485,-0.1710062175989151
mm,0.16184760630130768,0.18653631210327148,0.20466946065425873,0.21831007301807404,0.4247162640094757,0.15257573127746582,0.14156535267829895,0.22900144755840302,-0.04973050206899643,0.2529369294643402,0.13436411321163177,0.14156535267829895,0.17864727973937988,0.16094553470611572
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23620007932186127,0.18849880993366241,0.18814605474472046,0.3326910734176636,0.3640355169773102,-0.07664286345243454,0.2031816989183426,0.2531823217868805,0.3326910734176636,0.20478583872318268,0.42300865054130554
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.28303956985473633,0.28327783942222595,0.26053643226623535,0.46853652596473694,0.3848365545272827,-0.03375906124711037,0.2739526629447937,0.16633686423301697,0.46853652596473694,0.25826847553253174,0.2714994251728058
november,0.23963461816310883,0.24317221343517303,0.25734350085258484,0.17338785529136658,0.15057869255542755,0.14512330293655396,0.27148663997650146,0.22458937764167786,-0.05634459853172302,0.17674589157104492,0.18118563294410706,0.27148663997650146,0.2268792688846588,0.3159552216529846
18,-0.09284763038158417,-0.09313851594924927,-0.07796193659305573,0.006013378035277128,-0.020935939624905586,-0.07510392367839813,-0.061147160828113556,-0.08585336059331894,0.007697272580116987,-0.1228129044175148,0.008238401263952255,-0.061147160828113556,-0.05004056543111801,-0.04919438064098358
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.2549014389514923,0.2596049904823303,0.5201468467712402,0.427140474319458,-0.10040143877267838,0.21336033940315247,0.25030651688575745,0.5201468467712402,0.2561432421207428,0.31091248989105225
1885,-0.03922257572412491,0.1174071729183197,0.07030917704105377,-0.04557077959179878,0.1435389369726181,0.0016570365987718105,0.10833704471588135,-0.006929529830813408,-0.0830455869436264,-0.06993954628705978,-0.08238601684570312,0.10833704471588135,0.1469203233718872,-0.20159123837947845
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.35404038429260254,0.21397745609283447,0.21476124227046967,0.5591574311256409,0.50484299659729,-0.09493830800056458,0.24835029244422913,0.2575049102306366,0.5591574311256409,0.2480216920375824,0.4130953550338745
