,what,is,the,polish,word,for,wreaths,?
’,-0.01733604073524475,0.024411404505372047,-0.04090067744255066,0.08351735025644302,0.023928647860884666,-0.02041393518447876,0.034597188234329224,0.045561522245407104
s,0.3634900748729706,0.3467119336128235,0.46610721945762634,0.11974594742059708,0.1412079930305481,0.29884564876556396,0.11866585910320282,0.25130221247673035
night,0.20251014828681946,0.17660148441791534,0.2817382514476776,0.1534634828567505,0.11194369941949844,0.16021959483623505,0.22624319791793823,0.13794848322868347
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.1262354850769043,0.28341928124427795,0.9999999403953552,0.19882327318191528,0.264628142118454
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.20954546332359314,0.3246598243713379,0.44038116931915283,0.2100801318883896,0.23916715383529663
festival,0.15385980904102325,0.1853252649307251,0.20982226729393005,0.10988916456699371,0.1373705267906189,0.2104043960571289,0.21408095955848694,0.17767390608787537
called,0.3235960602760315,0.430266410112381,0.489897221326828,0.11896916478872299,0.3621441423892975,0.29870352149009705,0.1437777280807495,0.18963319063186646
wianki,0.23630666732788086,0.2286992073059082,0.32233020663261414,0.44809773564338684,0.18247319757938385,0.1833522617816925,0.13098616898059845,0.25271373987197876
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.19593769311904907,0.19737806916236877,0.3357032239437103,0.15707768499851227,0.40561532974243164
polish,0.08233486860990524,0.14989061653614044,0.17708231508731842,1.0,0.08434949070215225,0.1262354850769043,0.12730622291564941,0.14012759923934937
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.1262354850769043,0.28341928124427795,0.9999999403953552,0.19882327318191528,0.264628142118454
wreaths,0.18872086703777313,0.16398200392723083,0.2534267008304596,0.12730622291564941,0.21769927442073822,0.19882327318191528,1.0000001192092896,0.10216034948825836
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2044559121131897,0.18387003242969513,0.3639558255672455,0.1421293169260025,0.42300865054130554
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.13380886614322662,0.2115316241979599,0.41175219416618347,0.245443195104599,0.32991164922714233
become,0.27134042978286743,0.2983444035053253,0.31731709837913513,0.1941428780555725,0.11325895041227341,0.3047906458377838,0.13910488784313202,0.19511328637599945
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.20954546332359314,0.3246598243713379,0.44038116931915283,0.2100801318883896,0.23916715383529663
tradition,0.24046438932418823,0.2601749897003174,0.2632053792476654,0.1654392033815384,0.27515843510627747,0.20650464296340942,0.2531700134277344,0.15717756748199463
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2486540973186493,0.20273149013519287,0.5064792633056641,0.2072983682155609,0.20544172823429108
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.20954546332359314,0.3246598243713379,0.44038116931915283,0.2100801318883896,0.23916715383529663
yearly,0.20375469326972961,0.2520657181739807,0.3435767889022827,0.10315048694610596,0.18152891099452972,0.30041900277137756,0.2955731749534607,0.18205775320529938
event,0.26981404423713684,0.2078172266483307,0.2960145175457001,0.060286249965429306,0.1491830199956894,0.21648059785366058,0.32677993178367615,0.16076280176639557
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.1896398365497589,0.19815877079963684,0.4322226941585541,0.17847448587417603,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.17708231508731842,0.2835540175437927,0.4739971458911896,0.2534267008304596,0.22068053483963013
programme,0.1876801699399948,0.20126456022262573,0.23601844906806946,0.13652580976486206,0.09066225588321686,0.2829385995864868,0.11445854604244232,0.139840766787529
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.16866981983184814,0.23799116909503937,0.4185989499092102,0.2570483684539795,0.1826142966747284
cultural,0.18198847770690918,0.1658732146024704,0.23337452113628387,0.13321131467819214,0.11207804828882217,0.25172704458236694,0.10010477155447006,0.09798457473516464
events,0.269866019487381,0.17093729972839355,0.3102840185165405,0.10493898391723633,0.12533479928970337,0.2524527311325073,0.22973838448524475,0.09835197776556015
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.1896398365497589,0.19815877079963684,0.4322226941585541,0.17847448587417603,0.20430970191955566
warsaw,0.10373849421739578,0.09741193056106567,0.23137180507183075,0.6311136484146118,0.02120274305343628,0.1427849680185318,0.1440233439207077,0.09769917279481888
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.23422029614448547,0.13155406713485718,0.4726039469242096,0.2074262499809265,0.4130953550338745
