,how,many,miles,south,of,edinburgh,is,newcastle,?
),0.17939934134483337,0.16602720320224762,0.203369602560997,0.2002217173576355,0.3680361211299896,0.10585223883390427,0.37732169032096863,0.15254424512386322,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,0.3256652057170868,0.4946078956127167,0.21550443768501282,0.4691906273365021,0.251589834690094,0.31091248989105225
commonly,0.13615790009498596,0.3126119077205658,0.13759969174861908,0.17671899497509003,0.29300037026405334,0.1431605964899063,0.3994327187538147,0.1622759848833084,0.13546277582645416
known,0.16194356977939606,0.30594465136528015,0.16871042549610138,0.23865355551242828,0.35814476013183594,0.10518885403871536,0.41921812295913696,0.14520376920700073,0.18314571678638458
as,0.33782753348350525,0.4070141911506653,0.22643081843852997,0.21022742986679077,0.3886612355709076,0.14736899733543396,0.43216490745544434,0.21526619791984558,0.27043893933296204
newcastle,0.11517360806465149,0.17336907982826233,0.3237861692905426,0.3142260015010834,0.18781472742557526,0.3934532105922699,0.1841045320034027,1.0000001192092896,0.0902252271771431
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,0.3256652057170868,0.4946078956127167,0.21550443768501282,0.4691906273365021,0.251589834690094,0.31091248989105225
is,0.22544461488723755,0.2649032473564148,0.22951029241085052,0.27680471539497375,0.4854315221309662,0.15342804789543152,1.0,0.1841045320034027,0.22961433231830597
a,0.29312583804130554,0.2872205972671509,0.23875154554843903,0.23680485785007477,0.5052502155303955,0.16328458487987518,0.658733606338501,0.21405641734600067,0.23916715383529663
city,0.12024712562561035,0.21416836977005005,0.31487658619880676,0.38135167956352234,0.32503411173820496,0.2541607916355133,0.3186660706996918,0.32860881090164185,0.13423943519592285
in,0.2601168751716614,0.41474202275276184,0.22700901329517365,0.33642083406448364,0.5696388483047485,0.19197756052017212,0.5394441485404968,0.19270820915699005,0.20430970191955566
tyne,0.1045919880270958,0.1987147182226181,0.29338914155960083,0.3280373513698578,0.2296384871006012,0.4401470720767975,0.19354984164237976,0.6070957183837891,0.07377036660909653
and,0.33647966384887695,0.5296266674995422,0.2555042505264282,0.3140619993209839,0.5116966962814331,0.2680290639400482,0.3859752118587494,0.20204751193523407,0.20544172823429108
wear,0.18270614743232727,0.22742225229740143,0.15386949479579926,0.15893279016017914,0.24815733730793,0.18390735983848572,0.1974191516637802,0.23680181801319122,0.1366986185312271
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,0.3256652057170868,0.4946078956127167,0.21550443768501282,0.4691906273365021,0.251589834690094,0.31091248989105225
north,0.12114071100950241,0.20274685323238373,0.34716692566871643,0.750363826751709,0.3604778051376343,0.26945510506629944,0.2993389368057251,0.28581127524375916,0.11829731613397598
east,0.1773146688938141,0.20167402923107147,0.33750712871551514,0.6361651420593262,0.314786434173584,0.20980599522590637,0.2596127688884735,0.2158811092376709,0.10070597380399704
england,0.17829500138759613,0.2581256926059723,0.257678747177124,0.2958524525165558,0.24624483287334442,0.3744564950466156,0.19271282851696014,0.4422447383403778,0.13436897099018097
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,0.3256652057170868,0.4946078956127167,0.21550443768501282,0.4691906273365021,0.251589834690094,0.31091248989105225
103,-0.043712012469768524,-0.06187421455979347,0.00240555452182889,-0.08291812986135483,0.04601451754570007,-0.006775269750505686,0.058290064334869385,-0.024608885869383812,-0.011380530893802643
miles,0.13798850774765015,0.12950319051742554,1.0000001192092896,0.3471347987651825,0.2263605147600174,0.2320244163274765,0.22951029241085052,0.3237861692905426,0.09363767504692078
(,0.1676948219537735,0.1455259770154953,0.17103469371795654,0.2013198882341385,0.35032153129577637,0.08771205693483353,0.35393038392066956,0.13896974921226501,0.40561532974243164
166,0.08275586366653442,0.13914212584495544,0.1287030130624771,0.18655982613563538,0.290831983089447,0.14957787096500397,0.13236171007156372,0.14741726219654083,0.13294050097465515
km,0.10687907040119171,0.10311309248209,0.70199054479599,0.3801440894603729,0.2376161366701126,0.11692040413618088,0.24258680641651154,0.20919063687324524,0.08180338144302368
),0.17939934134483337,0.16602720320224762,0.203369602560997,0.2002217173576355,0.3680361211299896,0.10585223883390427,0.37732169032096863,0.15254424512386322,0.42300865054130554
south,0.11786635220050812,0.2319321483373642,0.3471347987651825,1.0000001192092896,0.33382371068000793,0.21346837282180786,0.27680471539497375,0.3142260015010834,0.12336621433496475
of,0.2480744868516922,0.37253960967063904,0.2263605147600174,0.33382371068000793,1.0,0.263994961977005,0.4854315221309662,0.18781472742557526,0.1826142966747284
edinburgh,0.18993356823921204,0.17440606653690338,0.2320244163274765,0.21346837282180786,0.263994961977005,1.0000001192092896,0.15342804789543152,0.3934532105922699,0.09266204386949539
and,0.33647966384887695,0.5296266674995422,0.2555042505264282,0.3140619993209839,0.5116966962814331,0.2680290639400482,0.3859752118587494,0.20204751193523407,0.20544172823429108
277,-0.012657154351472855,-0.01598692685365677,0.007822245359420776,-0.05639207735657692,0.03627091273665428,0.006966845132410526,-0.04584710672497749,-0.00667119026184082,-0.05163668841123581
miles,0.13798850774765015,0.12950319051742554,1.0000001192092896,0.3471347987651825,0.2263605147600174,0.2320244163274765,0.22951029241085052,0.3237861692905426,0.09363767504692078
(,0.1676948219537735,0.1455259770154953,0.17103469371795654,0.2013198882341385,0.35032153129577637,0.08771205693483353,0.35393038392066956,0.13896974921226501,0.40561532974243164
446,-0.0907372236251831,-0.06826478987932205,-0.14384573698043823,-0.17788377404212952,-0.005570916458964348,0.045023538172245026,-0.11021043360233307,-0.11581138521432877,-0.0797341987490654
km,0.10687907040119171,0.10311309248209,0.70199054479599,0.3801440894603729,0.2376161366701126,0.11692040413618088,0.24258680641651154,0.20919063687324524,0.08180338144302368
),0.17939934134483337,0.16602720320224762,0.203369602560997,0.2002217173576355,0.3680361211299896,0.10585223883390427,0.37732169032096863,0.15254424512386322,0.42300865054130554
north,0.12114071100950241,0.20274685323238373,0.34716692566871643,0.750363826751709,0.3604778051376343,0.26945510506629944,0.2993389368057251,0.28581127524375916,0.11829731613397598
of,0.2480744868516922,0.37253960967063904,0.2263605147600174,0.33382371068000793,1.0,0.263994961977005,0.4854315221309662,0.18781472742557526,0.1826142966747284
london,0.1765858680009842,0.20719969272613525,0.24142199754714966,0.2185335010290146,0.2159106284379959,0.47688645124435425,0.15162920951843262,0.3328736424446106,0.11278104782104492
on,0.32655060291290283,0.32520127296447754,0.17346006631851196,0.22021299600601196,0.3966929316520691,0.23712345957756042,0.3635730445384979,0.1698579639196396,0.2714994251728058
the,0.33890387415885925,0.4335206151008606,0.25706055760383606,0.3129390776157379,0.733189046382904,0.2266589254140854,0.5823672413825989,0.2253497689962387,0.22068053483963013
northern,0.08842652291059494,0.18460913002490997,0.24932022392749786,0.5065632462501526,0.32586339116096497,0.1873779594898224,0.25616052746772766,0.22333604097366333,0.13149388134479523
bank,0.06587482243776321,0.15930786728858948,0.197762593626976,0.30698856711387634,0.2346848100423813,0.18320338428020477,0.21801011264324188,0.17545002698898315,0.09656643867492676
of,0.2480744868516922,0.37253960967063904,0.2263605147600174,0.33382371068000793,1.0,0.263994961977005,0.4854315221309662,0.18781472742557526,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.25706055760383606,0.3129390776157379,0.733189046382904,0.2266589254140854,0.5823672413825989,0.2253497689962387,0.22068053483963013
river,0.09142279624938965,0.12832623720169067,0.3377959132194519,0.3329494595527649,0.19903257489204407,0.11646638810634613,0.20670881867408752,0.22174765169620514,0.15390869975090027
tyne,0.1045919880270958,0.1987147182226181,0.29338914155960083,0.3280373513698578,0.2296384871006012,0.4401470720767975,0.19354984164237976,0.6070957183837891,0.07377036660909653
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,0.3256652057170868,0.4946078956127167,0.21550443768501282,0.4691906273365021,0.251589834690094,0.31091248989105225
8.5,0.07829709351062775,0.16571590304374695,0.1893971711397171,0.3526133894920349,0.23375920951366425,0.08533946424722672,0.2504591941833496,0.11957763880491257,0.0860174223780632
mi,0.0639447420835495,0.09143856912851334,0.47612544894218445,0.20786865055561066,0.13784633576869965,0.08021902292966843,0.17681920528411865,0.08982636779546738,0.10264865309000015
(,0.1676948219537735,0.1455259770154953,0.17103469371795654,0.2013198882341385,0.35032153129577637,0.08771205693483353,0.35393038392066956,0.13896974921226501,0.40561532974243164
13.7,-0.00884851161390543,-0.00720991799607873,0.05385926738381386,0.015346459113061428,-0.036225151270627975,-0.002266092924401164,-0.04337861388921738,0.051863908767700195,-0.0025960607454180717
km,0.10687907040119171,0.10311309248209,0.70199054479599,0.3801440894603729,0.2376161366701126,0.11692040413618088,0.24258680641651154,0.20919063687324524,0.08180338144302368
),0.17939934134483337,0.16602720320224762,0.203369602560997,0.2002217173576355,0.3680361211299896,0.10585223883390427,0.37732169032096863,0.15254424512386322,0.42300865054130554
from,0.22939439117908478,0.33099696040153503,0.21209825575351715,0.308648020029068,0.4249346852302551,0.18416473269462585,0.27355384826660156,0.1747848093509674,0.19969791173934937
the,0.33890387415885925,0.4335206151008606,0.25706055760383606,0.3129390776157379,0.733189046382904,0.2266589254140854,0.5823672413825989,0.2253497689962387,0.22068053483963013
north,0.12114071100950241,0.20274685323238373,0.34716692566871643,0.750363826751709,0.3604778051376343,0.26945510506629944,0.2993389368057251,0.28581127524375916,0.11829731613397598
sea,0.16549281775951385,0.26365554332733154,0.30236297845840454,0.2882571816444397,0.2707739472389221,0.1504519134759903,0.22288988530635834,0.2639673054218292,0.15551945567131042
.,0.3287222981452942,0.3974229395389557,0.23885086178779602,0.2798699140548706,0.5352458953857422,0.215346097946167,0.4569662809371948,0.2714749276638031,0.4130953550338745
