,in,april,2014,",",how,many,new,zealand,students,attended,private,schools,?
new,0.3758552670478821,0.24175630509853363,0.06295159459114075,0.36073189973831177,0.20832711458206177,0.2992318272590637,0.9999999403953552,0.5071729421615601,0.19169281423091888,0.208150252699852,0.15541495382785797,0.13635335862636566,0.14782847464084625
zealand,0.2644186019897461,0.20840208232402802,0.09655669331550598,0.25323209166526794,0.12121080607175827,0.20437674224376678,0.5071729421615601,0.9999999403953552,0.11349768936634064,0.14504556357860565,0.1425226330757141,0.1286637783050537,0.07086749374866486
",",0.5201468467712402,0.4403347671031952,0.19350162148475647,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.36073189973831177,0.25323209166526794,0.26501646637916565,0.2751223146915436,0.1899166703224182,0.2760516405105591,0.31091248989105225
catering,0.230123832821846,0.16780118644237518,-0.003128540702164173,0.31230103969573975,0.2299785017967224,0.31093496084213257,0.23866145312786102,0.1526530385017395,0.3289470970630646,0.24861939251422882,0.27418047189712524,0.25946882367134094,0.255033403635025
for,0.4322226941585541,0.29502245783805847,-0.029771532863378525,0.4464869201183319,0.3308170735836029,0.40972793102264404,0.2700757384300232,0.19785170257091522,0.2460945099592209,0.2428373545408249,0.22242696583271027,0.2320515662431717,0.264628142118454
around,0.41294145584106445,0.21247705817222595,0.03615759313106537,0.3298884332180023,0.3297552764415741,0.4112928509712219,0.23326291143894196,0.12179521471261978,0.2288268655538559,0.19136250019073486,0.14923639595508575,0.21455352008342743,0.14729668200016022
"28,000",0.07891881465911865,0.07388440519571304,0.165592759847641,0.02439003810286522,0.0489511676132679,0.004897859878838062,-0.100471131503582,-0.054598573595285416,0.003269282402470708,-0.10004384815692902,0.0029749716632068157,-0.05763944238424301,0.07293245941400528
students,0.2676171064376831,0.18363846838474274,-0.02035689167678356,0.26501646637916565,0.25370386242866516,0.2713872492313385,0.19169281423091888,0.11349768936634064,1.0,0.4651164710521698,0.35454505681991577,0.6169943809509277,0.18017297983169556
or,0.3586423695087433,0.09176356345415115,-0.026373421773314476,0.3769497275352478,0.3378981947898865,0.36905089020729065,0.1627417951822281,0.16910114884376526,0.21765491366386414,0.08855412900447845,0.21888144314289093,0.23524631559848785,0.32389625906944275
3.7,0.28348952531814575,0.15156085789203644,-0.07137748599052429,0.2886066734790802,0.0704462081193924,0.11311265081167221,0.13088592886924744,0.16459393501281738,0.04543495923280716,0.11023690551519394,0.1359679400920868,0.13995672762393951,0.10568435490131378
%,0.19465309381484985,0.14055797457695007,0.01825324073433876,0.22757403552532196,0.1237400695681572,0.24948352575302124,0.12995213270187378,0.12510153651237488,0.22348105907440186,0.08139271289110184,0.14337216317653656,0.177998885512352,0.21441808342933655
of,0.5696388483047485,0.18706536293029785,0.0493064783513546,0.4946078956127167,0.2480744868516922,0.37253960967063904,0.343457967042923,0.1794917732477188,0.25513339042663574,0.25085145235061646,0.18706899881362915,0.265506386756897,0.1826142966747284
the,0.6662389636039734,0.23232673108577728,0.059490643441677094,0.4933079481124878,0.33890387415885925,0.4335206151008606,0.3845241069793701,0.18368712067604065,0.25268980860710144,0.2369099110364914,0.18291357159614563,0.22905772924423218,0.22068053483963013
entire,0.3347092568874359,0.14116546511650085,-0.04230177029967308,0.25087404251098633,0.2951267957687378,0.296248197555542,0.24857181310653687,0.08124597370624542,0.17214618623256683,0.14259794354438782,0.20161007344722748,0.16722406446933746,0.17068447172641754
student,0.254856139421463,0.23161162436008453,0.098530612885952,0.2261858433485031,0.22541755437850952,0.18084076046943665,0.15977053344249725,0.07118391990661621,0.7746244072914124,0.3927331268787384,0.3240567743778229,0.41530340909957886,0.13282090425491333
population,0.3268454372882843,0.14986126124858856,0.037611741572618484,0.2967977225780487,0.1651063710451126,0.2201971709728241,0.14427055418491364,0.09022867679595947,0.28437644243240356,0.16455937922000885,0.1066690981388092,0.2563742697238922,0.14449454843997955
.,0.5591574311256409,0.32346561551094055,0.14509223401546478,0.6812511086463928,0.3287222981452942,0.3974229395389557,0.35031336545944214,0.22469598054885864,0.2607303857803345,0.2017192840576172,0.2534593939781189,0.2752705216407776,0.4130953550338745
