,what,type,of,role,that,islamism,seeks,makes,it,a,somewhat,controversial,concept,?
merely,0.4384106993675232,0.1734873354434967,0.29657962918281555,0.20820043981075287,0.4918351173400879,0.2852874994277954,0.2667466402053833,0.26043060421943665,0.3519231975078583,0.30406931042671204,0.4506304860115051,0.3269079923629761,0.3314456641674042,0.31133392453193665
reflect,0.3106124997138977,0.19115936756134033,0.2477911114692688,0.13646027445793152,0.3284010887145996,0.17425863444805145,0.22540144622325897,0.2640915513038635,0.22067037224769592,0.21766093373298645,0.29519495368003845,0.2354566603899002,0.23609524965286255,0.1725967973470688
islam,0.23237212002277374,0.08514412492513657,0.21728332340717316,0.18596327304840088,0.22824111580848694,0.7715402841567993,0.2830236852169037,0.104722760617733,0.19719752669334412,0.15636202692985535,0.14933402836322784,0.3149270713329315,0.2964586019515991,0.18358638882637024
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.199491485953331,0.4137537479400635,0.20622773468494415,0.18343710899353027,0.2926395535469055,0.48329564929008484,0.427140474319458,0.25225475430488586,0.30749499797821045,0.20029692351818085,0.31091248989105225
while,0.35511791706085205,0.10300906002521515,0.3366928696632385,0.19695833325386047,0.43523597717285156,0.22324150800704956,0.27466705441474915,0.28580355644226074,0.3401351571083069,0.3733035624027252,0.3665296733379364,0.24799929559230804,0.18050093948841095,0.21076419949531555
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.26607486605644226,0.5473989248275757,0.2584027051925659,0.2753336727619171,0.3029823303222656,0.6251175999641418,0.5829201340675354,0.24373650550842285,0.275572806596756,0.2355310022830963,0.22068053483963013
contrary,0.4802809953689575,0.21734902262687683,0.2893366813659668,0.12369825690984726,0.4887920618057251,0.40965181589126587,0.33600038290023804,0.29827040433883667,0.32289987802505493,0.29509612917900085,0.35570502281188965,0.41337788105010986,0.4163605570793152,0.3430522680282593
idea,0.44512778520584106,0.20334267616271973,0.2342950403690338,0.2829606533050537,0.49277663230895996,0.351919025182724,0.26739221811294556,0.25768083333969116,0.3854401707649231,0.3483608067035675,0.2786403000354767,0.3098753094673157,0.5623390674591064,0.2952161729335785
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.23023544251918793,1.0,0.27515143156051636,0.29060468077659607,0.3599291145801544,0.5921133160591125,0.47537946701049805,0.3846902549266815,0.3362289071083069,0.3531160056591034,0.32716336846351624
islam,0.23237212002277374,0.08514412492513657,0.21728332340717316,0.18596327304840088,0.22824111580848694,0.7715402841567993,0.2830236852169037,0.104722760617733,0.19719752669334412,0.15636202692985535,0.14933402836322784,0.3149270713329315,0.2964586019515991,0.18358638882637024
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.20847192406654358,0.3995479643344879,0.19005949795246124,0.23242413997650146,0.4565773010253906,0.6328473687171936,0.658733606338501,0.3327275216579437,0.2638956904411316,0.2750450372695923,0.22961433231830597
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.199491485953331,0.4137537479400635,0.20622773468494415,0.18343710899353027,0.2926395535469055,0.48329564929008484,0.427140474319458,0.25225475430488586,0.30749499797821045,0.20029692351818085,0.31091248989105225
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.15656788647174835,0.4729836881160736,0.22809915244579315,0.31422191858291626,0.33774757385253906,0.36389440298080444,0.48853766918182373,0.2545194625854492,0.25823208689689636,0.2812420427799225,0.32389625906944275
can,0.34502777457237244,0.33094167709350586,0.2603091299533844,0.11350167542695999,0.4522190988063812,0.16523142158985138,0.2699006199836731,0.4379176199436188,0.3819273114204407,0.3915780484676361,0.32299044728279114,0.20359507203102112,0.19876942038536072,0.3226337134838104
be,0.3929833769798279,0.25716274976730347,0.33904364705085754,0.1769188493490219,0.6036020517349243,0.18793043494224548,0.20813056826591492,0.2906492352485657,0.5203388929367065,0.39883795380592346,0.3704870045185089,0.2993427813053131,0.3064061105251312,0.3324260413646698
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.199491485953331,0.4137537479400635,0.20622773468494415,0.18343710899353027,0.2926395535469055,0.48329564929008484,0.427140474319458,0.25225475430488586,0.30749499797821045,0.20029692351818085,0.31091248989105225
apolitical,0.26857051253318787,0.08128579705953598,0.2843259572982788,0.19366876780986786,0.24117566645145416,0.4979628324508667,0.31683656573295593,0.1658938080072403,0.18272224068641663,0.2176414430141449,0.21613255143165588,0.3955197334289551,0.2446405440568924,0.2318745255470276
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.20847192406654358,0.3995479643344879,0.19005949795246124,0.23242413997650146,0.4565773010253906,0.6328473687171936,0.658733606338501,0.3327275216579437,0.2638956904411316,0.2750450372695923,0.22961433231830597
an,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.23719340562820435,0.365763783454895,0.1711471527814865,0.18590731918811798,0.158767431974411,0.39472338557243347,0.44552403688430786,0.2060907632112503,0.1757672280073166,0.2314048856496811,0.19793890416622162
error,0.30197378993034363,0.232333704829216,0.15479235351085663,0.09563139826059341,0.3174022138118744,0.22818204760551453,0.11830978095531464,0.16260452568531036,0.2445838302373886,0.29154232144355774,0.21805162727832794,0.21763189136981964,0.19856125116348267,0.2543688118457794
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22067026793956757,0.4460422694683075,0.23342493176460266,0.19360657036304474,0.265095978975296,0.5593622326850891,0.50484299659729,0.2795824110507965,0.2866246700286865,0.17851535975933075,0.4130953550338745
