,what,cancels,our,guilt,and,empowers,us,to,resist,the,power,of,sin,and,to,fully,love,god,and,neighbor,?
resist,0.18565380573272705,0.19833804666996002,0.21659217774868011,0.22682012617588043,0.2666219174861908,0.2111867070198059,0.05156625434756279,0.266008585691452,1.0,0.22076082229614258,0.23991674184799194,0.22835293412208557,0.2064809501171112,0.2666219174861908,0.266008585691452,0.1631081998348236,0.1792711466550827,0.19863401353359222,0.2666219174861908,0.14927099645137787,0.07402366399765015
the,0.42745697498321533,0.2131279557943344,0.34956011176109314,0.22449131309986115,0.5171257257461548,0.2721267342567444,0.25727739930152893,0.535392165184021,0.22076082229614258,1.0,0.2647338807582855,0.733189046382904,0.18401655554771423,0.5171257257461548,0.535392165184021,0.2750830352306366,0.19631516933441162,0.24689088761806488,0.5171257257461548,0.14542067050933838,0.22068053483963013
power,0.22216427326202393,0.26811087131500244,0.18227002024650574,0.2339993268251419,0.27496716380119324,0.45941951870918274,0.1328859180212021,0.27001675963401794,0.23991674184799194,0.2647338807582855,1.0000001192092896,0.25273123383522034,0.10890290141105652,0.27496716380119324,0.27001675963401794,0.16657494008541107,0.19630973041057587,0.17302951216697693,0.27496716380119324,0.12981751561164856,0.15304024517536163
of,0.33290785551071167,0.18041104078292847,0.28844836354255676,0.1890961229801178,0.5116966962814331,0.2596759796142578,0.23568789660930634,0.41548454761505127,0.22835293412208557,0.733189046382904,0.25273123383522034,1.0,0.1845542937517166,0.5116966962814331,0.41548454761505127,0.1846403181552887,0.15893672406673431,0.2159487009048462,0.5116966962814331,0.11234130710363388,0.1826142966747284
sin,0.2028670310974121,0.1846868395805359,0.17952917516231537,0.3296752870082855,0.20722192525863647,0.17119577527046204,0.1557517945766449,0.2076987326145172,0.2064809501171112,0.18401655554771423,0.10890290141105652,0.1845542937517166,1.0000001192092896,0.20722192525863647,0.2076987326145172,0.10656345635652542,0.24662058055400848,0.4046735167503357,0.20722192525863647,0.08194680511951447,0.17164617776870728
and,0.31309178471565247,0.22321389615535736,0.2550724446773529,0.23879246413707733,1.0,0.3479346036911011,0.25715014338493347,0.48971283435821533,0.2666219174861908,0.5171257257461548,0.27496716380119324,0.5116966962814331,0.20722192525863647,1.0,0.48971283435821533,0.23881065845489502,0.2547922432422638,0.23257656395435333,1.0,0.262529194355011,0.20544172823429108
to,0.455847829580307,0.3245726525783539,0.2916623651981354,0.27108874917030334,0.48971283435821533,0.33330515027046204,0.2928973436355591,1.0,0.266008585691452,0.535392165184021,0.27001675963401794,0.41548454761505127,0.2076987326145172,0.48971283435821533,1.0,0.30777493119239807,0.21338175237178802,0.2408517301082611,0.48971283435821533,0.21176394820213318,0.29463258385658264
fully,0.3561125099658966,0.15621155500411987,0.2018413543701172,0.17107248306274414,0.23881065845489502,0.27747562527656555,0.12418005615472794,0.30777493119239807,0.1631081998348236,0.2750830352306366,0.16657494008541107,0.1846403181552887,0.10656345635652542,0.23881065845489502,0.30777493119239807,0.9999998807907104,0.16778704524040222,0.2265262007713318,0.23881065845489502,0.07980279624462128,0.2089291661977768
love,0.2620820701122284,0.14718671143054962,0.1914418339729309,0.35526609420776367,0.2547922432422638,0.2898784875869751,0.23978939652442932,0.21338175237178802,0.1792711466550827,0.19631516933441162,0.19630973041057587,0.15893672406673431,0.24662058055400848,0.2547922432422638,0.21338175237178802,0.16778704524040222,0.9999998807907104,0.36246347427368164,0.2547922432422638,0.26593858003616333,0.24261747300624847
god,0.3127830922603607,0.1458449363708496,0.2790161371231079,0.2642686367034912,0.23257656395435333,0.23296110332012177,0.155269056558609,0.2408517301082611,0.19863401353359222,0.24689088761806488,0.17302951216697693,0.2159487009048462,0.4046735167503357,0.23257656395435333,0.2408517301082611,0.2265262007713318,0.36246347427368164,1.0,0.23257656395435333,0.08620931953191757,0.23396754264831543
and,0.31309178471565247,0.22321389615535736,0.2550724446773529,0.23879246413707733,1.0,0.3479346036911011,0.25715014338493347,0.48971283435821533,0.2666219174861908,0.5171257257461548,0.27496716380119324,0.5116966962814331,0.20722192525863647,1.0,0.48971283435821533,0.23881065845489502,0.2547922432422638,0.23257656395435333,1.0,0.262529194355011,0.20544172823429108
neighbor,0.17147068679332733,0.14876502752304077,0.1549098789691925,0.1153138056397438,0.262529194355011,0.22622118890285492,0.09532026946544647,0.21176394820213318,0.14927099645137787,0.14542067050933838,0.12981751561164856,0.11234130710363388,0.08194680511951447,0.262529194355011,0.21176394820213318,0.07980279624462128,0.26593858003616333,0.08620931953191757,0.262529194355011,1.0,0.09239821881055832
.,0.3567904531955719,0.22173245251178741,0.2188185155391693,0.22934997081756592,0.588965117931366,0.2330731898546219,0.3162994682788849,0.4645031690597534,0.20275048911571503,0.5934505462646484,0.2141435295343399,0.5352458953857422,0.17979495227336884,0.588965117931366,0.4645031690597534,0.2809041440486908,0.22712194919586182,0.2337683141231537,0.588965117931366,0.18231156468391418,0.4130953550338745
,what,cancels,our,guilt,and,empowers,us,to,resist,the,power,of,sin,and,to,fully,love,god,and,neighbor,?
in,0.30808621644973755,0.15698838233947754,0.17172041535377502,0.16114866733551025,0.4954058527946472,0.177544966340065,0.19746538996696472,0.45010748505592346,0.19817115366458893,0.6662389636039734,0.16666220128536224,0.5696388483047485,0.1738690435886383,0.4954058527946472,0.45010748505592346,0.18126852810382843,0.2026566118001938,0.1355067938566208,0.4954058527946472,0.2010663002729416,0.20430970191955566
this,0.5489566326141357,0.30671483278274536,0.3593999147415161,0.31128978729248047,0.42353692650794983,0.24197043478488922,0.28853827714920044,0.5759071707725525,0.263007253408432,0.6274310946464539,0.24943022429943085,0.45148900151252747,0.23447342216968536,0.42353692650794983,0.5759071707725525,0.37380990386009216,0.17536750435829163,0.23806245625019073,0.42353692650794983,0.08715204149484634,0.3155723512172699
reception,0.218648299574852,0.14847750961780548,0.14955991506576538,0.21271084249019623,0.24592998623847961,0.2721512019634247,0.14926251769065857,0.22423096001148224,0.10747753083705902,0.27069389820098877,0.13092049956321716,0.20910748839378357,0.14181698858737946,0.24592998623847961,0.22423096001148224,0.1347825676202774,0.22763176262378693,0.0809335857629776,0.24592998623847961,0.10650449991226196,0.17967697978019714
",",0.3087472915649414,0.18549160659313202,0.2564825713634491,0.23602400720119476,0.6633074283599854,0.22498618066310883,0.3120202422142029,0.44245919585227966,0.18313832581043243,0.4933079481124878,0.2231994867324829,0.4946078956127167,0.19355511665344238,0.6633074283599854,0.44245919585227966,0.2252698540687561,0.2663334012031555,0.24755379557609558,0.6633074283599854,0.24909508228302002,0.31091248989105225
we,0.5622460842132568,0.2678806483745575,0.6167500019073486,0.27585485577583313,0.2896674871444702,0.31149038672447205,0.35949620604515076,0.4005183279514313,0.23666153848171234,0.3206169009208679,0.24392400681972504,0.2769293785095215,0.21914534270763397,0.2896674871444702,0.4005183279514313,0.2925039827823639,0.2621159255504608,0.2785375714302063,0.2896674871444702,0.14244680106639862,0.535264790058136
are,0.29724663496017456,0.22251573204994202,0.28460806608200073,0.16187895834445953,0.48576638102531433,0.19628635048866272,0.20678593218326569,0.3504326641559601,0.20454153418540955,0.40399202704429626,0.1187305822968483,0.39081433415412903,0.07397215068340302,0.48576638102531433,0.3504326641559601,0.2984277009963989,0.12094150483608246,0.17233000695705414,0.48576638102531433,0.15174539387226105,0.24591213464736938
forgiven,0.3706693947315216,0.25880834460258484,0.27132925391197205,0.5001314282417297,0.2185712307691574,0.32957831025123596,0.27715519070625305,0.32853642106056213,0.17026712000370026,0.22701320052146912,0.22225598990917206,0.17714223265647888,0.344145804643631,0.2185712307691574,0.32853642106056213,0.19869837164878845,0.37757983803749084,0.45972827076911926,0.2185712307691574,0.15121515095233917,0.3153024911880493
through,0.23167094588279724,0.20975838601589203,0.17978115379810333,0.17000283300876617,0.3666759729385376,0.22152438759803772,0.1577541083097458,0.4062686562538147,0.19541113078594208,0.44071322679519653,0.20083147287368774,0.3647414743900299,0.16586460173130035,0.3666759729385376,0.4062686562538147,0.20903077721595764,0.13020551204681396,0.14434312283992767,0.3666759729385376,0.12841618061065674,0.16913433372974396
the,0.42745697498321533,0.2131279557943344,0.34956011176109314,0.22449131309986115,0.5171257257461548,0.2721267342567444,0.25727739930152893,0.535392165184021,0.22076082229614258,1.0,0.2647338807582855,0.733189046382904,0.18401655554771423,0.5171257257461548,0.535392165184021,0.2750830352306366,0.19631516933441162,0.24689088761806488,0.5171257257461548,0.14542067050933838,0.22068053483963013
atoning,0.37673237919807434,0.2589573562145233,0.30130812525749207,0.37973353266716003,0.24230501055717468,0.3401690125465393,0.27738258242607117,0.2911645770072937,0.22722184658050537,0.34411531686782837,0.21100226044654846,0.29555097222328186,0.2428061068058014,0.24230501055717468,0.2911645770072937,0.2845354676246643,0.262309730052948,0.3131793737411499,0.24230501055717468,0.1450234353542328,0.24479272961616516
work,0.3762225806713104,0.18007251620292664,0.24616582691669464,0.2233884334564209,0.37551814317703247,0.25769469141960144,0.2215554565191269,0.3482864499092102,0.22927340865135193,0.2704800069332123,0.1541198492050171,0.23473061621189117,0.14097335934638977,0.37551814317703247,0.3482864499092102,0.18725569546222687,0.23112647235393524,0.15446507930755615,0.37551814317703247,0.09488531947135925,0.2621155381202698
of,0.33290785551071167,0.18041104078292847,0.28844836354255676,0.1890961229801178,0.5116966962814331,0.2596759796142578,0.23568789660930634,0.41548454761505127,0.22835293412208557,0.733189046382904,0.25273123383522034,1.0,0.1845542937517166,0.5116966962814331,0.41548454761505127,0.1846403181552887,0.15893672406673431,0.2159487009048462,0.5116966962814331,0.11234130710363388,0.1826142966747284
jesus,0.307744562625885,0.13653473556041718,0.32079774141311646,0.3527100682258606,0.16491691768169403,0.1618298441171646,0.15215662121772766,0.20926058292388916,0.14221850037574768,0.23073002696037292,0.07555471360683441,0.21039734780788422,0.36379244923591614,0.16491691768169403,0.20926058292388916,0.21658653020858765,0.27164146304130554,0.5464273691177368,0.16491691768169403,0.09660541266202927,0.19975169003009796
christ,0.2615339457988739,0.14933829009532928,0.34115877747535706,0.3084907829761505,0.15450161695480347,0.15347525477409363,0.15524637699127197,0.22245259582996368,0.181796595454216,0.25124865770339966,0.10790007561445236,0.27289092540740967,0.3783775269985199,0.15450161695480347,0.22245259582996368,0.1434338390827179,0.2447313666343689,0.4998750388622284,0.15450161695480347,0.0739828497171402,0.13772203028202057
on,0.34226128458976746,0.23390568792819977,0.25798463821411133,0.17727380990982056,0.4077630043029785,0.18905086815357208,0.2646999955177307,0.41031414270401,0.15625740587711334,0.5107308030128479,0.14738048613071442,0.3966929316520691,0.11853183805942535,0.4077630043029785,0.41031414270401,0.23460730910301208,0.16623444855213165,0.13295738399028778,0.4077630043029785,0.17150342464447021,0.2714994251728058
the,0.42745697498321533,0.2131279557943344,0.34956011176109314,0.22449131309986115,0.5171257257461548,0.2721267342567444,0.25727739930152893,0.535392165184021,0.22076082229614258,1.0,0.2647338807582855,0.733189046382904,0.18401655554771423,0.5171257257461548,0.535392165184021,0.2750830352306366,0.19631516933441162,0.24689088761806488,0.5171257257461548,0.14542067050933838,0.22068053483963013
cross,0.1799720823764801,0.1489415168762207,0.1912350058555603,0.18198291957378387,0.25427764654159546,0.11587395519018173,0.12648874521255493,0.21814192831516266,0.1739306002855301,0.25741100311279297,0.10429965704679489,0.2018742561340332,0.1318167746067047,0.25427764654159546,0.21814192831516266,0.09896871447563171,0.1035001203417778,0.15230795741081238,0.25427764654159546,0.01765853725373745,0.12288589030504227
.,0.3567904531955719,0.22173245251178741,0.2188185155391693,0.22934997081756592,0.588965117931366,0.2330731898546219,0.3162994682788849,0.4645031690597534,0.20275048911571503,0.5934505462646484,0.2141435295343399,0.5352458953857422,0.17979495227336884,0.588965117931366,0.4645031690597534,0.2809041440486908,0.22712194919586182,0.2337683141231537,0.588965117931366,0.18231156468391418,0.4130953550338745
