,what,is,attributed,to,the,income,inequality,in,the,united,states,?
travel,0.19747209548950195,0.20692875981330872,0.13360676169395447,0.324314147233963,0.2857808768749237,0.2139664739370346,0.15814383327960968,0.22463937103748322,0.2857808768749237,0.16355645656585693,0.16704340279102325,0.10014409571886063
or,0.33867141604423523,0.41870999336242676,0.1632189303636551,0.38921234011650085,0.4174870550632477,0.2201215922832489,0.261748343706131,0.3586423695087433,0.4174870550632477,0.21771858632564545,0.21771061420440674,0.32389625906944275
relocate,0.24819636344909668,0.14106033742427826,0.054984789341688156,0.37035825848579407,0.3267476558685303,0.1375036984682083,0.08828193694353104,0.23250794410705566,0.3267476558685303,0.21143838763237,0.22663800418376923,0.13085536658763885
.,0.3567904531955719,0.4569662809371948,0.2074218988418579,0.4645031690597534,0.5934505462646484,0.26448529958724976,0.22563500702381134,0.5591574311256409,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4130953550338745
,what,is,attributed,to,the,income,inequality,in,the,united,states,?
thomas,0.1806955188512802,0.15801864862442017,0.07722913473844528,0.1928519904613495,0.23505409061908722,0.13192082941532135,0.13228389620780945,0.21133768558502197,0.23505409061908722,0.1532033234834671,0.12428610771894455,0.16133050620555878
sowell,0.2762530744075775,0.17863188683986664,0.18792417645454407,0.2958240807056427,0.2277490347623825,0.20251105725765228,0.28282469511032104,0.23316772282123566,0.2277490347623825,0.29490676522254944,0.27683019638061523,0.29946663975715637
",",0.3087472915649414,0.4691906273365021,0.23475953936576843,0.44245919585227966,0.4933079481124878,0.19703416526317596,0.21822890639305115,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.1462014615535736,0.45010748505592346,0.6662389636039734,0.1795814335346222,0.19402410089969635,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
his,0.26976513862609863,0.24372583627700806,0.2283250391483307,0.3715193271636963,0.4394008219242096,0.1813822090625763,0.19931146502494812,0.3598145842552185,0.4394008219242096,0.22127725183963776,0.19675077497959137,0.18075084686279297
book,0.2872225046157837,0.21808475255966187,0.25650399923324585,0.20275522768497467,0.2652374505996704,0.1595277637243271,0.26568153500556946,0.2527170181274414,0.2652374505996704,0.194850891828537,0.17561651766300201,0.20572158694267273
knowledge,0.3869657814502716,0.18001945316791534,0.34740257263183594,0.2853367030620575,0.22194717824459076,0.21466286480426788,0.33980733156204224,0.14916929602622986,0.22194717824459076,0.09091600775718689,0.10724504292011261,0.2853184640407562
and,0.31309178471565247,0.3859752118587494,0.20042148232460022,0.48971283435821533,0.5171257257461548,0.2518245577812195,0.2590520679950714,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
decisions,0.3351972997188568,0.2378915399312973,0.17705760896205902,0.32702770829200745,0.30538004636764526,0.2847442924976349,0.38869911432266235,0.20928196609020233,0.30538004636764526,0.22554901242256165,0.2793346345424652,0.29068708419799805
",",0.3087472915649414,0.4691906273365021,0.23475953936576843,0.44245919585227966,0.4933079481124878,0.19703416526317596,0.21822890639305115,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
claims,0.2397100329399109,0.18619538843631744,0.284233033657074,0.27401837706565857,0.24698559939861298,0.2340584546327591,0.28305280208587646,0.15647023916244507,0.24698559939861298,0.14182201027870178,0.1948423683643341,0.18741291761398315
that,0.6297725439071655,0.3995479643344879,0.2847778797149658,0.5436353087425232,0.5473989248275757,0.2627509534358978,0.3467824459075928,0.435920387506485,0.5473989248275757,0.25567954778671265,0.291576623916626,0.32716336846351624
this,0.5489566326141357,0.480927973985672,0.2475186288356781,0.5759071707725525,0.6274310946464539,0.26293206214904785,0.285918265581131,0.45205554366111755,0.6274310946464539,0.23579099774360657,0.2684851288795471,0.3155723512172699
difference,0.4114832878112793,0.32414332032203674,0.21890726685523987,0.294858455657959,0.3050459623336792,0.28351038694381714,0.4600308835506439,0.2025471031665802,0.3050459623336792,0.1632412225008011,0.18088985979557037,0.2842230200767517
is,0.28837618231773376,1.0,0.15490207076072693,0.42745086550712585,0.5823672413825989,0.14559021592140198,0.1953488290309906,0.5394441485404968,0.5823672413825989,0.22408509254455566,0.21939043700695038,0.22961433231830597
due,0.15204688906669617,0.24065633118152618,0.2398608922958374,0.35188060998916626,0.22577603161334991,0.1845283955335617,0.20805203914642334,0.2516716718673706,0.22577603161334991,0.1965654194355011,0.20561324059963226,0.10954997688531876
to,0.455847829580307,0.42745086550712585,0.1937648355960846,1.0,0.535392165184021,0.27188464999198914,0.24361056089401245,0.45010748505592346,0.535392165184021,0.2715383470058441,0.2828785181045532,0.29463258385658264
women,0.14828920364379883,0.20067402720451355,0.11576521396636963,0.24881750345230103,0.279754102230072,0.2004300355911255,0.2967824339866638,0.3171939551830292,0.279754102230072,0.15663212537765503,0.18201056122779846,0.1616753786802292
not,0.5449194312095642,0.3776007890701294,0.26036396622657776,0.5149973034858704,0.4310511648654938,0.25472235679626465,0.30771467089653015,0.3403114080429077,0.4310511648654938,0.20884482562541962,0.24589264392852783,0.41942933201789856
taking,0.24635453522205353,0.2171461582183838,0.07058537751436234,0.3001216948032379,0.32714390754699707,0.12230988591909409,0.184734508395195,0.25282081961631775,0.32714390754699707,0.14794251322746277,0.13365411758422852,0.19960761070251465
jobs,0.24064965546131134,0.1791449338197708,0.034296613186597824,0.29148486256599426,0.25216126441955566,0.3571754992008209,0.2813456952571869,0.25891396403312683,0.25216126441955566,0.27442941069602966,0.2920830547809601,0.15148547291755676
due,0.15204688906669617,0.24065633118152618,0.2398608922958374,0.35188060998916626,0.22577603161334991,0.1845283955335617,0.20805203914642334,0.2516716718673706,0.22577603161334991,0.1965654194355011,0.20561324059963226,0.10954997688531876
to,0.455847829580307,0.42745086550712585,0.1937648355960846,1.0,0.535392165184021,0.27188464999198914,0.24361056089401245,0.45010748505592346,0.535392165184021,0.2715383470058441,0.2828785181045532,0.29463258385658264
marriage,0.1536911427974701,0.1394161880016327,0.15631462633609772,0.21359077095985413,0.17375090718269348,0.2600654065608978,0.3260413408279419,0.18663892149925232,0.17375090718269348,0.202130988240242,0.21325711905956268,0.13543564081192017
or,0.33867141604423523,0.41870999336242676,0.1632189303636551,0.38921234011650085,0.4174870550632477,0.2201215922832489,0.261748343706131,0.3586423695087433,0.4174870550632477,0.21771858632564545,0.21771061420440674,0.32389625906944275
pregnancy,0.24451294541358948,0.2203264832496643,0.17715758085250854,0.23292505741119385,0.254552960395813,0.23400157690048218,0.2454923391342163,0.18384239077568054,0.254552960395813,0.1867838352918625,0.17372794449329376,0.22192636132240295
",",0.3087472915649414,0.4691906273365021,0.23475953936576843,0.44245919585227966,0.4933079481124878,0.19703416526317596,0.21822890639305115,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
but,0.5029441118240356,0.4106791317462921,0.24462945759296417,0.5542377829551697,0.4859698414802551,0.22640815377235413,0.2441430538892746,0.48674455285072327,0.4859698414802551,0.2124049812555313,0.26214689016342163,0.27921953797340393
income,0.21837803721427917,0.14559021592140198,0.19990859925746918,0.27188464999198914,0.23699946701526642,1.0,0.46967795491218567,0.1795814335346222,0.23699946701526642,0.29753777384757996,0.30292192101478577,0.14935168623924255
studies,0.18772079050540924,0.2583865225315094,0.14720860123634338,0.27655282616615295,0.22738903760910034,0.19452963769435883,0.28749555349349976,0.30442532896995544,0.22738903760910034,0.16205769777297974,0.17542687058448792,0.1388726830482483
show,0.29653704166412354,0.2144283652305603,0.1665528416633606,0.29833272099494934,0.319829523563385,0.16727115213871002,0.15514305233955383,0.27595704793930054,0.319829523563385,0.20793548226356506,0.20338594913482666,0.2520138621330261
that,0.6297725439071655,0.3995479643344879,0.2847778797149658,0.5436353087425232,0.5473989248275757,0.2627509534358978,0.3467824459075928,0.435920387506485,0.5473989248275757,0.25567954778671265,0.291576623916626,0.32716336846351624
that,0.6297725439071655,0.3995479643344879,0.2847778797149658,0.5436353087425232,0.5473989248275757,0.2627509534358978,0.3467824459075928,0.435920387506485,0.5473989248275757,0.25567954778671265,0.291576623916626,0.32716336846351624
does,0.38564667105674744,0.4403602182865143,0.15290957689285278,0.4391997456550598,0.35928019881248474,0.18851257860660553,0.24271976947784424,0.214483380317688,0.35928019881248474,0.1650896966457367,0.18093830347061157,0.338003009557724
not,0.5449194312095642,0.3776007890701294,0.26036396622657776,0.5149973034858704,0.4310511648654938,0.25472235679626465,0.30771467089653015,0.3403114080429077,0.4310511648654938,0.20884482562541962,0.24589264392852783,0.41942933201789856
explain,0.46946078538894653,0.23638448119163513,0.2833331227302551,0.3735564351081848,0.24376994371414185,0.15902887284755707,0.32711440324783325,0.206684410572052,0.24376994371414185,0.13392764329910278,0.14982661604881287,0.365981787443161
the,0.42745697498321533,0.5823672413825989,0.21220806241035461,0.535392165184021,1.0,0.23699946701526642,0.23508106172084808,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
entire,0.37562522292137146,0.31832677125930786,0.2397613823413849,0.37588366866111755,0.4870373010635376,0.2984350621700287,0.21604807674884796,0.3347092568874359,0.4870373010635376,0.1878906637430191,0.210246279835701,0.17068447172641754
difference,0.4114832878112793,0.32414332032203674,0.21890726685523987,0.294858455657959,0.3050459623336792,0.28351038694381714,0.4600308835506439,0.2025471031665802,0.3050459623336792,0.1632412225008011,0.18088985979557037,0.2842230200767517
.,0.3567904531955719,0.4569662809371948,0.2074218988418579,0.4645031690597534,0.5934505462646484,0.26448529958724976,0.22563500702381134,0.5591574311256409,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4130953550338745
