,what,branch,of,theoretical,computer,science,deals,with,broadly,classifying,computational,problems,by,difficulty,and,class,of,relationship,?
problems,0.3306994140148163,0.15988236665725708,0.2450421154499054,0.23852582275867462,0.2735036611557007,0.216844841837883,0.3902164101600647,0.3139011859893799,0.21411645412445068,0.2612456977367401,0.3718613386154175,1.0,0.20223401486873627,0.48529917001724243,0.285793662071228,0.18972691893577576,0.2450421154499054,0.3387733995914459,0.2638136148452759
according,0.2776208221912384,0.13991466164588928,0.3307822346687317,0.2195092886686325,0.13761478662490845,0.13462156057357788,0.21072706580162048,0.25230053067207336,0.2585550844669342,0.2401733696460724,0.26080387830734253,0.16905401647090912,0.2975466847419739,0.24842940270900726,0.30645591020584106,0.09917973726987839,0.3307822346687317,0.21896716952323914,0.21173474192619324
to,0.455847829580307,0.15628041326999664,0.41548454761505127,0.20695699751377106,0.2594811022281647,0.2226530760526657,0.2674049735069275,0.4239959120750427,0.347542405128479,0.24402032792568207,0.246933713555336,0.28989166021347046,0.33534231781959534,0.3135955035686493,0.48971283435821533,0.18696844577789307,0.41548454761505127,0.25194117426872253,0.29463258385658264
their,0.35142919421195984,0.13254058361053467,0.4329940676689148,0.22081533074378967,0.17602862417697906,0.16402384638786316,0.2415538877248764,0.4258328378200531,0.28050497174263,0.2541395127773285,0.20874014496803284,0.28772616386413574,0.3242124021053314,0.33458951115608215,0.45114588737487793,0.19463683664798737,0.4329940676689148,0.23514914512634277,0.1898253709077835
inherent,0.36534133553504944,0.1256878674030304,0.2979840934276581,0.23905391991138458,0.20778127014636993,0.2520415186882019,0.279858261346817,0.1985962986946106,0.36960369348526,0.3015287220478058,0.3613610863685608,0.27807414531707764,0.15877078473567963,0.29755163192749023,0.25088801980018616,0.16065478324890137,0.2979840934276581,0.22434601187705994,0.3217507004737854
difficulty,0.3258202373981476,0.1275700330734253,0.27728772163391113,0.25252026319503784,0.20160464942455292,0.15199224650859833,0.2903546690940857,0.2914443612098694,0.32070451974868774,0.3279905915260315,0.3689636290073395,0.48529917001724243,0.24736160039901733,0.9999999403953552,0.24149617552757263,0.20930132269859314,0.27728772163391113,0.2889155447483063,0.1517200618982315
",",0.3087472915649414,0.2610839307308197,0.4946078956127167,0.2542550563812256,0.24379804730415344,0.2623405158519745,0.2566559612751007,0.4120737314224243,0.24148055911064148,0.24655549228191376,0.28742313385009766,0.2596952021121979,0.3680937886238098,0.21331651508808136,0.6633074283599854,0.1753857135772705,0.4946078956127167,0.23936419188976288,0.31091248989105225
and,0.31309178471565247,0.23874594271183014,0.5116966962814331,0.18770602345466614,0.2362591028213501,0.2865735590457916,0.3152588903903961,0.5477725267410278,0.29907193779945374,0.24974320828914642,0.28914058208465576,0.285793662071228,0.4289871156215668,0.24149617552757263,1.0,0.20710228383541107,0.5116966962814331,0.3086830675601959,0.20544172823429108
relating,0.30636364221572876,0.16705355048179626,0.34370505809783936,0.2674688398838043,0.20572596788406372,0.29205122590065,0.5037075281143188,0.3557954430580139,0.3525462746620178,0.39538463950157166,0.38070857524871826,0.33227235078811646,0.2526944875717163,0.3054468333721161,0.353814959526062,0.16961100697517395,0.34370505809783936,0.4949711859226227,0.2191188931465149
those,0.44466671347618103,0.15109071135520935,0.37935635447502136,0.26419246196746826,0.22305481135845184,0.23429903388023376,0.2682139575481415,0.3564215302467346,0.3934940993785858,0.3762894868850708,0.29045677185058594,0.31249311566352844,0.32841911911964417,0.3137591779232025,0.43169310688972473,0.18292978405952454,0.37935635447502136,0.1588447391986847,0.3328189253807068
classes,0.20746955275535583,0.18696974217891693,0.19099700450897217,0.21635213494300842,0.20002150535583496,0.2757841944694519,0.1845749169588089,0.19796571135520935,0.26529866456985474,0.4690920412540436,0.25328823924064636,0.2519468665122986,0.1743253618478775,0.2528369426727295,0.2892279624938965,0.7096753120422363,0.19099700450897217,0.20431296527385712,0.14397528767585754
to,0.455847829580307,0.15628041326999664,0.41548454761505127,0.20695699751377106,0.2594811022281647,0.2226530760526657,0.2674049735069275,0.4239959120750427,0.347542405128479,0.24402032792568207,0.246933713555336,0.28989166021347046,0.33534231781959534,0.3135955035686493,0.48971283435821533,0.18696844577789307,0.41548454761505127,0.25194117426872253,0.29463258385658264
each,0.3353266417980194,0.16800321638584137,0.38460010290145874,0.18638135492801666,0.20365038514137268,0.16468895971775055,0.30175477266311646,0.4100050628185272,0.28131303191185,0.22395209968090057,0.21740178763866425,0.1765049546957016,0.29190269112586975,0.30977746844291687,0.2984027564525604,0.13021305203437805,0.38460010290145874,0.24747294187545776,0.21173812448978424
other,0.341873437166214,0.21350230276584625,0.38583824038505554,0.20287714898586273,0.22112765908241272,0.25806936621665955,0.3315819799900055,0.44086363911628723,0.3031831979751587,0.3106268048286438,0.27842795848846436,0.2678011357784271,0.3321913778781891,0.23701722919940948,0.5504306554794312,0.16611546277999878,0.38583824038505554,0.2774273157119751,0.24682199954986572
.,0.3567904531955719,0.1572728455066681,0.5352458953857422,0.19316019117832184,0.22837716341018677,0.21781636774539948,0.22662842273712158,0.4446153938770294,0.16249950230121613,0.23070324957370758,0.24047870934009552,0.2602308988571167,0.3936232924461365,0.1597665250301361,0.588965117931366,0.24688394367694855,0.5352458953857422,0.22535671293735504,0.4130953550338745
