,what,did,sir,charles,parsons,invent,?
poet,0.10796449333429337,0.09382837265729904,0.24764525890350342,0.1766856461763382,0.26783859729766846,0.23815526068210602,0.16892145574092865
basil,0.12163012474775314,0.16557154059410095,0.21709638833999634,0.22722619771957397,0.19639071822166443,0.13146770000457764,0.16320666670799255
bunting,0.20460514724254608,0.12368600815534592,0.11663097888231277,0.164274662733078,0.20532222092151642,0.13974840939044952,0.15691573917865753
",",0.3087472915649414,0.3015086054801941,0.2283722162246704,0.24990057945251465,0.36647313833236694,0.1828853040933609,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.19441749155521393,0.23640480637550354,0.3204275369644165,0.1164553090929985,0.20544172823429108
lord,0.15077504515647888,0.16158217191696167,0.3701726496219635,0.1950022429227829,0.22134101390838623,0.10490090399980545,0.09544310718774796
chief,0.1647547483444214,0.18907910585403442,0.2771379053592682,0.16224981844425201,0.17251640558242798,0.07122549414634705,0.09466830641031265
justice,0.21462921798229218,0.10621706396341324,0.2273063063621521,0.17727892100811005,0.285400390625,0.07192228734493256,0.19269752502441406
peter,0.15377900004386902,0.1588931679725647,0.3126450777053833,0.31965842843055725,0.27706968784332275,0.1599077433347702,0.11650477349758148
taylor,0.20978647470474243,0.1830645501613617,0.2652828097343445,0.2235729694366455,0.3973299562931061,0.15792779624462128,0.18786384165287018
.,0.3567904531955719,0.35288307070732117,0.18421879410743713,0.2551998198032379,0.237540140748024,0.18691621720790863,0.4130953550338745
