,how,many,doctor,who,episodes,have,been,shown,",",in,total,?
episodes,0.16633862257003784,0.17309854924678802,0.2920081615447998,0.20461446046829224,0.9999999403953552,0.22485783696174622,0.23627032339572906,0.37032949924468994,0.2131132036447525,0.17357411980628967,0.22169801592826843,0.21740183234214783
(,0.1676948219537735,0.1455259770154953,0.1570640504360199,0.2443375140428543,0.17736345529556274,0.23072676360607147,0.1755061000585556,0.17931321263313293,0.6363511681556702,0.3087427020072937,0.2282908409833908,0.40561532974243164
for,0.3308170735836029,0.40972793102264404,0.1556548923254013,0.37110671401023865,0.16166263818740845,0.41175219416618347,0.39068686962127686,0.28684258460998535,0.4464869201183319,0.4322226941585541,0.18924455344676971,0.264628142118454
resurrection,0.18069767951965332,0.2019897848367691,0.2800465524196625,0.2159234881401062,0.21639269590377808,0.1747555285692215,0.1905720978975296,0.19580432772636414,0.20347194373607635,0.2599698007106781,0.014164373278617859,0.16188794374465942
of,0.2480744868516922,0.37253960967063904,0.16895952820777893,0.2827862501144409,0.19166667759418488,0.3802283704280853,0.31685134768486023,0.24332952499389648,0.4946078956127167,0.5696388483047485,0.29045331478118896,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.40389683842658997,0.3563927710056305,0.3387985825538635,0.4933079481124878,0.6662389636039734,0.27068960666656494,0.22068053483963013
daleks,0.21742945909500122,0.2027176171541214,0.3440004587173462,0.3263576030731201,0.33411118388175964,0.23686906695365906,0.26172420382499695,0.24015109241008759,0.14506761729717255,0.2037806212902069,0.1310858577489853,0.13693755865097046
in,0.2601168751716614,0.41474202275276184,0.25567495822906494,0.2792111933231354,0.17357411980628967,0.36843645572662354,0.3515113592147827,0.2988935708999634,0.5201468467712402,1.0,0.27667245268821716,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.40389683842658997,0.3563927710056305,0.3387985825538635,0.4933079481124878,0.6662389636039734,0.27068960666656494,0.22068053483963013
1984,-0.13373258709907532,-0.045313511043787,-0.0013938586926087737,-0.04009602591395378,0.024596281349658966,-0.0515444315969944,0.004211060237139463,-0.021730881184339523,0.1623975932598114,0.006334475241601467,0.016775790601968765,0.07765956968069077
series,0.17967022955417633,0.2703429162502289,0.2712797522544861,0.21484537422657013,0.5597400069236755,0.20911821722984314,0.24386771023273468,0.3483121395111084,0.24060699343681335,0.2914260923862457,0.17602503299713135,0.1709602326154709
",",0.22659391164779663,0.40610817074775696,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.3541618287563324,0.34873589873313904,0.25911012291908264,1.0000001192092896,0.5201468467712402,0.25815486907958984,0.31091248989105225
a,0.29312583804130554,0.2872205972671509,0.22883038222789764,0.36608949303627014,0.18881215155124664,0.338716596364975,0.3315402865409851,0.2581788897514343,0.427140474319458,0.539380669593811,0.20922091603279114,0.23916715383529663
single,0.19500847160816193,0.20817208290100098,0.08707979321479797,0.15813320875167847,0.18822957575321198,0.23322337865829468,0.2011043131351471,0.2499609887599945,0.21322597563266754,0.23017926514148712,0.22487443685531616,0.2151121199131012
season,0.13036081194877625,0.14251810312271118,0.16388003528118134,0.13809308409690857,0.5267286896705627,0.20235268771648407,0.1832963228225708,0.2662046551704407,0.2232367992401123,0.2184021919965744,0.17375686764717102,0.16793298721313477
in,0.2601168751716614,0.41474202275276184,0.25567495822906494,0.2792111933231354,0.17357411980628967,0.36843645572662354,0.3515113592147827,0.2988935708999634,0.5201468467712402,1.0,0.27667245268821716,0.20430970191955566
1985,0.0524597242474556,0.08971890807151794,0.11446860432624817,0.09514728933572769,0.011000208556652069,0.09661953151226044,0.050957225263118744,0.009727045893669128,0.10430982708930969,0.015247007831931114,-0.014157797209918499,-0.03005216084420681
",",0.22659391164779663,0.40610817074775696,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.3541618287563324,0.34873589873313904,0.25911012291908264,1.0000001192092896,0.5201468467712402,0.25815486907958984,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.21673844754695892,0.41279885172843933,0.246442511677742,0.4711785912513733,0.3424558639526367,0.28805026412010193,0.6633074283599854,0.4954058527946472,0.2520328164100647,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.40389683842658997,0.3563927710056305,0.3387985825538635,0.4933079481124878,0.6662389636039734,0.27068960666656494,0.22068053483963013
revival,0.09671590477228165,0.23659244179725647,0.13733609020709991,0.1408388912677765,0.1972525715827942,0.17627838253974915,0.2456159144639969,0.16539926826953888,0.2530691921710968,0.2631177604198456,0.18622083961963654,0.09967152029275894
),0.17939934134483337,0.16602720320224762,0.1509941965341568,0.2457384318113327,0.1691657453775406,0.22866283357143402,0.1854540854692459,0.20446927845478058,0.63033527135849,0.3326910734176636,0.2389112114906311,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.3541618287563324,0.34873589873313904,0.25911012291908264,1.0000001192092896,0.5201468467712402,0.25815486907958984,0.31091248989105225
two,0.2499001920223236,0.5147606730461121,0.12698069214820862,0.2791741192340851,0.2568005919456482,0.4498785734176636,0.3638966381549835,0.25581416487693787,0.35859420895576477,0.36463531851768494,0.31595906615257263,0.19645625352859497
feature-length,0.27319765090942383,0.27193892002105713,0.18441776931285858,0.1576603800058365,0.3086729645729065,0.36103516817092896,0.26581716537475586,0.2686379551887512,0.2767808735370636,0.2562318742275238,0.31543710827827454,0.2911895215511322
productions,0.21838009357452393,0.2544585168361664,0.1531556099653244,0.1643865406513214,0.40393581986427307,0.17070619761943817,0.15726079046726227,0.2570241093635559,0.2846270501613617,0.23328478634357452,0.14131878316402435,0.22681239247322083
(,0.1676948219537735,0.1455259770154953,0.1570640504360199,0.2443375140428543,0.17736345529556274,0.23072676360607147,0.1755061000585556,0.17931321263313293,0.6363511681556702,0.3087427020072937,0.2282908409833908,0.40561532974243164
1983,-0.010435260832309723,0.003870143787935376,-0.017927996814250946,-0.046419866383075714,-0.047121576964855194,0.062207918614149094,-0.0032113876659423113,0.024090105667710304,0.07142885774374008,-0.00395767018198967,-0.05493966490030289,0.09926492720842361
's,-0.026164190843701363,0.01698932610452175,0.031664930284023285,0.05599616840481758,-0.013447972945868969,-0.02807004563510418,-0.10734795778989792,-0.028585107997059822,-0.0016132977325469255,-0.037580832839012146,0.1334245651960373,-0.023395681753754616
the,0.33890387415885925,0.4335206151008606,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.40389683842658997,0.3563927710056305,0.3387985825538635,0.4933079481124878,0.6662389636039734,0.27068960666656494,0.22068053483963013
five,0.20553050935268402,0.41084155440330505,0.11301461607217789,0.22190363705158234,0.25898370146751404,0.35977232456207275,0.3115145266056061,0.21898368000984192,0.3101605772972107,0.3634254038333893,0.3657594323158264,0.18342848122119904
doctors,0.3169460594654083,0.34454771876335144,0.6945362687110901,0.34335678815841675,0.2150476723909378,0.29020634293556213,0.1530182808637619,0.210747629404068,0.18616431951522827,0.1817551702260971,0.1269078403711319,0.19305896759033203
and,0.33647966384887695,0.5296266674995422,0.21673844754695892,0.41279885172843933,0.246442511677742,0.4711785912513733,0.3424558639526367,0.28805026412010193,0.6633074283599854,0.4954058527946472,0.2520328164100647,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.40389683842658997,0.3563927710056305,0.3387985825538635,0.4933079481124878,0.6662389636039734,0.27068960666656494,0.22068053483963013
1996,0.11204922944307327,0.12439823895692825,0.09654296189546585,0.23735210299491882,-0.08078334480524063,0.07856515794992447,0.11346636712551117,-0.025611797347664833,0.20095814764499664,0.07233931124210358,-0.01863865554332733,0.18022380769252777
television,0.20427560806274414,0.23433995246887207,0.31410008668899536,0.2515988349914551,0.558925449848175,0.1811555027961731,0.22197875380516052,0.3549835979938507,0.27995240688323975,0.2689782977104187,0.14145801961421967,0.16825827956199646
film,0.1829524040222168,0.15848217904567719,0.20001187920570374,0.16308167576789856,0.3031851053237915,0.13394346833229065,0.17852230370044708,0.2146872580051422,0.2552308440208435,0.22183799743652344,0.09734107553958893,0.16369038820266724
),0.17939934134483337,0.16602720320224762,0.1509941965341568,0.2457384318113327,0.1691657453775406,0.22866283357143402,0.1854540854692459,0.20446927845478058,0.63033527135849,0.3326910734176636,0.2389112114906311,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.3541618287563324,0.34873589873313904,0.25911012291908264,1.0000001192092896,0.5201468467712402,0.25815486907958984,0.31091248989105225
eight,0.222213014960289,0.348200261592865,0.07293140143156052,0.20418307185173035,0.23466745018959045,0.31264185905456543,0.30125126242637634,0.2137616127729416,0.28017938137054443,0.3002670109272003,0.3542804419994354,0.11634626984596252
christmas,0.2125333994626999,0.20769301056861877,0.1539488285779953,0.19243934750556946,0.27025192975997925,0.17985796928405762,0.21513761579990387,0.10982461273670197,0.2420792281627655,0.17820265889167786,0.10684961825609207,0.23817040026187897
specials,0.24659700691699982,0.3621196746826172,0.23998045921325684,0.2836933434009552,0.44820326566696167,0.27145257592201233,0.2832280397415161,0.2958431839942932,0.26344001293182373,0.2802408039569855,0.16860881447792053,0.2582153379917145
(,0.1676948219537735,0.1455259770154953,0.1570640504360199,0.2443375140428543,0.17736345529556274,0.23072676360607147,0.1755061000585556,0.17931321263313293,0.6363511681556702,0.3087427020072937,0.2282908409833908,0.40561532974243164
most,0.311336874961853,0.6236066222190857,0.17011499404907227,0.35393568873405457,0.10079029202461243,0.44364631175994873,0.33751797676086426,0.17725767195224762,0.3636029064655304,0.41416558623313904,0.2879014015197754,0.2107497900724411
of,0.2480744868516922,0.37253960967063904,0.16895952820777893,0.2827862501144409,0.19166667759418488,0.3802283704280853,0.31685134768486023,0.24332952499389648,0.4946078956127167,0.5696388483047485,0.29045331478118896,0.1826142966747284
60,0.12259688228368759,0.0015101747121661901,-0.020087122917175293,0.041363123804330826,-0.06300682574510574,0.01954333484172821,0.03592681139707565,-0.07185358554124832,-0.0030452930368483067,0.008437495678663254,-0.010126969777047634,0.06999651342630386
minutes,0.2050236165523529,0.1504853516817093,0.16872528195381165,0.153090700507164,0.31547248363494873,0.19174879789352417,0.15956108272075653,0.191646009683609,0.24640324711799622,0.18828919529914856,0.28408247232437134,0.14419560134410858
',0.18823795020580292,0.15973903238773346,0.2026606649160385,0.22534559667110443,0.16757473349571228,0.2580406367778778,0.20948141813278198,0.21459165215492249,0.5178600549697876,0.4158826768398285,0.18848779797554016,0.330942302942276
duration,0.3230358958244324,0.1988067626953125,0.14568836987018585,0.12819021940231323,0.30970174074172974,0.295404314994812,0.26753947138786316,0.207253560423851,0.19844533503055573,0.20128466188907623,0.23685695230960846,0.24553591012954712
",",0.22659391164779663,0.40610817074775696,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.3541618287563324,0.34873589873313904,0.25911012291908264,1.0000001192092896,0.5201468467712402,0.25815486907958984,0.31091248989105225
one,0.3213292360305786,0.4223630726337433,0.17397142946720123,0.40083858370780945,0.22621697187423706,0.4507926106452942,0.3407197892665863,0.2880101203918457,0.3696635365486145,0.4129433035850525,0.2843787372112274,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.16895952820777893,0.2827862501144409,0.19166667759418488,0.3802283704280853,0.31685134768486023,0.24332952499389648,0.4946078956127167,0.5696388483047485,0.29045331478118896,0.1826142966747284
72,0.04387342929840088,0.09622936695814133,-0.06165334954857826,-0.005057917442172766,0.009691157378256321,0.015623284503817558,0.026281848549842834,-0.0889742523431778,-0.03126766160130501,-0.07660013437271118,-0.016032811254262924,0.019383765757083893
minutes,0.2050236165523529,0.1504853516817093,0.16872528195381165,0.153090700507164,0.31547248363494873,0.19174879789352417,0.15956108272075653,0.191646009683609,0.24640324711799622,0.18828919529914856,0.28408247232437134,0.14419560134410858
),0.17939934134483337,0.16602720320224762,0.1509941965341568,0.2457384318113327,0.1691657453775406,0.22866283357143402,0.1854540854692459,0.20446927845478058,0.63033527135849,0.3326910734176636,0.2389112114906311,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.3541618287563324,0.34873589873313904,0.25911012291908264,1.0000001192092896,0.5201468467712402,0.25815486907958984,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.21673844754695892,0.41279885172843933,0.246442511677742,0.4711785912513733,0.3424558639526367,0.28805026412010193,0.6633074283599854,0.4954058527946472,0.2520328164100647,0.20544172823429108
four,0.1955733299255371,0.4139232039451599,0.08153758198022842,0.1980169266462326,0.22708669304847717,0.3544043302536011,0.315487802028656,0.2184745818376541,0.31238991022109985,0.3085027039051056,0.3074977397918701,0.14532537758350372
additional,0.22369614243507385,0.24535326659679413,0.11912983655929565,0.19588695466518402,0.2524087429046631,0.3269815742969513,0.2657521665096283,0.17514744400978088,0.30316734313964844,0.21390613913536072,0.24358145892620087,0.24309562146663666
specials,0.24659700691699982,0.3621196746826172,0.23998045921325684,0.2836933434009552,0.44820326566696167,0.27145257592201233,0.2832280397415161,0.2958431839942932,0.26344001293182373,0.2802408039569855,0.16860881447792053,0.2582153379917145
ranging,0.1890265941619873,0.3505823612213135,0.05589593946933746,0.10510164499282837,0.13651621341705322,0.30342352390289307,0.20163299143314362,0.19800260663032532,0.28140878677368164,0.23063085973262787,0.2730075418949127,0.09338733553886414
from,0.22939439117908478,0.33099696040153503,0.15658842027187347,0.27839982509613037,0.22955967485904694,0.30702701210975647,0.27624839544296265,0.16422823071479797,0.39760664105415344,0.4274188280105591,0.14256314933300018,0.19969791173934937
60,0.12259688228368759,0.0015101747121661901,-0.020087122917175293,0.041363123804330826,-0.06300682574510574,0.01954333484172821,0.03592681139707565,-0.07185358554124832,-0.0030452930368483067,0.008437495678663254,-0.010126969777047634,0.06999651342630386
to,0.44169697165489197,0.40243685245513916,0.22950075566768646,0.42656609416007996,0.21516069769859314,0.4544740617275238,0.34945759177207947,0.23958280682563782,0.44245919585227966,0.45010748505592346,0.22792020440101624,0.29463258385658264
75,-0.06230953708291054,-0.028689786791801453,-0.06400221586227417,-0.06506567448377609,-0.02106410637497902,-0.05516570433974266,0.02138228714466095,-0.034485507756471634,0.034803032875061035,0.075807124376297,0.05282384902238846,0.017522118985652924
minutes,0.2050236165523529,0.1504853516817093,0.16872528195381165,0.153090700507164,0.31547248363494873,0.19174879789352417,0.15956108272075653,0.191646009683609,0.24640324711799622,0.18828919529914856,0.28408247232437134,0.14419560134410858
in,0.2601168751716614,0.41474202275276184,0.25567495822906494,0.2792111933231354,0.17357411980628967,0.36843645572662354,0.3515113592147827,0.2988935708999634,0.5201468467712402,1.0,0.27667245268821716,0.20430970191955566
2009,-0.20996622741222382,-0.20668762922286987,-0.08192629367113113,-0.22352436184883118,0.010323907248675823,-0.2793707251548767,-0.23083935678005219,-0.1192617267370224,-0.3093184232711792,-0.28531888127326965,-0.22796113789081573,-0.2287932187318802
",",0.22659391164779663,0.40610817074775696,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.3541618287563324,0.34873589873313904,0.25911012291908264,1.0000001192092896,0.5201468467712402,0.25815486907958984,0.31091248989105225
2010,0.17927342653274536,0.33878764510154724,0.06750862300395966,0.30279624462127686,0.05649189651012421,0.31863707304000854,0.23750223219394684,0.12857837975025177,0.24006164073944092,0.2692960798740387,0.11782553791999817,0.21232788264751434
and,0.33647966384887695,0.5296266674995422,0.21673844754695892,0.41279885172843933,0.246442511677742,0.4711785912513733,0.3424558639526367,0.28805026412010193,0.6633074283599854,0.4954058527946472,0.2520328164100647,0.20544172823429108
2013,-0.3374192416667938,-0.35065704584121704,0.0035236324183642864,-0.16540901362895966,-0.2564735412597656,-0.49528077244758606,-0.3737049996852875,-0.3168867826461792,-0.20834597945213318,-0.2606481909751892,-0.2066263109445572,-0.2969330847263336
.,0.3287222981452942,0.3974229395389557,0.22361043095588684,0.3541337847709656,0.22130145132541656,0.41614407300949097,0.33645182847976685,0.3143177330493927,0.6812511086463928,0.5591574311256409,0.2295650690793991,0.4130953550338745
