,who,is,also,known,at,the,father,of,the,hydrogen,bomb,?
reactor,0.15813225507736206,0.16167858242988586,0.19881875813007355,0.13411331176757812,0.2580743134021759,0.25504618883132935,0.1937633901834488,0.22016942501068115,0.25504618883132935,0.485124796628952,0.47126829624176025,0.1394413560628891
enrico,0.19534245133399963,0.08928845822811127,0.1594392955303192,0.1230335608124733,0.15842540562152863,0.16877995431423187,0.1888016164302826,0.16331517696380615,0.16877995431423187,0.2539513111114502,0.18659693002700806,0.13077311217784882
fermi,0.18591725826263428,0.16504259407520294,0.18387728929519653,0.2129845917224884,0.2012162208557129,0.18884438276290894,0.13049094378948212,0.17619134485721588,0.18884438276290894,0.3416304290294647,0.2419060468673706,0.16229401528835297
",",0.3365725874900818,0.4691906273365021,0.4717654287815094,0.3604377806186676,0.38314947485923767,0.4933079481124878,0.30597206950187683,0.4946078956127167,0.4933079481124878,0.20272333920001984,0.1984732747077942,0.31091248989105225
``,0.02397952415049076,0.058766357600688934,0.000636551936622709,0.00922766886651516,-0.07642947137355804,0.029072100296616554,0.01575697958469391,0.06780257821083069,0.029072100296616554,0.12795321643352509,-0.033226821571588516,0.0685480609536171
the,0.3733934462070465,0.5823672413825989,0.6021018624305725,0.3624623417854309,0.457212895154953,1.0,0.24010279774665833,0.733189046382904,1.0,0.20406323671340942,0.2533206045627594,0.22068053483963013
father,0.4164644777774811,0.21280217170715332,0.30697163939476013,0.25936180353164673,0.20455175638198853,0.24010279774665833,1.0,0.22142449021339417,0.24010279774665833,0.11638464778661728,0.20827464759349823,0.14826634526252747
of,0.2827862501144409,0.4854315221309662,0.4924938678741455,0.35814476013183594,0.42558613419532776,0.733189046382904,0.22142449021339417,1.0,0.733189046382904,0.2024032324552536,0.18109716475009918,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.6021018624305725,0.3624623417854309,0.457212895154953,1.0,0.24010279774665833,0.733189046382904,1.0,0.20406323671340942,0.2533206045627594,0.22068053483963013
hydrogen,0.12991398572921753,0.24001643061637878,0.23446021974086761,0.16521386802196503,0.17924417555332184,0.20406323671340942,0.11638464778661728,0.2024032324552536,0.20406323671340942,1.0,0.3670216500759125,0.14590126276016235
bomb,0.18051815032958984,0.15485666692256927,0.16761131584644318,0.11480335891246796,0.21334350109100342,0.2533206045627594,0.20827464759349823,0.18109716475009918,0.2533206045627594,0.3670216500759125,1.0000001192092896,0.13747179508209229
'',0.024401003494858742,0.0793738141655922,0.05102188512682915,0.06905213743448257,0.04379578307271004,0.041273195296525955,0.03551575168967247,0.13035868108272552,0.041273195296525955,0.04721646010875702,0.02004135027527809,0.018684765323996544
edward,0.25107425451278687,0.1197931244969368,0.16579373180866241,0.15608327090740204,0.22425507009029388,0.1896408498287201,0.2921515107154846,0.1742178201675415,0.1896408498287201,0.12389185279607773,0.12167835980653763,0.1439376026391983
teller,0.2986164689064026,0.18156607449054718,0.22488395869731903,0.2038092464208603,0.1805799901485443,0.23598416149616241,0.31763559579849243,0.15239204466342926,0.23598416149616241,0.190739244222641,0.22597886621952057,0.203445702791214
",",0.3365725874900818,0.4691906273365021,0.4717654287815094,0.3604377806186676,0.38314947485923767,0.4933079481124878,0.30597206950187683,0.4946078956127167,0.4933079481124878,0.20272333920001984,0.1984732747077942,0.31091248989105225
``,0.02397952415049076,0.058766357600688934,0.000636551936622709,0.00922766886651516,-0.07642947137355804,0.029072100296616554,0.01575697958469391,0.06780257821083069,0.029072100296616554,0.12795321643352509,-0.033226821571588516,0.0685480609536171
one,0.40083858370780945,0.4544198513031006,0.48437753319740295,0.33883556723594666,0.32580816745758057,0.5514441132545471,0.21877731382846832,0.4999135136604309,0.5514441132545471,0.2733343541622162,0.20018398761749268,0.2673267424106598
of,0.2827862501144409,0.4854315221309662,0.4924938678741455,0.35814476013183594,0.42558613419532776,0.733189046382904,0.22142449021339417,1.0,0.733189046382904,0.2024032324552536,0.18109716475009918,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.6021018624305725,0.3624623417854309,0.457212895154953,1.0,0.24010279774665833,0.733189046382904,1.0,0.20406323671340942,0.2533206045627594,0.22068053483963013
most,0.35393568873405457,0.41165053844451904,0.5312551259994507,0.3850763440132141,0.22451047599315643,0.47635307908058167,0.16402889788150787,0.4178851246833801,0.47635307908058167,0.18514886498451233,0.07942619174718857,0.2107497900724411
brilliant,0.26863133907318115,0.16447830200195312,0.25039950013160706,0.22115452587604523,0.22194549441337585,0.19243596494197845,0.24359218776226044,0.18487796187400818,0.19243596494197845,0.18850664794445038,0.201576367020607,0.2091972529888153
and,0.41279885172843933,0.3859752118587494,0.5755972862243652,0.3468935489654541,0.3571503460407257,0.5171257257461548,0.3168204128742218,0.5116966962814331,0.5171257257461548,0.19928552210330963,0.18531064689159393,0.20544172823429108
productive,0.21602237224578857,0.22292430698871613,0.2651130259037018,0.18085207045078278,0.19288787245750427,0.22455596923828125,0.07625561952590942,0.19651472568511963,0.22455596923828125,0.21720589697360992,0.09590807557106018,0.30353474617004395
experimental,0.20474687218666077,0.17783664166927338,0.2636299431324005,0.23070722818374634,0.2131081074476242,0.2084609717130661,0.146519735455513,0.2088514268398285,0.2084609717130661,0.20753046870231628,0.24803797900676727,0.14400577545166016
physicists,0.26929381489753723,0.18571914732456207,0.2248249500989914,0.17123058438301086,0.17095836997032166,0.20523659884929657,0.12245777249336243,0.17529773712158203,0.20523659884929657,0.35229215025901794,0.210851788520813,0.1777985841035843
of,0.2827862501144409,0.4854315221309662,0.4924938678741455,0.35814476013183594,0.42558613419532776,0.733189046382904,0.22142449021339417,1.0,0.733189046382904,0.2024032324552536,0.18109716475009918,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.6021018624305725,0.3624623417854309,0.457212895154953,1.0,0.24010279774665833,0.733189046382904,1.0,0.20406323671340942,0.2533206045627594,0.22068053483963013
twentieth,0.23588986694812775,0.14378473162651062,0.24281196296215057,0.22667886316776276,0.18061065673828125,0.30029913783073425,0.2085207849740982,0.23795203864574432,0.30029913783073425,0.0740257129073143,0.07611646503210068,0.05639015510678291
century,0.2990973889827728,0.20648397505283356,0.24239669740200043,0.2454954832792282,0.16390062868595123,0.3617299497127533,0.1695355772972107,0.2826060354709625,0.3617299497127533,0.08851344883441925,0.09550296515226364,0.1026201918721199
'',0.024401003494858742,0.0793738141655922,0.05102188512682915,0.06905213743448257,0.04379578307271004,0.041273195296525955,0.03551575168967247,0.13035868108272552,0.041273195296525955,0.04721646010875702,0.02004135027527809,0.018684765323996544
luis,0.14031393826007843,0.15273180603981018,0.17520910501480103,0.1446656882762909,0.14919038116931915,0.2025856077671051,0.13999485969543457,0.15049652755260468,0.2025856077671051,0.06845628470182419,0.10238132625818253,0.07192636281251907
walter,0.2818695306777954,0.12071582674980164,0.1657262146472931,0.11883190274238586,0.17668823897838593,0.16759788990020752,0.1315823346376419,0.16571573913097382,0.16759788990020752,0.06609808653593063,0.09005722403526306,0.1297207623720169
alvarez,0.30030637979507446,0.16763615608215332,0.17210012674331665,0.16044393181800842,0.222952201962471,0.22535932064056396,0.2916039526462555,0.21368509531021118,0.22535932064056396,0.11982279270887375,0.18196716904640198,0.18574973940849304
",",0.3365725874900818,0.4691906273365021,0.4717654287815094,0.3604377806186676,0.38314947485923767,0.4933079481124878,0.30597206950187683,0.4946078956127167,0.4933079481124878,0.20272333920001984,0.1984732747077942,0.31091248989105225
murray,0.2095356583595276,0.1881977617740631,0.18006595969200134,0.1617656797170639,0.20214124023914337,0.23582130670547485,0.23623113334178925,0.18884317576885223,0.23582130670547485,0.10145507752895355,0.1100265383720398,0.17931228876113892
gell-mann,0.3163031041622162,0.19672057032585144,0.24819763004779816,0.2680325210094452,0.13936345279216766,0.2592487633228302,0.2969072461128235,0.21649734675884247,0.2592487633228302,0.237357959151268,0.14808206260204315,0.16764411330223083
who,0.9999998807907104,0.24293622374534607,0.47919341921806335,0.24757125973701477,0.22096660733222961,0.3733934462070465,0.4164644777774811,0.2827862501144409,0.3733934462070465,0.12991398572921753,0.18051815032958984,0.26220351457595825
introduced,0.18349657952785492,0.18314895033836365,0.26052504777908325,0.2513829469680786,0.12144538760185242,0.242969810962677,0.13157886266708374,0.23328952491283417,0.242969810962677,0.11386115103960037,0.13397441804409027,0.16386865079402924
the,0.3733934462070465,0.5823672413825989,0.6021018624305725,0.3624623417854309,0.457212895154953,1.0,0.24010279774665833,0.733189046382904,1.0,0.20406323671340942,0.2533206045627594,0.22068053483963013
quark,0.14529691636562347,0.15084493160247803,0.1686367690563202,0.11415591090917587,0.18655458092689514,0.19210775196552277,0.07434123754501343,0.21627865731716156,0.19210775196552277,0.4478469789028168,0.22276894748210907,0.17615367472171783
",",0.3365725874900818,0.4691906273365021,0.4717654287815094,0.3604377806186676,0.38314947485923767,0.4933079481124878,0.30597206950187683,0.4946078956127167,0.4933079481124878,0.20272333920001984,0.1984732747077942,0.31091248989105225
second,0.21920166909694672,0.3161451518535614,0.3509063720703125,0.23161716759204865,0.23742634057998657,0.4620301127433777,0.19501635432243347,0.353416383266449,0.4620301127433777,0.15330509841442108,0.17944243550300598,0.17239587008953094
female,0.3403880000114441,0.19344212114810944,0.23004703223705292,0.20936110615730286,0.14559990167617798,0.2673940658569336,0.13391149044036865,0.26416701078414917,0.2673940658569336,0.11809322237968445,0.0722130611538887,0.17839525640010834
nobel,0.23225803673267365,0.1316506415605545,0.18067531287670135,0.17574651539325714,0.1732451170682907,0.1909446120262146,0.20612554252147675,0.20963376760482788,0.1909446120262146,0.2688177525997162,0.1933109611272812,0.15008176863193512
laureate,0.20555941760540009,0.13721095025539398,0.1687612235546112,0.1649283766746521,0.21434976160526276,0.18559721112251282,0.1968560516834259,0.24237091839313507,0.18559721112251282,0.20460104942321777,0.13390740752220154,0.15793240070343018
maria,0.20343798398971558,0.12217415869235992,0.15148738026618958,0.16322189569473267,0.1492883563041687,0.15531538426876068,0.29034215211868286,0.2167290449142456,0.15531538426876068,0.1050543263554573,0.13802218437194824,0.16458186507225037
goeppert-mayer,0.2425241768360138,0.23389257490634918,0.25214606523513794,0.19843676686286926,0.2714967429637909,0.274191677570343,0.2638668119907379,0.25810956954956055,0.274191677570343,0.2669200599193573,0.1789960116147995,0.23956938087940216
",",0.3365725874900818,0.4691906273365021,0.4717654287815094,0.3604377806186676,0.38314947485923767,0.4933079481124878,0.30597206950187683,0.4946078956127167,0.4933079481124878,0.20272333920001984,0.1984732747077942,0.31091248989105225
the,0.3733934462070465,0.5823672413825989,0.6021018624305725,0.3624623417854309,0.457212895154953,1.0,0.24010279774665833,0.733189046382904,1.0,0.20406323671340942,0.2533206045627594,0.22068053483963013
youngest,0.40976575016975403,0.21603728830814362,0.25595298409461975,0.2754994034767151,0.2045549750328064,0.2996733486652374,0.41645070910453796,0.31283414363861084,0.2996733486652374,0.16496342420578003,0.21054308116436005,0.14910350739955902
american,0.3093835413455963,0.1853146106004715,0.2794059216976166,0.29350247979164124,0.16126874089241028,0.24562937021255493,0.21703016757965088,0.22180068492889404,0.24562937021255493,0.12563572824001312,0.15408021211624146,0.18877598643302917
winner,0.2246360182762146,0.16638970375061035,0.13897942006587982,0.1378067433834076,0.1698586344718933,0.25965070724487305,0.1946905106306076,0.1759829819202423,0.25965070724487305,0.14313794672489166,0.14352785050868988,0.14322948455810547
of,0.2827862501144409,0.4854315221309662,0.4924938678741455,0.35814476013183594,0.42558613419532776,0.733189046382904,0.22142449021339417,1.0,0.733189046382904,0.2024032324552536,0.18109716475009918,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.6021018624305725,0.3624623417854309,0.457212895154953,1.0,0.24010279774665833,0.733189046382904,1.0,0.20406323671340942,0.2533206045627594,0.22068053483963013
nobel,0.23225803673267365,0.1316506415605545,0.18067531287670135,0.17574651539325714,0.1732451170682907,0.1909446120262146,0.20612554252147675,0.20963376760482788,0.1909446120262146,0.2688177525997162,0.1933109611272812,0.15008176863193512
prize,0.20312342047691345,0.13773074746131897,0.17009899020195007,0.1670219898223877,0.16531407833099365,0.18969248235225677,0.19244888424873352,0.2154514491558075,0.18969248235225677,0.18785692751407623,0.1464170515537262,0.14158497750759125
tsung-dao,0.22958433628082275,0.2246924787759781,0.2757483720779419,0.23265999555587769,0.16689541935920715,0.27502742409706116,0.1670602709054947,0.24779333174228668,0.27502742409706116,0.21448633074760437,0.22183716297149658,0.2238868921995163
lee,0.23078079521656036,0.11468371748924255,0.19974559545516968,0.11035671085119247,0.14155851304531097,0.16821028292179108,0.22521187365055084,0.15092487633228302,0.16821028292179108,0.14411374926567078,0.1217777281999588,0.19113655388355255
",",0.3365725874900818,0.4691906273365021,0.4717654287815094,0.3604377806186676,0.38314947485923767,0.4933079481124878,0.30597206950187683,0.4946078956127167,0.4933079481124878,0.20272333920001984,0.1984732747077942,0.31091248989105225
and,0.41279885172843933,0.3859752118587494,0.5755972862243652,0.3468935489654541,0.3571503460407257,0.5171257257461548,0.3168204128742218,0.5116966962814331,0.5171257257461548,0.19928552210330963,0.18531064689159393,0.20544172823429108
astrophysicist,0.20763534307479858,0.1728493720293045,0.18473564088344574,0.2253628671169281,0.18727563321590424,0.19971944391727448,0.1930312216281891,0.20913612842559814,0.19971944391727448,0.29778435826301575,0.16969121992588043,0.13779272139072418
subrahmanyan,0.2372470200061798,0.21890196204185486,0.2564516067504883,0.17689891159534454,0.15948081016540527,0.2668096125125885,0.20061424374580383,0.27229729294776917,0.2668096125125885,0.32855281233787537,0.2386508285999298,0.1861170530319214
chandrasekhar,0.18816594779491425,0.20765571296215057,0.21572422981262207,0.16210336983203888,0.17957906424999237,0.23449960350990295,0.18733416497707367,0.2155933529138565,0.23449960350990295,0.3237490653991699,0.2527681589126587,0.20365552604198456
.,0.3541337847709656,0.4569662809371948,0.49166762828826904,0.283290296792984,0.4549728035926819,0.5934505462646484,0.2509099841117859,0.5352458953857422,0.5934505462646484,0.26744043827056885,0.23506343364715576,0.4130953550338745
