,how,many,stations,did,abc,have,affiliation,agreements,with,in,2015,?
television,0.20427560806274414,0.23433995246887207,0.3494590222835541,0.17055591940879822,0.46871840953826904,0.1811555027961731,0.22225773334503174,0.16361254453659058,0.17469868063926697,0.2689782977104187,-0.025356143712997437,0.16825827956199646
stations,0.18198855221271515,0.2893238365650177,1.0,0.16568200290203094,0.23858611285686493,0.23396307229995728,0.2817878723144531,0.28032323718070984,0.1949257254600525,0.25864288210868835,-0.05039229243993759,0.13192185759544373
encompassing,0.23859438300132751,0.25011512637138367,0.2003442645072937,0.14345376193523407,0.14477995038032532,0.2510618567466736,0.293409138917923,0.20870161056518555,0.2399962842464447,0.21769501268863678,0.0036390882451087236,0.1728201061487198
49,0.09959059953689575,0.25677934288978577,0.05647754296660423,0.059956930577754974,-0.020899558439850807,0.3040054142475128,0.01734989322721958,0.09395422041416168,0.16858452558517456,0.10012009739875793,0.03806384652853012,-0.019234824925661087
states,0.20841296017169952,0.29976361989974976,0.2534271776676178,0.21754568815231323,0.20048053562641144,0.20162390172481537,0.22363434731960297,0.25567328929901123,0.21424104273319244,0.3977442979812622,0.05041464418172836,0.16272737085819244
",",0.22659391164779663,0.40610817074775696,0.26337406039237976,0.3015086054801941,0.2097204476594925,0.3541618287563324,0.2197432518005371,0.2693939507007599,0.4120737314224243,0.5201468467712402,0.06568983197212219,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.24762700498104095,0.34736719727516174,0.2068762183189392,0.40389683842658997,0.2764122486114502,0.2562585771083832,0.4223487675189972,0.6662389636039734,0.1466771513223648,0.22068053483963013
district,0.051102448254823685,0.11452986299991608,0.31171566247940063,0.06963783502578735,0.14891253411769867,0.1164223924279213,0.20964550971984863,0.15374383330345154,0.12251965701580048,0.30883273482322693,0.07767675817012787,0.06725285202264786
of,0.2480744868516922,0.37253960967063904,0.20414425432682037,0.2513895630836487,0.14607268571853638,0.3802283704280853,0.27520081400871277,0.23625777661800385,0.41827285289764404,0.5696388483047485,0.21138253808021545,0.1826142966747284
columbia,0.1689775437116623,0.16822616755962372,0.14137718081474304,0.1762276589870453,0.24777904152870178,0.1488548368215561,0.11526793986558914,0.15092186629772186,0.19762295484542847,0.23585394024848938,0.0013611576287075877,0.06882096827030182
",",0.22659391164779663,0.40610817074775696,0.26337406039237976,0.3015086054801941,0.2097204476594925,0.3541618287563324,0.2197432518005371,0.2693939507007599,0.4120737314224243,0.5201468467712402,0.06568983197212219,0.31091248989105225
four,0.1955733299255371,0.4139232039451599,0.20319925248622894,0.20222175121307373,0.11602456867694855,0.3544043302536011,0.19324225187301636,0.22779573500156403,0.32876577973365784,0.3085027039051056,0.04878242686390877,0.14532537758350372
u.s.,0.08785518258810043,-0.030697613954544067,-0.016616571694612503,0.11472565680742264,0.042879559099674225,0.02077469229698181,-0.022536054253578186,0.032696954905986786,0.045639924705028534,-0.003064807504415512,0.09034682810306549,0.07886100560426712
possessions,0.15544743835926056,0.2778606414794922,0.19000421464443207,0.24514761567115784,0.1447494477033615,0.31419217586517334,0.18846209347248077,0.2972303032875061,0.28223809599876404,0.2750030755996704,0.11969773471355438,0.11709505319595337
",",0.22659391164779663,0.40610817074775696,0.26337406039237976,0.3015086054801941,0.2097204476594925,0.3541618287563324,0.2197432518005371,0.2693939507007599,0.4120737314224243,0.5201468467712402,0.06568983197212219,0.31091248989105225
bermuda,0.1911560297012329,0.19552432000637054,0.17338183522224426,0.1867833435535431,0.18756282329559326,0.2283262461423874,0.07923896610736847,0.13684049248695374,0.17348235845565796,0.17061591148376465,0.06660936027765274,0.12929651141166687
and,0.33647966384887695,0.5296266674995422,0.2687023878097534,0.34479495882987976,0.16453155875205994,0.4711785912513733,0.22111858427524567,0.30282819271087646,0.5477725267410278,0.4954058527946472,0.015077123418450356,0.20544172823429108
saba,0.0901733860373497,0.09864697605371475,0.08396240323781967,0.0523841567337513,0.16033419966697693,0.16612732410430908,0.22357654571533203,0.21004752814769745,0.20695030689239502,0.1507301777601242,0.13567976653575897,0.11812687665224075
;,0.07230665534734726,0.11763367056846619,-0.0050702826119959354,0.10727239400148392,-0.0012340332614257932,0.10650043189525604,0.04229980334639549,0.11823747307062149,0.12944702804088593,0.092739537358284,-0.0065506836399436,0.10349778085947037
this,0.45272302627563477,0.43532639741897583,0.1960582435131073,0.3609912693500519,0.16107726097106934,0.4660032093524933,0.20083501935005188,0.2405514419078827,0.36358317732810974,0.45205554366111755,-0.008934302255511284,0.3155723512172699
makes,0.3351230025291443,0.2597222924232483,0.14822252094745636,0.2543424069881439,0.11805141717195511,0.28616786003112793,0.07007452100515366,0.17682750523090363,0.33933931589126587,0.22258508205413818,-0.03908500447869301,0.22145044803619385
abc,0.19232043623924255,0.18267793953418732,0.23858611285686493,0.13353709876537323,1.0000001192092896,0.1884228140115738,0.17916283011436462,0.1364191621541977,0.17432008683681488,0.1697147786617279,-0.04918218031525612,0.19065172970294952
the,0.33890387415885925,0.4335206151008606,0.24762700498104095,0.34736719727516174,0.2068762183189392,0.40389683842658997,0.2764122486114502,0.2562585771083832,0.4223487675189972,0.6662389636039734,0.1466771513223648,0.22068053483963013
largest,0.08743762224912643,0.23644231259822845,0.22964605689048767,0.12612280249595642,0.09599892795085907,0.18489506840705872,0.23711265623569489,0.17607860267162323,0.16282805800437927,0.3017216920852661,0.16791383922100067,0.12401245534420013
u.s.,0.08785518258810043,-0.030697613954544067,-0.016616571694612503,0.11472565680742264,0.042879559099674225,0.02077469229698181,-0.022536054253578186,0.032696954905986786,0.045639924705028534,-0.003064807504415512,0.09034682810306549,0.07886100560426712
broadcast,0.17885947227478027,0.1890401542186737,0.4233371615409851,0.17054221034049988,0.4876510202884674,0.1174817755818367,0.28765854239463806,0.21956858038902283,0.1932039111852646,0.26723843812942505,0.0484444685280323,0.15760008990764618
television,0.20427560806274414,0.23433995246887207,0.3494590222835541,0.17055591940879822,0.46871840953826904,0.1811555027961731,0.22225773334503174,0.16361254453659058,0.17469868063926697,0.2689782977104187,-0.025356143712997437,0.16825827956199646
network,0.22464405000209808,0.21386827528476715,0.4009798467159271,0.08572790026664734,0.4295894205570221,0.18361559510231018,0.38605213165283203,0.23007619380950928,0.2153671681880951,0.19496823847293854,-0.04010036587715149,0.17853789031505585
by,0.34370526671409607,0.3409687578678131,0.20435920357704163,0.18574509024620056,0.17600902915000916,0.3359639644622803,0.12045783549547195,0.22064602375030518,0.39731505513191223,0.370934396982193,0.09096921235322952,0.17966607213020325
total,0.22199897468090057,0.2912171483039856,0.22162707149982452,0.14788632094860077,0.15866148471832275,0.2702822685241699,0.2331816852092743,0.18872806429862976,0.1768326759338379,0.27667245268821716,0.037357207387685776,0.14396025240421295
number,0.2725796401500702,0.41408368945121765,0.21921983361244202,0.19046731293201447,0.15994484722614288,0.3633861541748047,0.17674843966960907,0.1679549366235733,0.2513769268989563,0.3024539053440094,0.030347635969519615,0.19256845116615295
of,0.2480744868516922,0.37253960967063904,0.20414425432682037,0.2513895630836487,0.14607268571853638,0.3802283704280853,0.27520081400871277,0.23625777661800385,0.41827285289764404,0.5696388483047485,0.21138253808021545,0.1826142966747284
affiliates,0.09554769098758698,0.18764927983283997,0.34138554334640503,0.14054901897907257,0.26733168959617615,0.17439953982830048,0.8029382228851318,0.27029234170913696,0.23370657861232758,0.17909713089466095,0.00502379285171628,0.11092336475849152
.,0.3287222981452942,0.3974229395389557,0.22839494049549103,0.35288307070732117,0.2567209303379059,0.41614407300949097,0.22413231432437897,0.21132823824882507,0.4446153938770294,0.5591574311256409,0.06607602536678314,0.4130953550338745
