,what,year,was,the,first,manned,flight,with,the,lunar,module,scheduled,?
north,0.18673177063465118,0.18207356333732605,0.29020047187805176,0.36298373341560364,0.2128637284040451,0.1967613399028778,0.18431659042835236,0.185934916138649,0.36298373341560364,0.13501188158988953,0.04519685357809067,0.19183537364006042,0.11829731613397598
american,0.1909721940755844,0.18412037193775177,0.31632548570632935,0.24562937021255493,0.29280033707618713,0.18112444877624512,0.1697535216808319,0.20245933532714844,0.24562937021255493,0.15807126462459564,0.15539780259132385,0.17422650754451752,0.18877598643302917
were,0.22298263013362885,0.23735305666923523,0.590133786201477,0.3906462490558624,0.3285558819770813,0.2570171356201172,0.1577250212430954,0.3179011940956116,0.3906462490558624,0.19600282609462738,0.0847899541258812,0.20936498045921326,0.17890112102031708
severe,0.19308151304721832,0.15747632086277008,0.1709052473306656,0.2465558648109436,0.09033932536840439,0.17563496530056,0.2137482911348343,0.25497084856033325,0.2465558648109436,0.18553400039672852,0.10387835651636124,0.11012056469917297,0.19589418172836304
enough,0.3944990336894989,0.17818328738212585,0.18723952770233154,0.304282009601593,0.2131301611661911,0.1924717128276825,0.16550326347351074,0.29359257221221924,0.304282009601593,0.15981286764144897,0.19036129117012024,0.18514865636825562,0.3526461720466614
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.1528020054101944,0.24918575584888458,0.4080928862094879,0.6662389636039734,0.17049738764762878,0.0937533974647522,0.23272886872291565,0.20430970191955566
late,0.1576872020959854,0.2591397762298584,0.4393066465854645,0.31481194496154785,0.37285134196281433,0.1890779584646225,0.13957476615905762,0.2326577752828598,0.31481194496154785,0.19928164780139923,0.10401482880115509,0.25731438398361206,0.11339222639799118
1965,0.15314841270446777,0.1789858192205429,0.07673795521259308,0.09033208340406418,0.14223408699035645,0.08105231076478958,0.06703021377325058,0.03669516742229462,0.09033208340406418,0.12468181550502777,0.19622153043746948,0.1611100435256958,0.26302391290664673
to,0.455847829580307,0.23523004353046417,0.3636345863342285,0.535392165184021,0.3792489171028137,0.21649380028247833,0.24953556060791016,0.4239959120750427,0.535392165184021,0.15437743067741394,0.17751087248325348,0.25710105895996094,0.29463258385658264
cause,0.24883218109607697,0.1717253178358078,0.1555917114019394,0.2551237642765045,0.11085376888513565,0.10378918051719666,0.14461691677570343,0.2820144593715668,0.2551237642765045,0.07354414463043213,0.1660681664943695,0.10910586267709732,0.240532785654068
manned,0.16094419360160828,0.19970928132534027,0.24339483678340912,0.2392944097518921,0.3325497806072235,1.0000001192092896,0.36177876591682434,0.19048453867435455,0.2392944097518921,0.47513729333877563,0.33220410346984863,0.32622241973876953,0.17514055967330933
space,0.20525942742824554,0.1583017259836197,0.14677780866622925,0.24495907127857208,0.24688784778118134,0.4009856879711151,0.281842440366745,0.1992894560098648,0.24495907127857208,0.317769318819046,0.34218472242355347,0.1503223180770874,0.1885536164045334
flight,0.17794598639011383,0.06301704794168472,0.19139665365219116,0.2498224973678589,0.23871742188930511,0.36177876591682434,0.9999999403953552,0.12763038277626038,0.2498224973678589,0.2749018967151642,0.23688870668411255,0.3700110614299774,0.20568472146987915
administrator,0.3100288510322571,0.15612538158893585,0.26034414768218994,0.23136885464191437,0.168357253074646,0.22605964541435242,0.1620643585920334,0.1131822019815445,0.23136885464191437,0.13724561035633087,0.21534886956214905,0.13800577819347382,0.2915230691432953
george,0.22000353038311005,0.15252074599266052,0.2601471245288849,0.2510760426521301,0.2592184543609619,0.10492696613073349,0.12061979621648788,0.1701948642730713,0.2510760426521301,0.0827409029006958,0.09758390486240387,0.11825031042098999,0.1479024887084961
mueller,0.1313520073890686,0.22261027991771698,0.21837088465690613,0.2319459170103073,0.22770169377326965,0.1429021954536438,0.19803382456302643,0.2031189501285553,0.2319459170103073,0.138032928109169,0.09974543750286102,0.10362899303436279,0.1575169712305069
to,0.455847829580307,0.23523004353046417,0.3636345863342285,0.535392165184021,0.3792489171028137,0.21649380028247833,0.24953556060791016,0.4239959120750427,0.535392165184021,0.15437743067741394,0.17751087248325348,0.25710105895996094,0.29463258385658264
appoint,0.2632576525211334,0.2839626669883728,0.25670552253723145,0.25431281328201294,0.24846702814102173,0.18996919691562653,0.12553228437900543,0.13091154396533966,0.25431281328201294,0.13400621712207794,0.16556155681610107,0.2003047615289688,0.21547414362430573
program,0.25047802925109863,0.17092710733413696,0.1849333792924881,0.22986935079097748,0.2659492492675781,0.34068769216537476,0.2009536623954773,0.14732027053833008,0.22986935079097748,0.2321235090494156,0.3461928367614746,0.2756723463535309,0.1440187245607376
director,0.12868234515190125,0.1776701807975769,0.30621418356895447,0.19949141144752502,0.19072428345680237,0.1790986955165863,0.14566922187805176,0.10502443462610245,0.19949141144752502,0.1210336834192276,0.14506614208221436,0.1367872655391693,0.09360282123088837
samuel,0.14263929426670074,0.15867581963539124,0.23414932191371918,0.15008985996246338,0.25362610816955566,0.18952542543411255,0.10380521416664124,0.13008104264736176,0.15008985996246338,0.09770332276821136,0.16280338168144226,0.08551984280347824,0.09954892843961716
phillips,0.1776774823665619,0.13558025658130646,0.2839582860469818,0.1886449009180069,0.2852671146392822,0.15856869518756866,0.18751564621925354,0.22208432853221893,0.1886449009180069,0.14304271340370178,0.04747530817985535,0.204359769821167,0.15470919013023376
to,0.455847829580307,0.23523004353046417,0.3636345863342285,0.535392165184021,0.3792489171028137,0.21649380028247833,0.24953556060791016,0.4239959120750427,0.535392165184021,0.15437743067741394,0.17751087248325348,0.25710105895996094,0.29463258385658264
head,0.18919230997562408,0.13792212307453156,0.2465479075908661,0.3079071640968323,0.21007387340068817,0.12613937258720398,0.16752751171588898,0.2096976488828659,0.3079071640968323,0.05494701489806175,0.00010779404692584649,0.05652648210525513,0.10879309475421906
a,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.1981727033853531,0.23704352974891663,0.3783375024795532,0.5829201340675354,0.19755837321281433,0.13346926867961884,0.19639261066913605,0.23916715383529663
``,0.008517155423760414,0.050706423819065094,-0.012679691426455975,0.029072100296616554,0.006519378628581762,-0.01678762026131153,0.03681600093841553,0.08974023163318634,0.029072100296616554,0.004240268375724554,0.06851312518119812,0.015918536111712456,0.0685480609536171
tiger,0.09917808324098587,0.10987243056297302,0.17127172648906708,0.22069649398326874,0.10389444231987,0.09574425965547562,0.15031000971794128,0.13795848190784454,0.22069649398326874,0.15868040919303894,0.08393373340368271,0.23903606832027435,0.15837858617305756
team,0.17632107436656952,0.17860233783721924,0.13986483216285706,0.22564226388931274,0.24193075299263,0.16800931096076965,0.17153584957122803,0.21111343801021576,0.22564226388931274,0.14783090353012085,0.16570161283016205,0.16974389553070068,0.11243411153554916
'',0.08143015950918198,-0.01924106478691101,0.04456103965640068,0.041273195296525955,-0.03874251991510391,-0.08075296133756638,-0.06533881276845932,0.07907696813344955,0.041273195296525955,-0.05931802839040756,-0.0770312175154686,-0.11110016703605652,0.018684765323996544
to,0.455847829580307,0.23523004353046417,0.3636345863342285,0.535392165184021,0.3792489171028137,0.21649380028247833,0.24953556060791016,0.4239959120750427,0.535392165184021,0.15437743067741394,0.17751087248325348,0.25710105895996094,0.29463258385658264
investigate,0.2503477931022644,0.15110471844673157,0.19061051309108734,0.25379443168640137,0.21480466425418854,0.24492858350276947,0.24647913873195648,0.1700621098279953,0.25379443168640137,0.22928521037101746,0.1864730715751648,0.20759129524230957,0.16237691044807434
north,0.18673177063465118,0.18207356333732605,0.29020047187805176,0.36298373341560364,0.2128637284040451,0.1967613399028778,0.18431659042835236,0.185934916138649,0.36298373341560364,0.13501188158988953,0.04519685357809067,0.19183537364006042,0.11829731613397598
american,0.1909721940755844,0.18412037193775177,0.31632548570632935,0.24562937021255493,0.29280033707618713,0.18112444877624512,0.1697535216808319,0.20245933532714844,0.24562937021255493,0.15807126462459564,0.15539780259132385,0.17422650754451752,0.18877598643302917
's,0.02692362666130066,-0.04087831452488899,0.008974763564765453,-0.01540423184633255,-0.014458609744906425,0.009618762880563736,-0.034391406923532486,-0.04624466598033905,-0.01540423184633255,0.05316370725631714,-0.008640206418931484,-0.015724822878837585,-0.023395681753754616
problems,0.3306994140148163,0.14050938189029694,0.1851695030927658,0.2659202516078949,0.1917094886302948,0.16584967076778412,0.1438106894493103,0.3139011859893799,0.2659202516078949,0.10737130790948868,0.19385384023189545,0.11474335938692093,0.2638136148452759
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.21635916829109192,0.1828005611896515,0.5477725267410278,0.5171257257461548,0.206029012799263,0.18687106668949127,0.2042222023010254,0.20544172823429108
identify,0.27000585198402405,0.16567905247211456,0.11893568187952042,0.2653810381889343,0.19467905163764954,0.15417006611824036,0.15645885467529297,0.30236154794692993,0.2653810381889343,0.1643448770046234,0.15555979311466217,0.07562750577926636,0.20891983807086945
corrections,0.32235434651374817,0.2236543595790863,0.18597804009914398,0.26831090450286865,0.15022988617420197,0.2682231366634369,0.1407620906829834,0.2192779928445816,0.26831090450286865,0.2783660590648651,0.26358330249786377,0.17411686480045319,0.24641917645931244
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.2219262570142746,0.23302660882472992,0.4446153938770294,0.5934505462646484,0.16741344332695007,0.1851804405450821,0.19395571947097778,0.4130953550338745
