,in,what,part,of,the,city,did,residents,suffer,from,a,lack,of,city,services,?
municipal,0.2275012582540512,0.1597214788198471,0.17675934731960297,0.194900780916214,0.18049848079681396,0.3586134910583496,0.0977349504828453,0.28254035115242004,-0.0005799110513180494,0.11061660945415497,0.17873162031173706,0.09982369840145111,0.194900780916214,0.3586134910583496,0.15883447229862213,0.10536540299654007
services,0.22287973761558533,0.16048473119735718,0.20756712555885315,0.23787347972393036,0.2381475418806076,0.18645629286766052,0.14472568035125732,0.29487180709838867,0.22426630556583405,0.21715614199638367,0.24030502140522003,0.18057291209697723,0.23787347972393036,0.18645629286766052,1.0,0.1328447163105011
",",0.5201468467712402,0.3087472915649414,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.35839709639549255,0.3015086054801941,0.2648939788341522,0.28302544355392456,0.39760664105415344,0.427140474319458,0.27166152000427246,0.4946078956127167,0.35839709639549255,0.24788528680801392,0.31091248989105225
such,0.2704046070575714,0.23989605903625488,0.21469153463840485,0.3209529519081116,0.3575236201286316,0.12407875061035156,0.24497397243976593,0.2245323359966278,0.26107877492904663,0.24813218414783478,0.2706976532936096,0.3408825099468231,0.3209529519081116,0.12407875061035156,0.2491588592529297,0.17851735651493073
as,0.3887844979763031,0.31749409437179565,0.2563304007053375,0.3886612355709076,0.48381632566452026,0.21195319294929504,0.3596470057964325,0.25729748606681824,0.2692702114582062,0.3251767158508301,0.39550232887268066,0.23638373613357544,0.3886612355709076,0.21195319294929504,0.2673030495643616,0.27043893933296204
sewage,0.24507412314414978,0.21130776405334473,0.17715376615524292,0.22664804756641388,0.23593217134475708,0.22449429333209991,0.21363402903079987,0.2795924246311188,0.2725187838077545,0.19290758669376373,0.23432797193527222,0.29665622115135193,0.22664804756641388,0.22449429333209991,0.3034663200378418,0.1900925189256668
and,0.4954058527946472,0.31309178471565247,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.2827445864677429,0.34479495882987976,0.3165581226348877,0.22671689093112946,0.3601827025413513,0.3739250600337982,0.29595619440078735,0.5116966962814331,0.2827445864677429,0.30811867117881775,0.20544172823429108
building,0.3256937265396118,0.23529528081417084,0.2476673424243927,0.26200541853904724,0.3159640431404114,0.2894352674484253,0.14995639026165009,0.2655743360519409,0.07793524116277695,0.20497049391269684,0.2576078176498413,0.140029639005661,0.26200541853904724,0.2894352674484253,0.22432175278663635,0.13549931347370148
code,0.20991306006908417,0.2450651079416275,0.21445564925670624,0.17838595807552338,0.25827479362487793,0.13073678314685822,0.1687479466199875,0.136993870139122,0.06721505522727966,0.13153663277626038,0.22008100152015686,0.1063205823302269,0.17838595807552338,0.13073678314685822,0.16611868143081665,0.22105959057807922
enforcement,0.2625972032546997,0.2799559533596039,0.26874056458473206,0.2887229025363922,0.31401222944259644,0.240879625082016,0.19915103912353516,0.3078318238258362,0.18147718906402588,0.15858381986618042,0.23138529062271118,0.2177874594926834,0.2887229025363922,0.240879625082016,0.36414554715156555,0.1750432252883911
.,0.5591574311256409,0.3567904531955719,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.29856356978416443,0.35288307070732117,0.2494935691356659,0.18533723056316376,0.41536515951156616,0.50484299659729,0.21505410969257355,0.5352458953857422,0.29856356978416443,0.2179025262594223,0.4130953550338745
