,what,proportion,of,the,general,population,in,the,area,than,became,iran,did,genghis,khan,kill,?
iranian,0.1183423325419426,0.1382908970117569,0.19742776453495026,0.21625958383083344,0.06422238796949387,0.11851389706134796,0.19482189416885376,0.21625958383083344,0.10621657222509384,0.17223967611789703,0.1750732809305191,0.7416510581970215,0.1345420926809311,0.3348431885242462,0.3869917094707489,0.10833396762609482,0.13520781695842743
plateau,0.15103165805339813,0.27247515320777893,0.2899112105369568,0.29697924852371216,0.11167292296886444,0.2895214557647705,0.2396252304315567,0.29697924852371216,0.35084274411201477,0.13807623088359833,0.13718637824058533,0.22280365228652954,0.08538664877414703,0.3496655523777008,0.19189171493053436,0.07656164467334747,0.10432148724794388
",",0.3087472915649414,0.23342293500900269,0.4946078956127167,0.4933079481124878,0.3022127151489258,0.2967977225780487,0.5201468467712402,0.4933079481124878,0.2664283812046051,0.3371901512145996,0.2798398435115814,0.21806921064853668,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.30406463146209717,0.31091248989105225
possibly,0.30713677406311035,0.3174747824668884,0.35685303807258606,0.3130749762058258,0.17852318286895752,0.25115856528282166,0.2390311360359192,0.3130749762058258,0.21464170515537262,0.3262181282043457,0.22402778267860413,0.19208396971225739,0.30350416898727417,0.22901199758052826,0.17947565019130707,0.18999731540679932,0.3334614038467407
10,0.11840458959341049,0.12274786084890366,0.2777891755104065,0.2880653440952301,0.1635243445634842,0.259740948677063,0.22690178453922272,0.2880653440952301,0.20031359791755676,0.12030255794525146,0.1955040693283081,0.18257974088191986,0.1914099007844925,0.2758229076862335,0.22198763489723206,0.04945587366819382,0.022911956533789635
to,0.455847829580307,0.27622002363204956,0.41548454761505127,0.535392165184021,0.24755197763442993,0.19776633381843567,0.45010748505592346,0.535392165184021,0.2797197997570038,0.3192550539970398,0.20401327311992645,0.17292407155036926,0.4452643394470215,0.2294713407754898,0.18221943080425262,0.328944593667984,0.29463258385658264
15,-0.01077192835509777,-0.06335041671991348,-0.02319195494055748,-0.011810222640633583,-0.07534801959991455,-0.055474236607551575,0.02424248494207859,-0.011810222640633583,-0.027839746326208115,-0.0893169417977333,0.0236852765083313,-0.04084571450948715,0.03605250269174576,0.004602203145623207,-0.03986411541700363,-0.009736643172800541,-0.010706285014748573
million,0.22197039425373077,0.24499662220478058,0.21686489880084991,0.277012437582016,0.05527693033218384,0.3087695837020874,0.2596224844455719,0.277012437582016,0.20709379017353058,0.4063178300857544,0.2038765847682953,0.17588576674461365,0.1815238744020462,0.14909148216247559,0.12140035629272461,0.16884645819664001,0.23092924058437347
people,0.32444337010383606,0.23705534636974335,0.3251037895679474,0.36838498711586,0.17241647839546204,0.3562411963939667,0.39605680108070374,0.36838498711586,0.37957796454429626,0.2669047713279724,0.17567338049411774,0.20722655951976776,0.26765021681785583,0.15720829367637634,0.08274290710687637,0.21910983324050903,0.23739641904830933
.,0.3567904531955719,0.2634446322917938,0.5352458953857422,0.5934505462646484,0.2929490804672241,0.26950228214263916,0.5591574311256409,0.5934505462646484,0.2760866582393646,0.3594527542591095,0.2806840240955353,0.28234371542930603,0.35288307070732117,0.25373268127441406,0.19819748401641846,0.29428622126579285,0.4130953550338745
