,what,gave,its,name,to,the,1980s,music,television,program,``,the,tube,'',?
watermark,0.20039671659469604,0.10708916187286377,0.24018986523151398,0.18934296071529388,0.1998489648103714,0.24243409931659698,0.36428287625312805,0.14264318346977234,0.17522025108337402,0.16052168607711792,-0.04053345322608948,0.24243409931659698,0.23636262118816376,0.014675849117338657,0.21647995710372925
business,0.21758167445659637,0.19729818403720856,0.18736055493354797,0.1640031337738037,0.28079214692115784,0.2389037162065506,0.1641123741865158,0.2844017446041107,0.29639554023742676,0.2969934046268463,-0.05304241552948952,0.2389037162065506,0.08919401466846466,0.06789033114910126,0.1545659303665161
park,0.13500720262527466,0.14203783869743347,0.2094704955816269,0.13648144900798798,0.14257338643074036,0.24748283624649048,0.21084636449813843,0.14285145699977875,0.22554484009742737,0.14117735624313354,-0.10988358408212662,0.24748283624649048,0.25687235593795776,0.03376853093504906,0.13508929312229156
next,0.25980645418167114,0.15854215621948242,0.20022951066493988,0.1650429368019104,0.3416391611099243,0.35833123326301575,0.009020013734698296,0.14841319620609283,0.18058986961841583,0.1391409933567047,0.02542620711028576,0.35833123326301575,0.13508768379688263,-0.01656867377460003,0.167460098862648
to,0.455847829580307,0.27167177200317383,0.3691340684890747,0.27806994318962097,1.0,0.535392165184021,-0.014551017433404922,0.24181292951107025,0.1933557242155075,0.23681028187274933,0.06720756739377975,0.535392165184021,0.25624245405197144,-0.009905828163027763,0.29463258385658264
the,0.42745697498321533,0.32555076479911804,0.559237003326416,0.3171212375164032,0.535392165184021,1.0,0.07890266180038452,0.2714049816131592,0.24569597840309143,0.22986935079097748,0.029072100296616554,1.0,0.222691148519516,0.041273195296525955,0.22068053483963013
metrocentre,0.24480263888835907,0.13569355010986328,0.33097660541534424,0.14019334316253662,0.24607999622821808,0.3136177361011505,0.1750413179397583,0.2398160994052887,0.23276688158512115,0.21958871185779572,-0.005373172927647829,0.3136177361011505,0.28976258635520935,0.08322730660438538,0.13450856506824493
in,0.30808621644973755,0.24152803421020508,0.3793783485889435,0.2459065467119217,0.45010748505592346,0.6662389636039734,0.03401865437626839,0.22969312965869904,0.2689782977104187,0.1994907110929489,0.04765888676047325,0.6662389636039734,0.16100940108299255,0.07432962208986282,0.20430970191955566
gateshead,0.15238600969314575,0.10306640714406967,0.24163630604743958,0.1957002431154251,0.2273954600095749,0.29985129833221436,0.14424262940883636,0.22387047111988068,0.17332936823368073,0.10882826894521713,-0.08230996131896973,0.29985129833221436,0.29655879735946655,0.015146089717745781,0.14773961901664734
.,0.3567904531955719,0.29957500100135803,0.3566088080406189,0.24737101793289185,0.4645031690597534,0.5934505462646484,0.033740852028131485,0.3013017475605011,0.2806251645088196,0.18964338302612305,0.05720457062125206,0.5934505462646484,0.20765838027000427,-0.07181349396705627,0.4130953550338745
,what,gave,its,name,to,the,1980s,music,television,program,``,the,tube,'',?
the,0.42745697498321533,0.32555076479911804,0.559237003326416,0.3171212375164032,0.535392165184021,1.0,0.07890266180038452,0.2714049816131592,0.24569597840309143,0.22986935079097748,0.029072100296616554,1.0,0.222691148519516,0.041273195296525955,0.22068053483963013
entrance,0.20933914184570312,0.16218829154968262,0.20777186751365662,0.17229898273944855,0.24082104861736298,0.31372344493865967,0.1285359412431717,0.20262432098388672,0.1422421634197235,0.1367904394865036,-0.11667265743017197,0.31372344493865967,0.3319922089576721,0.08641725778579712,0.07963564246892929
to,0.455847829580307,0.27167177200317383,0.3691340684890747,0.27806994318962097,1.0,0.535392165184021,-0.014551017433404922,0.24181292951107025,0.1933557242155075,0.23681028187274933,0.06720756739377975,0.535392165184021,0.25624245405197144,-0.009905828163027763,0.29463258385658264
studio,0.16034115850925446,0.1406860202550888,0.1522647589445114,0.1394340991973877,0.2479427009820938,0.24831420183181763,0.00851360708475113,0.2998652160167694,0.31822624802589417,0.20045135915279388,-0.10268618911504745,0.24831420183181763,0.16852080821990967,0.022268852218985558,0.1974150836467743
5,0.09269922226667404,0.050895363092422485,0.0659220889210701,0.07127095758914948,0.03588335961103439,0.09255307912826538,0.10804547369480133,0.054677434265613556,-0.04267050698399544,0.02677024155855179,0.0908578634262085,0.09255307912826538,0.10446634143590927,-0.0469607412815094,0.06222071498632431
at,0.2838611304759979,0.2671515643596649,0.2685394287109375,0.11450952291488647,0.36524343490600586,0.457212895154953,-0.06481199711561203,0.2415672391653061,0.14763522148132324,0.20947590470314026,-0.07642947137355804,0.457212895154953,0.2059430330991745,0.04379578307271004,0.21978627145290375
the,0.42745697498321533,0.32555076479911804,0.559237003326416,0.3171212375164032,0.535392165184021,1.0,0.07890266180038452,0.2714049816131592,0.24569597840309143,0.22986935079097748,0.029072100296616554,1.0,0.222691148519516,0.041273195296525955,0.22068053483963013
city,0.17493832111358643,0.16010485589504242,0.3465842306613922,0.22892655432224274,0.20300441980361938,0.35769423842430115,0.11512374877929688,0.19576191902160645,0.27080798149108887,0.15761394798755646,-0.009671642445027828,0.35769423842430115,0.1339760720729828,0.08278307318687439,0.13423943519592285
road,0.14859327673912048,0.11152584850788116,0.14020361006259918,0.18540523946285248,0.21026462316513062,0.27181798219680786,0.1268080621957779,0.13235682249069214,0.17542584240436554,0.08823888748884201,-0.09232734888792038,0.27181798219680786,0.2838744819164276,0.046946071088314056,0.10894691944122314
complex,0.2605343163013458,0.10041672736406326,0.2615755796432495,0.12990055978298187,0.2934706509113312,0.25326284766197205,0.08981887251138687,0.18945100903511047,0.1639460325241089,0.18490402400493622,0.05093948543071747,0.25326284766197205,0.1471882462501526,0.05357032269239426,0.17752902209758759
gave,0.14222867786884308,1.0000001192092896,0.2715085744857788,0.23035766184329987,0.27167177200317383,0.32555076479911804,0.0011490859324112535,0.202937513589859,0.11134863644838333,0.1703711599111557,0.057774219661951065,0.32555076479911804,0.1168128103017807,0.0004622935375664383,0.1910865753889084
its,0.30393704771995544,0.2715085744857788,1.0,0.317160964012146,0.3691340684890747,0.559237003326416,0.16468726098537445,0.13594356179237366,0.1756780445575714,0.22245895862579346,0.06146819889545441,0.559237003326416,0.1622767448425293,-0.001744768233038485,0.15103481709957123
name,0.18623162806034088,0.23035766184329987,0.317160964012146,1.0,0.27806994318962097,0.3171212375164032,0.13549461960792542,0.15871495008468628,0.1647563874721527,0.15997080504894257,0.1001104861497879,0.3171212375164032,0.16038507223129272,0.003883055876940489,0.15381577610969543
to,0.455847829580307,0.27167177200317383,0.3691340684890747,0.27806994318962097,1.0,0.535392165184021,-0.014551017433404922,0.24181292951107025,0.1933557242155075,0.23681028187274933,0.06720756739377975,0.535392165184021,0.25624245405197144,-0.009905828163027763,0.29463258385658264
the,0.42745697498321533,0.32555076479911804,0.559237003326416,0.3171212375164032,0.535392165184021,1.0,0.07890266180038452,0.2714049816131592,0.24569597840309143,0.22986935079097748,0.029072100296616554,1.0,0.222691148519516,0.041273195296525955,0.22068053483963013
1980s,-0.06585196405649185,0.0011490859324112535,0.16468726098537445,0.13549461960792542,-0.014551017433404922,0.07890266180038452,1.0,0.006236772518604994,0.017650892958045006,-0.006639822851866484,0.02393430285155773,0.07890266180038452,0.19799314439296722,0.07377815246582031,-0.0718669518828392
music,0.23070453107357025,0.202937513589859,0.13594356179237366,0.15871495008468628,0.24181292951107025,0.2714049816131592,0.006236772518604994,1.0,0.3069798946380615,0.218302384018898,-0.03701953589916229,0.2714049816131592,0.15854230523109436,-0.015944084152579308,0.18264494836330414
television,0.19838058948516846,0.11134863644838333,0.1756780445575714,0.1647563874721527,0.1933557242155075,0.24569597840309143,0.017650892958045006,0.3069798946380615,1.0000001192092896,0.36510443687438965,-0.06242398917675018,0.24569597840309143,0.22631791234016418,0.06711827218532562,0.16825827956199646
programme,0.1876801699399948,0.19159750640392303,0.21303018927574158,0.13091664016246796,0.22052034735679626,0.23601844906806946,0.006585123483091593,0.2710859775543213,0.4134472608566284,0.6778205633163452,-0.09256444126367569,0.23601844906806946,0.2715931236743927,-0.016487445682287216,0.139840766787529
",",0.3087472915649414,0.2448001652956009,0.33157986402511597,0.28145334124565125,0.44245919585227966,0.4933079481124878,0.012025163508951664,0.30347302556037903,0.27995240688323975,0.17760658264160156,0.09681109338998795,0.4933079481124878,0.17319613695144653,-0.037358131259679794,0.31091248989105225
the,0.42745697498321533,0.32555076479911804,0.559237003326416,0.3171212375164032,0.535392165184021,1.0,0.07890266180038452,0.2714049816131592,0.24569597840309143,0.22986935079097748,0.029072100296616554,1.0,0.222691148519516,0.041273195296525955,0.22068053483963013
tube,0.19240084290504456,0.1168128103017807,0.1622767448425293,0.16038507223129272,0.25624245405197144,0.222691148519516,0.19799314439296722,0.15854230523109436,0.22631791234016418,0.13192342221736908,-0.03954416140913963,0.222691148519516,1.0,0.03372127190232277,0.13631722331047058
.,0.3567904531955719,0.29957500100135803,0.3566088080406189,0.24737101793289185,0.4645031690597534,0.5934505462646484,0.033740852028131485,0.3013017475605011,0.2806251645088196,0.18964338302612305,0.05720457062125206,0.5934505462646484,0.20765838027000427,-0.07181349396705627,0.4130953550338745
