,in,which,direction,does,most,of,the,wind,in,fresno,originate,from,?
are,0.3841303884983063,0.42922598123550415,0.16355663537979126,0.3126322329044342,0.48698675632476807,0.39081433415412903,0.40399202704429626,0.16722437739372253,0.3841303884983063,0.14489346742630005,0.2734691798686981,0.2674213647842407,0.24591213464736938
driven,0.19754242897033691,0.31133556365966797,0.3059985041618347,0.17266003787517548,0.16541525721549988,0.21381598711013794,0.2812441289424896,0.2572686970233917,0.19754242897033691,0.15402176976203918,0.2138461172580719,0.22343696653842926,0.08021858334541321
downward,0.1381721943616867,0.3530949354171753,0.38253137469291687,0.2648000419139862,0.19608774781227112,0.16463246941566467,0.30498912930488586,0.3616470992565155,0.1381721943616867,0.1740516871213913,0.20337742567062378,0.21421167254447937,0.19264617562294006
along,0.3603311777114868,0.33404073119163513,0.2770944833755493,0.18451251089572906,0.2380090206861496,0.34889817237854004,0.39495137333869934,0.23436099290847778,0.3603311777114868,0.11627563834190369,0.17846284806728363,0.279703289270401,0.17134909331798553
the,0.6662389636039734,0.6521818041801453,0.28851455450057983,0.35928019881248474,0.47635307908058167,0.733189046382904,1.0,0.2338196188211441,0.6662389636039734,0.22571885585784912,0.2916457951068878,0.40150508284568787,0.22068053483963013
axis,0.19073912501335144,0.22446614503860474,0.3793337643146515,0.14214202761650085,0.13549484312534332,0.18810029327869415,0.23150810599327087,0.16944438219070435,0.19073912501335144,0.1281474381685257,0.22152072191238403,0.15112970769405365,0.13060714304447174
of,0.5696388483047485,0.5011631846427917,0.18922415375709534,0.3119818866252899,0.4178851246833801,1.0,0.733189046382904,0.22346341609954834,0.5696388483047485,0.1875009983778,0.2774103581905365,0.4249346852302551,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.28851455450057983,0.35928019881248474,0.47635307908058167,0.733189046382904,1.0,0.2338196188211441,0.6662389636039734,0.22571885585784912,0.2916457951068878,0.40150508284568787,0.22068053483963013
california,0.2772824168205261,0.17128102481365204,0.15256553888320923,0.10136774927377701,0.206544429063797,0.24929828941822052,0.2750805914402008,0.1648443192243576,0.2772824168205261,0.5836333632469177,0.17701010406017303,0.23643477261066437,0.1409905105829239
central,0.30844059586524963,0.2778315246105194,0.16532021760940552,0.17120608687400818,0.24005284905433655,0.3415789008140564,0.3417201042175293,0.07825656235218048,0.30844059586524963,0.1712224781513214,0.2055220752954483,0.2553580701351166,0.14787602424621582
valley,0.2723499834537506,0.21860668063163757,0.1536877602338791,0.1017620712518692,0.22414630651474,0.23914365470409393,0.2923165559768677,0.20692729949951172,0.2723499834537506,0.2356150895357132,0.21483001112937927,0.2079152762889862,0.11486150324344635
;,0.092739537358284,-0.01244901679456234,-0.0012611752608790994,0.0650511160492897,0.09552082419395447,0.054534342139959335,0.09152708947658539,0.018222512677311897,0.092739537358284,0.05566907674074173,0.12896691262722015,0.07524215430021286,0.10349778085947037
in,1.0,0.4840516746044159,0.17485231161117554,0.214483380317688,0.41416558623313904,0.5696388483047485,0.6662389636039734,0.2197054922580719,1.0,0.26126348972320557,0.18074475228786469,0.4274188280105591,0.20430970191955566
december,0.25854936242103577,0.15643881261348724,0.1533404141664505,0.15881332755088806,0.11966457962989807,0.1503814309835434,0.23266014456748962,0.09284068644046783,0.25854936242103577,0.2394261211156845,0.02545814961194992,0.18902720510959625,0.2480352818965912
",",0.5201468467712402,0.3658004403114319,0.23287029564380646,0.28617382049560547,0.3636029064655304,0.4946078956127167,0.4933079481124878,0.21286936104297638,0.5201468467712402,0.2561432421207428,0.21421478688716888,0.39760664105415344,0.31091248989105225
january,0.28467586636543274,0.1371559500694275,0.07667422294616699,0.1196434274315834,0.12921540439128876,0.19923388957977295,0.2467057853937149,0.10288683325052261,0.28467586636543274,0.23321998119354248,0.008898690342903137,0.20058557391166687,0.28608936071395874
and,0.4954058527946472,0.506277859210968,0.2529398798942566,0.3461615741252899,0.4309377074241638,0.5116966962814331,0.5171257257461548,0.2530803084373474,0.4954058527946472,0.21513071656227112,0.18956467509269714,0.3601827025413513,0.20544172823429108
february,0.2990526556968689,0.13884375989437103,0.10895983874797821,0.11952901631593704,0.17015329003334045,0.20366249978542328,0.26483774185180664,0.09036007523536682,0.2990526556968689,0.2190943956375122,-0.0053538065403699875,0.20511531829833984,0.29594847559928894
there,0.5361666083335876,0.45256471633911133,0.15707913041114807,0.2930194139480591,0.34392625093460083,0.44397735595703125,0.47025805711746216,0.1677854359149933,0.5361666083335876,0.21059735119342804,0.18901880085468292,0.2965545952320099,0.29405656456947327
is,0.5394441485404968,0.4457404911518097,0.2159055918455124,0.4403602182865143,0.41165053844451904,0.4854315221309662,0.5823672413825989,0.1986788511276245,0.5394441485404968,0.2127077877521515,0.2687171399593353,0.27355384826660156,0.22961433231830597
an,0.2605783939361572,0.3611921966075897,0.21845301985740662,0.29477936029434204,0.2748267352581024,0.32280945777893066,0.4207492768764496,0.14012758433818817,0.2605783939361572,0.15491461753845215,0.1821383535861969,0.20876385271549225,0.19793890416622162
increased,0.244624063372612,0.3345912992954254,0.2003120332956314,0.20158657431602478,0.2506605088710785,0.3371390700340271,0.3188653886318207,0.18602557480335236,0.244624063372612,0.12086430191993713,0.1517493724822998,0.2075282633304596,0.09587585180997849
presence,0.24880747497081757,0.4159404933452606,0.18596094846725464,0.29169902205467224,0.3155669569969177,0.2917717397212982,0.34114351868629456,0.12292863428592682,0.24880747497081757,0.16689695417881012,0.27566584944725037,0.19627365469932556,0.08592845499515533
of,0.5696388483047485,0.5011631846427917,0.18922415375709534,0.3119818866252899,0.4178851246833801,1.0,0.733189046382904,0.22346341609954834,0.5696388483047485,0.1875009983778,0.2774103581905365,0.4249346852302551,0.1826142966747284
southeastern,0.3610875606536865,0.292920857667923,0.12644194066524506,0.09886547923088074,0.26433104276657104,0.34858089685440063,0.37968114018440247,0.1799820065498352,0.3610875606536865,0.29794368147850037,0.30863550305366516,0.2718217074871063,0.1729537695646286
wind,0.2197054922580719,0.2282751500606537,0.3449490964412689,0.1671968549489975,0.14304250478744507,0.22346341609954834,0.2338196188211441,1.0,0.2197054922580719,0.16878511011600494,0.10664815455675125,0.1916961371898651,0.17669273912906647
directions,0.2085569202899933,0.3201931416988373,0.8964114785194397,0.22615034878253937,0.15863993763923645,0.2176607847213745,0.310249000787735,0.30330318212509155,0.2085569202899933,0.19911091029644012,0.21837903559207916,0.23874321579933167,0.127141073346138
in,1.0,0.4840516746044159,0.17485231161117554,0.214483380317688,0.41416558623313904,0.5696388483047485,0.6662389636039734,0.2197054922580719,1.0,0.26126348972320557,0.18074475228786469,0.4274188280105591,0.20430970191955566
the,0.6662389636039734,0.6521818041801453,0.28851455450057983,0.35928019881248474,0.47635307908058167,0.733189046382904,1.0,0.2338196188211441,0.6662389636039734,0.22571885585784912,0.2916457951068878,0.40150508284568787,0.22068053483963013
wind,0.2197054922580719,0.2282751500606537,0.3449490964412689,0.1671968549489975,0.14304250478744507,0.22346341609954834,0.2338196188211441,1.0,0.2197054922580719,0.16878511011600494,0.10664815455675125,0.1916961371898651,0.17669273912906647
rose,0.24995949864387512,0.15265808999538422,0.055417172610759735,0.04064973071217537,0.10361509770154953,0.2557028830051422,0.28326278924942017,0.25159257650375366,0.24995949864387512,0.22014708817005157,0.06046748906373978,0.14656709134578705,0.11847885698080063
statistics,0.2433752715587616,0.271753191947937,0.12231343984603882,0.2386327087879181,0.23032130300998688,0.2564145624637604,0.23975630104541779,0.08904611319303513,0.2433752715587616,0.18796224892139435,0.1439192146062851,0.17637605965137482,0.22886884212493896
.,0.5591574311256409,0.45942068099975586,0.23911777138710022,0.3022993505001068,0.35404038429260254,0.5352458953857422,0.5934505462646484,0.21325930953025818,0.5591574311256409,0.2480216920375824,0.16736671328544617,0.41536515951156616,0.4130953550338745
