,what,did,the,lmp,acronym,stand,for,regarding,the,block,ii,launch,positions,?
(,0.2411840260028839,0.18979617953300476,0.33289089798927307,0.21448402106761932,0.23940598964691162,0.15827840566635132,0.3357032239437103,0.22490347921848297,0.33289089798927307,0.19340020418167114,0.2315233051776886,0.1447298526763916,0.16572552919387817,0.40561532974243164
cmp,0.2300279587507248,0.07744599133729935,0.2160838544368744,0.6390299201011658,0.3190200924873352,0.25295284390449524,0.2705598771572113,0.23332005739212036,0.2160838544368744,0.26519691944122314,0.1619068831205368,0.2959652245044708,0.21153540909290314,0.31603097915649414
),0.26259949803352356,0.18584993481636047,0.3456730246543884,0.2310769408941269,0.2410539984703064,0.14393578469753265,0.3639558255672455,0.21828092634677887,0.3456730246543884,0.20438170433044434,0.22346186637878418,0.16144290566444397,0.1797175258398056,0.42300865054130554
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.2330273687839508,0.113299161195755,0.268960565328598,0.5064792633056641,0.3182925879955292,0.5171257257461548,0.19999995827674866,0.27599602937698364,0.18879936635494232,0.2919108271598816,0.20544172823429108
lunar,0.18274477124214172,0.14120660722255707,0.23309995234012604,0.28389766812324524,0.11795273423194885,0.08175360411405563,0.16840216517448425,0.18263305723667145,0.23309995234012604,0.2088247537612915,0.17264442145824432,0.40018925070762634,0.1897694617509842,0.1628302037715912
module,0.2071267068386078,0.18875618278980255,0.15147453546524048,0.35622653365135193,0.15073177218437195,0.08759357035160065,0.20810315012931824,0.1862819790840149,0.15147453546524048,0.12991057336330414,0.09244275838136673,0.2918342053890228,0.2187231332063675,0.2131270468235016
pilot,0.1066926121711731,0.0870518833398819,0.17881006002426147,0.21453940868377686,0.12905694544315338,0.08215057104825974,0.14753924310207367,0.05355104058980942,0.17881006002426147,0.12943001091480255,0.25384417176246643,0.25053632259368896,0.06613729149103165,0.08986082673072815
(,0.2411840260028839,0.18979617953300476,0.33289089798927307,0.21448402106761932,0.23940598964691162,0.15827840566635132,0.3357032239437103,0.22490347921848297,0.33289089798927307,0.19340020418167114,0.2315233051776886,0.1447298526763916,0.16572552919387817,0.40561532974243164
lmp,0.2691573202610016,0.231725811958313,0.3120695948600769,1.0,0.27974575757980347,0.24181067943572998,0.29198288917541504,0.20252910256385803,0.3120695948600769,0.2435375154018402,0.20940065383911133,0.28522899746894836,0.25488585233688354,0.2822395861148834
),0.26259949803352356,0.18584993481636047,0.3456730246543884,0.2310769408941269,0.2410539984703064,0.14393578469753265,0.3639558255672455,0.21828092634677887,0.3456730246543884,0.20438170433044434,0.22346186637878418,0.16144290566444397,0.1797175258398056,0.42300865054130554
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.30839648842811584,0.1759447604417801,0.2296130359172821,0.4726039469242096,0.27343305945396423,0.5934505462646484,0.24829226732254028,0.27393630146980286,0.20541822910308838,0.26846083998680115,0.4130953550338745
