,the,population,of,newcastle,was,"189,863",according,to,what,year,'s,census,?
",",0.4933079481124878,0.2967977225780487,0.4946078956127167,0.251589834690094,0.45456063747406006,0.01977049745619297,0.3107093870639801,0.44245919585227966,0.3087472915649414,0.28560417890548706,-0.0016132977325469255,0.2530386745929718,0.31091248989105225
the,1.0,0.32044094800949097,0.733189046382904,0.2253497689962387,0.48711544275283813,0.21879740059375763,0.3202974498271942,0.535392165184021,0.42745697498321533,0.3609684407711029,-0.01540423184633255,0.2524987757205963,0.22068053483963013
city,0.35769423842430115,0.4607829749584198,0.32503411173820496,0.32860881090164185,0.3188765048980713,-0.0015339615056291223,0.19847922027111053,0.20300441980361938,0.17493832111358643,0.24964560568332672,0.004406440537422895,0.4202835261821747,0.13423943519592285
of,0.733189046382904,0.3060894012451172,1.0,0.18781472742557526,0.4069072902202606,0.09827931970357895,0.3307822346687317,0.41548454761505127,0.33290785551071167,0.2578314542770386,-0.03817026689648628,0.19615516066551208,0.1826142966747284
newcastle,0.2253497689962387,0.15327702462673187,0.18781472742557526,1.0000001192092896,0.25710436701774597,-0.08829914033412933,0.07468248158693314,0.23559264838695526,0.16276082396507263,0.18703900277614594,-0.017262522131204605,0.18275249004364014,0.0902252271771431
had,0.3875846862792969,0.21385526657104492,0.37755560874938965,0.2122826874256134,0.5927209258079529,0.009880049154162407,0.3028804361820221,0.37984350323677063,0.23849567770957947,0.29678046703338623,-0.004401352722197771,0.18697713315486908,0.20728366076946259
a,0.5829201340675354,0.2345738559961319,0.5052502155303955,0.21405641734600067,0.4508470594882965,0.14348170161247253,0.239227756857872,0.45503583550453186,0.3320399522781372,0.29350247979164124,0.04866964742541313,0.13645486533641815,0.23916715383529663
population,0.32044094800949097,1.0,0.3060894012451172,0.15327702462673187,0.1935066133737564,-0.023135656490921974,0.3151155114173889,0.19776633381843567,0.2000674307346344,0.2023945301771164,0.012951160781085491,0.6778454184532166,0.14449454843997955
of,0.733189046382904,0.3060894012451172,1.0,0.18781472742557526,0.4069072902202606,0.09827931970357895,0.3307822346687317,0.41548454761505127,0.33290785551071167,0.2578314542770386,-0.03817026689648628,0.19615516066551208,0.1826142966747284
"189,863",0.21879740059375763,-0.023135656490921974,0.09827931970357895,-0.08829914033412933,-0.03158240765333176,1.0,-0.056973543018102646,0.1497654765844345,0.14825566112995148,0.1521054357290268,-0.041360292583703995,-0.08751451224088669,0.05814306065440178
",",0.4933079481124878,0.2967977225780487,0.4946078956127167,0.251589834690094,0.45456063747406006,0.01977049745619297,0.3107093870639801,0.44245919585227966,0.3087472915649414,0.28560417890548706,-0.0016132977325469255,0.2530386745929718,0.31091248989105225
whereas,0.3696324825286865,0.2066739797592163,0.34012725949287415,0.08364406228065491,0.14947260916233063,0.09142608940601349,0.22030414640903473,0.33097705245018005,0.32338035106658936,0.13450095057487488,0.08053937554359436,0.10696110874414444,0.1950923502445221
the,1.0,0.32044094800949097,0.733189046382904,0.2253497689962387,0.48711544275283813,0.21879740059375763,0.3202974498271942,0.535392165184021,0.42745697498321533,0.3609684407711029,-0.01540423184633255,0.2524987757205963,0.22068053483963013
metropolitan,0.24378018081188202,0.35963642597198486,0.2863157391548157,0.2148311734199524,0.21671748161315918,-0.07278424501419067,0.20087683200836182,0.1725575476884842,0.15624397993087769,0.1309300810098648,-0.054288145154714584,0.3865426480770111,0.1861504763364792
borough,0.2728978395462036,0.33337685465812683,0.23685723543167114,0.3915557861328125,0.18714088201522827,-0.09451769292354584,0.11110655963420868,0.1735730916261673,0.14551788568496704,0.18110299110412598,-0.06797163933515549,0.3726763427257538,0.08402153104543686
of,0.733189046382904,0.3060894012451172,1.0,0.18781472742557526,0.4069072902202606,0.09827931970357895,0.3307822346687317,0.41548454761505127,0.33290785551071167,0.2578314542770386,-0.03817026689648628,0.19615516066551208,0.1826142966747284
newcastle,0.2253497689962387,0.15327702462673187,0.18781472742557526,1.0000001192092896,0.25710436701774597,-0.08829914033412933,0.07468248158693314,0.23559264838695526,0.16276082396507263,0.18703900277614594,-0.017262522131204605,0.18275249004364014,0.0902252271771431
had,0.3875846862792969,0.21385526657104492,0.37755560874938965,0.2122826874256134,0.5927209258079529,0.009880049154162407,0.3028804361820221,0.37984350323677063,0.23849567770957947,0.29678046703338623,-0.004401352722197771,0.18697713315486908,0.20728366076946259
a,0.5829201340675354,0.2345738559961319,0.5052502155303955,0.21405641734600067,0.4508470594882965,0.14348170161247253,0.239227756857872,0.45503583550453186,0.3320399522781372,0.29350247979164124,0.04866964742541313,0.13645486533641815,0.23916715383529663
population,0.32044094800949097,1.0,0.3060894012451172,0.15327702462673187,0.1935066133737564,-0.023135656490921974,0.3151155114173889,0.19776633381843567,0.2000674307346344,0.2023945301771164,0.012951160781085491,0.6778454184532166,0.14449454843997955
of,0.733189046382904,0.3060894012451172,1.0,0.18781472742557526,0.4069072902202606,0.09827931970357895,0.3307822346687317,0.41548454761505127,0.33290785551071167,0.2578314542770386,-0.03817026689648628,0.19615516066551208,0.1826142966747284
around,0.40085816383361816,0.28779906034469604,0.3296394646167755,0.19274786114692688,0.24039418995380402,0.19332434237003326,0.2437627613544464,0.3591267168521881,0.27475327253341675,0.28177201747894287,-0.039796680212020874,0.20723450183868408,0.14729668200016022
"259,000",0.04850335419178009,-0.04081934317946434,0.06140242889523506,-0.044944874942302704,-0.05893411487340927,0.1292470246553421,0.005657759960740805,0.11212095618247986,0.09362950921058655,-0.046587590128183365,-0.001563194440677762,-0.07109250128269196,0.05002456158399582
.,0.5934505462646484,0.26950228214263916,0.5352458953857422,0.2714749276638031,0.40146201848983765,0.06974906474351883,0.29052162170410156,0.4645031690597534,0.3567904531955719,0.32538118958473206,-0.003708066651597619,0.22575056552886963,0.4130953550338745
