,what,was,the,nickname,given,to,the,team,samuel,phillips,was,appointed,to,?
1965,0.15314841270446777,0.07673795521259308,0.09033208340406418,0.08089067041873932,0.16732220351696014,0.16809216141700745,0.09033208340406418,0.14787746965885162,-0.04962155595421791,-0.022142142057418823,0.07673795521259308,0.0662190392613411,0.16809216141700745,0.26302391290664673
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.16497400403022766,0.3428947925567627,1.0,0.535392165184021,0.23889471590518951,0.07316149771213531,0.19412821531295776,0.3636345863342285,0.21184861660003662,1.0,0.29463258385658264
cause,0.24883218109607697,0.1555917114019394,0.2551237642765045,0.14493153989315033,0.18794883787631989,0.3172815442085266,0.2551237642765045,0.10100723803043365,0.1332354098558426,0.12376637011766434,0.1555917114019394,0.05686041712760925,0.3172815442085266,0.240532785654068
manned,0.16094419360160828,0.24339483678340912,0.2392944097518921,0.09849679470062256,0.19172576069831848,0.21649380028247833,0.2392944097518921,0.16800931096076965,0.18952542543411255,0.15856869518756866,0.24339483678340912,0.24373222887516022,0.21649380028247833,0.17514055967330933
space,0.20525942742824554,0.14677780866622925,0.24495907127857208,0.08109227567911148,0.15721076726913452,0.22712917625904083,0.24495907127857208,0.14264272153377533,0.10103155672550201,0.13035443425178528,0.14677780866622925,0.08340317755937576,0.22712917625904083,0.1885536164045334
flight,0.17794598639011383,0.19139665365219116,0.2498224973678589,0.07378752529621124,0.08341773599386215,0.24953556060791016,0.2498224973678589,0.17153584957122803,0.10380521416664124,0.18751564621925354,0.19139665365219116,0.1562042087316513,0.24953556060791016,0.20568472146987915
administrator,0.3100288510322571,0.26034414768218994,0.23136885464191437,0.07795476168394089,0.22101813554763794,0.291531503200531,0.23136885464191437,0.1780249923467636,0.10341828316450119,0.19987930357456207,0.26034414768218994,0.36824923753738403,0.291531503200531,0.2915230691432953
george,0.22000353038311005,0.2601471245288849,0.2510760426521301,0.11244560033082962,0.11342422664165497,0.17226167023181915,0.2510760426521301,0.14361397922039032,0.220236673951149,0.2987090051174164,0.2601471245288849,0.27711713314056396,0.17226167023181915,0.1479024887084961
mueller,0.1313520073890686,0.21837088465690613,0.2319459170103073,0.1732141375541687,0.13313066959381104,0.08670014888048172,0.2319459170103073,0.16966776549816132,0.49152711033821106,0.31965869665145874,0.21837088465690613,0.2127954214811325,0.08670014888048172,0.1575169712305069
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.16497400403022766,0.3428947925567627,1.0,0.535392165184021,0.23889471590518951,0.07316149771213531,0.19412821531295776,0.3636345863342285,0.21184861660003662,1.0,0.29463258385658264
appoint,0.2632576525211334,0.25670552253723145,0.25431281328201294,0.06816303730010986,0.3181728422641754,0.3012806177139282,0.25431281328201294,0.15010285377502441,0.15438690781593323,0.20275473594665527,0.25670552253723145,0.838501513004303,0.3012806177139282,0.21547414362430573
program,0.25047802925109863,0.1849333792924881,0.22986935079097748,0.12996847927570343,0.22634625434875488,0.23681028187274933,0.22986935079097748,0.2466873824596405,0.10840321332216263,0.23150035738945007,0.1849333792924881,0.14344049990177155,0.23681028187274933,0.1440187245607376
director,0.12868234515190125,0.30621418356895447,0.19949141144752502,0.046239547431468964,0.14278556406497955,0.1698155552148819,0.19949141144752502,0.19405688345432281,0.1755031943321228,0.27633678913116455,0.30621418356895447,0.3443993031978607,0.1698155552148819,0.09360282123088837
samuel,0.14263929426670074,0.23414932191371918,0.15008985996246338,0.19185422360897064,0.13301514089107513,0.07316149771213531,0.15008985996246338,0.1076124832034111,1.0000001192092896,0.2733888626098633,0.23414932191371918,0.2180340588092804,0.07316149771213531,0.09954892843961716
phillips,0.1776774823665619,0.2839582860469818,0.1886449009180069,0.1364058256149292,0.1473512053489685,0.19412821531295776,0.1886449009180069,0.21123676002025604,0.2733888626098633,0.9999998807907104,0.2839582860469818,0.24900004267692566,0.19412821531295776,0.15470919013023376
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.16497400403022766,0.3428947925567627,1.0,0.535392165184021,0.23889471590518951,0.07316149771213531,0.19412821531295776,0.3636345863342285,0.21184861660003662,1.0,0.29463258385658264
head,0.18919230997562408,0.2465479075908661,0.3079071640968323,0.22558574378490448,0.134385347366333,0.2177244871854782,0.3079071640968323,0.11526045948266983,0.07324115931987762,0.15739008784294128,0.2465479075908661,0.3099108636379242,0.2177244871854782,0.10879309475421906
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26108431816101074,0.3335871398448944,0.45503583550453186,0.5829201340675354,0.19125498831272125,0.19971542060375214,0.23526975512504578,0.4508470594882965,0.18327824771404266,0.45503583550453186,0.23916715383529663
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.029698669910430908,0.044645439833402634,0.06720756739377975,0.029072100296616554,0.017291011288762093,0.05463053286075592,-0.025114484131336212,-0.012679691426455975,0.07393311709165573,0.06720756739377975,0.0685480609536171
tiger,0.09917808324098587,0.17127172648906708,0.22069649398326874,0.23406341671943665,0.12102414667606354,0.10677976906299591,0.22069649398326874,0.13269607722759247,0.13533060252666473,0.1316000372171402,0.17127172648906708,0.025062233209609985,0.10677976906299591,0.15837858617305756
team,0.17632107436656952,0.13986483216285706,0.22564226388931274,0.2419131100177765,0.14184944331645966,0.23889471590518951,0.22564226388931274,1.0,0.1076124832034111,0.21123676002025604,0.13986483216285706,0.144041508436203,0.23889471590518951,0.11243411153554916
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,-0.010328101925551891,0.10763400048017502,-0.009905828163027763,0.041273195296525955,-0.023808861151337624,-0.026990238577127457,-0.004817919339984655,0.04456103965640068,0.023523930460214615,-0.009905828163027763,0.018684765323996544
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.16497400403022766,0.3428947925567627,1.0,0.535392165184021,0.23889471590518951,0.07316149771213531,0.19412821531295776,0.3636345863342285,0.21184861660003662,1.0,0.29463258385658264
investigate,0.2503477931022644,0.19061051309108734,0.25379443168640137,0.026995409280061722,0.17788346111774445,0.23519323766231537,0.25379443168640137,0.1264963001012802,0.11187560111284256,0.1683860570192337,0.19061051309108734,0.28246042132377625,0.23519323766231537,0.16237691044807434
north,0.18673177063465118,0.29020047187805176,0.36298373341560364,0.1698571741580963,0.13917739689350128,0.2743184268474579,0.36298373341560364,0.13787305355072021,0.12333853542804718,0.20063628256320953,0.29020047187805176,0.1401587575674057,0.2743184268474579,0.11829731613397598
american,0.1909721940755844,0.31632548570632935,0.24562937021255493,0.23794402182102203,0.17838339507579803,0.16338081657886505,0.24562937021255493,0.11424583196640015,0.24069947004318237,0.3670904040336609,0.31632548570632935,0.22847925126552582,0.16338081657886505,0.18877598643302917
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.06089639291167259,-0.024429189041256905,0.03782717138528824,-0.01540423184633255,0.04450521618127823,-0.025841904804110527,-0.00032562139676883817,0.008974763564765453,-0.07290255278348923,0.03782717138528824,-0.023395681753754616
problems,0.3306994140148163,0.1851695030927658,0.2659202516078949,0.08250139653682709,0.20150630176067352,0.28989166021347046,0.2659202516078949,0.098353810608387,0.07563076913356781,0.14544960856437683,0.1851695030927658,0.18222874402999878,0.28989166021347046,0.2638136148452759
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.1929931789636612,0.30185943841934204,0.48971283435821533,0.5171257257461548,0.22394508123397827,0.19269035756587982,0.30171456933021545,0.3740963041782379,0.2608291208744049,0.48971283435821533,0.20544172823429108
identify,0.27000585198402405,0.11893568187952042,0.2653810381889343,0.14486561715602875,0.27805450558662415,0.3323211371898651,0.2653810381889343,0.10432569682598114,0.10128162056207657,0.12517206370830536,0.11893568187952042,0.18428121507167816,0.3323211371898651,0.20891983807086945
corrections,0.32235434651374817,0.18597804009914398,0.26831090450286865,0.044794999063014984,0.297661691904068,0.31590238213539124,0.26831090450286865,0.15181666612625122,0.10689982771873474,0.24636903405189514,0.18597804009914398,0.1841493844985962,0.31590238213539124,0.24641917645931244
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.18442372977733612,0.3169408142566681,0.4645031690597534,0.5934505462646484,0.26467522978782654,0.18295735120773315,0.2573055326938629,0.40146201848983765,0.23383042216300964,0.4645031690597534,0.4130953550338745
