,complement,proteins,bind,to,what,kind,of,molecules,on,the,surface,of,microbes,in,order,to,elicit,an,immune,response,?
attached,0.22352032363414764,0.27158322930336,0.3378553092479706,0.26221272349357605,0.12891796231269836,0.28782883286476135,0.2120225876569748,0.30006489157676697,0.2921682894229889,0.30016979575157166,0.28477054834365845,0.2120225876569748,0.2675718665122986,0.19534023106098175,0.1475926637649536,0.26221272349357605,0.1416267454624176,0.17382864654064178,0.19968336820602417,0.13200700283050537,0.10888541489839554
to,0.3486989736557007,0.24676139652729034,0.27997180819511414,1.0,0.455847829580307,0.28460726141929626,0.41548454761505127,0.2749134600162506,0.41031414270401,0.535392165184021,0.23727688193321228,0.41548454761505127,0.28390011191368103,0.45010748505592346,0.35544881224632263,1.0,0.34688007831573486,0.3138085603713989,0.2541976273059845,0.277526319026947,0.29463258385658264
these,0.31703221797943115,0.36338216066360474,0.24465486407279968,0.46852558851242065,0.4164220690727234,0.30441078543663025,0.42684608697891235,0.354300320148468,0.32800400257110596,0.49086877703666687,0.25077754259109497,0.42684608697891235,0.4220743179321289,0.3791837692260742,0.2744444012641907,0.46852558851242065,0.24210859835147858,0.16632772982120514,0.2535412013530731,0.2656902074813843,0.2571668326854706
microbes,0.3188532888889313,0.5444594025611877,0.35808002948760986,0.28390011191368103,0.27925968170166016,0.27055126428604126,0.27299147844314575,0.5317147970199585,0.24102304875850677,0.30588477849960327,0.3972305953502655,0.27299147844314575,1.0,0.24706831574440002,0.20551292598247528,0.28390011191368103,0.233494371175766,0.23407816886901855,0.47532811760902405,0.24567924439907074,0.172354593873024
or,0.36330321431159973,0.34197115898132324,0.3037174344062805,0.38921234011650085,0.33867141604423523,0.4102349579334259,0.3792596757411957,0.3301488161087036,0.2897229492664337,0.4174870550632477,0.30729761719703674,0.3792596757411957,0.38632702827453613,0.3586423695087433,0.29889947175979614,0.38921234011650085,0.28190985321998596,0.3096676766872406,0.26729732751846313,0.22401027381420135,0.32389625906944275
the,0.3089122176170349,0.23576003313064575,0.20701828598976135,0.535392165184021,0.42745697498321533,0.2516445517539978,0.733189046382904,0.2374771386384964,0.5107308030128479,1.0,0.2555135488510132,0.733189046382904,0.30588477849960327,0.6662389636039734,0.3284194767475128,0.535392165184021,0.2334575653076172,0.4207492768764496,0.21364226937294006,0.28909924626350403,0.22068053483963013
binding,0.37699198722839355,0.4987618029117584,0.7536251544952393,0.29100102186203003,0.2527271509170532,0.29018282890319824,0.26333409547805786,0.44729697704315186,0.21536609530448914,0.26792919635772705,0.27808114886283875,0.26333409547805786,0.2964314818382263,0.18967576324939728,0.20440411567687988,0.29100102186203003,0.3256412446498871,0.23064970970153809,0.35923153162002563,0.28543031215667725,0.11761247366666794
of,0.30478957295417786,0.2195783406496048,0.23110318183898926,0.41548454761505127,0.33290785551071167,0.2285657674074173,1.0,0.24428431689739227,0.3966929316520691,0.733189046382904,0.24204103648662567,1.0,0.27299147844314575,0.5696388483047485,0.31287699937820435,0.41548454761505127,0.15619924664497375,0.32280945777893066,0.16620753705501556,0.21864040195941925,0.1826142966747284
complement,1.0,0.37465912103652954,0.35972586274147034,0.3486989736557007,0.2655338943004608,0.2700047194957733,0.30478957295417786,0.35410961508750916,0.30240777134895325,0.3089122176170349,0.2406996339559555,0.30478957295417786,0.3188532888889313,0.2742482125759125,0.3061353266239166,0.3486989736557007,0.2808278799057007,0.24795658886432648,0.3349134624004364,0.2858979105949402,0.11208028346300125
proteins,0.37465912103652954,0.9999999403953552,0.5976018905639648,0.24676139652729034,0.21361225843429565,0.25784915685653687,0.2195783406496048,0.7107267379760742,0.15546530485153198,0.23576003313064575,0.35758325457572937,0.2195783406496048,0.5444594025611877,0.23363234102725983,0.20793598890304565,0.24676139652729034,0.287792444229126,0.1525825411081314,0.4856897294521332,0.2672218680381775,0.18469302356243134
to,0.3486989736557007,0.24676139652729034,0.27997180819511414,1.0,0.455847829580307,0.28460726141929626,0.41548454761505127,0.2749134600162506,0.41031414270401,0.535392165184021,0.23727688193321228,0.41548454761505127,0.28390011191368103,0.45010748505592346,0.35544881224632263,1.0,0.34688007831573486,0.3138085603713989,0.2541976273059845,0.277526319026947,0.29463258385658264
carbohydrates,0.37682873010635376,0.6631922721862793,0.4775836765766144,0.26377853751182556,0.2502624988555908,0.3160221576690674,0.26252642273902893,0.6258107423782349,0.2008412778377533,0.23906852304935455,0.35986635088920593,0.26252642273902893,0.5225338339805603,0.24139738082885742,0.21684840321540833,0.26377853751182556,0.2902124226093292,0.13589701056480408,0.4009999930858612,0.2489689737558365,0.23708048462867737
on,0.30240777134895325,0.15546530485153198,0.144143745303154,0.41031414270401,0.34226128458976746,0.1850661337375641,0.3966929316520691,0.16564491391181946,0.9999999403953552,0.5107308030128479,0.2674844264984131,0.3966929316520691,0.24102304875850677,0.46853652596473694,0.17813007533550262,0.41031414270401,0.2116098701953888,0.3192969560623169,0.1933661848306656,0.20197884738445282,0.2714994251728058
the,0.3089122176170349,0.23576003313064575,0.20701828598976135,0.535392165184021,0.42745697498321533,0.2516445517539978,0.733189046382904,0.2374771386384964,0.5107308030128479,1.0,0.2555135488510132,0.733189046382904,0.30588477849960327,0.6662389636039734,0.3284194767475128,0.535392165184021,0.2334575653076172,0.4207492768764496,0.21364226937294006,0.28909924626350403,0.22068053483963013
surfaces,0.3131641447544098,0.41821515560150146,0.34231457114219666,0.22658748924732208,0.20051200687885284,0.24088068306446075,0.2366817742586136,0.4525343179702759,0.2679575979709625,0.2074194699525833,0.8457942008972168,0.2366817742586136,0.4141794741153717,0.16559429466724396,0.13525308668613434,0.22658748924732208,0.12252185493707657,0.1793135106563568,0.25178930163383484,0.11391934007406235,0.15262344479560852
of,0.30478957295417786,0.2195783406496048,0.23110318183898926,0.41548454761505127,0.33290785551071167,0.2285657674074173,1.0,0.24428431689739227,0.3966929316520691,0.733189046382904,0.24204103648662567,1.0,0.27299147844314575,0.5696388483047485,0.31287699937820435,0.41548454761505127,0.15619924664497375,0.32280945777893066,0.16620753705501556,0.21864040195941925,0.1826142966747284
microbes,0.3188532888889313,0.5444594025611877,0.35808002948760986,0.28390011191368103,0.27925968170166016,0.27055126428604126,0.27299147844314575,0.5317147970199585,0.24102304875850677,0.30588477849960327,0.3972305953502655,0.27299147844314575,1.0,0.24706831574440002,0.20551292598247528,0.28390011191368103,0.233494371175766,0.23407816886901855,0.47532811760902405,0.24567924439907074,0.172354593873024
.,0.2869558036327362,0.2492533177137375,0.20130418241024017,0.4645031690597534,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.25748172402381897,0.49257001280784607,0.5934505462646484,0.2543797492980957,0.5352458953857422,0.23687511682510376,0.5591574311256409,0.20712141692638397,0.4645031690597534,0.27022483944892883,0.3581749200820923,0.18267881870269775,0.2878446877002716,0.4130953550338745
