,what,subtle,tool,can,be,used,in,an,informal,imperialistic,situation,to,expand,a,controlled,area,?
not,0.5449194312095642,0.31870999932289124,0.2947792112827301,0.49270012974739075,0.5788898468017578,0.358921617269516,0.3403114080429077,0.3722182512283325,0.2526390850543976,0.2661393880844116,0.3623059391975403,0.5149973034858704,0.3077763319015503,0.3791346549987793,0.2729710042476654,0.1969728320837021,0.41942933201789856
be,0.3929833769798279,0.32341068983078003,0.32807424664497375,0.5791122913360596,1.0,0.3731876611709595,0.3481820821762085,0.33041056990623474,0.2722707986831665,0.21832327544689178,0.36314764618873596,0.4972836375236511,0.33797645568847656,0.39883795380592346,0.22525933384895325,0.20397496223449707,0.3324260413646698
repaid,0.2805992662906647,0.09749845415353775,0.19621498882770538,0.18341435492038727,0.2844202518463135,0.21406133472919464,0.18301717936992645,0.1645127832889557,0.12315922230482101,0.15916875004768372,0.205677792429924,0.2927657961845398,0.25598669052124023,0.21839921176433563,0.21778807044029236,0.08328869938850403,0.16234157979488373
",",0.3087472915649414,0.24565541744232178,0.21031200885772705,0.3139454126358032,0.39254459738731384,0.3120402991771698,0.5201468467712402,0.3581022024154663,0.26789841055870056,0.21712644398212433,0.20005939900875092,0.44245919585227966,0.23638540506362915,0.427140474319458,0.20886175334453583,0.2664283812046051,0.31091248989105225
ownership,0.2581227421760559,0.21587352454662323,0.18340447545051575,0.21059231460094452,0.2615007758140564,0.19556644558906555,0.22562521696090698,0.19101859629154205,0.21657602488994598,0.23164701461791992,0.31863313913345337,0.2847251296043396,0.2830970883369446,0.2549401819705963,0.2761368155479431,0.19430236518383026,0.19719240069389343
of,0.33290785551071167,0.22350063920021057,0.15587300062179565,0.2603091299533844,0.33904364705085754,0.3075267970561981,0.5696388483047485,0.32280945777893066,0.2598820626735687,0.2847146987915039,0.22593308985233307,0.41548454761505127,0.20844320952892303,0.5052502155303955,0.2840180993080139,0.3409860134124756,0.1826142966747284
private,0.16778090596199036,0.1560799777507782,0.09442022442817688,0.15051504969596863,0.1834806501865387,0.18543760478496552,0.21135757863521576,0.14829891920089722,0.21429361402988434,0.2077484428882599,0.2612810432910919,0.18892748653888702,0.11289560049772263,0.20346391201019287,0.1769813597202301,0.19685520231723785,0.14389030635356903
industries,0.14086507260799408,0.08407612890005112,0.21537481248378754,0.16815990209579468,0.11954665184020996,0.2811645269393921,0.23704054951667786,0.12734489142894745,0.15674377977848053,0.15911217033863068,0.12603804469108582,0.20048098266124725,0.1942387968301773,0.25746357440948486,0.2076023668050766,0.25922301411628723,0.13979145884513855
thus,0.30745524168014526,0.3248501718044281,0.24799640476703644,0.2665204703807831,0.37298357486724854,0.2586517930030823,0.26358214020729065,0.22287912666797638,0.19742833077907562,0.2419155091047287,0.3185105621814728,0.42383262515068054,0.2985355854034424,0.3190890848636627,0.25148332118988037,0.2258225381374359,0.18769288063049316
expanding,0.34628334641456604,0.2836633324623108,0.1807221919298172,0.24464453756809235,0.335086852312088,0.19685828685760498,0.2770040035247803,0.1905982345342636,0.21710029244422913,0.265392541885376,0.36296340823173523,0.36449867486953735,0.7828193306922913,0.2764478623867035,0.2517450451850891,0.26840710639953613,0.23633244633674622
the,0.42745697498321533,0.22949697077274323,0.20790323615074158,0.312528520822525,0.4248143136501312,0.3718377649784088,0.6662389636039734,0.4207492768764496,0.24695700407028198,0.2731722891330719,0.29657405614852905,0.535392165184021,0.28561270236968994,0.5829201340675354,0.3320712745189667,0.37834644317626953,0.22068053483963013
controlled,0.24713590741157532,0.1788218766450882,0.17071345448493958,0.19048389792442322,0.22525933384895325,0.3052332401275635,0.2597082853317261,0.1940964162349701,0.15132947266101837,0.22437545657157898,0.2348000705242157,0.20715226233005524,0.2589995563030243,0.22610771656036377,1.0,0.24976715445518494,0.1105743944644928
area,0.21965408325195312,0.12930917739868164,0.1672758311033249,0.1519843488931656,0.20397496223449707,0.2307427078485489,0.33632898330688477,0.23076042532920837,0.18698669970035553,0.10535197705030441,0.20231033861637115,0.2797197997570038,0.2260192483663559,0.2782127559185028,0.24976715445518494,1.0,0.12640461325645447
",",0.3087472915649414,0.24565541744232178,0.21031200885772705,0.3139454126358032,0.39254459738731384,0.3120402991771698,0.5201468467712402,0.3581022024154663,0.26789841055870056,0.21712644398212433,0.20005939900875092,0.44245919585227966,0.23638540506362915,0.427140474319458,0.20886175334453583,0.2664283812046051,0.31091248989105225
or,0.33867141604423523,0.3089447319507599,0.2648842930793762,0.5614996552467346,0.5260903835296631,0.4951852560043335,0.3586423695087433,0.3096676766872406,0.30538684129714966,0.21921120584011078,0.2913610339164734,0.38921234011650085,0.26925450563430786,0.48853766918182373,0.250156432390213,0.24297796189785004,0.32389625906944275
having,0.34064167737960815,0.3143424987792969,0.2144918590784073,0.4115909934043884,0.40528199076652527,0.2505834698677063,0.32022708654403687,0.20374798774719238,0.27350470423698425,0.2517249286174774,0.3361087739467621,0.3992697596549988,0.22618533670902252,0.3929923176765442,0.22214403748512268,0.1657763570547104,0.22418256103992462
countries,0.22319257259368896,0.16836047172546387,0.1496131718158722,0.2783487141132355,0.2855869233608246,0.3442949056625366,0.3027990758419037,0.20055769383907318,0.2453494668006897,0.29494577646255493,0.3251143991947174,0.3111797273159027,0.18431976437568665,0.2672088146209717,0.269709974527359,0.2803915739059448,0.15128466486930847
agree,0.45932960510253906,0.25203919410705566,0.24292336404323578,0.24586160480976105,0.3112509846687317,0.18520288169384003,0.15189619362354279,0.15521140396595,0.2555153965950012,0.1941239982843399,0.32424789667129517,0.2974206805229187,0.3013477921485901,0.2085130214691162,0.23869360983371735,0.15258412063121796,0.33165234327316284
to,0.455847829580307,0.2838338315486908,0.2641676962375641,0.4979398250579834,0.4972836375236511,0.40058770775794983,0.45010748505592346,0.3138085603713989,0.26750510931015015,0.2331068515777588,0.3826505243778229,1.0,0.40373530983924866,0.45503583550453186,0.20715226233005524,0.2797197997570038,0.29463258385658264
uneven,0.17349854111671448,0.29334259033203125,0.18790680170059204,0.2366776317358017,0.2609357237815857,0.20941321551799774,0.1735929548740387,0.19538922607898712,0.130092591047287,0.21281306445598602,0.28037357330322266,0.22397920489311218,0.19252468645572662,0.19948230683803558,0.20928700268268585,0.23440176248550415,0.13699717819690704
trade,0.1555381417274475,0.16044357419013977,0.168015718460083,0.20083941519260406,0.17317168414592743,0.19675321877002716,0.23862801492214203,0.1803218424320221,0.20440304279327393,0.22957679629325867,0.20836926996707916,0.2781698405742645,0.24721479415893555,0.2032492309808731,0.23895153403282166,0.18733882904052734,0.09336511790752411
agreements,0.25903576612472534,0.10245572775602341,0.1201271265745163,0.1943245530128479,0.22767004370689392,0.15281997621059418,0.21974602341651917,0.13954567909240723,0.2977372705936432,0.21506860852241516,0.29454031586647034,0.2840920090675354,0.24404048919677734,0.17270039021968842,0.2830546498298645,0.1958484798669815,0.14476320147514343
forcefully,0.344686359167099,0.30572712421417236,0.20837929844856262,0.29489514231681824,0.37854892015457153,0.22896930575370789,0.2546241879463196,0.14795644581317902,0.1526566445827484,0.3207715153694153,0.41916027665138245,0.419916570186615,0.230690136551857,0.2673737406730652,0.3282615840435028,0.22557096183300018,0.24478104710578918
.,0.3567904531955719,0.1782023310661316,0.22040632367134094,0.35783761739730835,0.4383580684661865,0.33111312985420227,0.5591574311256409,0.3581749200820923,0.19334393739700317,0.23863494396209717,0.23848983645439148,0.4645031690597534,0.24546176195144653,0.50484299659729,0.21779799461364746,0.2760866582393646,0.4130953550338745
