,what,do,later,versions,of,the,lord,'s,prayer,hymn,still,use,?
adopted,0.1504661738872528,0.11264366656541824,0.35095709562301636,0.18065419793128967,0.25312307476997375,0.23462533950805664,0.06994419544935226,-0.03255033865571022,0.1045399159193039,0.23668532073497772,0.22194652259349823,0.24515867233276367,0.14235380291938782
luther,0.2134782373905182,0.10933273285627365,0.23796728253364563,0.18644706904888153,0.1719115972518921,0.1759674996137619,0.16014143824577332,-0.009990512393414974,0.23982968926429749,0.24335725605487823,0.16661010682582855,0.10849796235561371,0.1732746809720993
's,0.02692362666130066,-0.01994597539305687,0.05591587722301483,-0.03027944453060627,-0.03817026689648628,-0.01540423184633255,-0.00021723240206483752,0.9999999403953552,0.06618055701255798,0.01253789383918047,0.033143531531095505,0.004619393963366747,-0.023395681753754616
tune,0.270632266998291,0.16735520958900452,0.15082989633083344,0.28540897369384766,0.16878852248191833,0.22937244176864624,0.22831960022449493,0.024915635585784912,0.2137640416622162,0.46293649077415466,0.23705489933490753,0.20276705920696259,0.19689199328422546
",",0.3087472915649414,0.3283645510673523,0.35016918182373047,0.23377446830272675,0.4946078956127167,0.4933079481124878,0.23110952973365784,-0.0016132977325469255,0.1917228251695633,0.22048476338386536,0.35217106342315674,0.3276674151420593,0.31091248989105225
although,0.24844598770141602,0.23230431973934174,0.2751077711582184,0.23394279181957245,0.3024747669696808,0.3265823423862457,0.120822474360466,0.06846998631954193,0.1537080705165863,0.13422423601150513,0.45119041204452515,0.29689812660217285,0.15541206300258636
modern,0.2655639946460724,0.1850697249174118,0.25565528869628906,0.23673023283481598,0.3482828736305237,0.3283970355987549,0.0334264300763607,0.03816800191998482,0.1491885781288147,0.07954598218202591,0.3342534899711609,0.3562934696674347,0.12475407868623734
texts,0.25967296957969666,0.24365313351154327,0.16262230277061462,0.43067923188209534,0.23314617574214935,0.2725931704044342,0.1071530431509018,0.07197468727827072,0.29730451107025146,0.29772087931632996,0.24613727629184723,0.19124150276184082,0.18584510684013367
are,0.29724663496017456,0.41111594438552856,0.21720336377620697,0.33126300573349,0.39081433415412903,0.40399202704429626,0.13319167494773865,-0.008927806280553341,0.2376628965139389,0.11775632947683334,0.40321314334869385,0.4174068570137024,0.24591213464736938
considerably,0.25564712285995483,0.151401087641716,0.1911710798740387,0.2743755578994751,0.3306030333042145,0.3249168395996094,0.14008422195911407,0.009301220998167992,0.08080002665519714,0.0996282771229744,0.39055001735687256,0.26045939326286316,0.17679016292095184
shorter,0.22753900289535522,0.22081543505191803,0.1965906023979187,0.30931368470191956,0.24916739761829376,0.2848663032054901,0.09062069654464722,0.05142735689878464,0.15956845879554749,0.1547720730304718,0.27468085289001465,0.39147162437438965,0.21036715805530548
.,0.3567904531955719,0.3613996207714081,0.3488861322402954,0.2660890817642212,0.5352458953857422,0.5934505462646484,0.14438843727111816,-0.003708066651597619,0.14948903024196625,0.18054819107055664,0.38162845373153687,0.3711656630039215,0.4130953550338745
