,what,other,catalysts,can,be,used,to,produce,oxygen,?
and,0.31309178471565247,0.5504306554794312,0.24126017093658447,0.3675691485404968,0.41766801476478577,0.3150506615638733,0.48971283435821533,0.2701570689678192,0.22261030972003937,0.20544172823429108
are,0.29724663496017456,0.5932393670082092,0.29476743936538696,0.5408529043197632,0.5556803941726685,0.3322218656539917,0.3504326641559601,0.3308704197406769,0.24342744052410126,0.24591213464736938
still,0.4548931419849396,0.3742256164550781,0.2124129831790924,0.34674692153930664,0.4066932499408722,0.35497698187828064,0.41205283999443054,0.20794755220413208,0.18362456560134888,0.3039587736129761
part,0.3476244807243347,0.25873222947120667,0.21143552660942078,0.1665269285440445,0.24258971214294434,0.2790772020816803,0.2875264883041382,0.14289972186088562,0.17520982027053833,0.08557961881160736
of,0.33290785551071167,0.38583824038505554,0.17458376288414001,0.2603091299533844,0.33904364705085754,0.3075267970561981,0.41548454761505127,0.19541172683238983,0.16848602890968323,0.1826142966747284
standard,0.22809998691082,0.269630491733551,0.20350264012813568,0.2528626322746277,0.26603180170059204,0.375753790140152,0.1969985067844391,0.1829560250043869,0.1331353485584259,0.17029257118701935
equipment,0.21531300246715546,0.30658605694770813,0.3014235496520996,0.3229456841945648,0.28354987502098083,0.3746223747730255,0.21870006620883942,0.2743620276451111,0.2659294009208679,0.0920877456665039
on,0.34226128458976746,0.3410046398639679,0.22296184301376343,0.2772369682788849,0.37900757789611816,0.24785758554935455,0.41031414270401,0.1774439811706543,0.2008662223815918,0.2714994251728058
commercial,0.12070754915475845,0.2547304034233093,0.23797637224197388,0.20537437498569489,0.1831246316432953,0.26843106746673584,0.2572329044342041,0.30038169026374817,0.19395092129707336,0.04216946288943291
airliners,0.16598743200302124,0.2241341769695282,0.17731091380119324,0.20411647856235504,0.221616730093956,0.21813713014125824,0.24348686635494232,0.20482024550437927,0.2234264463186264,0.15096057951450348
in,0.30808621644973755,0.39989137649536133,0.1940363347530365,0.26527702808380127,0.3481820821762085,0.3090210556983948,0.45010748505592346,0.21160131692886353,0.1672476977109909,0.20430970191955566
case,0.30770957469940186,0.2931601405143738,0.23306836187839508,0.33999165892601013,0.4101763367652893,0.26815250515937805,0.3172709345817566,0.2625233232975006,0.19170716404914856,0.33232852816581726
of,0.33290785551071167,0.38583824038505554,0.17458376288414001,0.2603091299533844,0.33904364705085754,0.3075267970561981,0.41548454761505127,0.19541172683238983,0.16848602890968323,0.1826142966747284
depressurization,0.29601624608039856,0.2775280773639679,0.4174797534942627,0.3353169560432434,0.33465930819511414,0.25559356808662415,0.3513498306274414,0.268816202878952,0.3916606307029724,0.21597060561180115
emergencies,0.3147105276584625,0.3420580327510834,0.31800520420074463,0.40918102860450745,0.3044014573097229,0.3205551207065582,0.3188874125480652,0.23849304020404816,0.26122987270355225,0.1923578381538391
.,0.3567904531955719,0.41511186957359314,0.2496374249458313,0.35783761739730835,0.4383580684661865,0.33111312985420227,0.4645031690597534,0.2587496340274811,0.2554275095462799,0.4130953550338745
