,where,does,the,largest,part,of,kenya,'s,power,come,from,?
upper,0.23894330859184265,0.12086480855941772,0.35289278626441956,0.2449609637260437,0.21153129637241364,0.25818127393722534,0.19148670136928558,0.01445639319717884,0.14021307229995728,0.10956400632858276,0.21286499500274658,0.051342256367206573
tana,0.15561185777187347,0.054753344506025314,0.22088868916034698,0.14387081563472748,0.20182590186595917,0.21640990674495697,0.36470726132392883,0.002451833337545395,0.08077376335859299,0.11498963832855225,0.1905866414308548,0.0840720608830452
river,0.1886204034090042,0.14026834070682526,0.2894456386566162,0.2491404414176941,0.20468007028102875,0.19903257489204407,0.18173043429851532,-0.03599277883768082,0.13200804591178894,0.1342724859714508,0.20433256030082703,0.15390869975090027
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.26626327633857727,0.3376222252845764,0.4946078956127167,0.23432263731956482,-0.0016132977325469255,0.2231994867324829,0.350309282541275,0.39760664105415344,0.31091248989105225
as,0.35409465432167053,0.31202155351638794,0.48381632566452026,0.1819920688867569,0.2563304007053375,0.3886612355709076,0.18995212018489838,-0.05775856226682663,0.20748355984687805,0.192745640873909,0.3251767158508301,0.27043893933296204
well,0.4122413992881775,0.3239245116710663,0.42630070447921753,0.22652944922447205,0.3181922435760498,0.3343164324760437,0.16707506775856018,-0.0049502006731927395,0.17438003420829773,0.34380602836608887,0.31084778904914856,0.24815571308135986
as,0.35409465432167053,0.31202155351638794,0.48381632566452026,0.1819920688867569,0.2563304007053375,0.3886612355709076,0.18995212018489838,-0.05775856226682663,0.20748355984687805,0.192745640873909,0.3251767158508301,0.27043893933296204
the,0.5003893971443176,0.35928019881248474,1.0,0.3757036626338959,0.527681291103363,0.733189046382904,0.21657514572143555,-0.01540423184633255,0.2647338807582855,0.36020293831825256,0.40150508284568787,0.22068053483963013
turkwel,0.21957862377166748,0.19353745877742767,0.33934396505355835,0.19989502429962158,0.2188185602426529,0.2794227600097656,0.3652297854423523,-0.007784683257341385,0.24625369906425476,0.17720142006874084,0.2026379257440567,0.20123505592346191
gorge,0.26789888739585876,0.06695333868265152,0.26357370615005493,0.19495394825935364,0.23341719806194305,0.2074861377477646,0.25067517161369324,-0.0073338947258889675,0.16007667779922485,0.20722919702529907,0.19413644075393677,0.1263076812028885
dam,0.15216213464736938,0.12586508691310883,0.2182406634092331,0.2529986798763275,0.1447257697582245,0.1477166712284088,0.16365090012550354,-0.0566532239317894,0.2554527521133423,0.10616836696863174,0.15226517617702484,0.08216840028762817
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.3017216920852661,0.4499994218349457,0.5696388483047485,0.23621977865695953,-0.037580832839012146,0.16666220128536224,0.26272067427635193,0.4274188280105591,0.20430970191955566
the,0.5003893971443176,0.35928019881248474,1.0,0.3757036626338959,0.527681291103363,0.733189046382904,0.21657514572143555,-0.01540423184633255,0.2647338807582855,0.36020293831825256,0.40150508284568787,0.22068053483963013
west,0.22786299884319305,0.14011532068252563,0.32918402552604675,0.2725459933280945,0.33029356598854065,0.2891985774040222,0.22446927428245544,0.05081431567668915,0.1317533701658249,0.13447295129299164,0.2389117330312729,0.12088293582201004
.,0.41390106081962585,0.3022993505001068,0.5934505462646484,0.18871670961380005,0.32817673683166504,0.5352458953857422,0.24234211444854736,-0.003708066651597619,0.2141435295343399,0.2866859436035156,0.41536515951156616,0.4130953550338745
