,why,is,warsaw,'s,flora,very,rich,in,species,?
comprising,0.10703733563423157,0.3015725612640381,0.16395798325538635,-0.013385751284658909,0.20541580021381378,0.14419305324554443,0.14551205933094025,0.2988578975200653,0.2705814242362976,0.043617378920316696
substantial,0.302989661693573,0.2210097759962082,0.15312480926513672,0.003873896785080433,0.15711642801761627,0.2791854441165924,0.20744578540325165,0.248609721660614,0.2286469042301178,0.25194647908210754
proportions,0.1991824209690094,0.25118231773376465,0.16970418393611908,0.0229775533080101,0.24083001911640167,0.27270179986953735,0.25288718938827515,0.221828892827034,0.30315694212913513,0.15697525441646576
of,0.28464117646217346,0.4854315221309662,0.19253842532634735,-0.03817026689648628,0.21338418126106262,0.34437474608421326,0.23752830922603607,0.5696388483047485,0.23307405412197113,0.1826142966747284
close-to-wilderness,0.2529830038547516,0.2606455087661743,0.27782076597213745,0.04384719580411911,0.27863067388534546,0.2625574767589569,0.24566815793514252,0.2838946580886841,0.3016376197338104,0.19517101347446442
areas,0.2656618356704712,0.28282591700553894,0.1653919368982315,0.03540606424212456,0.22001366317272186,0.3280986249446869,0.21883419156074524,0.33029478788375854,0.3080537021160126,0.1273590475320816
(,0.23387731611728668,0.35393038392066956,0.1835584193468094,0.0012731997994706035,0.18160945177078247,0.19960349798202515,0.16107672452926636,0.3087427020072937,0.18460895121097565,0.40561532974243164
natural,0.23105263710021973,0.24589021503925323,0.21501301229000092,-0.049410052597522736,0.2041676789522171,0.19279490411281586,0.25734955072402954,0.32136213779449463,0.2986935079097748,0.16155436635017395
forests,0.13683278858661652,0.22661735117435455,0.15580245852470398,0.06107513979077339,0.31374526023864746,0.23931118845939636,0.2641322910785675,0.2721249461174011,0.47146084904670715,0.1166248619556427
",",0.2827242314815521,0.4691906273365021,0.25300899147987366,-0.0016132977325469255,0.29082822799682617,0.34709087014198303,0.272274911403656,0.5201468467712402,0.2223871648311615,0.31091248989105225
wetlands,0.25104668736457825,0.21174317598342896,0.18922293186187744,0.11392100900411606,0.32358023524284363,0.22443148493766785,0.2032361775636673,0.22711986303329468,0.5128962993621826,0.162000834941864
along,0.2060367614030838,0.23571021854877472,0.10217346996068954,-0.05784126743674278,0.13614143431186676,0.24666054546833038,0.17232678830623627,0.3603311777114868,0.17857147753238678,0.17134909331798553
the,0.30742117762565613,0.5823672413825989,0.23137180507183075,-0.01540423184633255,0.20268896222114563,0.34171217679977417,0.2007024586200714,0.6662389636039734,0.2522439956665039,0.22068053483963013
vistula,0.17089422047138214,0.2513207197189331,0.43355974555015564,0.026809174567461014,0.15886302292346954,0.1808251291513443,0.12438355386257172,0.30333027243614197,0.2587675452232361,0.1677311211824417
),0.25356316566467285,0.37732169032096863,0.19817118346691132,0.021107977256178856,0.17115020751953125,0.23245026171207428,0.1686488538980484,0.3326910734176636,0.1479661911725998,0.42300865054130554
as,0.3103298544883728,0.43216490745544434,0.14492812752723694,-0.05775856226682663,0.170885369181633,0.3734530210494995,0.22467732429504395,0.3887844979763031,0.2342512160539627,0.27043893933296204
well,0.35762685537338257,0.33406564593315125,0.13796460628509521,-0.0049502006731927395,0.14671269059181213,0.4986899495124817,0.3075832426548004,0.36612698435783386,0.2564486861228943,0.24815571308135986
as,0.3103298544883728,0.43216490745544434,0.14492812752723694,-0.05775856226682663,0.170885369181633,0.3734530210494995,0.22467732429504395,0.3887844979763031,0.2342512160539627,0.27043893933296204
arable,0.18936239182949066,0.24303579330444336,0.11833520233631134,0.10547877103090286,0.18803450465202332,0.3301823139190674,0.34899231791496277,0.22087770700454712,0.2782280445098877,0.16872726380825043
land,0.14311788976192474,0.22457899153232574,0.17121939361095428,0.10497291386127472,0.22572024166584015,0.2074074000120163,0.20934656262397766,0.22871792316436768,0.16685950756072998,0.1432059109210968
",",0.2827242314815521,0.4691906273365021,0.25300899147987366,-0.0016132977325469255,0.29082822799682617,0.34709087014198303,0.272274911403656,0.5201468467712402,0.2223871648311615,0.31091248989105225
meadows,0.15458069741725922,0.2053041309118271,0.18466666340827942,0.08692922443151474,0.29528146982192993,0.16179510951042175,0.2298922836780548,0.27406102418899536,0.29897284507751465,0.1262841671705246
and,0.27806392312049866,0.3859752118587494,0.2083624005317688,0.06895173341035843,0.2078494280576706,0.4546867609024048,0.33923646807670593,0.4954058527946472,0.23547904193401337,0.20544172823429108
forests,0.13683278858661652,0.22661735117435455,0.15580245852470398,0.06107513979077339,0.31374526023864746,0.23931118845939636,0.2641322910785675,0.2721249461174011,0.47146084904670715,0.1166248619556427
.,0.32909876108169556,0.4569662809371948,0.26825499534606934,-0.003708066651597619,0.26614508032798767,0.3872767388820648,0.24216711521148682,0.5591574311256409,0.25772613286972046,0.4130953550338745
