,which,woman,took,a,leadership,role,in,the,mongol,empire,while,succession,was,being,determined,?
",",0.3658004403114319,0.18664926290512085,0.27655306458473206,0.427140474319458,0.20224536955356598,0.199491485953331,0.5201468467712402,0.4933079481124878,0.2229510098695755,0.27646857500076294,0.38232675194740295,0.1916448026895523,0.45456063747406006,0.34499165415763855,0.20723886787891388,0.31091248989105225
for,0.44095608592033386,0.21251066029071808,0.27585867047309875,0.44038116931915283,0.28100383281707764,0.34694939851760864,0.4322226941585541,0.4739971458911896,0.1556200236082077,0.18193261325359344,0.4232339859008789,0.20026281476020813,0.3863949179649353,0.41687241196632385,0.26595234870910645,0.264628142118454
example,0.45943138003349304,0.16446277499198914,0.13683398067951202,0.40234753489494324,0.1296248435974121,0.1979236900806427,0.30483278632164,0.3755223751068115,0.11649918556213379,0.15432226657867432,0.29871246218681335,0.16565245389938354,0.16563157737255096,0.3146098256111145,0.25081372261047363,0.30374911427497864
töregene,0.27302059531211853,0.2341545820236206,0.15751951932907104,0.2734163701534271,0.14689673483371735,0.20788197219371796,0.26353445649147034,0.300625741481781,0.25944188237190247,0.23102976381778717,0.23939241468906403,0.17834687232971191,0.2560173571109772,0.23671144247055054,0.2485373467206955,0.15313191711902618
khatun,0.23516613245010376,0.21462811529636383,0.2023676633834839,0.2480294406414032,0.28152355551719666,0.21005843579769135,0.1995570808649063,0.2579878866672516,0.5011621713638306,0.36654946208000183,0.19779716432094574,0.19774822890758514,0.2808169424533844,0.14739088714122772,0.11122944951057434,0.15617743134498596
was,0.2830964922904968,0.2959340214729309,0.48213186860084534,0.4508470594882965,0.31339120864868164,0.2561398148536682,0.45514053106307983,0.48711544275283813,0.17204789817333221,0.30602675676345825,0.3253832161426544,0.2223631888628006,1.0000001192092896,0.5201660394668579,0.22855234146118164,0.18412111699581146
briefly,0.2718057334423065,0.15761907398700714,0.29476863145828247,0.28602534532546997,0.17072729766368866,0.23157423734664917,0.3282359540462494,0.3548050820827484,0.17177417874336243,0.1960291713476181,0.37258246541023254,0.2278755009174347,0.3670034408569336,0.3553890585899353,0.18682453036308289,0.04666464775800705
in,0.4840516746044159,0.2614135444164276,0.2818296551704407,0.539380669593811,0.2307659387588501,0.243671715259552,1.0,0.6662389636039734,0.16958336532115936,0.24110576510429382,0.3399278521537781,0.2511105239391327,0.45514053106307983,0.33162933588027954,0.2656884789466858,0.20430970191955566
charge,0.24471032619476318,0.16762463748455048,0.24215611815452576,0.2415132075548172,0.342590868473053,0.1930874139070511,0.22046200931072235,0.2730984687805176,0.12433404475450516,0.11620303988456726,0.27203163504600525,0.17370423674583435,0.2562176287174225,0.19530639052391052,0.2168247550725937,0.0958876758813858
of,0.5011631846427917,0.23774354159832,0.2766268849372864,0.5052502155303955,0.26711535453796387,0.1797693818807602,0.5696388483047485,0.733189046382904,0.22712039947509766,0.30522286891937256,0.3366928696632385,0.3265681266784668,0.4069072902202606,0.34885138273239136,0.3115927577018738,0.1826142966747284
the,0.6521818041801453,0.2831476032733917,0.31657639145851135,0.5829201340675354,0.2857116758823395,0.26607486605644226,0.6662389636039734,1.0,0.2924198508262634,0.32532164454460144,0.39804592728614807,0.3133684992790222,0.48711544275283813,0.419739305973053,0.3632190227508545,0.22068053483963013
mongol,0.22227831184864044,0.08061147481203079,0.1795438528060913,0.15921570360660553,0.3076898157596588,0.11682261526584625,0.16958336532115936,0.2924198508262634,1.0000001192092896,0.45230501890182495,0.2199031561613083,0.1965118795633316,0.17204789817333221,0.15899883210659027,0.0899932011961937,0.12849251925945282
empire,0.1975056380033493,0.21507570147514343,0.23297956585884094,0.1900206059217453,0.2805441617965698,0.21089273691177368,0.24110576510429382,0.32532164454460144,0.45230501890182495,1.0000001192092896,0.15685497224330902,0.35209542512893677,0.30602675676345825,0.20464713871479034,0.13715781271457672,0.14909450709819794
when,0.572554349899292,0.2201828956604004,0.25529301166534424,0.44397395849227905,0.16245359182357788,0.2170606553554535,0.4431333839893341,0.5091903209686279,0.17596986889839172,0.18422111868858337,0.548916757106781,0.2426110953092575,0.37326499819755554,0.47212454676628113,0.3179926872253418,0.22841128706932068
next,0.3187560439109802,0.15414194762706757,0.2056168168783188,0.3054417371749878,0.12125370651483536,0.18119516968727112,0.29307645559310913,0.35833123326301575,0.06760885566473007,0.1241554394364357,0.2330063283443451,0.17969708144664764,0.25374743342399597,0.23862826824188232,0.18821115791797638,0.167460098862648
male,0.19152696430683136,0.34267452359199524,0.11565083265304565,0.21537062525749207,0.1708597093820572,0.21600069105625153,0.1523800492286682,0.2487100213766098,0.1575760841369629,0.17032718658447266,0.19005639851093292,0.14723263680934906,0.14716564118862152,0.24607010185718536,0.22854334115982056,0.14269542694091797
khagan,0.23824752867221832,0.18896017968654633,0.21876908838748932,0.22976204752922058,0.27504435181617737,0.1454828977584839,0.2286815345287323,0.30096983909606934,0.5502539277076721,0.4119066894054413,0.13954488933086395,0.14469970762729645,0.29879534244537354,0.21801729500293732,0.09962019324302673,0.16919690370559692
was,0.2830964922904968,0.2959340214729309,0.48213186860084534,0.4508470594882965,0.31339120864868164,0.2561398148536682,0.45514053106307983,0.48711544275283813,0.17204789817333221,0.30602675676345825,0.3253832161426544,0.2223631888628006,1.0000001192092896,0.5201660394668579,0.22855234146118164,0.18412111699581146
being,0.4268448054790497,0.3090967833995819,0.20655593276023865,0.3727131485939026,0.22381415963172913,0.2269134372472763,0.33162933588027954,0.419739305973053,0.15899883210659027,0.20464713871479034,0.41943445801734924,0.1603090912103653,0.5201660394668579,1.0,0.3058539032936096,0.26743772625923157
chosen,0.27084746956825256,0.20284003019332886,0.14944937825202942,0.26963019371032715,0.293147474527359,0.2000017613172531,0.22990967333316803,0.32853078842163086,0.08296282589435577,0.11212316155433655,0.10998305678367615,0.19546319544315338,0.258492648601532,0.2751491069793701,0.35030367970466614,0.18667186796665192
.,0.45942068099975586,0.23754961788654327,0.2481018751859665,0.50484299659729,0.18368078768253326,0.22067026793956757,0.5591574311256409,0.5934505462646484,0.16751837730407715,0.2811720371246338,0.38690751791000366,0.19792039692401886,0.40146201848983765,0.35574623942375183,0.29949477314949036,0.4130953550338745
