,on,what,day,does,a,general,question,time,take,place,?
12,0.14110936224460602,0.1696145385503769,0.1572544425725937,0.167842298746109,0.2757076025009155,0.013132103718817234,0.08139806985855103,0.14333707094192505,0.13406586647033691,0.20679529011249542,0.10021790862083435
p.m.,-0.12071789056062698,-0.07434375584125519,-0.024583451449871063,-0.03241744264960289,-0.014845199882984161,0.01877521723508835,-0.03240372985601425,-0.13857626914978027,-0.0630013644695282,-0.04686722531914711,-0.07103965431451797
where,0.37630224227905273,0.4457937180995941,0.17241404950618744,0.2965966761112213,0.40997210144996643,0.20537003874778748,0.28079208731651306,0.3538551926612854,0.31621453166007996,0.4786618947982788,0.24793872237205505
members,0.22849144041538239,0.16873176395893097,0.18117627501487732,0.1685360074043274,0.1873859316110611,0.15332673490047455,0.15677165985107422,0.18101826310157776,0.15864627063274384,0.13737979531288147,0.10212311148643494
can,0.2772369682788849,0.34502777457237244,0.11817701905965805,0.5156301856040955,0.3915780484676361,0.12571799755096436,0.3161180913448334,0.2720869183540344,0.32599925994873047,0.20199793577194214,0.3226337134838104
direct,0.20648783445358276,0.26271191239356995,0.14022120833396912,0.19850881397724152,0.27544090151786804,0.2197520136833191,0.24418918788433075,0.18759116530418396,0.30991852283477783,0.24276255071163177,0.18476411700248718
questions,0.2166581153869629,0.4857400059700012,0.19517534971237183,0.26290979981422424,0.2656060755252838,0.22032441198825836,0.8523969054222107,0.2710280120372772,0.25969642400741577,0.18203602731227875,0.42967134714126587
to,0.41031414270401,0.455847829580307,0.21753256022930145,0.4391997456550598,0.45503583550453186,0.24755197763442993,0.33945542573928833,0.3679993152618408,0.4075521230697632,0.3346366882324219,0.29463258385658264
any,0.2894362509250641,0.43670421838760376,0.17326152324676514,0.5203019976615906,0.45031747221946716,0.18700112402439117,0.44853806495666504,0.3699842095375061,0.3211958408355713,0.2850215435028076,0.4113408327102661
member,0.1643621176481247,0.09932345896959305,0.17641589045524597,0.15050765872001648,0.24081070721149445,0.1539999097585678,0.1479213684797287,0.1657039076089859,0.09906142204999924,0.1045549213886261,0.06826172769069672
of,0.3966929316520691,0.33290785551071167,0.2934032380580902,0.3119818866252899,0.5052502155303955,0.28352999687194824,0.2222393900156021,0.35127586126327515,0.29282352328300476,0.2685627043247223,0.1826142966747284
the,0.5107308030128479,0.42745697498321533,0.3062323033809662,0.35928019881248474,0.5829201340675354,0.28634732961654663,0.28031662106513977,0.43061500787734985,0.31620436906814575,0.4179787337779999,0.22068053483963013
scottish,0.14497309923171997,0.13777151703834534,0.167940154671669,0.13870032131671906,0.18544672429561615,0.16125184297561646,0.19746428728103638,0.15791401267051697,0.10692094266414642,0.09302700310945511,0.06442669779062271
government,0.19216017425060272,0.28074538707733154,0.19942112267017365,0.19420266151428223,0.25158295035362244,0.3210046589374542,0.2474779188632965,0.2391197234392166,0.2059202343225479,0.17302466928958893,0.18851417303085327
.,0.49257001280784607,0.3567904531955719,0.24232520163059235,0.3022993505001068,0.50484299659729,0.2929490804672241,0.2639329135417938,0.371569961309433,0.3045158088207245,0.2844318151473999,0.4130953550338745
