,what,was,luther,'s,major,work,of,"60,000",words,on,the,jews,?
their,0.35142919421195984,0.2396296262741089,0.1988239735364914,-0.005530759692192078,0.21493537724018097,0.3008926510810852,0.4329940676689148,-0.11033296585083008,0.22808365523815155,0.3598666191101074,0.516537070274353,0.2248561531305313,0.1898253709077835
lies,0.23107554018497467,0.24644087255001068,0.14317764341831207,0.04500377178192139,0.1144280880689621,0.08794710040092468,0.28165045380592346,0.01971549727022648,0.11605160683393478,0.20048394799232483,0.3383781313896179,0.16249141097068787,0.14148172736167908
),0.26259949803352356,0.3267642855644226,0.18587662279605865,0.021107977256178856,0.17611342668533325,0.251366525888443,0.3680361211299896,0.05980680137872696,0.25222504138946533,0.29937487840652466,0.3456730246543884,0.1354457139968872,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.23255878686904907,-0.0016132977325469255,0.29355156421661377,0.3283594250679016,0.4946078956127167,0.024645335972309113,0.2805471420288086,0.49057599902153015,0.4933079481124878,0.27184903621673584,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.20796556770801544,0.06895173341035843,0.29795366525650024,0.37551814317703247,0.5116966962814331,-0.023831376805901527,0.26495280861854553,0.4077630043029785,0.5171257257461548,0.2555774748325348,0.20544172823429108
vom,0.14017586410045624,0.16699089109897614,0.29986944794654846,0.024521203711628914,-0.0007332750828936696,0.12909899652004242,0.12566734850406647,0.15886496007442474,0.23986762762069702,0.12336895614862442,0.15012764930725098,0.24297796189785004,0.13748297095298767
schem,0.2724486291408539,0.10564327239990234,0.21582335233688354,-0.022759389132261276,0.10293281078338623,0.2808244824409485,0.17906896770000458,0.0007304376922547817,0.16828890144824982,0.1692996472120285,0.20855504274368286,0.20931755006313324,0.2329084873199463
hamphoras,0.24600549042224884,0.2512259781360626,0.1832711398601532,0.07645903527736664,0.2432423233985901,0.24362529814243317,0.3479413688182831,-0.08407790213823318,0.24517405033111572,0.23194344341754913,0.3304157555103302,0.24964462220668793,0.29241254925727844
und,0.12973321974277496,0.10551264137029648,0.23477625846862793,0.06573744863271713,0.09024061262607574,0.2151389867067337,0.22430375218391418,0.02302747592329979,0.1317371428012848,0.16839812695980072,0.16904859244823456,0.17214888334274292,0.12338054925203323
vom,0.14017586410045624,0.16699089109897614,0.29986944794654846,0.024521203711628914,-0.0007332750828936696,0.12909899652004242,0.12566734850406647,0.15886496007442474,0.23986762762069702,0.12336895614862442,0.15012764930725098,0.24297796189785004,0.13748297095298767
geschlecht,0.25857964158058167,0.236958846449852,0.33959949016571045,0.06994123011827469,0.07930164039134979,0.2582675516605377,0.2594153583049774,0.035054828971624374,0.2553313672542572,0.21780826151371002,0.259208619594574,0.28569847345352173,0.23958100378513336
christi,0.23142777383327484,0.27519893646240234,0.29033219814300537,0.046208299696445465,0.1107475683093071,0.1073325127363205,0.2556301951408386,0.04001759737730026,0.20110119879245758,0.19962647557258606,0.26092931628227234,0.20720723271369934,0.14968229830265045
(,0.2411840260028839,0.2980341613292694,0.1677781045436859,0.0012731997994706035,0.19543711841106415,0.22960703074932098,0.35032153129577637,0.05356858670711517,0.2528259754180908,0.28656116127967834,0.33289089798927307,0.138645738363266,0.40561532974243164
on,0.34226128458976746,0.3909217119216919,0.19090485572814941,0.0026888418942689896,0.21282386779785156,0.26663315296173096,0.3966929316520691,-0.06378782540559769,0.17732977867126465,0.9999999403953552,0.5107308030128479,0.13907738029956818,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,0.1759674996137619,-0.01540423184633255,0.31775903701782227,0.2704800069332123,0.733189046382904,0.04733072593808174,0.29205581545829773,0.5107308030128479,1.0,0.24901628494262695,0.22068053483963013
holy,0.21269184350967407,0.19543759524822235,0.21725739538669586,0.01974828913807869,0.11121431738138199,0.1168174296617508,0.32529065012931824,0.012328706681728363,0.22161059081554413,0.16306132078170776,0.2778179347515106,0.33185744285583496,0.18148104846477509
name,0.18623162806034088,0.2646567225456238,0.1244543194770813,0.08507627248764038,0.1646600365638733,0.15755409002304077,0.24075818061828613,0.052276719361543655,0.30025023221969604,0.17627742886543274,0.3171212375164032,0.13654586672782898,0.15381577610969543
and,0.31309178471565247,0.3740963041782379,0.20796556770801544,0.06895173341035843,0.29795366525650024,0.37551814317703247,0.5116966962814331,-0.023831376805901527,0.26495280861854553,0.4077630043029785,0.5171257257461548,0.2555774748325348,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,0.1759674996137619,-0.01540423184633255,0.31775903701782227,0.2704800069332123,0.733189046382904,0.04733072593808174,0.29205581545829773,0.5107308030128479,1.0,0.24901628494262695,0.22068053483963013
lineage,0.1202687919139862,0.17629212141036987,0.145319864153862,-0.015952419489622116,0.1681031733751297,0.16056960821151733,0.22792929410934448,-0.19799499213695526,0.10183814913034439,0.09959974884986877,0.2478068619966507,0.16325260698795319,0.1394401341676712
of,0.33290785551071167,0.4069072902202606,0.1719115972518921,-0.03817026689648628,0.2641255557537079,0.23473061621189117,1.0,-0.022378627210855484,0.26259833574295044,0.3966929316520691,0.733189046382904,0.2207300066947937,0.1826142966747284
christ,0.2615339457988739,0.2174820899963379,0.2758595049381256,0.054941605776548386,0.11204386502504349,0.11505516618490219,0.27289092540740967,0.08737651258707047,0.2252223640680313,0.16157518327236176,0.25124865770339966,0.3402741253376007,0.13772203028202057
),0.26259949803352356,0.3267642855644226,0.18587662279605865,0.021107977256178856,0.17611342668533325,0.251366525888443,0.3680361211299896,0.05980680137872696,0.25222504138946533,0.29937487840652466,0.3456730246543884,0.1354457139968872,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.23255878686904907,-0.0016132977325469255,0.29355156421661377,0.3283594250679016,0.4946078956127167,0.024645335972309113,0.2805471420288086,0.49057599902153015,0.4933079481124878,0.27184903621673584,0.31091248989105225
both,0.3361809551715851,0.2990766167640686,0.19470135867595673,0.03109198436141014,0.21259582042694092,0.27712884545326233,0.3565710783004761,-0.018468743190169334,0.28027912974357605,0.3685423731803894,0.4931981563568115,0.16816440224647522,0.19455738365650177
published,0.20457668602466583,0.2896443009376526,0.15444858372211456,0.01244857907295227,0.16196270287036896,0.33119451999664307,0.23023100197315216,-0.050363682210445404,0.16826386749744415,0.26885396242141724,0.22017472982406616,0.12571701407432556,0.16280238330364227
in,0.30808621644973755,0.45514053106307983,0.20523880422115326,-0.037580832839012146,0.3249945342540741,0.2753349542617798,0.5696388483047485,-0.005461204797029495,0.20740897953510284,0.46853652596473694,0.6662389636039734,0.2334136962890625,0.20430970191955566
1543,-0.0710277184844017,-0.028081929311156273,0.010354031808674335,-0.008258644491434097,-0.032170891761779785,-0.10696804523468018,-0.03712578862905502,-0.032351721078157425,-0.07533258944749832,-0.06551609188318253,-0.029971811920404434,-0.10925567895174026,-0.04655180871486664
",",0.3087472915649414,0.45456063747406006,0.23255878686904907,-0.0016132977325469255,0.29355156421661377,0.3283594250679016,0.4946078956127167,0.024645335972309113,0.2805471420288086,0.49057599902153015,0.4933079481124878,0.27184903621673584,0.31091248989105225
three,0.24888746440410614,0.2748996615409851,0.15010327100753784,0.03946888819336891,0.2582734227180481,0.1984323114156723,0.3844621181488037,0.001368187484331429,0.18271313607692719,0.2742598354816437,0.43452659249305725,0.1419636607170105,0.20928427577018738
years,0.1981470286846161,0.35855233669281006,0.1472962647676468,0.05563735216856003,0.18502649664878845,0.19907118380069733,0.2904134690761566,-0.06469219923019409,0.19890064001083374,0.2152649462223053,0.2912273406982422,0.2144758254289627,0.1914375126361847
before,0.3801657259464264,0.38607707619667053,0.18152235448360443,-0.01158253662288189,0.20851226150989532,0.21733282506465912,0.3282964527606964,0.12961673736572266,0.21563425660133362,0.3903424143791199,0.45900648832321167,0.16062262654304504,0.2507109045982361
his,0.26976513862609863,0.4405253231525421,0.27093374729156494,0.047556519508361816,0.17332184314727783,0.36648666858673096,0.38364991545677185,0.10285332053899765,0.2386544793844223,0.32064297795295715,0.4394008219242096,0.19577133655548096,0.18075084686279297
death,0.2267695665359497,0.28516459465026855,0.15764257311820984,0.07207932323217392,0.10888776183128357,0.21540111303329468,0.23778599500656128,0.09023524075746536,0.12384085357189178,0.16915851831436157,0.21438048779964447,0.17430907487869263,0.21149799227714539
.,0.3567904531955719,0.40146201848983765,0.24907569587230682,-0.003708066651597619,0.3054012954235077,0.33121398091316223,0.5352458953857422,-0.003912837710231543,0.24427732825279236,0.49257001280784607,0.5934505462646484,0.2115412801504135,0.4130953550338745
