,where,did,water,to,the,west,of,the,amazon,drainage,basin,flow,towards,?
to,0.47735077142715454,0.4452643394470215,0.27858173847198486,1.0,0.535392165184021,0.24611181020736694,0.41548454761505127,0.535392165184021,0.17033490538597107,0.17012028396129608,0.1498844176530838,0.27439337968826294,0.3675195574760437,0.29463258385658264
the,0.5003893971443176,0.34736719727516174,0.297396719455719,0.535392165184021,1.0,0.32918402552604675,0.733189046382904,1.0,0.260541707277298,0.2736852467060089,0.24553915858268738,0.314039409160614,0.31815874576568604,0.22068053483963013
west,0.22786299884319305,0.16852347552776337,0.18919230997562408,0.24611181020736694,0.32918402552604675,1.0,0.2891985774040222,0.32918402552604675,0.138602152466774,0.24373477697372437,0.3046971261501312,0.19337786734104156,0.27251312136650085,0.12088293582201004
water,0.2081080675125122,0.1909485161304474,0.9999998807907104,0.27858173847198486,0.297396719455719,0.18919230997562408,0.2741255462169647,0.297396719455719,0.23088304698467255,0.4616989493370056,0.4041157364845276,0.4377398192882538,0.20185823738574982,0.14731885492801666
flowed,0.17716267704963684,0.17890195548534393,0.39836812019348145,0.2192101776599884,0.3597415089607239,0.2883926033973694,0.30274975299835205,0.3597415089607239,0.2425217479467392,0.4492567777633667,0.40505170822143555,0.5794103145599365,0.18426558375358582,0.13853344321250916
toward,0.3392593264579773,0.1586475372314453,0.19660191237926483,0.3459627032279968,0.3341628313064575,0.2489812821149826,0.25209522247314453,0.3341628313064575,0.10277195274829865,0.1291753649711609,0.10427514463663101,0.18836073577404022,0.8479601740837097,0.09989774227142334
the,0.5003893971443176,0.34736719727516174,0.297396719455719,0.535392165184021,1.0,0.32918402552604675,0.733189046382904,1.0,0.260541707277298,0.2736852467060089,0.24553915858268738,0.314039409160614,0.31815874576568604,0.22068053483963013
pacific,0.21499492228031158,0.18718315660953522,0.21893467009067535,0.2440171241760254,0.28543707728385925,0.2938816249370575,0.21646003425121307,0.28543707728385925,0.22427038848400116,0.19403652846813202,0.32475507259368896,0.09190937131643295,0.18176445364952087,0.13060949742794037
across,0.3917434513568878,0.165368914604187,0.27962547540664673,0.36818596720695496,0.3816230297088623,0.26213139295578003,0.2936134934425354,0.3816230297088623,0.21476200222969055,0.27247297763824463,0.26541635394096375,0.30021676421165466,0.38807418942451477,0.17034576833248138
the,0.5003893971443176,0.34736719727516174,0.297396719455719,0.535392165184021,1.0,0.32918402552604675,0.733189046382904,1.0,0.260541707277298,0.2736852467060089,0.24553915858268738,0.314039409160614,0.31815874576568604,0.22068053483963013
amazonas,0.18997810781002045,0.1349557340145111,0.22843104600906372,0.19562308490276337,0.2979772388935089,0.24289609491825104,0.3006817102432251,0.2979772388935089,0.7496796250343323,0.37836435437202454,0.3935505151748657,0.1803077757358551,0.08771881461143494,0.17285984754562378
basin,0.17812398076057434,0.13325946033000946,0.4041157364845276,0.1498844176530838,0.24553915858268738,0.3046971261501312,0.2557278275489807,0.24553915858268738,0.41143864393234253,0.6340781450271606,1.0,0.37692660093307495,0.11186522990465164,0.14685653150081635
.,0.41390106081962585,0.35288307070732117,0.26634910702705383,0.4645031690597534,0.5934505462646484,0.2804967761039734,0.5352458953857422,0.5934505462646484,0.262887567281723,0.18976770341396332,0.20696322619915009,0.191733717918396,0.24058549106121063,0.4130953550338745
