,the,umc,teaches,that,pornography,is,about,what,?
of,0.733189046382904,0.18128293752670288,0.274461567401886,0.41498205065727234,0.11324459314346313,0.4854315221309662,0.40939709544181824,0.33290785551071167,0.1826142966747284
commercialization,0.26183444261550903,0.24890993535518646,0.2772566080093384,0.27611687779426575,0.3891316056251526,0.24177055060863495,0.2207147181034088,0.2155764102935791,0.15593022108078003
",",0.4933079481124878,0.1953766793012619,0.25791966915130615,0.4137537479400635,0.25669875741004944,0.4691906273365021,0.3877100944519043,0.3087472915649414,0.31091248989105225
abuse,0.18934819102287292,0.23449324071407318,0.1502021700143814,0.36544880270957947,0.3766530156135559,0.15580174326896667,0.239210307598114,0.32149311900138855,0.30148282647132874
",",0.4933079481124878,0.1953766793012619,0.25791966915130615,0.4137537479400635,0.25669875741004944,0.4691906273365021,0.3877100944519043,0.3087472915649414,0.31091248989105225
and,0.5171257257461548,0.21982228755950928,0.2922661602497101,0.4731321930885315,0.1986406296491623,0.3859752118587494,0.3875081241130829,0.31309178471565247,0.20544172823429108
exploitation,0.21722403168678284,0.16721339523792267,0.24299101531505585,0.21258315443992615,0.3640744090080261,0.21089857816696167,0.2267807275056839,0.1492319405078888,0.2030007243156433
of,0.733189046382904,0.18128293752670288,0.274461567401886,0.41498205065727234,0.11324459314346313,0.4854315221309662,0.40939709544181824,0.33290785551071167,0.1826142966747284
sex,0.20066885650157928,0.2585844397544861,0.2166389524936676,0.24718065559864044,0.5762949585914612,0.19569729268550873,0.23964311182498932,0.21047964692115784,0.16873355209827423
.,0.5934505462646484,0.23154163360595703,0.24135710299015045,0.4460422694683075,0.17727874219417572,0.4569662809371948,0.42038556933403015,0.3567904531955719,0.4130953550338745
'',0.041273195296525955,0.10930682718753815,-0.0644601359963417,0.007880004122853279,0.007608215324580669,0.0793738141655922,0.007750829216092825,0.08143015950918198,0.018684765323996544
