,what,types,of,recordings,at,johnson,space,center,were,used,to,help,restore,the,original,tapes,?
archive,0.18317453563213348,0.07049182057380676,0.12071600556373596,0.26368990540504456,0.23360273241996765,0.13934461772441864,0.154547318816185,0.2615760862827301,0.13940595090389252,0.14704494178295135,0.2094893753528595,0.16581103205680847,0.18504942953586578,0.20227214694023132,0.23422329127788544,0.2643369734287262,0.2456444799900055
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.23202086985111237,0.38314947485923767,0.2783930003643036,0.2285580337047577,0.1905742734670639,0.36755475401878357,0.3120402991771698,0.44245919585227966,0.2855570912361145,0.23843272030353546,0.4933079481124878,0.23508994281291962,0.1773630827665329,0.31091248989105225
and,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.21529260277748108,0.3571503460407257,0.24726895987987518,0.22901733219623566,0.28670641779899597,0.42175528407096863,0.3150506615638733,0.48971283435821533,0.34926167130470276,0.26268982887268066,0.5171257257461548,0.29575109481811523,0.2145281732082367,0.20544172823429108
kinescope,0.3136453926563263,0.22129634022712708,0.26884666085243225,0.32693880796432495,0.24886158108711243,0.20889809727668762,0.34071412682533264,0.28898268938064575,0.21471883356571198,0.28858107328414917,0.31612005829811096,0.26497146487236023,0.21942956745624542,0.2960216999053955,0.15769381821155548,0.24329417943954468,0.19954867660999298
recordings,0.173174649477005,0.1651662290096283,0.17864534258842468,1.0,0.18345946073532104,0.25961360335350037,0.1955001801252365,0.11982904374599457,0.2252539098262787,0.15444371104240417,0.19224262237548828,0.14812225103378296,0.12901008129119873,0.21458035707473755,0.2096557319164276,0.48379066586494446,0.18278516829013824
made,0.23419176042079926,0.2972310781478882,0.33167365193367004,0.2572125196456909,0.20185844600200653,0.13654211163520813,0.17252343893051147,0.1175503209233284,0.32412371039390564,0.3574022352695465,0.3377571105957031,0.2667408585548401,0.2394741177558899,0.3885267674922943,0.23067426681518555,0.23103728890419006,0.17218779027462006
at,0.2838611304759979,0.17783881723880768,0.42558613419532776,0.18345946073532104,1.0,0.23386608064174652,0.17771656811237335,0.29677248001098633,0.2947486639022827,0.22295412421226501,0.36524343490600586,0.16180181503295898,0.11172784119844437,0.457212895154953,0.15838190913200378,0.20262578129768372,0.21978627145290375
johnson,0.15453879535198212,0.17520487308502197,0.2041160613298416,0.25961360335350037,0.23386608064174652,0.9999999403953552,0.17551255226135254,0.1667288839817047,0.1583571434020996,0.1533813774585724,0.18891119956970215,0.14166946709156036,0.12657783925533295,0.2214501053094864,0.059171803295612335,0.23356227576732635,0.1463736891746521
space,0.20525942742824554,0.1692695915699005,0.21300287544727325,0.1955001801252365,0.17771656811237335,0.17551255226135254,1.0000001192092896,0.23497143387794495,0.15497688949108124,0.18470054864883423,0.22712917625904083,0.20088806748390198,0.22522608935832977,0.24495907127857208,0.1634165644645691,0.25468090176582336,0.1885536164045334
center,0.1908310204744339,0.1330515295267105,0.24526838958263397,0.11982904374599457,0.29677248001098633,0.1667288839817047,0.23497143387794495,0.9999999403953552,0.13921807706356049,0.1282791942358017,0.17764393985271454,0.15136627852916718,0.10903619229793549,0.29064592719078064,0.18025149405002594,0.15036289393901825,0.12538520991802216
.,0.3567904531955719,0.2097296416759491,0.5352458953857422,0.22182725369930267,0.4549728035926819,0.2807205319404602,0.2385488897562027,0.29649654030799866,0.3378238379955292,0.33111312985420227,0.4645031690597534,0.32205137610435486,0.2839488089084625,0.5934505462646484,0.275844931602478,0.21845246851444244,0.4130953550338745
