,what,type,of,housing,was,erected,in,warsaw,as,part,of,the,bricks,for,warsaw,process,?
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.29145196080207825,0.3740963041782379,0.21180766820907593,0.4954058527946472,0.2083624005317688,0.49487000703811646,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.2841407358646393,0.5064792633056641,0.2083624005317688,0.20204883813858032,0.20544172823429108
large,0.2017821967601776,0.27216973900794983,0.3569655418395996,0.2705790400505066,0.21717436611652374,0.30838102102279663,0.2841601073741913,0.12863080203533173,0.24282054603099823,0.2965555191040039,0.3569655418395996,0.3828733265399933,0.28426653146743774,0.22967137396335602,0.12863080203533173,0.1739700585603714,0.1355665624141693
prefabricated,0.27159062027931213,0.26984408497810364,0.14704789221286774,0.23492509126663208,0.15341700613498688,0.27999797463417053,0.1556989848613739,0.1125774160027504,0.253909170627594,0.18059493601322174,0.14704789221286774,0.20600959658622742,0.45334959030151367,0.25357702374458313,0.1125774160027504,0.3297508656978607,0.3230966329574585
housing,0.14871764183044434,0.062281928956508636,0.2954002916812897,1.0000001192092896,0.2453424632549286,0.3398207426071167,0.255455881357193,0.2271394282579422,0.2514248192310333,0.1685357689857483,0.2954002916812897,0.24837790429592133,0.2995096445083618,0.2967211902141571,0.2271394282579422,0.11598291993141174,0.11872038245201111
projects,0.28646913170814514,0.16003848612308502,0.21610960364341736,0.3371953070163727,0.161495640873909,0.1396835595369339,0.19637514650821686,0.2051103711128235,0.2880971133708954,0.22579076886177063,0.21610960364341736,0.23802334070205688,0.25809574127197266,0.3048563301563263,0.2051103711128235,0.2625781297683716,0.3193145990371704
were,0.22298263013362885,0.09534358233213425,0.34038281440734863,0.28026676177978516,0.590133786201477,0.22838054597377777,0.3815755248069763,0.18216076493263245,0.3025437891483307,0.25213372707366943,0.34038281440734863,0.3906462490558624,0.2934248447418213,0.33592689037323,0.18216076493263245,0.15144316852092743,0.17890112102031708
erected,0.12341726571321487,0.06505323946475983,0.26845210790634155,0.3398207426071167,0.2669670879840851,1.0000001192092896,0.24550780653953552,0.20787255465984344,0.18938861787319183,0.21747460961341858,0.26845210790634155,0.23663264513015747,0.28886330127716064,0.15745578706264496,0.20787255465984344,0.10689926147460938,0.08063657581806183
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.255455881357193,0.45514053106307983,0.24550780653953552,1.0,0.22642600536346436,0.3887844979763031,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.22061552107334137,0.4322226941585541,0.22642600536346436,0.19851736724376678,0.20430970191955566
warsaw,0.10373849421739578,0.06697078794240952,0.19253842532634735,0.2271394282579422,0.2614976763725281,0.20787255465984344,0.22642600536346436,1.0,0.14492812752723694,0.151543989777565,0.19253842532634735,0.23137180507183075,0.14551910758018494,0.1427849680185318,1.0,0.10494451224803925,0.09769917279481888
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2623659670352936,0.3636345863342285,0.14136624336242676,0.45010748505592346,0.1953994333744049,0.42092081904411316,0.2875264883041382,0.41548454761505127,0.535392165184021,0.20368988811969757,0.4451248347759247,0.1953994333744049,0.35462963581085205,0.29463258385658264
address,0.2695501744747162,0.1301199197769165,0.23196934163570404,0.17839568853378296,0.17266488075256348,0.17707212269306183,0.14338107407093048,0.1715450882911682,0.22702953219413757,0.16900594532489777,0.23196934163570404,0.24438561499118805,0.12700560688972473,0.22765100002288818,0.1715450882911682,0.21860378980636597,0.2784976661205292
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24837790429592133,0.48711544275283813,0.23663264513015747,0.6662389636039734,0.23137180507183075,0.48381632566452026,0.527681291103363,0.733189046382904,1.0,0.23952940106391907,0.4739971458911896,0.23137180507183075,0.264274537563324,0.22068053483963013
housing,0.14871764183044434,0.062281928956508636,0.2954002916812897,1.0000001192092896,0.2453424632549286,0.3398207426071167,0.255455881357193,0.2271394282579422,0.2514248192310333,0.1685357689857483,0.2954002916812897,0.24837790429592133,0.2995096445083618,0.2967211902141571,0.2271394282579422,0.11598291993141174,0.11872038245201111
shortage,0.2864443063735962,0.20116694271564484,0.3016875982284546,0.3184908628463745,0.23748403787612915,0.16634801030158997,0.30103394389152527,0.24211113154888153,0.22918467223644257,0.2556361258029938,0.3016875982284546,0.31014639139175415,0.19968852400779724,0.350556343793869,0.24211113154888153,0.3356385827064514,0.19423167407512665
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22575080394744873,0.45456063747406006,0.1762351244688034,0.5201468467712402,0.25300899147987366,0.48816442489624023,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.2344360053539276,0.4464869201183319,0.25300899147987366,0.2061346471309662,0.31091248989105225
along,0.22421957552433014,0.054106924682855606,0.34889817237854004,0.16244706511497498,0.24175575375556946,0.2380928248167038,0.3603311777114868,0.10217346996068954,0.31813573837280273,0.3091850280761719,0.34889817237854004,0.39495137333869934,0.2663794755935669,0.249526709318161,0.10217346996068954,0.1582040786743164,0.17134909331798553
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.21064937114715576,0.27411898970603943,0.1955176591873169,0.4080928862094879,0.15415489673614502,0.40387406945228577,0.294111043214798,0.41827285289764404,0.4223487675189972,0.2511930465698242,0.39140474796295166,0.15415489673614502,0.20102569460868835,0.2433311939239502
other,0.341873437166214,0.2522227168083191,0.38583824038505554,0.22860877215862274,0.14651623368263245,0.11947567760944366,0.39989137649536133,0.18442021310329437,0.42805421352386475,0.25873222947120667,0.38583824038505554,0.44152235984802246,0.23494039475917816,0.3273986279964447,0.18442021310329437,0.23731955885887146,0.24682199954986572
typical,0.2897430658340454,0.3428100049495697,0.33413293957710266,0.15965496003627777,0.10615719854831696,0.15070925652980804,0.2587708830833435,0.0755094662308693,0.24787501990795135,0.215950608253479,0.33413293957710266,0.28039172291755676,0.2117519974708557,0.2583286166191101,0.0755094662308693,0.19977925717830658,0.15633712708950043
buildings,0.17147983610630035,0.09594795852899551,0.2829168736934662,0.4826602041721344,0.2350262999534607,0.3539232015609741,0.3479180932044983,0.1965731382369995,0.21993879973888397,0.21247144043445587,0.2829168736934662,0.25566717982292175,0.46862807869911194,0.24183204770088196,0.1965731382369995,0.10316827893257141,0.11192528158426285
of,0.33290785551071167,0.18112817406654358,1.0,0.2954002916812897,0.4069072902202606,0.26845210790634155,0.5696388483047485,0.19253842532634735,0.3886612355709076,0.452393114566803,1.0,0.733189046382904,0.23244483768939972,0.4185989499092102,0.19253842532634735,0.23962904512882233,0.1826142966747284
an,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.1879027783870697,0.3694365322589874,0.10984615981578827,0.2605783939361572,0.15493714809417725,0.37218472361564636,0.3128427565097809,0.32280945777893066,0.4207492768764496,0.12241117656230927,0.3236706852912903,0.15493714809417725,0.1907106339931488,0.19793890416622162
eastern,0.2263268083333969,0.11035575717687607,0.33281487226486206,0.14454205334186554,0.23346775770187378,0.2010047286748886,0.3306356370449066,0.20966091752052307,0.21607916057109833,0.3706342577934265,0.33281487226486206,0.3928247392177582,0.2177933305501938,0.14339342713356018,0.20966091752052307,0.13694819808006287,0.20060817897319794
bloc,0.21728333830833435,0.14073704183101654,0.18473869562149048,0.14998938143253326,0.18848392367362976,0.04214853048324585,0.24785549938678741,0.2905861735343933,0.1964864283800125,0.2460508793592453,0.18473869562149048,0.28089916706085205,0.19864429533481598,0.21006181836128235,0.2905861735343933,0.18540361523628235,0.12625090777873993
city,0.17493832111358643,0.1293686032295227,0.32503411173820496,0.36261484026908875,0.3188765048980713,0.2330680936574936,0.3911624252796173,0.25006377696990967,0.21195319294929504,0.3513805866241455,0.32503411173820496,0.35769423842430115,0.20356161892414093,0.18687109649181366,0.25006377696990967,0.05286247655749321,0.13423943519592285
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22575080394744873,0.45456063747406006,0.1762351244688034,0.5201468467712402,0.25300899147987366,0.48816442489624023,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.2344360053539276,0.4464869201183319,0.25300899147987366,0.2061346471309662,0.31091248989105225
such,0.23989605903625488,0.2636772096157074,0.3209529519081116,0.21339112520217896,0.12487147748470306,0.14676326513290405,0.2704046070575714,0.09531571716070175,0.6207084655761719,0.21469153463840485,0.3209529519081116,0.3575236201286316,0.24583011865615845,0.36098620295524597,0.09531571716070175,0.2573583424091339,0.17851735651493073
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.2514248192310333,0.3677520453929901,0.18938861787319183,0.3887844979763031,0.14492812752723694,1.0,0.2563304007053375,0.3886612355709076,0.48381632566452026,0.2844648063182831,0.44774648547172546,0.14492812752723694,0.22885268926620483,0.27043893933296204
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24837790429592133,0.48711544275283813,0.23663264513015747,0.6662389636039734,0.23137180507183075,0.48381632566452026,0.527681291103363,0.733189046382904,1.0,0.23952940106391907,0.4739971458911896,0.23137180507183075,0.264274537563324,0.22068053483963013
palace,0.17891965806484222,0.03219127282500267,0.223849356174469,0.29962658882141113,0.22858285903930664,0.3760443329811096,0.22634974122047424,0.25637224316596985,0.1452847719192505,0.18251658976078033,0.223849356174469,0.25955939292907715,0.24067020416259766,0.19774992763996124,0.25637224316596985,0.10063505917787552,0.14965219795703888
of,0.33290785551071167,0.18112817406654358,1.0,0.2954002916812897,0.4069072902202606,0.26845210790634155,0.5696388483047485,0.19253842532634735,0.3886612355709076,0.452393114566803,1.0,0.733189046382904,0.23244483768939972,0.4185989499092102,0.19253842532634735,0.23962904512882233,0.1826142966747284
culture,0.22475376725196838,0.20145656168460846,0.27266472578048706,0.23436081409454346,0.23239882290363312,0.2039179652929306,0.2512284517288208,0.2205388844013214,0.19426991045475006,0.27171626687049866,0.27266472578048706,0.27157285809516907,0.20304636657238007,0.18012717366218567,0.2205388844013214,0.17531223595142365,0.13093146681785583
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.29145196080207825,0.3740963041782379,0.21180766820907593,0.4954058527946472,0.2083624005317688,0.49487000703811646,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.2841407358646393,0.5064792633056641,0.2083624005317688,0.20204883813858032,0.20544172823429108
science,0.2612018585205078,0.11229360848665237,0.2616958022117615,0.15537717938423157,0.22005605697631836,0.1658211499452591,0.269875705242157,0.1505029797554016,0.2104831486940384,0.2351449877023697,0.2616958022117615,0.24037593603134155,0.12377796322107315,0.23603716492652893,0.1505029797554016,0.23745061457157135,0.17974960803985596
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22575080394744873,0.45456063747406006,0.1762351244688034,0.5201468467712402,0.25300899147987366,0.48816442489624023,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.2344360053539276,0.4464869201183319,0.25300899147987366,0.2061346471309662,0.31091248989105225
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.26001980900764465,0.4508470594882965,0.14822642505168915,0.539380669593811,0.19591784477233887,0.39550232887268066,0.3994528353214264,0.5052502155303955,0.5829201340675354,0.24362890422344208,0.44038116931915283,0.19591784477233887,0.2601566016674042,0.23916715383529663
gift,0.22758355736732483,0.10259590297937393,0.2024591863155365,0.1322300285100937,0.2019146829843521,0.22995059192180634,0.19502383470535278,0.07179414480924606,0.2102014422416687,0.1676967740058899,0.2024591863155365,0.23132675886154175,0.12964379787445068,0.23025396466255188,0.07179414480924606,0.12300560623407364,0.1950901448726654
from,0.2737620174884796,0.1559610366821289,0.4249346852302551,0.15277467668056488,0.31171464920043945,0.15431256592273712,0.4274188280105591,0.2396499514579773,0.3251767158508301,0.31841611862182617,0.4249346852302551,0.40150508284568787,0.16595593094825745,0.314039945602417,0.2396499514579773,0.21066352725028992,0.19969791173934937
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24837790429592133,0.48711544275283813,0.23663264513015747,0.6662389636039734,0.23137180507183075,0.48381632566452026,0.527681291103363,0.733189046382904,1.0,0.23952940106391907,0.4739971458911896,0.23137180507183075,0.264274537563324,0.22068053483963013
soviet,0.12922172248363495,0.0991455689072609,0.17437179386615753,0.1662198305130005,0.259528785943985,0.0966305136680603,0.22826138138771057,0.4669087827205658,0.1631620079278946,0.19824229180812836,0.17437179386615753,0.2312941700220108,0.100743368268013,0.19638079404830933,0.4669087827205658,0.15410153567790985,0.08693568408489227
union,0.1396910548210144,0.03160056099295616,0.2642118036746979,0.18160344660282135,0.23276571929454803,0.1524207592010498,0.22726479172706604,0.34130436182022095,0.1848503202199936,0.23855742812156677,0.2642118036746979,0.24421639740467072,0.0849846825003624,0.20406247675418854,0.34130436182022095,0.13329672813415527,0.07797172665596008
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2448417842388153,0.40146201848983765,0.20136332511901855,0.5591574311256409,0.26825499534606934,0.515582263469696,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.25613585114479065,0.4726039469242096,0.26825499534606934,0.23766504228115082,0.4130953550338745
