,how,much,area,does,the,university,library,garden,cover,?
plants,0.2699413597583771,0.2843479812145233,0.241006538271904,0.2636278569698334,0.29499560594558716,0.17528100311756134,0.10522107034921646,0.3979114592075348,0.2119811773300171,0.1473488062620163
covering,0.1158037856221199,0.25624707341194153,0.4353041350841522,0.23045644164085388,0.36934760212898254,0.1194387823343277,0.09169669449329376,0.18050138652324677,0.6441513299942017,0.10643069446086884
"5,111",-0.04903848469257355,0.03425717353820801,0.14496977627277374,-0.025152241811156273,0.07820997387170792,-0.004629567265510559,-0.055715229362249374,-0.0020647591445595026,0.011470199562609196,-0.009960070252418518
m2,0.01911616139113903,0.010788529179990292,-0.017933474853634834,0.03845062851905823,-0.011643829755485058,-0.025996645912528038,0.010330118238925934,0.014453055337071419,-0.01831206865608692,0.0007930725696496665
(,0.1676948219537735,0.21788647770881653,0.18064655363559723,0.2728188931941986,0.33289089798927307,0.20313534140586853,0.18725703656673431,0.22906486690044403,0.18309444189071655,0.40561532974243164
"55,014.35",0.08462647348642349,0.0090244822204113,-0.21052773296833038,0.01327434740960598,-0.08013979345560074,0.03807384520769119,0.03240503370761871,0.003188026137650013,-0.05496877059340477,0.045812565833330154
sq,0.10252654552459717,0.1848931461572647,0.5024183392524719,0.14913605153560638,0.18837253749370575,0.2110247164964676,0.1680528223514557,0.22430717945098877,0.18394610285758972,0.18786261975765228
ft,0.17820364236831665,0.15052607655525208,0.20156227052211761,0.08653369545936584,0.16553674638271332,0.16759437322616577,0.09434027969837189,0.14714254438877106,0.11189970374107361,0.17776548862457275
),0.17939934134483337,0.22256317734718323,0.18319392204284668,0.2575884759426117,0.3456730246543884,0.20796938240528107,0.18188947439193726,0.23771566152572632,0.16961535811424255,0.42300865054130554
.,0.3287222981452942,0.3374604284763336,0.2760866582393646,0.3022993505001068,0.5934505462646484,0.290679007768631,0.23675528168678284,0.231033593416214,0.22325164079666138,0.4130953550338745
