,what,things,did,the,network,concentrate,on
message,0.35757336020469666,0.2916831374168396,0.1851978302001953,0.2559654116630554,0.2000669687986374,0.1667165905237198,0.19239498674869537
blocks,0.26251235604286194,0.3869164288043976,0.10472473502159119,0.20953036844730377,0.21283724904060364,0.18005406856536865,0.2751052975654602
",",0.3087472915649414,0.3149048686027527,0.3015086054801941,0.4933079481124878,0.1932937651872635,0.30280089378356934,0.49057599902153015
later,0.2517229914665222,0.21044176816940308,0.38386887311935425,0.4060266613960266,0.21373021602630615,0.16779765486717224,0.30872204899787903
called,0.3235960602760315,0.317581444978714,0.277748167514801,0.489897221326828,0.207405224442482,0.12878255546092987,0.25462663173675537
packets,0.24571315944194794,0.3680209517478943,0.15907521545886993,0.21356946229934692,0.30937790870666504,0.23368646204471588,0.17274510860443115
",",0.3087472915649414,0.3149048686027527,0.3015086054801941,0.4933079481124878,0.1932937651872635,0.30280089378356934,0.49057599902153015
and,0.31309178471565247,0.378500759601593,0.34479495882987976,0.5171257257461548,0.27591994404792786,0.34679681062698364,0.4077630043029785
delivery,0.1710272878408432,0.20112013816833496,0.15226297080516815,0.22270168364048004,0.3173491358757019,0.17985615134239197,0.18178154528141022
of,0.33290785551071167,0.2970648407936096,0.2513895630836487,0.733189046382904,0.21800683438777924,0.2599338889122009,0.3966929316520691
these,0.4164220690727234,0.5223763585090637,0.38755595684051514,0.49086877703666687,0.2124810516834259,0.30945491790771484,0.32800400257110596
messages,0.31826624274253845,0.37346354126930237,0.18452005088329315,0.2442925125360489,0.25081056356430054,0.18641868233680725,0.20914113521575928
by,0.2455483376979828,0.25216156244277954,0.18574509024620056,0.4408751428127289,0.214903324842453,0.18448981642723083,0.33887791633605957
store,0.18931551277637482,0.2763651907444,0.12858980894088745,0.2639283239841461,0.23782379925251007,0.19814123213291168,0.21804755926132202
and,0.31309178471565247,0.378500759601593,0.34479495882987976,0.5171257257461548,0.27591994404792786,0.34679681062698364,0.4077630043029785
forward,0.201840341091156,0.1936597228050232,0.11627615243196487,0.2383665293455124,0.13517719507217407,0.2287675142288208,0.21549037098884583
switching,0.24737738072872162,0.3397507667541504,0.17849217355251312,0.2702193558216095,0.32434526085853577,0.2741105258464813,0.288770467042923
.,0.3567904531955719,0.345660001039505,0.35288307070732117,0.5934505462646484,0.23909442126750946,0.2625633776187897,0.49257001280784607
,what,things,did,the,network,concentrate,on
report,0.2868559956550598,0.2434997707605362,0.2986995279788971,0.2556745111942291,0.25415703654289246,0.16788636147975922,0.29382312297821045
p-2626,0.2793515920639038,0.14659424126148224,0.15215688943862915,0.08473308384418488,0.020699983462691307,0.016442332416772842,0.10069785267114639
described,0.22590412199497223,0.21118445694446564,0.23657096922397614,0.2878154516220093,0.08879144489765167,0.11503706872463226,0.14733895659446716
a,0.3320399522781372,0.33201509714126587,0.2552328109741211,0.5829201340675354,0.17299489676952362,0.2562330961227417,0.3848365545272827
general,0.24928055703639984,0.16018369793891907,0.19499315321445465,0.28634732961654663,0.14884334802627563,0.18799933791160583,0.18019753694534302
architecture,0.23286667466163635,0.22940513491630554,0.15944568812847137,0.24488379061222076,0.2157628983259201,0.1918007880449295,0.1650944948196411
for,0.3017193675041199,0.35164210200309753,0.318512886762619,0.4739971458911896,0.253274142742157,0.24822355806827545,0.36199691891670227
a,0.3320399522781372,0.33201509714126587,0.2552328109741211,0.5829201340675354,0.17299489676952362,0.2562330961227417,0.3848365545272827
large-scale,0.26211512088775635,0.23348891735076904,0.15781648457050323,0.3744625151157379,0.23116549849510193,0.27327069640159607,0.29257041215896606
",",0.3087472915649414,0.3149048686027527,0.3015086054801941,0.4933079481124878,0.1932937651872635,0.30280089378356934,0.49057599902153015
distributed,0.12753748893737793,0.15522122383117676,0.15478676557540894,0.28740596771240234,0.32836079597473145,0.2030259370803833,0.2586914300918579
",",0.3087472915649414,0.3149048686027527,0.3015086054801941,0.4933079481124878,0.1932937651872635,0.30280089378356934,0.49057599902153015
survivable,0.3223760724067688,0.29092535376548767,0.22945919632911682,0.3111875653266907,0.2150353044271469,0.2782973647117615,0.26062649488449097
communications,0.18950708210468292,0.33252567052841187,0.18106533586978912,0.2746332883834839,0.4788267910480499,0.13624808192253113,0.2067214697599411
network,0.16917307674884796,0.16177469491958618,0.08572790026664734,0.27187061309814453,1.0000001192092896,0.15361924469470978,0.30190837383270264
.,0.3567904531955719,0.345660001039505,0.35288307070732117,0.5934505462646484,0.23909442126750946,0.2625633776187897,0.49257001280784607
