,currently,",",how,many,votes,out,of,the,352,total,votes,are,needed,for,a,majority,?
:,0.001870911568403244,-0.004729332868009806,-0.11215605586767197,-0.10786184668540955,-0.00974688958376646,-0.0349646657705307,-0.08807745575904846,-0.03403344005346298,-0.16837552189826965,0.04249884933233261,-0.00974688958376646,-0.1189703419804573,-0.124593086540699,-0.02522280067205429,-0.0007584693375974894,0.05292347073554993,-0.07156077772378922
currently,1.0000001192092896,0.33041635155677795,0.20420436561107635,0.25505611300468445,0.2203209549188614,0.2062658965587616,0.2655649185180664,0.2945235073566437,0.009726489894092083,0.2735224664211273,0.2203209549188614,0.3489539325237274,0.15185493230819702,0.4316125214099884,0.2612716257572174,0.2656760513782501,0.1861555278301239
this,0.24814057350158691,0.4316047728061676,0.45272302627563477,0.43532639741897583,0.28554874658584595,0.34908437728881836,0.45148900151252747,0.6274310946464539,-0.19385164976119995,0.2632555067539215,0.28554874658584595,0.35762670636177063,0.45758479833602905,0.5082864165306091,0.5422310829162598,0.2578946650028229,0.3155723512172699
means,0.1839745044708252,0.24041147530078888,0.27608850598335266,0.2649623155593872,0.12184272706508636,0.21678230166435242,0.29942914843559265,0.32225894927978516,-0.14593613147735596,0.11841445416212082,0.12184272706508636,0.36549869179725647,0.25713640451431274,0.3294552266597748,0.34418490529060364,0.24244453012943268,0.21233566105365753
around,0.2293097823858261,0.3298884332180023,0.3297552764415741,0.4112928509712219,0.1326075792312622,0.4167754352092743,0.3296394646167755,0.40085816383361816,-0.06561398506164551,0.28445571660995483,0.1326075792312622,0.3560173511505127,0.2573012709617615,0.3193374276161194,0.3187784254550934,0.21718552708625793,0.14729668200016022
74,0.06050846353173256,0.05369321256875992,0.09980206936597824,-0.003800304839387536,0.1765250265598297,0.12769374251365662,0.030180303379893303,0.10342573374509811,0.07528562098741531,0.10685797035694122,0.1765250265598297,0.025859413668513298,0.12880057096481323,0.07336260378360748,0.03917067497968674,-0.009391766972839832,0.13471639156341553
per,0.15533889830112457,0.26711323857307434,0.2243444174528122,0.16423305869102478,0.24260126054286957,0.20515170693397522,0.17468707263469696,0.21691934764385223,-0.023822592571377754,0.33884352445602417,0.24260126054286957,0.21594563126564026,0.3030288815498352,0.22882020473480225,0.21615441143512726,0.1931135356426239,0.22323818504810333
cent,0.19907748699188232,0.23339736461639404,0.20305122435092926,0.23173442482948303,0.24461835622787476,0.12009526789188385,0.17454902827739716,0.21268479526042938,-0.05361032113432884,0.26475173234939575,0.24461835622787476,0.205030158162117,0.1617857813835144,0.2212408483028412,0.22077123820781708,0.17329290509223938,0.21050448715686798
",",0.33041635155677795,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.26709359884262085,0.3161109685897827,0.4946078956127167,0.4933079481124878,0.09259051829576492,0.25815486907958984,0.26709359884262085,0.4062570035457611,0.29017356038093567,0.4464869201183319,0.427140474319458,0.30214112997055054,0.31091248989105225
or,0.16914193332195282,0.3769497275352478,0.3378981947898865,0.36905089020729065,0.15827344357967377,0.30417007207870483,0.3792596757411957,0.4174870550632477,-0.1481768637895584,0.1965118944644928,0.15827344357967377,0.5374364256858826,0.38756439089775085,0.4111599624156952,0.48853766918182373,0.26763081550598145,0.32389625906944275
260,0.08536823838949203,0.15441280603408813,0.039220649749040604,0.009249287657439709,0.09385664016008377,0.013335376046597958,-0.03095516562461853,0.011885111220180988,-0.014629475772380829,-0.025994421914219856,0.09385664016008377,0.04837814345955849,0.04962404817342758,0.07817647606134415,0.10970059782266617,0.07723762094974518,0.22087180614471436
of,0.2655649185180664,0.4946078956127167,0.2480744868516922,0.37253960967063904,0.20024310052394867,0.34176841378211975,1.0,0.733189046382904,-0.07894662022590637,0.29045331478118896,0.20024310052394867,0.39081433415412903,0.27215874195098877,0.4185989499092102,0.5052502155303955,0.29706597328186035,0.1826142966747284
the,0.2945235073566437,0.4933079481124878,0.33890387415885925,0.4335206151008606,0.2303277552127838,0.39404502511024475,0.733189046382904,1.0,-0.10727708786725998,0.27068960666656494,0.2303277552127838,0.40399202704429626,0.3064746856689453,0.4739971458911896,0.5829201340675354,0.28757327795028687,0.22068053483963013
352,0.009726489894092083,0.09259051829576492,-0.12090444564819336,-0.1711459457874298,-0.058684367686510086,-0.06184152513742447,-0.07894662022590637,-0.10727708786725998,0.9999999403953552,0.015630701556801796,-0.058684367686510086,-0.15514309704303741,-0.12610335648059845,-0.05779154971241951,-0.052301496267318726,-0.10431868582963943,-0.06872464716434479
votes,0.2203209549188614,0.26709359884262085,0.21260926127433777,0.15118442475795746,1.0000001192092896,0.21713344752788544,0.20024310052394867,0.2303277552127838,-0.058684367686510086,0.32263991236686707,1.0000001192092896,0.1935156136751175,0.2310582846403122,0.2052048295736313,0.2119992971420288,0.4475650489330292,0.23052719235420227
.,0.29744869470596313,0.6812511086463928,0.3287222981452942,0.3974229395389557,0.26459193229675293,0.34234723448753357,0.5352458953857422,0.5934505462646484,0.02381921373307705,0.2295650690793991,0.26459193229675293,0.3452940285205841,0.31272366642951965,0.4726039469242096,0.50484299659729,0.30306822061538696,0.4130953550338745
