,of,what,region,was,saxony,a,part,?
margarethe,0.28030312061309814,0.20938771963119507,0.1894243210554123,0.3101394772529602,0.4177541136741638,0.1931961327791214,0.19834809005260468,0.14453202486038208
(,0.35032153129577637,0.2411840260028839,0.1544569879770279,0.2980341613292694,0.21856403350830078,0.3206180930137634,0.2208257019519806,0.40561532974243164
née,0.09664247930049896,0.10643918067216873,0.13149189949035645,0.2249056100845337,0.26208630204200745,0.09876187145709991,0.11435836553573608,0.16017700731754303
lindemann,0.23992687463760376,0.15396565198898315,0.1367039531469345,0.33008402585983276,0.41608288884162903,0.22676603496074677,0.17607532441616058,0.1846589297056198
),0.3680361211299896,0.26259949803352356,0.1620774269104004,0.3267642855644226,0.20856410264968872,0.3640355169773102,0.24734117090702057,0.42300865054130554
on,0.3966929316520691,0.34226128458976746,0.17006917297840118,0.3909217119216919,0.1682659536600113,0.3848365545272827,0.3598494827747345,0.2714994251728058
10,0.2777891755104065,0.11840458959341049,0.21345916390419006,0.16597506403923035,0.21168608963489532,0.12933704257011414,0.2110254168510437,0.022911956533789635
november,0.19941139221191406,0.23963461816310883,0.1760253757238388,0.4240739941596985,0.22425834834575653,0.22458937764167786,0.15200866758823395,0.3159552216529846
1483,-0.1929624378681183,-0.1261899769306183,-0.06987272948026657,-0.00032883958192542195,-0.05893002077937126,-0.05290120467543602,-0.07967713475227356,-0.08135565370321274
in,0.5696388483047485,0.30808621644973755,0.3524819314479828,0.45514053106307983,0.25673431158065796,0.539380669593811,0.4499994218349457,0.20430970191955566
eisleben,0.24293795228004456,0.21857506036758423,0.15029053390026093,0.2786927819252014,0.5117158889770508,0.2001885622739792,0.25402799248695374,0.19898785650730133
",",0.4946078956127167,0.3087472915649414,0.2119160145521164,0.45456063747406006,0.2703131437301636,0.427140474319458,0.3376222252845764,0.31091248989105225
saxony,0.3575356900691986,0.20899251103401184,0.22588561475276947,0.23233024775981903,1.0,0.18074512481689453,0.2265380620956421,0.17603406310081482
",",0.4946078956127167,0.3087472915649414,0.2119160145521164,0.45456063747406006,0.2703131437301636,0.427140474319458,0.3376222252845764,0.31091248989105225
then,0.2937326431274414,0.4072686731815338,0.17436669766902924,0.27044644951820374,0.16152197122573853,0.3970017731189728,0.28885555267333984,0.2884598970413208
part,0.452393114566803,0.3476244807243347,0.33727937936782837,0.3407018780708313,0.2265380620956421,0.3994528353214264,1.0,0.08557961881160736
of,1.0,0.33290785551071167,0.2852717339992523,0.4069072902202606,0.3575356900691986,0.5052502155303955,0.452393114566803,0.1826142966747284
the,0.733189046382904,0.42745697498321533,0.35020557045936584,0.48711544275283813,0.27077290415763855,0.5829201340675354,0.527681291103363,0.22068053483963013
holy,0.32529065012931824,0.21269184350967407,0.19208376109600067,0.19543759524822235,0.341085821390152,0.19890426099300385,0.1668402999639511,0.18148104846477509
roman,0.31028008460998535,0.17852471768856049,0.18537168204784393,0.23496849834918976,0.3395511209964752,0.18130378425121307,0.1638910472393036,0.1663191318511963
empire,0.30522286891937256,0.21723191440105438,0.25372081995010376,0.30602675676345825,0.25537142157554626,0.1900206059217453,0.28660473227500916,0.14909450709819794
.,0.5352458953857422,0.3567904531955719,0.2506107687950134,0.40146201848983765,0.2629375755786896,0.50484299659729,0.32817673683166504,0.4130953550338745
