,who,was,on,the,receiving,end,of,a,45-yard,pass,from,cam,newton,?
of,0.2827862501144409,0.4069072902202606,0.3966929316520691,0.733189046382904,0.2806481420993805,0.2215006798505783,1.0,0.5052502155303955,0.18361978232860565,0.18302802741527557,0.4249346852302551,0.18242581188678741,0.18479612469673157,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.5107308030128479,1.0,0.3056924641132355,0.39658910036087036,0.733189046382904,0.5829201340675354,0.2821606993675232,0.25961899757385254,0.40150508284568787,0.18275147676467896,0.1876603662967682,0.22068053483963013
second,0.21920166909694672,0.3858029544353485,0.26659107208251953,0.4620301127433777,0.20509512722492218,0.2884937524795532,0.353416383266449,0.3655064105987549,0.2226758748292923,0.15345598757266998,0.222062349319458,0.07309261709451675,0.22137822210788727,0.17239587008953094
half,0.2674400806427002,0.21022500097751617,0.179890438914299,0.3189295828342438,0.14679688215255737,0.2886093854904175,0.2784358561038971,0.29977813363075256,0.17023463547229767,0.11302406340837479,0.18109360337257385,0.16130395233631134,0.11401809751987457,0.07471233606338501
when,0.48282691836357117,0.37326499819755554,0.37706470489501953,0.5091903209686279,0.30933678150177,0.3228412866592407,0.3757161796092987,0.44397395849227905,0.2513093650341034,0.20427322387695312,0.405669629573822,0.1520249992609024,0.16569024324417114,0.22841128706932068
newton,0.19243690371513367,0.25264593958854675,0.14340966939926147,0.1876603662967682,0.13152366876602173,0.06915309280157089,0.18479612469673157,0.1884482353925705,0.2916099727153778,0.17114058136940002,0.12768514454364777,0.32548287510871887,1.0000001192092896,0.09645649790763855
completed,0.15320545434951782,0.3156263828277588,0.26186099648475647,0.29278936982154846,0.25656434893608093,0.2948852777481079,0.2491239756345749,0.2692357301712036,0.25866755843162537,0.2234371453523636,0.19565615057945251,0.07332330197095871,0.17692528665065765,0.08272653818130493
a,0.36608949303627014,0.4508470594882965,0.3848365545272827,0.5829201340675354,0.2866498827934265,0.28924596309661865,0.5052502155303955,1.0,0.2624511420726776,0.19894953072071075,0.322764128446579,0.18400311470031738,0.1884482353925705,0.23916715383529663
45-yard,0.2643752992153168,0.2718893587589264,0.20670932531356812,0.2821606993675232,0.2144126147031784,0.32014232873916626,0.18361978232860565,0.2624511420726776,1.0000001192092896,0.24927328526973724,0.17424745857715607,0.13690222799777985,0.2916099727153778,0.09599438309669495
pass,0.12504667043685913,0.1040167361497879,0.13331516087055206,0.25961899757385254,0.3071778118610382,0.23464839160442352,0.18302802741527557,0.19894953072071075,0.24927328526973724,1.0000001192092896,0.15817143023014069,0.15303480625152588,0.17114058136940002,0.09478675574064255
to,0.42656609416007996,0.3636345863342285,0.41031414270401,0.535392165184021,0.26238158345222473,0.3229445815086365,0.41548454761505127,0.45503583550453186,0.20010137557983398,0.28446894884109497,0.4069952368736267,0.13727928698062897,0.2176830768585205,0.29463258385658264
ted,0.22989284992218018,0.20574891567230225,0.1385669857263565,0.17969244718551636,0.21872204542160034,0.15127992630004883,0.17534831166267395,0.20378315448760986,0.2768982946872711,0.07215644419193268,0.11597257107496262,0.06345625966787338,0.16670319437980652,0.19378185272216797
ginn,0.2595711648464203,0.24504005908966064,0.12380000203847885,0.20374815165996552,0.1254037320613861,0.26327958703041077,0.16118314862251282,0.24754364788532257,0.3049788475036621,0.15131807327270508,0.226829394698143,0.153843954205513,0.20642100274562836,0.1626676321029663
jr.,0.30755749344825745,0.15530286729335785,0.16654936969280243,0.14970926940441132,0.20652052760124207,0.21369828283786774,0.11162803322076797,0.28598788380622864,0.18048885464668274,0.05167064815759659,0.18076245486736298,0.09127496182918549,0.06589924544095993,0.3112807273864746
on,0.2340552806854248,0.3909217119216919,0.9999999403953552,0.5107308030128479,0.25672581791877747,0.2773675322532654,0.3966929316520691,0.3848365545272827,0.20670932531356812,0.13331516087055206,0.36926645040512085,0.13481371104717255,0.14340966939926147,0.2714994251728058
the,0.3733934462070465,0.48711544275283813,0.5107308030128479,1.0,0.3056924641132355,0.39658910036087036,0.733189046382904,0.5829201340675354,0.2821606993675232,0.25961899757385254,0.40150508284568787,0.18275147676467896,0.1876603662967682,0.22068053483963013
denver,0.20955970883369446,0.2766761779785156,0.1561855524778366,0.2052404284477234,0.16439110040664673,0.15781165659427643,0.14595118165016174,0.179859921336174,0.21219274401664734,0.16917091608047485,0.1697966605424881,0.21969448029994965,0.191506028175354,0.1520889848470688
35-yard,0.2602202296257019,0.28067275881767273,0.22672712802886963,0.3155173659324646,0.22466054558753967,0.33057641983032227,0.2219247967004776,0.29131561517715454,0.9679254293441772,0.2727900445461273,0.20135630667209625,0.14827145636081696,0.3176948130130768,0.10736193507909775
line,0.1774713397026062,0.1765366792678833,0.2094266265630722,0.29789501428604126,0.13645140826702118,0.2829703390598297,0.23765452206134796,0.23499317467212677,0.22760087251663208,0.23281124234199524,0.2599041163921356,0.12302176654338837,0.0773603692650795,0.16271452605724335
on,0.2340552806854248,0.3909217119216919,0.9999999403953552,0.5107308030128479,0.25672581791877747,0.2773675322532654,0.3966929316520691,0.3848365545272827,0.20670932531356812,0.13331516087055206,0.36926645040512085,0.13481371104717255,0.14340966939926147,0.2714994251728058
their,0.3767721951007843,0.2396296262741089,0.3598666191101074,0.516537070274353,0.2596452236175537,0.20139017701148987,0.4329940676689148,0.29698723554611206,0.17854098975658417,0.18814857304096222,0.3038119673728943,0.11729029566049576,0.13899730145931244,0.1898253709077835
second,0.21920166909694672,0.3858029544353485,0.26659107208251953,0.4620301127433777,0.20509512722492218,0.2884937524795532,0.353416383266449,0.3655064105987549,0.2226758748292923,0.15345598757266998,0.222062349319458,0.07309261709451675,0.22137822210788727,0.17239587008953094
offensive,0.20906679332256317,0.2074536383152008,0.20681387186050415,0.2699996531009674,0.2870083153247833,0.27028557658195496,0.20176489651203156,0.22588013112545013,0.1591382920742035,0.18231241405010223,0.11022056639194489,0.21665503084659576,0.13735878467559814,0.20278584957122803
play,0.2742305099964142,0.23784595727920532,0.22181138396263123,0.24793598055839539,0.10938495397567749,0.19739589095115662,0.15350224077701569,0.21130098402500153,0.2089044600725174,0.16455939412117004,0.1498221457004547,0.1556563377380371,0.17000392079353333,0.11059518158435822
.,0.3541337847709656,0.40146201848983765,0.49257001280784607,0.5934505462646484,0.277229905128479,0.26526886224746704,0.5352458953857422,0.50484299659729,0.23587173223495483,0.1901644617319107,0.41536515951156616,0.15243393182754517,0.20699870586395264,0.4130953550338745
