,what,famous,composer,used,a,lutheran,hymn,in,his,work,?
as,0.31749409437179565,0.21419654786586761,0.1731022596359253,0.35160550475120544,0.39550232887268066,0.18403197824954987,0.15318240225315094,0.3887844979763031,0.3146366477012634,0.32418152689933777,0.27043893933296204
a,0.3320399522781372,0.26728492975234985,0.1815209537744522,0.3864384889602661,1.0,0.1988534927368164,0.1312560737133026,0.539380669593811,0.3497250974178314,0.266241192817688,0.23916715383529663
subject,0.3828662037849426,0.16022668778896332,0.20639736950397491,0.2726220488548279,0.31756800413131714,0.14960196614265442,0.16528598964214325,0.21163184940814972,0.24513642489910126,0.3278762698173523,0.33952999114990234
for,0.3017193675041199,0.2801532745361328,0.15301743149757385,0.4236139953136444,0.44038116931915283,0.1215796172618866,0.1612643152475357,0.4322226941585541,0.39312878251075745,0.4087657630443573,0.264628142118454
their,0.35142919421195984,0.18541648983955383,0.10662560164928436,0.3259406089782715,0.29698723554611206,0.18507227301597595,0.0869850143790245,0.34976133704185486,0.5725893378257751,0.3008926510810852,0.1898253709077835
own,0.35062843561172485,0.25753477215766907,0.11751634627580643,0.23361998796463013,0.3093770742416382,0.15291106700897217,0.17778299748897552,0.31893372535705566,0.4417259395122528,0.33226919174194336,0.1937696635723114
work,0.3762225806713104,0.21563959121704102,0.1855369657278061,0.2676831781864166,0.266241192817688,0.16780665516853333,0.1939689964056015,0.2753349542617798,0.36648666858673096,1.0,0.2621155381202698
",",0.3087472915649414,0.2816491723060608,0.29219841957092285,0.3120402991771698,0.427140474319458,0.26864951848983765,0.22048476338386536,0.5201468467712402,0.3378419280052185,0.3283594250679016,0.31091248989105225
although,0.24844598770141602,0.1515199840068817,0.1226462721824646,0.33199048042297363,0.29747897386550903,0.1364908516407013,0.13422423601150513,0.28763338923454285,0.25380417704582214,0.24180857837200165,0.15541206300258636
its,0.30393704771995544,0.23443712294101715,0.09043551981449127,0.294392853975296,0.4424409866333008,0.17137624323368073,0.13069985806941986,0.3793783485889435,0.37344956398010254,0.19636286795139313,0.15103481709957123
objective,0.3859251141548157,0.07854649424552917,0.0971534326672554,0.2958986461162567,0.2810792028903961,0.1331292986869812,0.09769964218139648,0.24778693914413452,0.23129911720752716,0.26112398505210876,0.2514022886753082
baptismal,0.2051401436328888,0.17569871246814728,0.19936823844909668,0.12889498472213745,0.20504477620124817,0.47553908824920654,0.29956376552581787,0.15726009011268616,0.2549627423286438,0.1719105839729309,0.16473370790481567
theology,0.322174996137619,0.12074398249387741,0.21083964407444,0.08969986438751221,0.18280601501464844,0.5402118563652039,0.2875676453113556,0.23190923035144806,0.25988489389419556,0.21736106276512146,0.1560962051153183
was,0.22111038863658905,0.31606587767601013,0.28206875920295715,0.23679393529891968,0.4508470594882965,0.2620541453361511,0.21226729452610016,0.45514053106307983,0.4405253231525421,0.24745555222034454,0.18412111699581146
displaced,0.20642386376857758,0.082221120595932,0.026727642863988876,0.29968953132629395,0.2453879415988922,0.09775754809379578,0.02378086932003498,0.2810860276222229,0.20475731790065765,0.2240210920572281,0.06960469484329224
by,0.2455483376979828,0.24140264093875885,0.2046079784631729,0.27705541253089905,0.32094135880470276,0.1214221715927124,0.1872738152742386,0.370934396982193,0.3107621967792511,0.25005507469177246,0.17966607213020325
more,0.3484537899494171,0.21076881885528564,0.15982979536056519,0.3030165731906891,0.3452818691730499,0.10776917636394501,0.16069729626178741,0.32563260197639465,0.23633438348770142,0.3156890571117401,0.27894994616508484
subjective,0.4576530158519745,0.12133342027664185,0.16086484491825104,0.2948096990585327,0.2966761887073517,0.17222905158996582,0.14945398271083832,0.2193979024887085,0.260911762714386,0.29325318336486816,0.3315674364566803
hymns,0.17175553739070892,0.3547956049442291,0.3922351896762848,0.15903712809085846,0.13568030297756195,0.41544732451438904,0.7617365121841431,0.1669730842113495,0.20449216663837433,0.24147750437259674,0.17695237696170807
under,0.20154598355293274,0.10918373614549637,0.10578348487615585,0.1640336513519287,0.18317826092243195,0.12589198350906372,0.1132386326789856,0.2535393238067627,0.24598731100559235,0.1954956352710724,0.18233340978622437
the,0.42745697498321533,0.28616565465927124,0.16463536024093628,0.3718377649784088,0.5829201340675354,0.20315466821193695,0.22713270783424377,0.6662389636039734,0.4394008219242096,0.2704800069332123,0.22068053483963013
influence,0.2790174186229706,0.2510806918144226,0.2160988599061966,0.22652406990528107,0.23828014731407166,0.165949285030365,0.09581005573272705,0.26119694113731384,0.36487501859664917,0.3181151747703552,0.14200882613658905
of,0.33290785551071167,0.3074295222759247,0.1714436560869217,0.3075267970561981,0.5052502155303955,0.2628459632396698,0.27317509055137634,0.5696388483047485,0.38364991545677185,0.23473061621189117,0.1826142966747284
late-19th-century,0.2609192132949829,0.35013505816459656,0.30553123354911804,0.3211138844490051,0.26311200857162476,0.23930387198925018,0.2415270209312439,0.35734057426452637,0.33158424496650696,0.2843790352344513,0.16116762161254883
lutheran,0.195865198969841,0.13325010240077972,0.2535576820373535,0.09550187736749649,0.1988534927368164,1.0000001192092896,0.3037897050380707,0.2489040344953537,0.2242082804441452,0.16780665516853333,0.1752520203590393
pietism,0.2402420938014984,0.17283210158348083,0.2032143771648407,0.21862170100212097,0.17980928719043732,0.38430121541023254,0.2598280906677246,0.2046331763267517,0.2407345026731491,0.2753720283508301,0.1522306501865387
.,0.3567904531955719,0.2322506159543991,0.2158346325159073,0.33111312985420227,0.50484299659729,0.29032230377197266,0.18054819107055664,0.5591574311256409,0.3119256794452667,0.33121398091316223,0.4130953550338745
