,how,many,central,conferences,are,outside,of,the,united,states,?
central,0.1351521760225296,0.2221386432647705,1.0,0.20686504244804382,0.19564221799373627,0.265656977891922,0.3415789008140564,0.3417201042175293,0.24250103533267975,0.22088879346847534,0.14787602424621582
&,0.1377509981393814,0.12268554419279099,0.2130371332168579,0.14982208609580994,0.17888472974300385,0.05394068732857704,0.19900451600551605,0.14992168545722961,0.1228547915816307,0.14243322610855103,0.12596383690834045
southern,0.11308442056179047,0.18025599420070648,0.46537837386131287,0.17129141092300415,0.18306338787078857,0.25898024439811707,0.31933003664016724,0.3282862603664398,0.2923206686973572,0.29004350304603577,0.11225555837154388
europe,0.1606675088405609,0.3837028741836548,0.2893555164337158,0.2234531044960022,0.22028589248657227,0.23666036128997803,0.29299741983413696,0.34463706612586975,0.34903568029403687,0.3514854907989502,0.18278923630714417
",",0.22659391164779663,0.40610817074775696,0.2587154507637024,0.2478943020105362,0.4062570035457611,0.2726076543331146,0.4946078956127167,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
germany,0.19746148586273193,0.27300503849983215,0.14650852978229523,0.2376745641231537,0.19546794891357422,0.21045412123203278,0.2942050099372864,0.3181285262107849,0.33005696535110474,0.3503446877002716,0.1388660967350006
",",0.22659391164779663,0.40610817074775696,0.2587154507637024,0.2478943020105362,0.4062570035457611,0.2726076543331146,0.4946078956127167,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
northern,0.08842652291059494,0.18460913002490997,0.41570475697517395,0.10684837400913239,0.1961788535118103,0.3140469193458557,0.32586339116096497,0.3422943353652954,0.3307608664035797,0.29666510224342346,0.13149388134479523
europe,0.1606675088405609,0.3837028741836548,0.2893555164337158,0.2234531044960022,0.22028589248657227,0.23666036128997803,0.29299741983413696,0.34463706612586975,0.34903568029403687,0.3514854907989502,0.18278923630714417
and,0.33647966384887695,0.5296266674995422,0.2465941160917282,0.2768954336643219,0.48576638102531433,0.31803378462791443,0.5116966962814331,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.3417201042175293,0.2745058238506317,0.40399202704429626,0.3879719078540802,0.733189046382904,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
philippines,0.11913079023361206,0.2120240479707718,0.2299526333808899,0.1798887997865677,0.17454257607460022,0.1650906503200531,0.2727682888507843,0.25927668809890747,0.33625367283821106,0.3602202534675598,0.09991075843572617
.,0.3287222981452942,0.3974229395389557,0.3193301260471344,0.2162696272134781,0.3452940285205841,0.28971612453460693,0.5352458953857422,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4130953550338745
