,what,might,cause,a,higher,student,interest,in,learning,the,presented,subject,?
teacher,0.20492632687091827,0.20155100524425507,0.08935278654098511,0.31202319264411926,0.16805647313594818,0.5754092335700989,0.27719631791114807,0.22632350027561188,0.4099653959274292,0.17760860919952393,0.18330883979797363,0.2078711837530136,0.1797819435596466
enthusiasm,0.24652187526226044,0.21454723179340363,0.23316951096057892,0.240957111120224,0.14585936069488525,0.1584063172340393,0.41539180278778076,0.15427449345588684,0.32845550775527954,0.17474554479122162,0.2457950860261917,0.2076936811208725,0.20266079902648926
may,0.25739946961402893,0.5044193863868713,0.3391842246055603,0.29255667328834534,0.18423119187355042,0.17901644110679626,0.21503946185112,0.3424151837825775,0.25806093215942383,0.2694292366504669,0.27008071541786194,0.21582168340682983,0.2768254578113556
contribute,0.3643682897090912,0.35946178436279297,0.3327207863330841,0.25255072116851807,0.27487316727638245,0.22290244698524475,0.43487241864204407,0.2068682163953781,0.2835865318775177,0.21503010392189026,0.24057841300964355,0.34119340777397156,0.34182009100914
to,0.455847829580307,0.5153919458389282,0.3172815442085266,0.45503583550453186,0.3279348313808441,0.21220189332962036,0.29384326934814453,0.45010748505592346,0.2609867453575134,0.535392165184021,0.24592746794223785,0.3198980987071991,0.29463258385658264
a,0.3320399522781372,0.4210625886917114,0.2715701162815094,1.0,0.2608921229839325,0.3207114636898041,0.2706421911716461,0.539380669593811,0.23662391304969788,0.5829201340675354,0.24034897983074188,0.31756800413131714,0.23916715383529663
classroom,0.2124699205160141,0.2466222643852234,0.1652398705482483,0.24022886157035828,0.2552996873855591,0.4355435073375702,0.2360372394323349,0.215206578373909,0.45158544182777405,0.18035247921943665,0.21756067872047424,0.25493308901786804,0.23190370202064514
atmosphere,0.2530241310596466,0.17820429801940918,0.22158731520175934,0.17583811283111572,0.2706086039543152,0.13161417841911316,0.2489149421453476,0.20898397266864777,0.13649040460586548,0.24429655075073242,0.15975421667099,0.2300388664007187,0.15636961162090302
full,0.20298334956169128,0.2331099659204483,0.13535389304161072,0.2751905620098114,0.1544070541858673,0.20667001605033875,0.13955117762088776,0.20023053884506226,0.12195853143930435,0.2988807260990143,0.19383974373340607,0.2044873833656311,0.168479785323143
of,0.33290785551071167,0.2900311052799225,0.25979894399642944,0.5052502155303955,0.3096220791339874,0.20310284197330475,0.2115241438150406,0.5696388483047485,0.23709416389465332,0.733189046382904,0.30231305956840515,0.21533280611038208,0.1826142966747284
energy,0.190252885222435,0.22604940831661224,0.2492578774690628,0.21513298153877258,0.3268532454967499,0.21047282218933105,0.2912856340408325,0.17693158984184265,0.1965617835521698,0.26756542921066284,0.08515438437461853,0.1599547415971756,0.14860127866268158
and,0.31309178471565247,0.31685465574264526,0.2858448028564453,0.3739250600337982,0.3147866129875183,0.2391568422317505,0.26105934381484985,0.4954058527946472,0.2687397301197052,0.5171257257461548,0.26139622926712036,0.2574312388896942,0.20544172823429108
enthusiasm,0.24652187526226044,0.21454723179340363,0.23316951096057892,0.240957111120224,0.14585936069488525,0.1584063172340393,0.41539180278778076,0.15427449345588684,0.32845550775527954,0.17474554479122162,0.2457950860261917,0.2076936811208725,0.20266079902648926
which,0.5261979103088379,0.4112485647201538,0.35877716541290283,0.56894451379776,0.3562684655189514,0.19667746126651764,0.2813281714916229,0.4840516746044159,0.2861276865005493,0.6521818041801453,0.2723793089389801,0.3130331039428711,0.25814583897590637
feed,0.24202558398246765,0.24936993420124054,0.2135792076587677,0.22033396363258362,0.15585504472255707,0.0840412899851799,0.19482876360416412,0.17841142416000366,0.10204272717237473,0.2381063848733902,0.12880857288837433,0.16664348542690277,0.19348634779453278
student,0.20548318326473236,0.20252788066864014,0.09006141871213913,0.3207114636898041,0.20743219554424286,1.0000001192092896,0.254822701215744,0.254856139421463,0.3833320438861847,0.21259291470050812,0.20532366633415222,0.2721480131149292,0.13282090425491333
interest,0.23849236965179443,0.2820966839790344,0.20297183096408844,0.2706421911716461,0.19372186064720154,0.254822701215744,1.0000001192092896,0.27232617139816284,0.2932564318180084,0.197127103805542,0.2177734375,0.36001822352409363,0.2411724328994751
and,0.31309178471565247,0.31685465574264526,0.2858448028564453,0.3739250600337982,0.3147866129875183,0.2391568422317505,0.26105934381484985,0.4954058527946472,0.2687397301197052,0.5171257257461548,0.26139622926712036,0.2574312388896942,0.20544172823429108
excitement,0.365664005279541,0.3212767243385315,0.3286644220352173,0.32366248965263367,0.23674634099006653,0.24484308063983917,0.39414849877357483,0.267564982175827,0.26068732142448425,0.26648110151290894,0.21085013449192047,0.28915902972221375,0.17463673651218414
in,0.30808621644973755,0.26443570852279663,0.24822883307933807,0.539380669593811,0.23285751044750214,0.254856139421463,0.27232617139816284,1.0,0.2443799525499344,0.6662389636039734,0.3047972023487091,0.21163184940814972,0.20430970191955566
learning,0.29806870222091675,0.3036825954914093,0.19253002107143402,0.23662391304969788,0.2265809327363968,0.3833320438861847,0.2932564318180084,0.2443799525499344,0.9999998807907104,0.2504628002643585,0.20196649432182312,0.2447292059659958,0.25810256600379944
the,0.42745697498321533,0.32504433393478394,0.2551237642765045,0.5829201340675354,0.3292480409145355,0.21259291470050812,0.197127103805542,0.6662389636039734,0.2504628002643585,1.0,0.3251480758190155,0.2387523651123047,0.22068053483963013
subject,0.3828662037849426,0.33403757214546204,0.253484845161438,0.31756800413131714,0.16644811630249023,0.2721480131149292,0.36001822352409363,0.21163184940814972,0.2447292059659958,0.2387523651123047,0.2861885726451874,1.0,0.33952999114990234
matter,0.41697224974632263,0.31618815660476685,0.3062663674354553,0.25967463850975037,0.22678595781326294,0.23008862137794495,0.26155194640159607,0.2179846465587616,0.17533937096595764,0.2957161068916321,0.15394973754882812,0.44346946477890015,0.269619345664978
.,0.3567904531955719,0.27493223547935486,0.267557293176651,0.50484299659729,0.2524722218513489,0.20994822680950165,0.2713910639286041,0.5591574311256409,0.24872951209545135,0.5934505462646484,0.2494649887084961,0.2536076307296753,0.4130953550338745
