,what,alumni,was,also,obama,'s,campaign,adviser,?
top,0.21232028305530548,0.17973142862319946,0.1381647288799286,0.2643655836582184,0.15272192656993866,0.04869917780160904,0.08406464755535126,0.166340172290802,0.17265194654464722
political,0.21846716105937958,0.15611149370670319,0.24282537400722504,0.2067996710538864,0.27484187483787537,0.04151610657572746,0.34965863823890686,0.34146469831466675,0.17130474746227264
advisor,0.1469605714082718,0.19027747213840485,0.3046267628669739,0.19909381866455078,0.2899581789970398,-0.024858558550477028,0.2528378367424011,0.7495940923690796,0.0939842164516449
to,0.455847829580307,0.16467376053333282,0.3636345863342285,0.5348826050758362,0.24110257625579834,0.03782717138528824,0.24738837778568268,0.24891869723796844,0.29463258385658264
president,0.1870913952589035,0.21447357535362244,0.2505730390548706,0.17705458402633667,0.48995211720466614,-0.08566092699766159,0.24261777102947235,0.41523492336273193,0.14148259162902832
bill,0.16425743699073792,0.12100935727357864,0.18893268704414368,0.2585388422012329,0.302176833152771,-0.030787084251642227,0.1264234483242035,0.22933745384216309,0.12855131924152374
clinton,0.1672235131263733,0.2596804201602936,0.23761619627475739,0.21108940243721008,0.5795331597328186,-0.0957190990447998,0.32842129468917847,0.33429381251335144,0.22146934270858765
david,0.1299152821302414,0.19291892647743225,0.2655363976955414,0.1866082102060318,0.18518933653831482,-0.00819597952067852,0.11170175671577454,0.297727108001709,0.04158485680818558
axelrod,0.20197981595993042,0.18476442992687225,0.3214149475097656,0.21830697357654572,0.3842540979385376,-0.02323211170732975,0.2668379545211792,0.4276123046875,0.1963425576686859
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.2304023802280426,-0.0016132977325469255,0.18021923303604126,0.3072994351387024,0.31091248989105225
attorney,0.19245201349258423,0.1672843098640442,0.25042402744293213,0.15845683217048645,0.2945019006729126,-0.08163782209157944,0.25970178842544556,0.40743517875671387,0.14764122664928436
general,0.24928055703639984,0.1670725792646408,0.2445744127035141,0.23267501592636108,0.17911618947982788,-0.0757286474108696,0.2775784134864807,0.29608821868896484,0.1972234547138214
and,0.31309178471565247,0.19591780006885529,0.3740963041782379,0.5755972862243652,0.22087924182415009,0.06895173341035843,0.20802859961986542,0.3244858980178833,0.20544172823429108
federal,0.2415231615304947,0.18023887276649475,0.23023395240306854,0.2217554748058319,0.232757568359375,-0.060341402888298035,0.18703974783420563,0.26020094752311707,0.1812247931957245
judge,0.30616456270217896,0.09713593125343323,0.25529512763023376,0.1537960022687912,0.166330024600029,-0.03163137286901474,0.1450929343700409,0.31573671102523804,0.1870231032371521
robert,0.1948658525943756,0.17206764221191406,0.24186499416828156,0.19656740128993988,0.16052478551864624,0.028171386569738388,0.17192190885543823,0.23929037153720856,0.11293095350265503
bork,0.2821780741214752,0.14429712295532227,0.2639884948730469,0.23860329389572144,0.2729637026786804,-0.04575072601437569,0.19325515627861023,0.3504014313220978,0.2713235914707184
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.2304023802280426,-0.0016132977325469255,0.18021923303604126,0.3072994351387024,0.31091248989105225
attorney,0.19245201349258423,0.1672843098640442,0.25042402744293213,0.15845683217048645,0.2945019006729126,-0.08163782209157944,0.25970178842544556,0.40743517875671387,0.14764122664928436
general,0.24928055703639984,0.1670725792646408,0.2445744127035141,0.23267501592636108,0.17911618947982788,-0.0757286474108696,0.2775784134864807,0.29608821868896484,0.1972234547138214
ramsey,0.20370206236839294,0.22223050892353058,0.2552012801170349,0.20228855311870575,0.22570852935314178,-0.007854269817471504,0.21175479888916016,0.25100022554397583,0.16547457873821259
clark,0.17076857388019562,0.19357962906360626,0.2348247915506363,0.14654533565044403,0.17552174627780914,0.06747990101575851,0.15746600925922394,0.21982549130916595,0.10959257185459137
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.2304023802280426,-0.0016132977325469255,0.18021923303604126,0.3072994351387024,0.31091248989105225
prohibition,0.20368692278862,0.15772660076618195,0.20001532137393951,0.22429722547531128,0.2857355773448944,-0.01906963810324669,0.28529152274131775,0.19719421863555908,0.2088877558708191
agent,0.1053810864686966,0.1285702884197235,0.19250954687595367,0.2692202031612396,0.038255587220191956,0.03308698907494545,0.1079648956656456,0.14820007979869843,0.13699154555797577
eliot,0.20328496396541595,0.14320801198482513,0.23139946162700653,0.18471795320510864,0.22502027451992035,0.0352877713739872,0.15720252692699432,0.272077739238739,0.2153647243976593
ness,0.2145434021949768,0.160085067152977,0.2052888721227646,0.2430831789970398,0.14661481976509094,-0.010510770604014397,0.15663418173789978,0.18818049132823944,0.13972893357276917
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.2304023802280426,-0.0016132977325469255,0.18021923303604126,0.3072994351387024,0.31091248989105225
supreme,0.25469252467155457,0.15954650938510895,0.26731494069099426,0.2356587052345276,0.2782016396522522,-0.08114141970872879,0.20794568955898285,0.3191145658493042,0.20777292549610138
court,0.23440583050251007,0.15066781640052795,0.2737988233566284,0.2450786530971527,0.2169339954853058,-0.0831713154911995,0.2002214938402176,0.3059517443180084,0.17100423574447632
justice,0.21462921798229218,0.15240328013896942,0.24932703375816345,0.18318867683410645,0.25128790736198425,0.013917717151343822,0.2607620358467102,0.34586575627326965,0.19269752502441406
john,0.18237407505512238,0.16326703131198883,0.2875721752643585,0.2478664070367813,0.17871814966201782,-0.1023898646235466,0.18682871758937836,0.27170565724372864,0.13162356615066528
paul,0.11217030137777328,0.1787998229265213,0.24299268424510956,0.19811207056045532,0.18137161433696747,-0.028859924525022507,0.11955688893795013,0.29365289211273193,0.16611461341381073
stevens,0.14559771120548248,0.12879012525081635,0.24698898196220398,0.23604214191436768,0.2708180546760559,-0.041038304567337036,0.14336319267749786,0.2405177801847458,0.12149069458246231
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.2304023802280426,-0.0016132977325469255,0.18021923303604126,0.3072994351387024,0.31091248989105225
prime,0.15586113929748535,0.18138274550437927,0.21048103272914886,0.20427973568439484,0.2242467701435089,-0.0056337774731218815,0.109576016664505,0.29996344447135925,0.11276303976774216
minister,0.1705908179283142,0.18612247705459595,0.26634681224823,0.19672662019729614,0.2883242964744568,0.006020988803356886,0.14919763803482056,0.3906940817832947,0.10825661569833755
of,0.33290785551071167,0.27771928906440735,0.4069072902202606,0.4924938678741455,0.17125636339187622,-0.03817026689648628,0.23278115689754486,0.3056378960609436,0.1826142966747284
canada,0.19760756194591522,0.15920548141002655,0.22200681269168854,0.2584643065929413,0.19601652026176453,0.04991593211889267,0.12329976260662079,0.2294594943523407,0.15722735226154327
william,0.24990826845169067,0.2015925943851471,0.28444796800613403,0.18133999407291412,0.18866799771785736,0.00675395829603076,0.13777297735214233,0.25024741888046265,0.14462219178676605
lyon,0.11949300765991211,0.16919760406017303,0.22917304933071136,0.10141607373952866,0.1278543323278427,0.11948159337043762,0.11105905473232269,0.1919177919626236,0.1611335575580597
mackenzie,0.12543179094791412,0.15726864337921143,0.18900829553604126,0.16026571393013,0.14685648679733276,0.03485693782567978,0.10707971453666687,0.20889507234096527,0.08290573209524155
king,0.18449601531028748,0.1732138991355896,0.27377256751060486,0.23403745889663696,0.17863716185092926,-0.002494113054126501,0.24043193459510803,0.2757915258407593,0.19130074977874756
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.2304023802280426,-0.0016132977325469255,0.18021923303604126,0.3072994351387024,0.31091248989105225
11th,0.06251733750104904,0.11853203922510147,0.26104241609573364,0.22406147420406342,0.10615826398134232,0.1351901888847351,0.14787253737449646,0.16284336149692535,0.014542436227202415
prime,0.15586113929748535,0.18138274550437927,0.21048103272914886,0.20427973568439484,0.2242467701435089,-0.0056337774731218815,0.109576016664505,0.29996344447135925,0.11276303976774216
minister,0.1705908179283142,0.18612247705459595,0.26634681224823,0.19672662019729614,0.2883242964744568,0.006020988803356886,0.14919763803482056,0.3906940817832947,0.10825661569833755
of,0.33290785551071167,0.27771928906440735,0.4069072902202606,0.4924938678741455,0.17125636339187622,-0.03817026689648628,0.23278115689754486,0.3056378960609436,0.1826142966747284
poland,0.16095873713493347,0.12028350681066513,0.19694356620311737,0.18497401475906372,0.1556997299194336,0.010900946334004402,0.15387871861457825,0.1957869827747345,0.14259830117225647
marek,0.07103101909160614,0.1780509203672409,0.24537745118141174,0.143193319439888,0.16726262867450714,-0.015028799884021282,0.17463453114032745,0.1619464010000229,0.17564117908477783
belka,0.18802669644355774,0.19027908146381378,0.30783918499946594,0.31404754519462585,0.2730809450149536,-0.040989674627780914,0.2121584564447403,0.2680974006652832,0.20584531128406525
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.2304023802280426,-0.0016132977325469255,0.18021923303604126,0.3072994351387024,0.31091248989105225
governor,0.21184112131595612,0.14767803251743317,0.25802454352378845,0.11112888157367706,0.27914974093437195,-0.0029628698248416185,0.3104025721549988,0.29018837213516235,0.135940283536911
of,0.33290785551071167,0.27771928906440735,0.4069072902202606,0.4924938678741455,0.17125636339187622,-0.03817026689648628,0.23278115689754486,0.3056378960609436,0.1826142966747284
the,0.42745697498321533,0.22524002194404602,0.48711544275283813,0.6021018624305725,0.21614792943000793,-0.01540423184633255,0.2755736708641052,0.29508960247039795,0.22068053483963013
bank,0.13934029638767242,0.20763228833675385,0.19418294727802277,0.2054726779460907,0.15449661016464233,0.07716244459152222,0.1903015673160553,0.18658888339996338,0.09656643867492676
of,0.33290785551071167,0.27771928906440735,0.4069072902202606,0.4924938678741455,0.17125636339187622,-0.03817026689648628,0.23278115689754486,0.3056378960609436,0.1826142966747284
japan,0.1865565925836563,0.19506126642227173,0.24596759676933289,0.2463727742433548,0.2321329265832901,-0.0463767908513546,0.1448243260383606,0.1411353498697281,0.1312343180179596
masaaki,0.17001719772815704,0.1880737543106079,0.26808786392211914,0.1993672400712967,0.2349216192960739,-0.04872092604637146,0.08116762340068817,0.15712004899978638,0.1539539247751236
shirakawa,0.19746607542037964,0.1452665776014328,0.23726236820220947,0.1938682347536087,0.3307442367076874,-0.08508961647748947,0.1280003786087036,0.18279524147510529,0.17535240948200226
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.2304023802280426,-0.0016132977325469255,0.18021923303604126,0.3072994351387024,0.31091248989105225
the,0.42745697498321533,0.22524002194404602,0.48711544275283813,0.6021018624305725,0.21614792943000793,-0.01540423184633255,0.2755736708641052,0.29508960247039795,0.22068053483963013
first,0.28086137771606445,0.1461089849472046,0.5022147297859192,0.43768298625946045,0.24135656654834747,-0.014458609744906425,0.2066108137369156,0.23337721824645996,0.18701928853988647
female,0.14235767722129822,0.1910683661699295,0.17758683860301971,0.23004703223705292,0.1634599268436432,-0.006360549479722977,0.12960609793663025,0.18663905560970306,0.17839525640010834
african-american,0.20474658906459808,0.2538595199584961,0.30418485403060913,0.29347923398017883,0.35195019841194153,0.07538070529699326,0.23920735716819763,0.22065892815589905,0.21985267102718353
senator,0.14464734494686127,0.19555765390396118,0.25540414452552795,0.16225525736808777,0.3932967185974121,-0.03342469036579132,0.3204769194126129,0.34360402822494507,0.1479560136795044
carol,0.1641474813222885,0.15980744361877441,0.22895507514476776,0.22200387716293335,0.21651829779148102,-0.006755768321454525,0.13025109469890594,0.24206368625164032,0.15451480448246002
moseley,0.15921038389205933,0.18969294428825378,0.249471053481102,0.1984572857618332,0.2121542990207672,-0.021672086790204048,0.12169220298528671,0.24046219885349274,0.13250361382961273
braun,0.14971667528152466,0.15949629247188568,0.23304033279418945,0.20021472871303558,0.20826426148414612,0.07161460071802139,0.16717885434627533,0.23775416612625122,0.2169470489025116
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.2304023802280426,-0.0016132977325469255,0.18021923303604126,0.3072994351387024,0.31091248989105225
united,0.20036718249320984,0.22576108574867249,0.31727492809295654,0.30441129207611084,0.34975045919418335,-0.03853745758533478,0.2503432333469391,0.32313257455825806,0.17266890406608582
states,0.21526020765304565,0.18987558782100677,0.2847922146320343,0.2941293716430664,0.3423755168914795,-0.004298824816942215,0.23299187421798706,0.2785348892211914,0.16272737085819244
senator,0.14464734494686127,0.19555765390396118,0.25540414452552795,0.16225525736808777,0.3932967185974121,-0.03342469036579132,0.3204769194126129,0.34360402822494507,0.1479560136795044
from,0.2737620174884796,0.22609472274780273,0.31171464920043945,0.33783096075057983,0.13640527427196503,-0.01936490088701248,0.15644878149032593,0.13266901671886444,0.19969791173934937
vermont,0.1509951502084732,0.25391885638237,0.22007180750370026,0.21644695103168488,0.3036760985851288,0.029854388907551765,0.28563159704208374,0.27078503370285034,0.13195045292377472
and,0.31309178471565247,0.19591780006885529,0.3740963041782379,0.5755972862243652,0.22087924182415009,0.06895173341035843,0.20802859961986542,0.3244858980178833,0.20544172823429108
2016,0.10915659368038177,0.08534456044435501,-0.009529631584882736,0.15788306295871735,0.04432900249958038,-0.043250784277915955,0.023481564596295357,-0.01861165277659893,-0.12147852033376694
democratic,0.1858556717634201,0.21041645109653473,0.24946795403957367,0.16647785902023315,0.41319289803504944,0.030957825481891632,0.3634974956512451,0.26337093114852905,0.1668088138103485
presidential,0.14383156597614288,0.25583815574645996,0.22171081602573395,0.18171624839305878,0.5909407734870911,-0.0989229828119278,0.435772567987442,0.3462735116481781,0.1823401004076004
candidate,0.23493148386478424,0.23591765761375427,0.20511235296726227,0.1940286010503769,0.35011035203933716,-0.07327952980995178,0.38821855187416077,0.34936487674713135,0.2826109528541565
bernie,0.08426413685083389,0.15523576736450195,0.25783535838127136,0.15262705087661743,0.29272574186325073,0.056028738617897034,0.31890571117401123,0.29073014855384827,0.18570417165756226
sanders,0.1722477227449417,0.21234402060508728,0.2800391614437103,0.22574692964553833,0.4128550887107849,0.046122629195451736,0.47552818059921265,0.3315526247024536,0.20881439745426178
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.2304023802280426,-0.0016132977325469255,0.18021923303604126,0.3072994351387024,0.31091248989105225
and,0.31309178471565247,0.19591780006885529,0.3740963041782379,0.5755972862243652,0.22087924182415009,0.06895173341035843,0.20802859961986542,0.3244858980178833,0.20544172823429108
former,0.13598288595676422,0.24333471059799194,0.2544213533401489,0.24325285851955414,0.2232147753238678,0.032462362200021744,0.14937955141067505,0.2926825284957886,0.10570605844259262
world,0.21669597923755646,0.2573029398918152,0.3097524344921112,0.30876004695892334,0.11271581053733826,0.11877062171697617,0.21359151601791382,0.181559756398201,0.17579582333564758
bank,0.13934029638767242,0.20763228833675385,0.19418294727802277,0.2054726779460907,0.15449661016464233,0.07716244459152222,0.1903015673160553,0.18658888339996338,0.09656643867492676
president,0.1870913952589035,0.21447357535362244,0.2505730390548706,0.17705458402633667,0.48995211720466614,-0.08566092699766159,0.24261777102947235,0.41523492336273193,0.14148259162902832
paul,0.11217030137777328,0.1787998229265213,0.24299268424510956,0.19811207056045532,0.18137161433696747,-0.028859924525022507,0.11955688893795013,0.29365289211273193,0.16611461341381073
wolfowitz,0.21823014318943024,0.19294913113117218,0.32410943508148193,0.24775472283363342,0.27652260661125183,-0.021807344630360603,0.2056240439414978,0.3270544111728668,0.22993943095207214
.,0.3567904531955719,0.2471552938222885,0.40146201848983765,0.49166762828826904,0.19621814787387848,-0.003708066651597619,0.23225265741348267,0.25179755687713623,0.4130953550338745
