,in,a,report,on,k-12,teachers,",",which,teachers,had,the,lowest,median,salary,?
.,0.5591574311256409,0.50484299659729,0.277835488319397,0.49257001280784607,0.3388626277446747,0.24628326296806335,0.6812511086463928,0.45942068099975586,0.24628326296806335,0.37348684668540955,0.5934505462646484,0.22654418647289276,0.20574799180030823,0.2463613897562027,0.4130953550338745
,in,a,report,on,k-12,teachers,",",which,teachers,had,the,lowest,median,salary,?
median,0.1787819266319275,0.23235005140304565,0.17287994921207428,0.14412127435207367,0.29153695702552795,0.13989008963108063,0.19664111733436584,0.2120944857597351,0.13989008963108063,0.21612763404846191,0.2312159687280655,0.35678255558013916,1.0,0.3326546549797058,0.18729804456233978
salaries,0.23869653046131134,0.19989018142223358,0.2373567819595337,0.26671817898750305,0.11300039291381836,0.3667125999927521,0.2153448611497879,0.2224893718957901,0.3667125999927521,0.30734139680862427,0.29897719621658325,0.17564669251441956,0.283783882856369,0.7571817636489868,0.23913246393203735
for,0.4322226941585541,0.44038116931915283,0.2216007560491562,0.36199691891670227,0.29814907908439636,0.274332195520401,0.4464869201183319,0.44095608592033386,0.274332195520401,0.3270139992237091,0.4739971458911896,0.22372238337993622,0.21030354499816895,0.31719970703125,0.264628142118454
preschool,0.24638953804969788,0.26152539253234863,0.22353191673755646,0.3007824122905731,0.15417933464050293,0.44160816073417664,0.245544895529747,0.24943125247955322,0.44160816073417664,0.19188006222248077,0.221901074051857,0.09911879897117615,0.18846163153648376,0.17498360574245453,0.18582090735435486
teachers,0.2128150761127472,0.2509842813014984,0.21781803667545319,0.24610933661460876,0.11890397220849991,1.0,0.28049156069755554,0.17664629220962524,1.0,0.23583905398845673,0.22025763988494873,0.09884750843048096,0.13989008963108063,0.2759143114089966,0.19522249698638916
",",0.5201468467712402,0.427140474319458,0.250803142786026,0.49057599902153015,0.2925536036491394,0.28049156069755554,1.0000001192092896,0.3658004403114319,0.28049156069755554,0.35487717390060425,0.4933079481124878,0.2272098958492279,0.19664111733436584,0.19489715993404388,0.31091248989105225
however,0.3982149362564087,0.38150349259376526,0.335549533367157,0.3940407931804657,0.3549197018146515,0.22670799493789673,0.4037865996360779,0.5545716285705566,0.22670799493789673,0.5096299052238464,0.49814513325691223,0.23992328345775604,0.2561156153678894,0.29711636900901794,0.2152075469493866
",",0.5201468467712402,0.427140474319458,0.250803142786026,0.49057599902153015,0.2925536036491394,0.28049156069755554,1.0000001192092896,0.3658004403114319,0.28049156069755554,0.35487717390060425,0.4933079481124878,0.2272098958492279,0.19664111733436584,0.19489715993404388,0.31091248989105225
were,0.3815755248069763,0.17203083634376526,0.21946288645267487,0.2774328887462616,0.1383112668991089,0.26511338353157043,0.36755475401878357,0.2807837128639221,0.26511338353157043,0.6150832772254944,0.3906462490558624,0.14833728969097137,0.12632443010807037,0.17984509468078613,0.17890112102031708
less,0.2661931812763214,0.3475147485733032,0.15510213375091553,0.24623660743236542,0.28934165835380554,0.16624267399311066,0.28111666440963745,0.41259074211120605,0.16624267399311066,0.26911720633506775,0.29185041785240173,0.21598128974437714,0.2592070698738098,0.28184065222740173,0.22418740391731262
than,0.3270052373409271,0.3126874566078186,0.1711035668849945,0.2864885926246643,0.2764703631401062,0.19273844361305237,0.3371901512145996,0.3974681496620178,0.19273844361305237,0.3192967474460602,0.3227543234825134,0.23631151020526886,0.30200493335723877,0.23716513812541962,0.24917294085025787
half,0.25644969940185547,0.29977813363075256,0.06911570578813553,0.179890438914299,0.1559562236070633,0.12656912207603455,0.26690807938575745,0.277385950088501,0.12656912207603455,0.20363083481788635,0.3189295828342438,0.1611044853925705,0.21404212713241577,0.23421108722686768,0.07471233606338501
the,0.6662389636039734,0.5829201340675354,0.2556745111942291,0.5107308030128479,0.40333887934684753,0.22025763988494873,0.4933079481124878,0.6521818041801453,0.22025763988494873,0.3875846862792969,1.0,0.3453028202056885,0.2312159687280655,0.2075764387845993,0.22068053483963013
national,0.28915393352508545,0.27889734506607056,0.24164679646492004,0.18674622476100922,0.19965338706970215,0.1428430825471878,0.23933029174804688,0.28337109088897705,0.1428430825471878,0.15170930325984955,0.32739606499671936,0.1722196787595749,0.09697321802377701,0.14966943860054016,0.15643028914928436
median,0.1787819266319275,0.23235005140304565,0.17287994921207428,0.14412127435207367,0.29153695702552795,0.13989008963108063,0.19664111733436584,0.2120944857597351,0.13989008963108063,0.21612763404846191,0.2312159687280655,0.35678255558013916,1.0,0.3326546549797058,0.18729804456233978
for,0.4322226941585541,0.44038116931915283,0.2216007560491562,0.36199691891670227,0.29814907908439636,0.274332195520401,0.4464869201183319,0.44095608592033386,0.274332195520401,0.3270139992237091,0.4739971458911896,0.22372238337993622,0.21030354499816895,0.31719970703125,0.264628142118454
secondary,0.2103116512298584,0.225028395652771,0.179152250289917,0.19624076783657074,0.24320928752422333,0.3669242858886719,0.2158004194498062,0.29409417510032654,0.3669242858886719,0.16662825644016266,0.21037471294403076,0.0866159200668335,0.18440379202365875,0.15863801538944244,0.18118004500865936
teachers,0.2128150761127472,0.2509842813014984,0.21781803667545319,0.24610933661460876,0.11890397220849991,1.0,0.28049156069755554,0.17664629220962524,1.0,0.23583905398845673,0.22025763988494873,0.09884750843048096,0.13989008963108063,0.2759143114089966,0.19522249698638916
",",0.5201468467712402,0.427140474319458,0.250803142786026,0.49057599902153015,0.2925536036491394,0.28049156069755554,1.0000001192092896,0.3658004403114319,0.28049156069755554,0.35487717390060425,0.4933079481124878,0.2272098958492279,0.19664111733436584,0.19489715993404388,0.31091248989105225
clock,0.1651686578989029,0.23731647431850433,0.1935073435306549,0.22520987689495087,0.227278470993042,0.11732722073793411,0.17917221784591675,0.25512710213661194,0.11732722073793411,0.14736299216747284,0.25408005714416504,0.17961744964122772,0.14268358051776886,0.18295662105083466,0.15814508497714996
in,1.0,0.539380669593811,0.204250767827034,0.46853652596473694,0.3011954128742218,0.2128150761127472,0.5201468467712402,0.4840516746044159,0.2128150761127472,0.385026752948761,0.6662389636039734,0.2796158194541931,0.1787819266319275,0.190061554312706,0.20430970191955566
at,0.4374977946281433,0.3095070421695709,0.2458806037902832,0.4806317389011383,0.24000804126262665,0.24201591312885284,0.38314947485923767,0.3286694884300232,0.24201591312885284,0.3288320302963257,0.457212895154953,0.23097172379493713,0.21291404962539673,0.21886268258094788,0.21978627145290375
an,0.2605783939361572,0.44552403688430786,0.18313995003700256,0.3192969560623169,0.27853837609291077,0.12090782821178436,0.3581022024154663,0.3611921966075897,0.12090782821178436,0.22327841818332672,0.4207492768764496,0.1497434824705124,0.22322814166545868,0.22457757592201233,0.19793890416622162
estimated,0.2508986294269562,0.23459957540035248,0.3419439494609833,0.1954394280910492,0.29578009247779846,0.1631798893213272,0.2654368579387665,0.2514267563819885,0.1631798893213272,0.2793443500995636,0.29184040427207947,0.21390502154827118,0.3945891857147217,0.27287280559539795,0.18149758875370026
$,0.21616753935813904,0.22939236462116241,0.24764598906040192,0.16966626048088074,0.27396348118782043,0.15388444066047668,0.21166811883449554,0.22076056897640228,0.15388444066047668,0.2278132438659668,0.23367542028427124,0.19386617839336395,0.43163609504699707,0.4192432165145874,0.2786129117012024
"21,000",0.03179510682821274,0.049469538033008575,0.021039597690105438,0.033926550298929214,-0.055386122316122055,0.13292425870895386,0.1273176372051239,-0.03811132535338402,0.13292425870895386,0.017770659178495407,0.020039213821291924,0.056360550224781036,-0.002257337560877204,-0.012161977589130402,-0.030267925933003426
in,1.0,0.539380669593811,0.204250767827034,0.46853652596473694,0.3011954128742218,0.2128150761127472,0.5201468467712402,0.4840516746044159,0.2128150761127472,0.385026752948761,0.6662389636039734,0.2796158194541931,0.1787819266319275,0.190061554312706,0.20430970191955566
2004,-0.20274123549461365,-0.21492190659046173,-0.1454191356897354,-0.18105953931808472,-0.32430338859558105,0.014407046139240265,-0.17696323990821838,-0.3311369717121124,0.014407046139240265,-0.17565195262432098,-0.2467794269323349,-0.21642595529556274,-0.2076709270477295,-0.08185579627752304,-0.15923042595386505
.,0.5591574311256409,0.50484299659729,0.277835488319397,0.49257001280784607,0.3388626277446747,0.24628326296806335,0.6812511086463928,0.45942068099975586,0.24628326296806335,0.37348684668540955,0.5934505462646484,0.22654418647289276,0.20574799180030823,0.2463613897562027,0.4130953550338745
