,what,did,a,survey,of,north,american,lutherans,find,that,lutherans,felt,about,jews,compared,to,other,minority,groups,?
that,0.6297725439071655,0.47518548369407654,0.47537946701049805,0.20720824599266052,0.41498205065727234,0.17482423782348633,0.24748189747333527,0.25828954577445984,0.38642045855522156,1.0,0.25828954577445984,0.4182562828063965,0.4500710964202881,0.27395346760749817,0.30344316363334656,0.5436353087425232,0.5570666193962097,0.23519717156887054,0.2701875567436218,0.32716336846351624
",",0.3087472915649414,0.3015086054801941,0.427140474319458,0.1886570006608963,0.4946078956127167,0.31834840774536133,0.3048616647720337,0.258104532957077,0.27622509002685547,0.4137537479400635,0.258104532957077,0.22533172369003296,0.3877100944519043,0.27184903621673584,0.25363782048225403,0.44245919585227966,0.4446498453617096,0.27664926648139954,0.2671695053577423,0.31091248989105225
compared,0.241532102227211,0.29692959785461426,0.2797974646091461,0.22497181594371796,0.3360389769077301,0.16718727350234985,0.1941204071044922,0.13674888014793396,0.23638758063316345,0.30344316363334656,0.13674888014793396,0.26699185371398926,0.3156428337097168,0.0704866349697113,1.0000001192092896,0.2345995306968689,0.32621124386787415,0.2206370234489441,0.23074287176132202,0.21399109065532684
to,0.455847829580307,0.4452643394470215,0.45503583550453186,0.20227667689323425,0.41548454761505127,0.2743184268474579,0.16338081657886505,0.2843029797077179,0.42702093720436096,0.5436353087425232,0.2843029797077179,0.3188645541667938,0.391953706741333,0.22399327158927917,0.2345995306968689,1.0,0.4193183183670044,0.16115537285804749,0.24181967973709106,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.5829201340675354,0.2448187917470932,0.733189046382904,0.36298373341560364,0.24562937021255493,0.26767393946647644,0.2696352005004883,0.5473989248275757,0.26767393946647644,0.28054580092430115,0.37995871901512146,0.24901628494262695,0.28685078024864197,0.535392165184021,0.44152235984802246,0.2583708167076111,0.27790749073028564,0.22068053483963013
other,0.341873437166214,0.31707024574279785,0.2806335389614105,0.13355033099651337,0.38583824038505554,0.21928533911705017,0.2411116361618042,0.2600702941417694,0.29174166917800903,0.5570666193962097,0.2600702941417694,0.18250413239002228,0.3130497336387634,0.20792315900325775,0.32621124386787415,0.4193183183670044,0.9999999403953552,0.2572140097618103,0.4422121047973633,0.24682199954986572
minority,0.18657594919204712,0.20458325743675232,0.22573496401309967,0.2250777781009674,0.265593022108078,0.16998131573200226,0.22151359915733337,0.36331263184547424,0.07011044025421143,0.23519717156887054,0.36331263184547424,0.1871689409017563,0.18111281096935272,0.36510151624679565,0.2206370234489441,0.16115537285804749,0.2572140097618103,1.0000001192092896,0.3496309816837311,0.22200141847133636
groups,0.23137421905994415,0.1589982509613037,0.2068004310131073,0.22413568198680878,0.24723079800605774,0.18736465275287628,0.17949259281158447,0.2934226095676422,0.11308612674474716,0.2701875567436218,0.2934226095676422,0.06355025619268417,0.22134585678577423,0.3452742099761963,0.23074287176132202,0.24181967973709106,0.4422121047973633,0.3496309816837311,1.0,0.14349548518657684
under,0.20154598355293274,0.20815621316432953,0.18317826092243195,0.1842334121465683,0.32766106724739075,0.14992815256118774,0.10756080597639084,0.15701979398727417,0.13547581434249878,0.26447200775146484,0.15701979398727417,0.17875176668167114,0.1724463254213333,0.15354101359844208,0.18755865097045898,0.27177539467811584,0.20355120301246643,0.16947758197784424,0.1517729014158249,0.18233340978622437
consideration,0.4204122722148895,0.23430947959423065,0.31926587224006653,0.21881891787052155,0.33743569254875183,0.16850127279758453,0.15333712100982666,0.30148544907569885,0.24346941709518433,0.3713878095149994,0.30148544907569885,0.2708818316459656,0.2762701213359833,0.1989818513393402,0.26364457607269287,0.3686288893222809,0.28023460507392883,0.23541556298732758,0.23925115168094635,0.3967568278312683
",",0.3087472915649414,0.3015086054801941,0.427140474319458,0.1886570006608963,0.4946078956127167,0.31834840774536133,0.3048616647720337,0.258104532957077,0.27622509002685547,0.4137537479400635,0.258104532957077,0.22533172369003296,0.3877100944519043,0.27184903621673584,0.25363782048225403,0.44245919585227966,0.4446498453617096,0.27664926648139954,0.2671695053577423,0.31091248989105225
lutherans,0.27180975675582886,0.2677108347415924,0.1875421553850174,0.17015907168388367,0.30324164032936096,0.21488183736801147,0.15172143280506134,1.0000001192092896,0.09894832223653793,0.25828954577445984,1.0000001192092896,0.21721214056015015,0.22784140706062317,0.37039679288864136,0.13674888014793396,0.2843029797077179,0.2600702941417694,0.36331263184547424,0.2934226095676422,0.20384520292282104
were,0.22298263013362885,0.4162326455116272,0.17203083634376526,0.25407999753952026,0.34038281440734863,0.22497540712356567,0.18710100650787354,0.2802111506462097,0.17437532544136047,0.35517072677612305,0.2802111506462097,0.3461087942123413,0.29814305901527405,0.30761516094207764,0.3065771758556366,0.31913647055625916,0.4041554927825928,0.2346903681755066,0.3214126229286194,0.17890112102031708
the,0.42745697498321533,0.34736719727516174,0.5829201340675354,0.2448187917470932,0.733189046382904,0.36298373341560364,0.24562937021255493,0.26767393946647644,0.2696352005004883,0.5473989248275757,0.26767393946647644,0.28054580092430115,0.37995871901512146,0.24901628494262695,0.28685078024864197,0.535392165184021,0.44152235984802246,0.2583708167076111,0.27790749073028564,0.22068053483963013
least,0.3337163031101227,0.2185145616531372,0.3442045748233795,0.161385178565979,0.32696738839149475,0.17718538641929626,0.1363981068134308,0.17295172810554504,0.2597716152667999,0.42399391531944275,0.17295172810554504,0.19453130662441254,0.3718268573284149,0.1684257537126541,0.2862374484539032,0.35133054852485657,0.3665960729122162,0.18706244230270386,0.23305420577526093,0.28866854310035706
prejudiced,0.27763238549232483,0.30761075019836426,0.2173406034708023,0.13876856863498688,0.19015087187290192,0.13223886489868164,0.21894745528697968,0.2834290564060211,0.1943783015012741,0.34603172540664673,0.2834290564060211,0.3605181574821472,0.2570934593677521,0.339789479970932,0.2887280285358429,0.2410062551498413,0.26114049553871155,0.3125304877758026,0.253512442111969,0.22970345616340637
toward,0.2619364559650421,0.1586475372314453,0.2229166328907013,0.19464945793151855,0.25209522247314453,0.28546085953712463,0.16038942337036133,0.20995938777923584,0.23681586980819702,0.29561343789100647,0.20995938777923584,0.26479560136795044,0.25998514890670776,0.19700604677200317,0.25794437527656555,0.3459627032279968,0.26413679122924805,0.1329718828201294,0.20343641936779022,0.09989774227142334
jews,0.22131574153900146,0.23080717027187347,0.17522315680980682,0.20361299812793732,0.2207300066947937,0.20148205757141113,0.10743945091962814,0.37039679288864136,0.14251874387264252,0.27395346760749817,0.37039679288864136,0.16577789187431335,0.20877037942409515,1.0000001192092896,0.0704866349697113,0.22399327158927917,0.20792315900325775,0.36510151624679565,0.3452742099761963,0.16730794310569763
.,0.3567904531955719,0.35288307070732117,0.50484299659729,0.2349633425474167,0.5352458953857422,0.3171539604663849,0.29108086228370667,0.28980323672294617,0.3133861720561981,0.4460422694683075,0.28980323672294617,0.29384294152259827,0.42038556933403015,0.2115412801504135,0.27071613073349,0.4645031690597534,0.41511186957359314,0.28402307629585266,0.2408272922039032,0.4130953550338745
