,why,was,the,36,acres,leased,?
jurisdiction,0.16432662308216095,0.1631762534379959,0.27412351965904236,-0.03823154792189598,0.20347470045089722,0.29082706570625305,0.19550715386867523
which,0.4444611668586731,0.2830964922904968,0.6521818041801453,-0.06895821541547775,0.24271005392074585,0.2518557906150818,0.25814583897590637
in,0.23227278888225555,0.45514053106307983,0.6662389636039734,-0.07270114123821259,0.1980547159910202,0.273445188999176,0.20430970191955566
march,0.18702223896980286,0.4297752380371094,0.2680487632751465,-0.24371415376663208,0.16485333442687988,0.23324045538902283,0.2802562415599823
2007,-0.19701725244522095,-0.29168957471847534,-0.23657195270061493,-0.03417016193270683,-0.2016880363225937,-0.3731745481491089,-0.1664225310087204
approved,0.24501270055770874,0.27298814058303833,0.30207422375679016,-0.16716931760311127,0.14422722160816193,0.343136191368103,0.25914356112480164
a,0.2667238116264343,0.4508470594882965,0.5829201340675354,-0.138885498046875,0.18753887712955475,0.21940630674362183,0.23916715383529663
99-year,0.1382043957710266,0.15211614966392517,0.25664210319519043,-0.16173264384269714,0.24683602154254913,0.14420320093631744,0.33379992842674255
lease,0.13284732401371002,0.2553887367248535,0.303044855594635,-0.019396888092160225,0.35909783840179443,0.6426221132278442,0.11201063543558121
of,0.28464117646217346,0.4069072902202606,0.733189046382904,-0.08931336551904678,0.17438827455043793,0.2433365434408188,0.1826142966747284
36,-0.22394296526908875,-0.17483988404273987,-0.13033781945705414,0.9999999403953552,0.07343851774930954,0.023028474301099777,-0.2611904740333557
acres,0.10529832541942596,0.18706703186035156,0.1636062115430832,0.07343851774930954,1.0000001192092896,0.3534083962440491,0.15370787680149078
(,0.23387731611728668,0.2980341613292694,0.33289089798927307,-0.21787291765213013,0.16313061118125916,0.14076021313667297,0.40561532974243164
"150,000",0.03657013550400734,-0.11072961986064911,0.0617680624127388,0.023227235302329063,-0.050822194665670395,-0.08069314062595367,-0.019906021654605865
m2,0.03466729447245598,0.024226998910307884,-0.011643829755485058,-0.22561846673488617,0.03964526951313019,-0.026005104184150696,0.0007930725696496665
),0.25356316566467285,0.3267642855644226,0.3456730246543884,-0.22932051122188568,0.17851896584033966,0.1512892097234726,0.42300865054130554
at,0.23853865265846252,0.36707764863967896,0.457212895154953,-0.09491347521543503,0.16853225231170654,0.23583604395389557,0.21978627145290375
southern,0.1125493124127388,0.23717372119426727,0.3282862603664398,0.006061566527932882,0.14794841408729553,0.17559778690338135,0.11225555837154388
methodist,0.14812171459197998,0.2711138129234314,0.21922016143798828,-0.02570781111717224,0.1618078500032425,0.1582479476928711,0.1436992734670639
university,0.18185217678546906,0.290752112865448,0.263973206281662,-0.02856243960559368,0.1718304604291916,0.19623935222625732,0.11887256056070328
for,0.3869043290615082,0.3863949179649353,0.4739971458911896,-0.1792924404144287,0.2162744253873825,0.27621954679489136,0.264628142118454
the,0.30742117762565613,0.48711544275283813,1.0,-0.13033781945705414,0.1636062115430832,0.2602766454219818,0.22068053483963013
george,0.11390091478824615,0.2601471245288849,0.2510760426521301,-0.07088965177536011,0.17263102531433105,0.23381125926971436,0.1479024887084961
w.,-0.07435964047908783,-0.022806311026215553,0.007494001649320126,0.07541637122631073,0.051421236246824265,0.03998064622282982,-0.07353907823562622
bush,0.11714298278093338,0.18609271943569183,0.2197706699371338,-0.08167204260826111,0.22734132409095764,0.19897782802581787,0.17634931206703186
presidential,0.1516612470149994,0.22171081602573395,0.2443588525056839,-0.1718219369649887,0.17601029574871063,0.181710347533226,0.1823401004076004
library,0.11035113036632538,0.1691625416278839,0.19920319318771362,-0.09303763508796692,0.16270403563976288,0.2059868723154068,0.18938742578029633
.,0.32909876108169556,0.40146201848983765,0.5934505462646484,-0.1692645251750946,0.20271193981170654,0.2385658323764801,0.4130953550338745
