,besides,drugs,",",what,else,do,specialty,pharmacies,provide,?
lab,0.12577974796295166,0.24590785801410675,0.1915702074766159,0.20529143512248993,0.20130082964897156,0.18556316196918488,0.28119274973869324,0.3464488387107849,0.24345526099205017,0.15959888696670532
monitoring,0.23327013850212097,0.33003073930740356,0.2223791927099228,0.34662064909935,0.2666226029396057,0.32513025403022766,0.2510976493358612,0.24410706758499146,0.36144864559173584,0.21475833654403687
",",0.340058833360672,0.1834760159254074,1.0000001192092896,0.3087472915649414,0.2643522322177887,0.3283645510673523,0.2334180772304535,0.2212837040424347,0.20966707170009613,0.31091248989105225
adherence,0.17088322341442108,0.21620894968509674,0.21361984312534332,0.3367392420768738,0.2649211883544922,0.2889043986797333,0.09499897807836533,0.17944805324077606,0.31122055649757385,0.2935745418071747
counseling,0.17217101156711578,0.43860796093940735,0.17188256978988647,0.28589415550231934,0.21184590458869934,0.2144659012556076,0.38118255138397217,0.38730672001838684,0.384175568819046,0.189170241355896
",",0.340058833360672,0.1834760159254074,1.0000001192092896,0.3087472915649414,0.2643522322177887,0.3283645510673523,0.2334180772304535,0.2212837040424347,0.20966707170009613,0.31091248989105225
and,0.3610946238040924,0.26581162214279175,0.6633074283599854,0.31309178471565247,0.2664144039154053,0.276123583316803,0.22013963758945465,0.3083914816379547,0.32960009574890137,0.20544172823429108
assist,0.19333316385746002,0.1762353926897049,0.22518080472946167,0.2079332321882248,0.18715821206569672,0.2620828449726105,0.18671026825904846,0.14333397150039673,0.4227794110774994,0.1584155559539795
patients,0.21233710646629333,0.4646126627922058,0.1795148104429245,0.28700166940689087,0.1973883956670761,0.2464439868927002,0.32183822989463806,0.36733442544937134,0.2990853488445282,0.17145128548145294
with,0.32692623138427734,0.19421935081481934,0.4120737314224243,0.2464839518070221,0.20447362959384918,0.23744353652000427,0.17048589885234833,0.21608836948871613,0.3074512183666229,0.2433311939239502
cost-containment,0.17097344994544983,0.2321423590183258,0.22280746698379517,0.19709014892578125,0.14381510019302368,0.19316206872463226,0.2506231665611267,0.2282772958278656,0.2896125316619873,0.1455158293247223
strategies,0.2258179485797882,0.37613242864608765,0.23332272469997406,0.23100894689559937,0.1666373312473297,0.1725405752658844,0.2706480026245117,0.3016670346260071,0.3473094403743744,0.19405396282672882
needed,0.31088435649871826,0.2352532148361206,0.29017356038093567,0.3631289601325989,0.3560916781425476,0.41401490569114685,0.21873033046722412,0.2658315598964691,0.5034859776496887,0.2863257825374603
to,0.3272998631000519,0.2537701725959778,0.44245919585227966,0.455847829580307,0.36551961302757263,0.38876664638519287,0.20809465646743774,0.22669687867164612,0.3479624092578888,0.29463258385658264
obtain,0.14643527567386627,0.2063765525817871,0.20451262593269348,0.18337780237197876,0.1947939395904541,0.22944575548171997,0.2194564938545227,0.2699712812900543,0.4637896716594696,0.15655191242694855
their,0.2630673944950104,0.26237866282463074,0.3045167922973633,0.35142919421195984,0.2615019381046295,0.35424983501434326,0.2547905445098877,0.2605118453502655,0.321857213973999,0.1898253709077835
expensive,0.2092622071504593,0.29965391755104065,0.22158445417881012,0.20366261899471283,0.1831093281507492,0.2529735565185547,0.31633883714675903,0.37248495221138,0.3000198304653168,0.12475880235433578
specialty,0.3100462555885315,0.2676151692867279,0.2334180772304535,0.23895853757858276,0.14008919894695282,0.22521932423114777,0.9999999403953552,0.441009521484375,0.3092314302921295,0.21990764141082764
drugs,0.24188996851444244,1.0000001192092896,0.1834760159254074,0.27091342210769653,0.2663469910621643,0.2335958033800125,0.2676151692867279,0.4796299636363983,0.19036662578582764,0.15436270833015442
.,0.28636154532432556,0.23083394765853882,0.6812511086463928,0.3567904531955719,0.30548352003097534,0.3613996207714081,0.22083647549152374,0.2382737696170807,0.23842981457710266,0.4130953550338745
