,what,does,the,bolinopsis,generally,eat,?
place,0.2689766585826874,0.19848348200321198,0.4179787337779999,0.19921498000621796,0.24200811982154846,0.19067531824111938,0.2455766350030899
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.21920868754386902,0.4087323546409607,0.27494877576828003,0.20544172823429108
time,0.36319252848625183,0.2519678771495819,0.43061500787734985,0.1667279750108719,0.3191911280155182,0.24154137074947357,0.27391523122787476
because,0.46729007363319397,0.4424310624599457,0.44596394896507263,0.20072470605373383,0.46853864192962646,0.36165815591812134,0.2528740465641022
they,0.4431931674480438,0.34390902519226074,0.49925389885902405,0.24312730133533478,0.4530896842479706,0.46646690368652344,0.2753053903579712
specialize,0.23856307566165924,0.2647450268268585,0.23715588450431824,0.28136399388313293,0.3906688690185547,0.3517659902572632,0.20298869907855988
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.22832341492176056,0.28190043568611145,0.17146249115467072,0.20430970191955566
different,0.39262300729751587,0.30926814675331116,0.36412742733955383,0.21169959008693695,0.40903615951538086,0.2625289261341095,0.24476227164268494
types,0.25706279277801514,0.21819524466991425,0.23509301245212555,0.20293965935707092,0.38977116346359253,0.27595067024230957,0.1285012811422348
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.2749621868133545,0.3127037584781647,0.22818823158740997,0.1826142966747284
prey,0.21349354088306427,0.18921011686325073,0.2732231020927429,0.32545194029808044,0.2453036904335022,0.4767027795314789,0.15793472528457642
:,-0.12022944539785385,-0.11934193223714828,-0.03403344005346298,-0.12626461684703827,-0.0859961062669754,-0.13670507073402405,-0.07156077772378922
pleurobrachia,0.22535713016986847,0.2091282606124878,0.3389502763748169,0.5745725631713867,0.25774943828582764,0.3697979748249054,0.2196917086839676
's,0.02692362666130066,-0.02895052544772625,-0.01540423184633255,-0.025292284786701202,0.017207007855176926,0.04336787015199661,-0.023395681753754616
long,0.28276848793029785,0.2278868407011032,0.3075225353240967,0.2135244905948639,0.3480871915817261,0.24526339769363403,0.19699987769126892
tentacles,0.17259258031845093,0.2339419275522232,0.24109509587287903,0.3897111713886261,0.27128443121910095,0.3978992998600006,0.15145425498485565
mainly,0.29325804114341736,0.22703245282173157,0.3790479004383087,0.20858092606067657,0.48892512917518616,0.29982316493988037,0.07608037441968918
capture,0.20491331815719604,0.09964923560619354,0.3008226752281189,0.18340840935707092,0.08915682137012482,0.22399839758872986,0.12945853173732758
relatively,0.24081343412399292,0.2948732376098633,0.33481109142303467,0.2611689567565918,0.4808274805545807,0.20338329672813416,0.1281091868877411
strong,0.19839218258857727,0.2526887357234955,0.22482411563396454,0.14149749279022217,0.30219244956970215,0.19188466668128967,0.11990999430418015
swimmers,0.16798625886440277,0.18009887635707855,0.18212223052978516,0.17262154817581177,0.21636636555194855,0.2971547544002533,0.15297546982765198
such,0.23989605903625488,0.2787191867828369,0.3575236201286316,0.23473766446113586,0.4361444115638733,0.23003794252872467,0.17851735651493073
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.24015097320079803,0.3970455825328827,0.21427258849143982,0.27043893933296204
adult,0.2068360149860382,0.17803582549095154,0.22542093694210052,0.2586517333984375,0.23052333295345306,0.33119192719459534,0.14439715445041656
copepods,0.19050779938697815,0.19966846704483032,0.28773707151412964,0.5145412087440491,0.34672287106513977,0.5373134613037109,0.18471437692642212
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.3202524185180664,0.29679131507873535,0.27748003602027893,0.31091248989105225
while,0.35511791706085205,0.3243313729763031,0.39804592728614807,0.18198490142822266,0.40935632586479187,0.19399642944335938,0.21076419949531555
bolinopsis,0.27379971742630005,0.23297978937625885,0.2545052766799927,1.0,0.20838597416877747,0.29866355657577515,0.27247336506843567
generally,0.40614598989486694,0.38465455174446106,0.41466525197029114,0.20838597416877747,1.0,0.2629435956478119,0.23411904275417328
feeds,0.16822469234466553,0.27598869800567627,0.251257985830307,0.3214941620826721,0.29682955145835876,0.4681713283061981,0.17537976801395416
on,0.34226128458976746,0.2568802833557129,0.5107308030128479,0.23371022939682007,0.27810585498809814,0.1781669408082962,0.2714994251728058
smaller,0.23730900883674622,0.1977090686559677,0.3588939607143402,0.1567869931459427,0.3130696713924408,0.23586183786392212,0.17881669104099274
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.3202524185180664,0.29679131507873535,0.27748003602027893,0.31091248989105225
weaker,0.2504309117794037,0.24548694491386414,0.26991716027259827,0.16645556688308716,0.29287782311439514,0.19410282373428345,0.05926477909088135
swimmers,0.16798625886440277,0.18009887635707855,0.18212223052978516,0.17262154817581177,0.21636636555194855,0.2971547544002533,0.15297546982765198
such,0.23989605903625488,0.2787191867828369,0.3575236201286316,0.23473766446113586,0.4361444115638733,0.23003794252872467,0.17851735651493073
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.24015097320079803,0.3970455825328827,0.21427258849143982,0.27043893933296204
rotifers,0.21183210611343384,0.2584764361381531,0.238041952252388,0.49749529361724854,0.3635443150997162,0.43174153566360474,0.22941848635673523
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.21920868754386902,0.4087323546409607,0.27494877576828003,0.20544172823429108
mollusc,0.1811874359846115,0.1948007345199585,0.26395291090011597,0.4520510137081146,0.28950369358062744,0.33170086145401,0.16444572806358337
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.21920868754386902,0.4087323546409607,0.27494877576828003,0.20544172823429108
crustacean,0.18705669045448303,0.1738792061805725,0.22696781158447266,0.4728275239467621,0.273739755153656,0.4859965145587921,0.16818860173225403
larvae,0.186910018324852,0.19251230359077454,0.22907966375350952,0.4365181028842926,0.2575015425682068,0.4495505094528198,0.18174287676811218
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.3313804268836975,0.3124077022075653,0.3032529056072235,0.4130953550338745
