,what,influence,did,al,banna,wish,to,eliminate,from,the,muslim,world,?
of,0.33290785551071167,0.3608979284763336,0.2513895630836487,0.16977949440479279,0.1825370490550995,0.1985756903886795,0.41548454761505127,0.19337162375450134,0.4249346852302551,0.733189046382904,0.267849862575531,0.2828933000564575,0.1826142966747284
eliminating,0.23266176879405975,0.16729936003684998,0.1570241004228592,0.14969399571418762,0.13933105766773224,0.20299270749092102,0.26180797815322876,0.8761342167854309,0.13288454711437225,0.27988964319229126,0.1767118126153946,0.18515551090240479,0.13820406794548035
all,0.41981086134910583,0.24380269646644592,0.33943864703178406,0.23807293176651,0.1695297360420227,0.3675679862499237,0.42520734667778015,0.30628538131713867,0.2866387963294983,0.4860881567001343,0.3034571707248688,0.3498691916465759,0.29575422406196594
imperialist,0.13930729031562805,0.2943345308303833,0.19626596570014954,0.13220305740833282,0.2239653617143631,0.209712952375412,0.15312142670154572,0.06019030138850212,0.1392882913351059,0.2451922595500946,0.261417031288147,0.2808787226676941,0.11505735665559769
influence,0.2790174186229706,1.0000001192092896,0.2526049315929413,0.12184350192546844,0.15741796791553497,0.2741093337535858,0.23180463910102844,0.13300274312496185,0.19930168986320496,0.3039984107017517,0.2234411984682083,0.19428810477256775,0.14200882613658905
in,0.30808621644973755,0.26119694113731384,0.2593238651752472,0.16433529555797577,0.13447953760623932,0.16469073295593262,0.45010748505592346,0.1258598268032074,0.4274188280105591,0.6662389636039734,0.2092999517917633,0.3038199245929718,0.20430970191955566
the,0.42745697498321533,0.3039984107017517,0.34736719727516174,0.18736925721168518,0.17585872113704681,0.25205081701278687,0.535392165184021,0.21384422481060028,0.40150508284568787,1.0,0.28099653124809265,0.33604270219802856,0.22068053483963013
muslim,0.2631456255912781,0.2234411984682083,0.2098924219608307,0.3999010920524597,0.39479613304138184,0.2837611436843872,0.2551989257335663,0.1453731209039688,0.14690551161766052,0.28099653124809265,1.0,0.24435073137283325,0.17456822097301483
world,0.21669597923755646,0.19428810477256775,0.1944720596075058,0.11520940065383911,0.06538287550210953,0.18718665838241577,0.26213452219963074,0.12561361491680145,0.22603429853916168,0.33604270219802856,0.24435073137283325,1.0000001192092896,0.17579582333564758
.,0.3567904531955719,0.2734014391899109,0.35288307070732117,0.21842564642429352,0.2544526755809784,0.2751295566558838,0.4645031690597534,0.13334840536117554,0.41536515951156616,0.5934505462646484,0.27078697085380554,0.3177160322666168,0.4130953550338745
