,in,what,year,did,doctor,who,begin,being,shown,in,hdtv,?
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.19672659039497375,0.3318818509578705,0.17294162511825562,0.5201660394668579,0.21061603724956512,0.45514053106307983,0.14728295803070068,0.18412111699581146
filmed,0.314756840467453,0.16028854250907898,0.1785856932401657,0.23154063522815704,0.25387242436408997,0.1369626671075821,0.202967569231987,0.18752285838127136,0.35941267013549805,0.314756840467453,0.289523184299469,0.12269312888383865
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.25567495822906494,0.2792111933231354,0.2903634011745453,0.33162933588027954,0.2988935708999634,1.0,0.159627303481102,0.20430970191955566
1080i,0.04425577446818352,-0.04150405153632164,0.15868346393108368,0.05688263103365898,0.06968016177415848,0.07808941602706909,-0.006347511895000935,0.012995414435863495,0.0717749297618866,0.04425577446818352,0.15096253156661987,0.04275854676961899
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.318512886762619,0.1556548923254013,0.37110671401023865,0.29862016439437866,0.41687241196632385,0.28684258460998535,0.4322226941585541,0.2387545108795166,0.264628142118454
hdtv,0.159627303481102,0.2939088046550751,0.19032566249370575,0.1794300675392151,0.14847947657108307,0.06964411586523056,0.055459681898355484,0.18845628201961517,0.3591524660587311,0.159627303481102,1.0,0.31056898832321167
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20407600700855255,0.3365725874900818,0.27304404973983765,0.34499165415763855,0.25911012291908264,0.5201468467712402,0.23102733492851257,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.21673844754695892,0.41279885172843933,0.2599445581436157,0.4286794066429138,0.28805026412010193,0.4954058527946472,0.18949754536151886,0.20544172823429108
broadcast,0.26723843812942505,0.17857211828231812,0.23991180956363678,0.17054221034049988,0.18613839149475098,0.18632595241069794,0.13977687060832977,0.16965919733047485,0.3757247030735016,0.26723843812942505,0.4630860984325409,0.15760008990764618
simultaneously,0.2779020369052887,0.2967745363712311,0.14924801886081696,0.17067426443099976,0.10970143228769302,0.18566535413265228,0.26136985421180725,0.33000025153160095,0.15821091830730438,0.2779020369052887,0.27584394812583923,0.13993576169013977
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.1636410653591156,0.2340552806854248,0.2630721628665924,0.3119087219238281,0.33996689319610596,0.46853652596473694,0.23378974199295044,0.2714994251728058
bbc,0.22430340945720673,0.20634698867797852,0.2157873958349228,0.1677953153848648,0.32370132207870483,0.2086644321680069,0.11271434277296066,0.1535436064004898,0.27733859419822693,0.22430340945720673,0.34554314613342285,0.20556949079036713
one,0.4129433035850525,0.376489520072937,0.346388578414917,0.27659472823143005,0.17397142946720123,0.40083858370780945,0.2100667506456375,0.42188695073127747,0.2880101203918457,0.4129433035850525,0.21242700517177582,0.2673267424106598
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.21673844754695892,0.41279885172843933,0.2599445581436157,0.4286794066429138,0.28805026412010193,0.4954058527946472,0.18949754536151886,0.20544172823429108
bbc,0.22430340945720673,0.20634698867797852,0.2157873958349228,0.1677953153848648,0.32370132207870483,0.2086644321680069,0.11271434277296066,0.1535436064004898,0.27733859419822693,0.22430340945720673,0.34554314613342285,0.20556949079036713
hd,0.16095560789108276,0.15220552682876587,0.18291756510734558,0.09886310994625092,0.17309458553791046,0.05513754114508629,-0.01047291699796915,0.10769152641296387,0.25080356001853943,0.16095560789108276,0.675402820110321,0.1705414354801178
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.22361043095588684,0.3541337847709656,0.24827922880649567,0.35574623942375183,0.3143177330493927,0.5591574311256409,0.27883440256118774,0.4130953550338745
