,under,which,policy,are,labor,unions,encouraged,?
with,0.2667143940925598,0.46403205394744873,0.14287953078746796,0.38996943831443787,0.11488557606935501,0.2654126286506653,0.2757941782474518,0.2433311939239502
substantial,0.15999937057495117,0.3597632348537445,0.325180321931839,0.23822839558124542,0.2294274866580963,0.21407550573349,0.26129671931266785,0.25194647908210754
levels,0.19007566571235657,0.3389960825443268,0.20082956552505493,0.3186073899269104,0.11355599015951157,0.1514589786529541,0.12486520409584045,0.1541307419538498
of,0.32766106724739075,0.5011631846427917,0.24393197894096375,0.39081433415412903,0.23769748210906982,0.2497035413980484,0.23735111951828003,0.1826142966747284
social,0.156026691198349,0.22390618920326233,0.2632748484611511,0.21125389635562897,0.3879714012145996,0.4097762405872345,0.2456507682800293,0.1615191102027893
exclusion,0.21659936010837555,0.343197226524353,0.3140060603618622,0.2575787901878357,0.18874992430210114,0.2781139314174652,0.19548563659191132,0.1725074052810669
",",0.24875585734844208,0.3658004403114319,0.2903050184249878,0.4062570035457611,0.2110631912946701,0.20337598025798798,0.2542800307273865,0.31091248989105225
including,0.2822725474834442,0.41826364398002625,0.11879761517047882,0.45025435090065,0.15725381672382355,0.23114219307899475,0.21993085741996765,0.1633303165435791
high,0.1586521416902542,0.25426656007766724,0.10933944582939148,0.21708175539970398,0.09811728447675705,0.09506689757108688,0.1002991646528244,0.11137914657592773
levels,0.19007566571235657,0.3389960825443268,0.20082956552505493,0.3186073899269104,0.11355599015951157,0.1514589786529541,0.12486520409584045,0.1541307419538498
of,0.32766106724739075,0.5011631846427917,0.24393197894096375,0.39081433415412903,0.23769748210906982,0.2497035413980484,0.23735111951828003,0.1826142966747284
income,0.1584998220205307,0.2455010861158371,0.28532251715660095,0.20486517250537872,0.28508612513542175,0.3174276351928711,0.19567027688026428,0.14935168623924255
inequality,0.15562929213047028,0.25761353969573975,0.3757179379463196,0.24070033431053162,0.3555051386356354,0.4060666561126709,0.25736862421035767,0.23619021475315094
",",0.24875585734844208,0.3658004403114319,0.2903050184249878,0.4062570035457611,0.2110631912946701,0.20337598025798798,0.2542800307273865,0.31091248989105225
high,0.1586521416902542,0.25426656007766724,0.10933944582939148,0.21708175539970398,0.09811728447675705,0.09506689757108688,0.1002991646528244,0.11137914657592773
relative,0.18155382573604584,0.2950720489025116,0.17675475776195526,0.18377552926540375,0.11796059459447861,0.1402336061000824,0.15301121771335602,0.1457768678665161
and,0.3005301356315613,0.506277859210968,0.2148873209953308,0.48576638102531433,0.22200584411621094,0.3006387948989868,0.35324954986572266,0.20544172823429108
absolute,0.19575078785419464,0.2838975787162781,0.15889881551265717,0.18117347359657288,0.21187610924243927,0.23146556317806244,0.151986762881279,0.22724391520023346
poverty,0.14924535155296326,0.16014906764030457,0.289920449256897,0.14178235828876495,0.2877017855644226,0.2529880404472351,0.2541464567184448,0.16537553071975708
rates,0.1595308631658554,0.2883399426937103,0.24437613785266876,0.2806459367275238,0.1869381219148636,0.23839059472084045,0.17242053151130676,0.13808594644069672
",",0.24875585734844208,0.3658004403114319,0.2903050184249878,0.4062570035457611,0.2110631912946701,0.20337598025798798,0.2542800307273865,0.31091248989105225
poor,0.15675418078899384,0.2719274163246155,0.23432689905166626,0.1839064210653305,0.2782742977142334,0.21066434681415558,0.20635131001472473,0.12937016785144806
and,0.3005301356315613,0.506277859210968,0.2148873209953308,0.48576638102531433,0.22200584411621094,0.3006387948989868,0.35324954986572266,0.20544172823429108
unequal,0.16414588689804077,0.38356825709342957,0.26423901319503784,0.29341426491737366,0.2783254384994507,0.4224325716495514,0.19329920411109924,0.13482573628425598
educational,0.13639165461063385,0.22792337834835052,0.3477451503276825,0.23404355347156525,0.2911480665206909,0.3138008415699005,0.3065119981765747,0.20904642343521118
outcomes,0.21639755368232727,0.3382164537906647,0.36670374870300293,0.35184332728385925,0.24255017936229706,0.3582627773284912,0.2172093391418457,0.26170971989631653
",",0.24875585734844208,0.3658004403114319,0.2903050184249878,0.4062570035457611,0.2110631912946701,0.20337598025798798,0.2542800307273865,0.31091248989105225
poor,0.15675418078899384,0.2719274163246155,0.23432689905166626,0.1839064210653305,0.2782742977142334,0.21066434681415558,0.20635131001472473,0.12937016785144806
health,0.14920544624328613,0.23529647290706635,0.31183624267578125,0.19031372666358948,0.28152918815612793,0.31124037504196167,0.22561310231685638,0.16094304621219635
outcomes,0.21639755368232727,0.3382164537906647,0.36670374870300293,0.35184332728385925,0.24255017936229706,0.3582627773284912,0.2172093391418457,0.26170971989631653
",",0.24875585734844208,0.3658004403114319,0.2903050184249878,0.4062570035457611,0.2110631912946701,0.20337598025798798,0.2542800307273865,0.31091248989105225
and,0.3005301356315613,0.506277859210968,0.2148873209953308,0.48576638102531433,0.22200584411621094,0.3006387948989868,0.35324954986572266,0.20544172823429108
high,0.1586521416902542,0.25426656007766724,0.10933944582939148,0.21708175539970398,0.09811728447675705,0.09506689757108688,0.1002991646528244,0.11137914657592773
rates,0.1595308631658554,0.2883399426937103,0.24437613785266876,0.2806459367275238,0.1869381219148636,0.23839059472084045,0.17242053151130676,0.13808594644069672
of,0.32766106724739075,0.5011631846427917,0.24393197894096375,0.39081433415412903,0.23769748210906982,0.2497035413980484,0.23735111951828003,0.1826142966747284
crime,0.2091340571641922,0.18157020211219788,0.2308928519487381,0.1521315723657608,0.2135479599237442,0.18969863653182983,0.13748715817928314,0.2067868858575821
and,0.3005301356315613,0.506277859210968,0.2148873209953308,0.48576638102531433,0.22200584411621094,0.3006387948989868,0.35324954986572266,0.20544172823429108
incarceration,0.25864481925964355,0.28193143010139465,0.2835177779197693,0.16633780300617218,0.22283701598644257,0.20939458906650543,0.19570541381835938,0.2129083275794983
.,0.2901604175567627,0.45942068099975586,0.25152966380119324,0.3452940285205841,0.2150036245584488,0.19813977181911469,0.2156796157360077,0.4130953550338745
