,which,country,is,not,badly,hit,by,the,embargo,?
railroad,0.18602906167507172,0.21049010753631592,0.1601245403289795,0.15742869675159454,0.18823160231113434,0.19125905632972717,0.20548008382320404,0.2709158957004547,0.23491846024990082,0.0920378789305687
workers,0.23516897857189178,0.16364821791648865,0.16085883975028992,0.2445453703403473,0.2558787763118744,0.102470763027668,0.1887902021408081,0.23066683113574982,0.24864520132541656,0.1706571877002716
over,0.4256240129470825,0.23639845848083496,0.2159561663866043,0.2890527844429016,0.228044331073761,0.2819158434867859,0.29360154271125793,0.39856547117233276,0.12375695258378983,0.25742942094802856
the,0.6521818041801453,0.30432501435279846,0.5823672413825989,0.4310511648654938,0.27126386761665344,0.2674407958984375,0.4408751428127289,1.0,0.2032013237476349,0.22068053483963013
winter,0.20852844417095184,0.22122325003147125,0.18459556996822357,0.2197553664445877,0.050190381705760956,0.1350231170654297,0.1476144939661026,0.30035296082496643,0.028726397082209587,0.1591269075870514
of,0.5011631846427917,0.28866857290267944,0.4854315221309662,0.3307090103626251,0.2016860991716385,0.1960723102092743,0.3646814823150635,0.733189046382904,0.15861348807811737,0.1826142966747284
1973–74,0.24520550668239594,0.16958270967006683,0.177451953291893,0.10859958827495575,0.1329580396413803,-0.03278983756899834,0.046059899032115936,0.2577359974384308,0.043007299304008484,0.03444601222872734
became,0.17613163590431213,0.23958633840084076,0.34253424406051636,0.22392530739307404,0.18770910799503326,0.27528390288352966,0.24051691591739655,0.36325156688690186,0.11046139150857925,0.11374033987522125
a,0.56894451379776,0.20991116762161255,0.658733606338501,0.3791346549987793,0.2861888110637665,0.2646505832672119,0.32094135880470276,0.5829201340675354,0.17945899069309235,0.23916715383529663
major,0.31470122933387756,0.21993425488471985,0.19079607725143433,0.20751503109931946,0.16723984479904175,0.2287890613079071,0.19764594733715057,0.31775903701782227,0.1185755580663681,0.19788557291030884
factor,0.2945534288883209,0.24291563034057617,0.2690885663032532,0.3028137981891632,0.13097867369651794,0.13038168847560883,0.24490420520305634,0.2859867215156555,0.19842293858528137,0.2154984176158905
in,0.4840516746044159,0.3040012717247009,0.5394441485404968,0.3403114080429077,0.2408941090106964,0.24006043374538422,0.370934396982193,0.6662389636039734,0.171186164021492,0.20430970191955566
the,0.6521818041801453,0.30432501435279846,0.5823672413825989,0.4310511648654938,0.27126386761665344,0.2674407958984375,0.4408751428127289,1.0,0.2032013237476349,0.22068053483963013
change,0.3397163152694702,0.16462187469005585,0.33028605580329895,0.44423985481262207,0.17964009940624237,0.1514986902475357,0.2329561412334442,0.3641999065876007,0.2568587362766266,0.24115969240665436
of,0.5011631846427917,0.28866857290267944,0.4854315221309662,0.3307090103626251,0.2016860991716385,0.1960723102092743,0.3646814823150635,0.733189046382904,0.15861348807811737,0.1826142966747284
government,0.27266770601272583,0.384080171585083,0.20343491435050964,0.2722996473312378,0.2022826373577118,0.11608581990003586,0.24235671758651733,0.31798112392425537,0.36994099617004395,0.18851417303085327
.,0.45942068099975586,0.26130348443984985,0.4569662809371948,0.4824007451534271,0.26086708903312683,0.25226855278015137,0.3936232924461365,0.5934505462646484,0.18229776620864868,0.4130953550338745
