,what,does,the,substitution,of,equipment,for,labor,raise,for,workers,?
worker,0.17877663671970367,0.18225565552711487,0.19223305583000183,0.13356143236160278,0.1631152182817459,0.29257380962371826,0.24420714378356934,0.4159465432167053,0.21006153523921967,0.24420714378356934,0.7420186996459961,0.1447860300540924
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.17773890495300293,0.4946078956127167,0.21909046173095703,0.4464869201183319,0.2110631912946701,0.2528770864009857,0.4464869201183319,0.17716385424137115,0.31091248989105225
resulting,0.17960047721862793,0.23127596080303192,0.3905409574508667,0.29279324412345886,0.3631994426250458,0.20881304144859314,0.28196775913238525,0.15869209170341492,0.25341156125068665,0.28196775913238525,0.17990702390670776,0.10813049972057343
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.16668157279491425,0.5696388483047485,0.1740107387304306,0.4322226941585541,0.1950610727071762,0.1973239779472351,0.4322226941585541,0.2254374474287033,0.20430970191955566
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.2509247660636902,0.5052502155303955,0.23026658594608307,0.44038116931915283,0.17354394495487213,0.25990310311317444,0.44038116931915283,0.25033822655677795,0.23916715383529663
situation,0.4481324255466461,0.3203280568122864,0.29657405614852905,0.32327499985694885,0.22593308985233307,0.20489026606082916,0.2939284145832062,0.12392722815275192,0.25760138034820557,0.2939284145832062,0.22579796612262726,0.2714049518108368
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.11923876404762268,1.0,0.18924570083618164,0.4185989499092102,0.23769748210906982,0.2562425136566162,0.4185989499092102,0.20827822387218475,0.1826142966747284
relatively,0.24081343412399292,0.2948732376098633,0.33481109142303467,0.18037250638008118,0.2916591167449951,0.21460948884487152,0.23884440958499908,0.11319981515407562,0.23235109448432922,0.23884440958499908,0.15604238212108612,0.1281091868877411
stagnant,0.2158070057630539,0.27650779485702515,0.3322339653968811,0.18443678319454193,0.2744353413581848,0.18065711855888367,0.2989278733730316,0.11830543726682663,0.28469088673591614,0.2989278733730316,0.1572982221841812,0.20977488160133362
wages,0.20351257920265198,0.22873397171497345,0.15546856820583344,0.2614707350730896,0.17478904128074646,0.29557350277900696,0.28834453225135803,0.4758045971393585,0.32942694425582886,0.28834453225135803,0.5291796326637268,0.19884631037712097
for,0.3017193675041199,0.35159170627593994,0.4739971458911896,0.2861395478248596,0.4185989499092102,0.2880359888076782,0.9999999403953552,0.23246270418167114,0.29779115319252014,0.9999999403953552,0.2527289092540741,0.264628142118454
the,0.42745697498321533,0.35928019881248474,1.0,0.20520764589309692,0.733189046382904,0.22635069489479065,0.4739971458911896,0.21506793797016144,0.2657596468925476,0.4739971458911896,0.23066683113574982,0.22068053483963013
working,0.2846863269805908,0.22897255420684814,0.25857484340667725,0.13023890554904938,0.19986772537231445,0.3054283857345581,0.3632623255252838,0.2523679733276367,0.21159997582435608,0.3632623255252838,0.3975767493247986,0.17154020071029663
class,0.16880196332931519,0.11460405588150024,0.18034407496452332,0.18156349658966064,0.19740594923496246,0.13487347960472107,0.17833863198757172,0.1839039921760559,0.1408926099538803,0.17833863198757172,0.12829099595546722,0.12778934836387634
amidst,0.18651680648326874,0.12919127941131592,0.2781442403793335,0.18200716376304626,0.3044624328613281,0.2204473912715912,0.21817299723625183,0.19070392847061157,0.2309345006942749,0.21817299723625183,0.23909901082515717,0.1263405978679657
rising,0.18883290886878967,0.12623584270477295,0.34945452213287354,0.03645646944642067,0.27970030903816223,0.15456919372081757,0.20961570739746094,0.17695166170597076,0.30336394906044006,0.20961570739746094,0.17918771505355835,0.07955946773290634
levels,0.21641245484352112,0.24911271035671234,0.286034494638443,0.23067493736743927,0.23668165504932404,0.19638416171073914,0.24535854160785675,0.11355599015951157,0.23043116927146912,0.24535854160785675,0.1642984002828598,0.1541307419538498
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.11923876404762268,1.0,0.18924570083618164,0.4185989499092102,0.23769748210906982,0.2562425136566162,0.4185989499092102,0.20827822387218475,0.1826142966747284
property,0.24978817999362946,0.20449848473072052,0.2061677873134613,0.2891717851161957,0.2299845814704895,0.17698627710342407,0.2189353108406067,0.18061408400535583,0.19991779327392578,0.2189353108406067,0.23628714680671692,0.16865147650241852
income,0.21837803721427917,0.18851257860660553,0.23699946701526642,0.20556625723838806,0.2581324577331543,0.21507738530635834,0.27512091398239136,0.28508612513542175,0.29572728276252747,0.27512091398239136,0.2732676565647125,0.14935168623924255
for,0.3017193675041199,0.35159170627593994,0.4739971458911896,0.2861395478248596,0.4185989499092102,0.2880359888076782,0.9999999403953552,0.23246270418167114,0.29779115319252014,0.9999999403953552,0.2527289092540741,0.264628142118454
the,0.42745697498321533,0.35928019881248474,1.0,0.20520764589309692,0.733189046382904,0.22635069489479065,0.4739971458911896,0.21506793797016144,0.2657596468925476,0.4739971458911896,0.23066683113574982,0.22068053483963013
capitalist,0.21623632311820984,0.21669161319732666,0.19365057349205017,0.2534114122390747,0.1508098989725113,0.14166997373104095,0.20039933919906616,0.34555983543395996,0.12106424570083618,0.20039933919906616,0.3610039949417114,0.13302330672740936
class,0.16880196332931519,0.11460405588150024,0.18034407496452332,0.18156349658966064,0.19740594923496246,0.13487347960472107,0.17833863198757172,0.1839039921760559,0.1408926099538803,0.17833863198757172,0.12829099595546722,0.12778934836387634
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.21808776259422302,0.5352458953857422,0.19206763803958893,0.4726039469242096,0.2150036245584488,0.2937842607498169,0.4726039469242096,0.17509925365447998,0.4130953550338745
,what,does,the,substitution,of,equipment,for,labor,raise,for,workers,?
over,0.28007611632347107,0.24276040494441986,0.39856547117233276,0.07190195471048355,0.36136594414711,0.18945087492465973,0.3419422209262848,0.11626572161912918,0.26289987564086914,0.3419422209262848,0.22299927473068237,0.25742942094802856
the,0.42745697498321533,0.35928019881248474,1.0,0.20520764589309692,0.733189046382904,0.22635069489479065,0.4739971458911896,0.21506793797016144,0.2657596468925476,0.4739971458911896,0.23066683113574982,0.22068053483963013
long-term,0.2285422384738922,0.22178253531455994,0.3756130039691925,0.26590776443481445,0.341103732585907,0.2509521245956421,0.3234831392765045,0.24602341651916504,0.16078144311904907,0.3234831392765045,0.2422216683626175,0.2383396476507187
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.17773890495300293,0.4946078956127167,0.21909046173095703,0.4464869201183319,0.2110631912946701,0.2528770864009857,0.4464869201183319,0.17716385424137115,0.31091248989105225
this,0.5489566326141357,0.4166489243507385,0.6274310946464539,0.33537939190864563,0.45148900151252747,0.25926893949508667,0.5082864165306091,0.1775216907262802,0.24984678626060486,0.5082864165306091,0.21470068395137787,0.3155723512172699
trend,0.22732172906398773,0.10906480997800827,0.23692767322063446,0.15404173731803894,0.17461234331130981,0.15820692479610443,0.21257634460926056,0.09243118762969971,0.22722193598747253,0.21257634460926056,0.10208678245544434,0.10325077921152115
increases,0.23849372565746307,0.3296316862106323,0.38141000270843506,0.26852306723594666,0.3793904483318329,0.239002525806427,0.2671266198158264,0.17601938545703888,0.3643745183944702,0.2671266198158264,0.20154961943626404,0.10270863026380539
the,0.42745697498321533,0.35928019881248474,1.0,0.20520764589309692,0.733189046382904,0.22635069489479065,0.4739971458911896,0.21506793797016144,0.2657596468925476,0.4739971458911896,0.23066683113574982,0.22068053483963013
organic,0.2020787000656128,0.21717192232608795,0.18354187905788422,0.36444851756095886,0.25553563237190247,0.22224067151546478,0.21899288892745972,0.21097370982170105,0.13239870965480804,0.21899288892745972,0.24392655491828918,0.18969349563121796
composition,0.2385338991880417,0.16113372147083282,0.2593342959880829,0.249012291431427,0.3104008734226227,0.18519505858421326,0.2701393961906433,0.13303638994693756,0.12194284051656723,0.2701393961906433,0.09519734978675842,0.12543568015098572
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.11923876404762268,1.0,0.18924570083618164,0.4185989499092102,0.23769748210906982,0.2562425136566162,0.4185989499092102,0.20827822387218475,0.1826142966747284
capital,0.17967931926250458,0.08225840330123901,0.3049491047859192,0.20220741629600525,0.30823585391044617,0.0980859100818634,0.16425155103206635,0.17867590487003326,0.08486451208591461,0.16425155103206635,0.169990673661232,0.0907452180981636
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.17773890495300293,0.4946078956127167,0.21909046173095703,0.4464869201183319,0.2110631912946701,0.2528770864009857,0.4464869201183319,0.17716385424137115,0.31091248989105225
meaning,0.24135559797286987,0.2968333065509796,0.31918859481811523,0.2556378245353699,0.2447882443666458,0.1376645267009735,0.2563263475894928,0.10641104727983475,0.08447318524122238,0.2563263475894928,0.13521140813827515,0.20420892536640167
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.29885250329971313,0.41498205065727234,0.2903226315975189,0.4137635827064514,0.2010195255279541,0.23407793045043945,0.4137635827064514,0.22227567434310913,0.32716336846351624
less,0.31119704246520996,0.33181050419807434,0.29185041785240173,0.27741047739982605,0.30836719274520874,0.21087294816970825,0.3358951508998871,0.19000160694122314,0.25423043966293335,0.3358951508998871,0.2483261674642563,0.22418740391731262
workers,0.21390831470489502,0.19339993596076965,0.23066683113574982,0.13614995777606964,0.20827822387218475,0.3307946026325226,0.2527289092540741,0.5137044787406921,0.20330440998077393,0.2527289092540741,1.0000001192092896,0.1706571877002716
are,0.29724663496017456,0.3126322329044342,0.40399202704429626,0.18354018032550812,0.39081433415412903,0.2463979870080948,0.3895993232727051,0.16682955622673035,0.23169788718223572,0.3895993232727051,0.21967428922653198,0.24591213464736938
required,0.2506856620311737,0.36165857315063477,0.27848219871520996,0.3524848520755768,0.26183071732521057,0.34983813762664795,0.33989444375038147,0.26266005635261536,0.21966828405857086,0.33989444375038147,0.28760188817977905,0.24962718784809113
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.16668157279491425,0.5696388483047485,0.1740107387304306,0.4322226941585541,0.1950610727071762,0.1973239779472351,0.4322226941585541,0.2254374474287033,0.20430970191955566
proportion,0.21334725618362427,0.2511845529079437,0.2945463955402374,0.1711716651916504,0.326309472322464,0.17945723235607147,0.1678459793329239,0.2494586855173111,0.2745750844478607,0.1678459793329239,0.20407243072986603,0.16980072855949402
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.25130751729011536,0.41548454761505127,0.21870006620883942,0.4451248347759247,0.21037620306015015,0.34016725420951843,0.4451248347759247,0.2307046800851822,0.29463258385658264
capital,0.17967931926250458,0.08225840330123901,0.3049491047859192,0.20220741629600525,0.30823585391044617,0.0980859100818634,0.16425155103206635,0.17867590487003326,0.08486451208591461,0.16425155103206635,0.169990673661232,0.0907452180981636
inputs,0.2919771075248718,0.2997375726699829,0.20493915677070618,0.3644290566444397,0.1601388305425644,0.24859404563903809,0.24109430611133575,0.19573429226875305,0.12856842577457428,0.24109430611133575,0.15933924913406372,0.22019177675247192
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.17773890495300293,0.4946078956127167,0.21909046173095703,0.4464869201183319,0.2110631912946701,0.2528770864009857,0.4464869201183319,0.17716385424137115,0.31091248989105225
increasing,0.2066856026649475,0.2398691326379776,0.34958165884017944,0.23720771074295044,0.3524707853794098,0.24907904863357544,0.28076329827308655,0.2070552557706833,0.3730091452598572,0.28076329827308655,0.2488943338394165,0.0681626945734024
unemployment,0.1712515503168106,0.1738397479057312,0.20659612119197845,0.2552276849746704,0.2186087667942047,0.22389651834964752,0.29005151987075806,0.39504769444465637,0.22777913510799408,0.29005151987075806,0.40049493312835693,0.20707537233829498
(,0.2411840260028839,0.2728188931941986,0.33289089798927307,0.16624638438224792,0.35032153129577637,0.12909448146820068,0.3357032239437103,0.12574027478694916,0.1708383709192276,0.3357032239437103,0.11125283688306808,0.40561532974243164
the,0.42745697498321533,0.35928019881248474,1.0,0.20520764589309692,0.733189046382904,0.22635069489479065,0.4739971458911896,0.21506793797016144,0.2657596468925476,0.4739971458911896,0.23066683113574982,0.22068053483963013
``,0.008517155423760414,0.06539655476808548,0.029072100296616554,0.20293541252613068,0.06780257821083069,-0.07966101169586182,0.01270448137074709,-0.005026375874876976,0.06621953099966049,0.01270448137074709,-0.04948477819561958,0.0685480609536171
reserve,0.12638241052627563,0.12023717164993286,0.22129039466381073,0.23892955482006073,0.19756636023521423,0.21984072029590607,0.2564125955104828,0.15560978651046753,0.25421401858329773,0.2564125955104828,0.1725548952817917,0.0967758372426033
army,0.1698741316795349,0.1139552891254425,0.31011611223220825,0.17318333685398102,0.2669098675251007,0.18878614902496338,0.17493335902690887,0.22149206697940826,0.1926034837961197,0.17493335902690887,0.2198321521282196,0.180583193898201
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.11923876404762268,1.0,0.18924570083618164,0.4185989499092102,0.23769748210906982,0.2562425136566162,0.4185989499092102,0.20827822387218475,0.1826142966747284
labour,0.11658018827438354,0.15151739120483398,0.1636447161436081,0.1688486933708191,0.18614540994167328,0.16590046882629395,0.22493119537830353,0.6383106112480164,0.19217413663864136,0.22493119537830353,0.4122568666934967,0.15689024329185486
'',0.08143015950918198,-0.004023602232336998,0.041273195296525955,-0.036655865609645844,0.13035868108272552,-0.06058996543288231,-0.04479556903243065,0.003122220281511545,-0.056014284491539,-0.04479556903243065,-0.03997763991355896,0.018684765323996544
),0.26259949803352356,0.2575884759426117,0.3456730246543884,0.1726195216178894,0.3680361211299896,0.12984225153923035,0.3639558255672455,0.14394445717334747,0.16169865429401398,0.3639558255672455,0.1238962784409523,0.42300865054130554
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.21808776259422302,0.5352458953857422,0.19206763803958893,0.4726039469242096,0.2150036245584488,0.2937842607498169,0.4726039469242096,0.17509925365447998,0.4130953550338745
