,how,did,luther,view,the,ottoman,turks,?
papacy,0.12931913137435913,0.18356378376483917,0.2991804778575897,0.12714791297912598,0.2202257215976715,0.37410515546798706,0.36237069964408875,0.18605810403823853
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.216712087392807,0.4933079481124878,0.22751282155513763,0.23273320496082306,0.31091248989105225
and,0.33647966384887695,0.34479495882987976,0.20796556770801544,0.19056165218353271,0.5171257257461548,0.24569445848464966,0.26278018951416016,0.20544172823429108
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.25610461831092834,1.0,0.2623080313205719,0.25820091366767883,0.22068053483963013
roman,0.08021295070648193,0.1483525037765503,0.19715401530265808,0.10552293062210083,0.2862859070301056,0.39003682136535645,0.2969825267791748,0.1663191318511963
church,0.10719848424196243,0.16781097650527954,0.379041463136673,0.18473349511623383,0.23846197128295898,0.2260672152042389,0.20172478258609772,0.18081501126289368
.,0.3287222981452942,0.35288307070732117,0.24907569587230682,0.23733025789260864,0.5934505462646484,0.2524917721748352,0.2705569565296173,0.4130953550338745
,how,did,luther,view,the,ottoman,turks,?
luther,0.13354721665382385,0.23667675256729126,1.0,0.14754484593868256,0.1759674996137619,0.1604655385017395,0.17542731761932373,0.1732746809720993
had,0.2549138069152832,0.540525496006012,0.16133075952529907,0.13896150887012482,0.3875846862792969,0.22100138664245605,0.19827619194984436,0.20728366076946259
argued,0.250591516494751,0.40107595920562744,0.24759162962436676,0.20787061750888824,0.1919303685426712,0.141243115067482,0.10999786108732224,0.18905270099639893
against,0.22421614825725555,0.22514554858207703,0.18804924190044403,0.14594915509223938,0.3090755045413971,0.22644761204719543,0.1946597844362259,0.18095137178897858
resisting,0.21964360773563385,0.20038309693336487,0.17945168912410736,0.11780308187007904,0.3003624975681305,0.20087748765945435,0.21445170044898987,0.06712238490581512
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.25610461831092834,1.0,0.2623080313205719,0.25820091366767883,0.22068053483963013
turks,0.08120816946029663,0.18401244282722473,0.17542731761932373,0.17634961009025574,0.25820091366767883,0.619066059589386,0.9999999403953552,0.1953624188899994
in,0.2601168751716614,0.2593238651752472,0.20523880422115326,0.17477142810821533,0.6662389636039734,0.17080391943454742,0.18422621488571167,0.20430970191955566
his,0.24614305794239044,0.3546801507472992,0.27093374729156494,0.1316186636686325,0.4394008219242096,0.1995295137166977,0.15982621908187866,0.18075084686279297
1518,-0.08067069947719574,-0.0804961696267128,0.003967138938605785,-0.025888286530971527,0.04341644421219826,-0.035939205437898636,-0.03980673477053642,0.0713193267583847
explanation,0.40181776881217957,0.2452382892370224,0.16547642648220062,0.2762761414051056,0.261050283908844,0.12790367007255554,0.09741118550300598,0.33794105052948
of,0.2480744868516922,0.2513895630836487,0.1719115972518921,0.21446028351783752,0.733189046382904,0.239910289645195,0.235667884349823,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.25610461831092834,1.0,0.2623080313205719,0.25820091366767883,0.22068053483963013
ninety-five,0.1549164354801178,0.16586549580097198,0.2863119840621948,0.17269623279571533,0.4041427671909332,0.16199681162834167,0.17306847870349884,0.21024495363235474
theses,0.20516365766525269,0.20294758677482605,0.4810737073421478,0.23028846085071564,0.32067108154296875,0.20415042340755463,0.25036054849624634,0.19188037514686584
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.216712087392807,0.4933079481124878,0.22751282155513763,0.23273320496082306,0.31091248989105225
provoking,0.26115453243255615,0.2721996605396271,0.1729111671447754,0.21209768950939178,0.2603667974472046,0.20141679048538208,0.2528253197669983,0.241444930434227
accusations,0.2452300488948822,0.27573612332344055,0.19809071719646454,0.18321584165096283,0.21602466702461243,0.18536362051963806,0.24797622859477997,0.31355154514312744
of,0.2480744868516922,0.2513895630836487,0.1719115972518921,0.21446028351783752,0.733189046382904,0.239910289645195,0.235667884349823,0.1826142966747284
defeatism,0.10973532497882843,0.17429514229297638,0.206464022397995,0.17930768430233002,0.2627266049385071,0.3449134826660156,0.2417934685945511,0.14455115795135498
.,0.3287222981452942,0.35288307070732117,0.24907569587230682,0.23733025789260864,0.5934505462646484,0.2524917721748352,0.2705569565296173,0.4130953550338745
