,what,is,a,descriptive,term,for,a,low-to-high,energy,bond,?
two,0.23363454639911652,0.2315155267715454,0.3289857804775238,0.1742599457502365,0.15393944084644318,0.34734001755714417,0.3289857804775238,0.243653804063797,0.16641782224178314,0.2938443422317505,0.19645625352859497
atomic,0.24257957935333252,0.1635025292634964,0.2021433413028717,0.21375945210456848,0.12662853300571442,0.16998548805713654,0.2021433413028717,0.20241926610469818,0.40405339002609253,0.2619328498840332,0.16654692590236664
2p,0.3256043791770935,0.13087975978851318,0.204535111784935,0.04888837784528732,0.04712653160095215,0.11317809671163559,0.204535111784935,0.11520209163427353,0.01572735607624054,-0.015518100932240486,0.20384202897548676
orbitals,0.2508775591850281,0.19447456300258636,0.19358734786510468,0.27029117941856384,0.14822444319725037,0.19134914875030518,0.19358734786510468,0.22939737141132355,0.3633967339992523,0.39160433411598206,0.20797790586948395
that,0.6297725439071655,0.3995479643344879,0.47537946701049805,0.35908931493759155,0.2833994925022125,0.4137635827064514,0.47537946701049805,0.3621674180030823,0.2617390751838684,0.1296890825033188,0.32716336846351624
lie,0.22219514846801758,0.2140594869852066,0.15853750705718994,0.17883358895778656,0.12427761405706406,0.16294504702091217,0.15853750705718994,0.17734971642494202,0.12078765779733658,0.0920613557100296,0.13703542947769165
along,0.22421957552433014,0.23571021854877472,0.24426962435245514,0.08709418773651123,0.05733054503798485,0.249526709318161,0.24426962435245514,0.22616027295589447,0.15004321932792664,0.17717096209526062,0.17134909331798553
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.25120240449905396,0.2740369141101837,0.4739971458911896,0.5829201340675354,0.37451115250587463,0.26756542921066284,0.17178761959075928,0.22068053483963013
o-o,-0.0032250245567411184,0.06653153896331787,0.04923121631145477,0.1831590235233307,0.0501190684735775,0.12684263288974762,0.04923121631145477,0.06825275719165802,0.04273691400885582,0.13810883462429047,0.07855798304080963
molecular,0.20577901601791382,0.2143259346485138,0.2225467711687088,0.3256263732910156,0.19298651814460754,0.17295408248901367,0.2225467711687088,0.20841263234615326,0.33562567830085754,0.33877912163734436,0.1327144205570221
axis,0.21811966598033905,0.14093679189682007,0.16599977016448975,0.16863057017326355,0.18002070486545563,0.14762072265148163,0.16599977016448975,0.17005006968975067,0.18452180922031403,0.11876888573169708,0.13060714304447174
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.19970770180225372,0.22272127866744995,0.5064792633056641,0.3739250600337982,0.3704657256603241,0.23934243619441986,0.23086987435817719,0.20544172823429108
π,0.27859044075012207,0.3080867826938629,0.2602917551994324,0.29047611355781555,0.20926614105701447,0.21638689935207367,0.2602917551994324,0.24485300481319427,0.3542477786540985,0.4106348752975464,0.26060375571250916
overlap,0.27287745475769043,0.15863929688930511,0.2427377849817276,0.33272457122802734,0.24131262302398682,0.20920109748840332,0.2427377849817276,0.273393452167511,0.25481075048446655,0.22680829465389252,0.2450070083141327
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.30093786120414734,0.26047757267951965,0.4185989499092102,0.5052502155303955,0.3193008303642273,0.26257598400115967,0.16458465158939362,0.1826142966747284
two,0.23363454639911652,0.2315155267715454,0.3289857804775238,0.1742599457502365,0.15393944084644318,0.34734001755714417,0.3289857804775238,0.243653804063797,0.16641782224178314,0.2938443422317505,0.19645625352859497
pairs,0.1697886735200882,0.1598605364561081,0.21801026165485382,0.15555396676063538,0.09053944051265717,0.18944896757602692,0.21801026165485382,0.20039968192577362,0.11978411674499512,0.2857682406902313,0.1550348997116089
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.30093786120414734,0.26047757267951965,0.4185989499092102,0.5052502155303955,0.3193008303642273,0.26257598400115967,0.16458465158939362,0.1826142966747284
atomic,0.24257957935333252,0.1635025292634964,0.2021433413028717,0.21375945210456848,0.12662853300571442,0.16998548805713654,0.2021433413028717,0.20241926610469818,0.40405339002609253,0.2619328498840332,0.16654692590236664
2p,0.3256043791770935,0.13087975978851318,0.204535111784935,0.04888837784528732,0.04712653160095215,0.11317809671163559,0.204535111784935,0.11520209163427353,0.01572735607624054,-0.015518100932240486,0.20384202897548676
orbitals,0.2508775591850281,0.19447456300258636,0.19358734786510468,0.27029117941856384,0.14822444319725037,0.19134914875030518,0.19358734786510468,0.22939737141132355,0.3633967339992523,0.39160433411598206,0.20797790586948395
perpendicular,0.24953585863113403,0.261542946100235,0.2961115539073944,0.24557209014892578,0.16763971745967865,0.1950235217809677,0.2961115539073944,0.3318469524383545,0.2925068736076355,0.2571222186088562,0.16557027399539948
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.2751261293888092,0.3310292959213257,0.4451248347759247,0.45503583550453186,0.3554675579071045,0.27179354429244995,0.18209703266620636,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.25120240449905396,0.2740369141101837,0.4739971458911896,0.5829201340675354,0.37451115250587463,0.26756542921066284,0.17178761959075928,0.22068053483963013
o-o,-0.0032250245567411184,0.06653153896331787,0.04923121631145477,0.1831590235233307,0.0501190684735775,0.12684263288974762,0.04923121631145477,0.06825275719165802,0.04273691400885582,0.13810883462429047,0.07855798304080963
molecular,0.20577901601791382,0.2143259346485138,0.2225467711687088,0.3256263732910156,0.19298651814460754,0.17295408248901367,0.2225467711687088,0.20841263234615326,0.33562567830085754,0.33877912163734436,0.1327144205570221
axis,0.21811966598033905,0.14093679189682007,0.16599977016448975,0.16863057017326355,0.18002070486545563,0.14762072265148163,0.16599977016448975,0.17005006968975067,0.18452180922031403,0.11876888573169708,0.13060714304447174
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2278231978416443,0.21599270403385162,0.4464869201183319,0.427140474319458,0.37180283665657043,0.21156731247901917,0.2016325443983078,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.19970770180225372,0.22272127866744995,0.5064792633056641,0.3739250600337982,0.3704657256603241,0.23934243619441986,0.23086987435817719,0.20544172823429108
then,0.4072686731815338,0.24618037045001984,0.3970017731189728,0.17811037600040436,0.12666529417037964,0.3392637073993683,0.3970017731189728,0.286404013633728,0.18963183462619781,0.15311786532402039,0.2884598970413208
cancellation,0.2117055058479309,0.2011154741048813,0.2440175861120224,0.2290779948234558,0.13855454325675964,0.318419486284256,0.2440175861120224,0.28973913192749023,0.21278153359889984,0.17862437665462494,0.1732192039489746
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.30093786120414734,0.26047757267951965,0.4185989499092102,0.5052502155303955,0.3193008303642273,0.26257598400115967,0.16458465158939362,0.1826142966747284
contributions,0.33326417207717896,0.22009588778018951,0.26384657621383667,0.3545821011066437,0.14139267802238464,0.32656165957450867,0.26384657621383667,0.24108101427555084,0.23752568662166595,0.130782350897789,0.3201877772808075
from,0.2737620174884796,0.27355384826660156,0.322764128446579,0.18151015043258667,0.25269290804862976,0.314039945602417,0.322764128446579,0.28611189126968384,0.19871577620506287,0.13677173852920532,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.25120240449905396,0.2740369141101837,0.4739971458911896,0.5829201340675354,0.37451115250587463,0.26756542921066284,0.17178761959075928,0.22068053483963013
remaining,0.21802754700183868,0.24525704979896545,0.2680869400501251,0.12031514942646027,0.15384840965270996,0.27834343910217285,0.2680869400501251,0.22410394251346588,0.17166084051132202,0.029756741598248482,0.16961920261383057
two,0.23363454639911652,0.2315155267715454,0.3289857804775238,0.1742599457502365,0.15393944084644318,0.34734001755714417,0.3289857804775238,0.243653804063797,0.16641782224178314,0.2938443422317505,0.19645625352859497
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.30093786120414734,0.26047757267951965,0.4185989499092102,0.5052502155303955,0.3193008303642273,0.26257598400115967,0.16458465158939362,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.25120240449905396,0.2740369141101837,0.4739971458911896,0.5829201340675354,0.37451115250587463,0.26756542921066284,0.17178761959075928,0.22068053483963013
six,0.1779850870370865,0.20925110578536987,0.26189830899238586,0.10548210889101028,0.14114902913570404,0.2699260711669922,0.26189830899238586,0.22062835097312927,0.13021300733089447,0.16095946729183197,0.15298804640769958
2p,0.3256043791770935,0.13087975978851318,0.204535111784935,0.04888837784528732,0.04712653160095215,0.11317809671163559,0.204535111784935,0.11520209163427353,0.01572735607624054,-0.015518100932240486,0.20384202897548676
electrons,0.23107858002185822,0.20416733622550964,0.2377878874540329,0.18213799595832825,0.13905486464500427,0.16157317161560059,0.2377878874540329,0.28113967180252075,0.506034791469574,0.4297464191913605,0.15516111254692078
after,0.21973377466201782,0.2835143506526947,0.3831600844860077,0.12769247591495514,0.1965337097644806,0.3650246858596802,0.3831600844860077,0.20513257384300232,0.16784238815307617,0.1536126285791397,0.16608688235282898
their,0.35142919421195984,0.2101074606180191,0.29698723554611206,0.1818803995847702,0.18210019171237946,0.3406745493412018,0.29698723554611206,0.2756613492965698,0.2549895644187927,0.15305842459201813,0.1898253709077835
partial,0.24140220880508423,0.23120467364788055,0.3064410090446472,0.34635069966316223,0.20900088548660278,0.15273617208003998,0.3064410090446472,0.20850807428359985,0.19691988825798035,0.15404756367206573,0.16151700913906097
filling,0.2489190697669983,0.22023674845695496,0.2753012478351593,0.14582225680351257,0.16262151300907135,0.23382747173309326,0.2753012478351593,0.22952428460121155,0.2188074290752411,0.1948903650045395,0.21185900270938873
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.30093786120414734,0.26047757267951965,0.4185989499092102,0.5052502155303955,0.3193008303642273,0.26257598400115967,0.16458465158939362,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.25120240449905396,0.2740369141101837,0.4739971458911896,0.5829201340675354,0.37451115250587463,0.26756542921066284,0.17178761959075928,0.22068053483963013
lowest,0.21666452288627625,0.2606837749481201,0.2451467216014862,0.11501360684633255,0.17598956823349,0.22372238337993622,0.2451467216014862,0.4696636199951172,0.20423465967178345,0.19703640043735504,0.11098209768533707
π,0.27859044075012207,0.3080867826938629,0.2602917551994324,0.29047611355781555,0.20926614105701447,0.21638689935207367,0.2602917551994324,0.24485300481319427,0.3542477786540985,0.4106348752975464,0.26060375571250916
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.19970770180225372,0.22272127866744995,0.5064792633056641,0.3739250600337982,0.3704657256603241,0.23934243619441986,0.23086987435817719,0.20544172823429108
π*,0.03290259838104248,-0.04053543880581856,-0.004946933593600988,-0.012777836993336678,0.02666657231748104,-0.005216599907726049,-0.004946933593600988,0.00417427159845829,0.03160114586353302,0.0025396698620170355,0.06550074368715286
orbitals,0.2508775591850281,0.19447456300258636,0.19358734786510468,0.27029117941856384,0.14822444319725037,0.19134914875030518,0.19358734786510468,0.22939737141132355,0.3633967339992523,0.39160433411598206,0.20797790586948395
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.23281358182430267,0.18456575274467468,0.4726039469242096,0.50484299659729,0.3659181594848633,0.22292809188365936,0.2628142833709717,0.4130953550338745
