,how,many,teams,can,boast,a,15–1,regular,season,record,?
while,0.2918691337108612,0.3748262822628021,0.19458292424678802,0.27375856041908264,0.27565500140190125,0.3733035624027252,-0.279561311006546,0.280500590801239,0.21403980255126953,0.19198688864707947,0.21076419949531555
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.312528520822525,0.34310394525527954,0.5829201340675354,-0.2592649459838867,0.3214086890220642,0.2507155239582062,0.23569516837596893,0.22068053483963013
denver,0.15631112456321716,0.18606427311897278,0.22444693744182587,0.1340634971857071,0.12136375159025192,0.179859921336174,-0.02468463033437729,0.20430372655391693,0.2508152425289154,0.19634279608726501,0.1520889848470688
broncos,0.11217407882213593,0.1706678420305252,0.4494050145149231,0.1438770294189453,0.1264161467552185,0.19771797955036163,-0.04333417862653732,0.26932692527770996,0.3664494454860687,0.18765106797218323,0.18377114832401276
became,0.10954522341489792,0.25642040371894836,0.16736291348934174,0.1460379958152771,0.2001558542251587,0.28774285316467285,-0.13546141982078552,0.1131877601146698,0.22485962510108948,0.20369283854961395,0.11374033987522125
one,0.3213292360305786,0.4223630726337433,0.30337628722190857,0.34032124280929565,0.3736339509487152,0.4910551905632019,-0.23872147500514984,0.3271937370300293,0.24332979321479797,0.26469558477401733,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.27933305501937866,0.2603091299533844,0.31691181659698486,0.5052502155303955,-0.1507280021905899,0.22916868329048157,0.1598338931798935,0.19289259612560272,0.1826142966747284
four,0.1955733299255371,0.4139232039451599,0.3023456633090973,0.1674683690071106,0.22934004664421082,0.28236961364746094,-0.15577052533626556,0.2414717823266983,0.22295859456062317,0.2105606347322464,0.14532537758350372
teams,0.11085164546966553,0.1992911547422409,1.0,0.1748528629541397,0.0925506129860878,0.21163642406463623,-0.0761062279343605,0.3347216546535492,0.44570213556289673,0.1979433000087738,0.11150168627500534
to,0.44169697165489197,0.40243685245513916,0.2634691894054413,0.4979398250579834,0.29908961057662964,0.45503583550453186,-0.2813948690891266,0.30861178040504456,0.22382742166519165,0.22007153928279877,0.29463258385658264
have,0.4370637536048889,0.5841760635375977,0.27656877040863037,0.5489245653152466,0.309190571308136,0.338716596364975,-0.222250297665596,0.3675557076931,0.20235268771648407,0.23839209973812103,0.32991164922714233
made,0.2655200958251953,0.3638485074043274,0.15167807042598724,0.28097549080848694,0.22628802061080933,0.3180864453315735,-0.08064678311347961,0.2385934740304947,0.1318005621433258,0.19051337242126465,0.17218779027462006
eight,0.222213014960289,0.348200261592865,0.28549376130104065,0.17004016041755676,0.2624938189983368,0.3028070032596588,-0.10147814452648163,0.2805185616016388,0.1824951469898224,0.21167628467082977,0.11634626984596252
appearances,0.17353549599647522,0.27557653188705444,0.2740537226200104,0.12119589000940323,0.14091284573078156,0.2695651054382324,-0.07742560654878616,0.35652679204940796,0.3922994136810303,0.3090127110481262,0.18098464608192444
in,0.2601168751716614,0.41474202275276184,0.2639528214931488,0.26527702808380127,0.26073190569877625,0.539380669593811,-0.21467117965221405,0.23172755539417267,0.2184021919965744,0.23162534832954407,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.312528520822525,0.34310394525527954,0.5829201340675354,-0.2592649459838867,0.3214086890220642,0.2507155239582062,0.23569516837596893,0.22068053483963013
super,0.11920704692602158,0.17302978038787842,0.26333683729171753,0.17615672945976257,0.18323136866092682,0.26005712151527405,0.02869866043329239,0.21446830034255981,0.2755677402019501,0.2505435347557068,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.2752957046031952,0.17212611436843872,0.22185677289962769,0.19533146917819977,0.074991874396801,0.2318909466266632,0.3117852509021759,0.24389338493347168,0.21118052303791046
.,0.3287222981452942,0.3974229395389557,0.23459066450595856,0.35783761739730835,0.36208173632621765,0.50484299659729,-0.09718026965856552,0.2778880000114441,0.24674734473228455,0.2186054140329361,0.4130953550338745
