,when,did,o2,begin,to,acculturate,in,the,atmosphere,?
until,0.494509756565094,0.33905428647994995,-0.10332009196281433,0.22857847809791565,0.354556679725647,0.1662493646144867,0.38338494300842285,0.37191009521484375,0.12504132091999054,0.20304496586322784
o,0.1867707371711731,0.08166574686765671,0.17756037414073944,0.11252802610397339,0.1644444614648819,0.20988477766513824,0.17052006721496582,0.19071193039417267,0.2092854529619217,0.23868927359580994
2,-0.02478109858930111,-0.044790901243686676,0.026242131367325783,0.05290265753865242,-0.0836251974105835,-0.06570301949977875,0.01447046548128128,-0.019434669986367226,-0.024640195071697235,0.001977203879505396
began,0.25673019886016846,0.4415510594844818,-0.09236424416303635,0.49711355566978455,0.2731419503688812,0.24696651101112366,0.34154343605041504,0.3059147596359253,0.18143579363822937,0.1370266228914261
to,0.5423505902290344,0.4452643394470215,-0.057241544127464294,0.33302420377731323,1.0,0.3364308178424835,0.45010748505592346,0.535392165184021,0.24801792204380035,0.29463258385658264
accumulate,0.32680743932724,0.18491926789283752,-0.026381591334939003,0.2510658800601959,0.3033982813358307,0.39194566011428833,0.17898650467395782,0.31167566776275635,0.365627646446228,0.18783392012119293
in,0.4431333839893341,0.2593238651752472,-0.12858086824417114,0.2903634011745453,0.45010748505592346,0.2999594211578369,1.0,0.6662389636039734,0.20898397266864777,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,-0.11169687658548355,0.34293439984321594,0.535392165184021,0.27860820293426514,0.6662389636039734,1.0,0.24429655075073242,0.22068053483963013
atmosphere,0.2594868540763855,0.1584479659795761,-0.039364900439977646,0.12551355361938477,0.24801792204380035,0.3370053172111511,0.20898397266864777,0.24429655075073242,1.0,0.15636961162090302
about,0.3835894465446472,0.28723078966140747,-0.0731307789683342,0.2457190752029419,0.391953706741333,0.3027498424053192,0.39797019958496094,0.37995871901512146,0.2354891002178192,0.302409827709198
2.5,-0.11083503067493439,-0.2193155735731125,0.05065044388175011,0.007160756271332502,-0.21053564548492432,-0.1396181285381317,-0.13183799386024475,-0.2036779820919037,-0.1213686615228653,0.058774158358573914
billion,0.17189708352088928,0.1482735127210617,-0.06596700847148895,0.1285371035337448,0.2046312391757965,0.18071132898330688,0.18475750088691711,0.2162325382232666,0.24069425463676453,0.25791820883750916
years,0.3409145474433899,0.2695724070072174,-0.09401460736989975,0.23470360040664673,0.23891852796077728,0.19712994992733002,0.33554986119270325,0.2912273406982422,0.20980851352214813,0.1914375126361847
ago,0.34233349561691284,0.19972491264343262,-0.06328578293323517,0.12227606028318405,0.2610180675983429,0.23198208212852478,0.2414315938949585,0.23063679039478302,0.24984849989414215,0.2202194780111313
during,0.46721696853637695,0.30679523944854736,-0.06818152964115143,0.36029958724975586,0.2828781306743622,0.2462659329175949,0.4627237319946289,0.4838213622570038,0.24737019836902618,0.1325719803571701
the,0.5091903209686279,0.34736719727516174,-0.11169687658548355,0.34293439984321594,0.535392165184021,0.27860820293426514,0.6662389636039734,1.0,0.24429655075073242,0.22068053483963013
great,0.2342798113822937,0.2083706259727478,-0.10668543726205826,0.14834830164909363,0.1880372017621994,0.22646406292915344,0.23348836600780487,0.2822027802467346,0.1971305012702942,0.13135133683681488
oxygenation,0.33970001339912415,0.2017812430858612,0.0010465852683410048,0.19290421903133392,0.28600770235061646,0.41304951906204224,0.2045830935239792,0.29906803369522095,0.49413809180259705,0.20843078196048737
event,0.2685905992984772,0.17957442998886108,-0.0410342812538147,0.17953170835971832,0.2585321366786957,0.2257196009159088,0.27304479479789734,0.2960145175457001,0.20760786533355713,0.16076280176639557
",",0.36674630641937256,0.3015086054801941,-0.037892747670412064,0.27304404973983765,0.44245919585227966,0.3579755425453186,0.5201468467712402,0.4933079481124878,0.26560261845588684,0.31091248989105225
about,0.3835894465446472,0.28723078966140747,-0.0731307789683342,0.2457190752029419,0.391953706741333,0.3027498424053192,0.39797019958496094,0.37995871901512146,0.2354891002178192,0.302409827709198
a,0.44397395849227905,0.2552328109741211,0.008802816271781921,0.22845244407653809,0.45503583550453186,0.32827216386795044,0.539380669593811,0.5829201340675354,0.17583811283111572,0.23916715383529663
billion,0.17189708352088928,0.1482735127210617,-0.06596700847148895,0.1285371035337448,0.2046312391757965,0.18071132898330688,0.18475750088691711,0.2162325382232666,0.24069425463676453,0.25791820883750916
years,0.3409145474433899,0.2695724070072174,-0.09401460736989975,0.23470360040664673,0.23891852796077728,0.19712994992733002,0.33554986119270325,0.2912273406982422,0.20980851352214813,0.1914375126361847
after,0.5331412553787231,0.30330467224121094,-0.1054779514670372,0.4157010316848755,0.37890323996543884,0.21776948869228363,0.44050168991088867,0.4565047025680542,0.13157686591148376,0.16608688235282898
the,0.5091903209686279,0.34736719727516174,-0.11169687658548355,0.34293439984321594,0.535392165184021,0.27860820293426514,0.6662389636039734,1.0,0.24429655075073242,0.22068053483963013
first,0.4282494783401489,0.33691170811653137,0.021468626335263252,0.2771400213241577,0.3792489171028137,0.19287770986557007,0.4127444326877594,0.49448907375335693,0.16990402340888977,0.18701928853988647
appearance,0.22544918954372406,0.21570497751235962,-0.06440413743257523,0.13873139023780823,0.2557435631752014,0.21399898827075958,0.26000332832336426,0.2678116261959076,0.21282923221588135,0.17315366864204407
of,0.3757161796092987,0.2513895630836487,-0.11047574132680893,0.24830074608325958,0.41548454761505127,0.337729275226593,0.5696388483047485,0.733189046382904,0.1981431096792221,0.1826142966747284
these,0.3811454772949219,0.38755595684051514,-0.05466585233807564,0.28022751212120056,0.46852558851242065,0.30703818798065186,0.3791837692260742,0.49086877703666687,0.28185635805130005,0.2571668326854706
organisms,0.1860453188419342,0.1827608346939087,0.1488807052373886,0.1298430860042572,0.26437875628471375,0.37840911746025085,0.21345661580562592,0.22463196516036987,0.3749786615371704,0.22621455788612366
.,0.475719153881073,0.35288307070732117,0.09499986469745636,0.24827922880649567,0.4645031690597534,0.3065197169780731,0.5591574311256409,0.5934505462646484,0.202870711684227,0.4130953550338745
