,what,is,the,name,of,the,third,",",permanent,huguenot,church,in,new,rochelle,?
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.24143609404563904,0.49057599902153015,0.23910291492938995,0.1345445066690445,0.1726921796798706,0.46853652596473694,0.31106263399124146,0.21911264955997467,0.2714994251728058
pine,0.15102633833885193,0.20739595592021942,0.26929566264152527,0.1622527539730072,0.24656888842582703,0.26929566264152527,0.04841504618525505,0.3087868094444275,0.20405052602291107,0.1852981001138687,0.17000818252563477,0.2375098168849945,0.10311068594455719,0.19501782953739166,0.16388832032680511
street,0.14271703362464905,0.1302390694618225,0.20947860181331635,0.1452510505914688,0.18984536826610565,0.20947860181331635,0.05079251155257225,0.22759395837783813,0.16985748708248138,0.1992882937192917,0.23748625814914703,0.2281111478805542,0.19142328202724457,0.19751860201358795,0.07315441966056824
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.3309578001499176,0.5201468467712402,0.25959497690200806,0.26198551058769226,0.2493300437927246,1.0,0.3758552670478821,0.3301922380924225,0.20430970191955566
new,0.2130378633737564,0.2208656519651413,0.3845241069793701,0.19623230397701263,0.343457967042923,0.3845241069793701,0.22532865405082703,0.36073189973831177,0.25555190443992615,0.20695649087429047,0.1963353157043457,0.3758552670478821,0.9999999403953552,0.32628077268600464,0.14782847464084625
york,0.15652963519096375,0.14725744724273682,0.3034006953239441,0.1220615953207016,0.23040355741977692,0.3034006953239441,0.19269967079162598,0.2926291227340698,0.15510937571525574,0.2514478862285614,0.1407754123210907,0.2961827218532562,0.7252664566040039,0.38573524355888367,0.15262620151042938
city,0.17493832111358643,0.3186660706996918,0.35769423842430115,0.22892655432224274,0.32503411173820496,0.35769423842430115,0.20464834570884705,0.35839709639549255,0.16624197363853455,0.2337077558040619,0.27134183049201965,0.3911624252796173,0.3555362820625305,0.37419381737709045,0.13423943519592285
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.283071368932724,1.0000001192092896,0.22933200001716614,0.24752236902713776,0.2707274258136749,0.5201468467712402,0.36073189973831177,0.311332106590271,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2972666025161743,0.5011631846427917,0.6521818041801453,0.29048746824264526,0.3658004403114319,0.3103250563144684,0.22239398956298828,0.20821009576320648,0.4840516746044159,0.33739399909973145,0.22293132543563843,0.25814583897590637
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.31551501154899597,0.4691906273365021,0.21140630543231964,0.12706810235977173,0.203276589512825,0.5394441485404968,0.2208656519651413,0.19414550065994263,0.22961433231830597
preserved,0.24459883570671082,0.2745146155357361,0.2642197906970978,0.09390266984701157,0.21808134019374847,0.2642197906970978,0.05591457337141037,0.18864409625530243,0.17396558821201324,0.1454455852508545,0.20482990145683289,0.2204703688621521,0.10212567448616028,0.1348022222518921,0.1633087694644928
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.19291457533836365,0.48816442489624023,0.2529405653476715,0.15821954607963562,0.211966410279274,0.3887844979763031,0.24585270881652832,0.2016363888978958,0.27043893933296204
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.35260438919067383,0.427140474319458,0.3049525022506714,0.22502337396144867,0.19588641822338104,0.539380669593811,0.3214259147644043,0.22671236097812653,0.23916715383529663
relic,0.20851053297519684,0.2856554687023163,0.3177129924297333,0.20045216381549835,0.3205659091472626,0.3177129924297333,0.16158132255077362,0.2131892442703247,0.24795186519622803,0.2509785294532776,0.34538787603378296,0.28263652324676514,0.05513528734445572,0.08961046487092972,0.15932521224021912
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.3309578001499176,0.5201468467712402,0.25959497690200806,0.26198551058769226,0.2493300437927246,1.0,0.3758552670478821,0.3301922380924225,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.4229298532009125,0.4933079481124878,0.34165191650390625,0.29557526111602783,0.23846197128295898,0.6662389636039734,0.3845241069793701,0.2851760685443878,0.22068053483963013
tower,0.12919922173023224,0.1400395631790161,0.2398453801870346,0.10943169891834259,0.2271278351545334,0.2398453801870346,0.11085604131221771,0.20524810254573822,0.0928812175989151,0.24112394452095032,0.3256933093070984,0.22630389034748077,0.1671859174966812,0.20647598803043365,0.10395228117704391
room,0.22132179141044617,0.21233920753002167,0.2031363844871521,0.0941789448261261,0.15195634961128235,0.2031363844871521,0.15505674481391907,0.1888306885957718,0.17553763091564178,0.2183692902326584,0.19319680333137512,0.19083113968372345,0.13957826793193817,0.1982032209634781,0.1769251674413681
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.3039522171020508,0.6812511086463928,0.24822813272476196,0.2060975730419159,0.28898224234580994,0.5591574311256409,0.35031336545944214,0.24345849454402924,0.4130953550338745
