,which,army,attacked,and,destroyed,this,colony,?
hurricane,0.19167621433734894,0.18625442683696747,0.1625801920890808,0.25119566917419434,0.24130681157112122,0.24867606163024902,0.1880410760641098,0.16966365277767181
on,0.4245251417160034,0.17614345252513885,0.23895423114299774,0.4077630043029785,0.22352316975593567,0.4193967580795288,0.14955559372901917,0.2714994251728058
their,0.4582767188549042,0.19182993471622467,0.2397249937057495,0.45114588737487793,0.2043912559747696,0.40095847845077515,0.22520534694194794,0.1898253709077835
way,0.4262211322784424,0.19178557395935059,0.2314620018005371,0.32150545716285706,0.2143053263425827,0.44083642959594727,0.1905459314584732,0.31575819849967957
to,0.5345056653022766,0.22938482463359833,0.1893170177936554,0.48971283435821533,0.16806039214134216,0.5759071707725525,0.27651169896125793,0.29463258385658264
the,0.6521818041801453,0.31011611223220825,0.27774572372436523,0.5171257257461548,0.3403017520904541,0.6274310946464539,0.2740810811519623,0.22068053483963013
spanish,0.20215068757534027,0.13201157748699188,0.1328335851430893,0.27494850754737854,0.1977592408657074,0.23170994222164154,0.2641765773296356,0.14750491082668304
encampment,0.3472868502140045,0.3237086534500122,0.2917010486125946,0.3461039960384369,0.30831965804100037,0.32104286551475525,0.28532978892326355,0.1334431916475296
at,0.3286694884300232,0.21762855350971222,0.24269692599773407,0.3571503460407257,0.21969105303287506,0.32544323801994324,0.1879788488149643,0.21978627145290375
fort,0.16143342852592468,0.3152393400669098,0.2491377741098404,0.2106139063835144,0.21192710101604462,0.15597425401210785,0.29569774866104126,0.15686731040477753
matanzas,0.2603897750377655,0.24219708144664764,0.25162434577941895,0.2693699598312378,0.3017442524433136,0.1895371377468109,0.24015425145626068,0.13861504197120667
.,0.45942068099975586,0.28860729932785034,0.249810591340065,0.588965117931366,0.278834730386734,0.500583827495575,0.23889021575450897,0.4130953550338745
,which,army,attacked,and,destroyed,this,colony,?
hundreds,0.38187333941459656,0.18517008423805237,0.25336983799934387,0.3448633551597595,0.27301129698753357,0.29911038279533386,0.26412293314933777,0.17484495043754578
of,0.5011631846427917,0.2669098675251007,0.1974567323923111,0.5116966962814331,0.27498680353164673,0.45148900151252747,0.2552715241909027,0.1826142966747284
french,0.1928994208574295,0.19500620663166046,0.18762165307998657,0.32751965522766113,0.10440154373645782,0.2380896955728531,0.2202957570552826,0.1386883556842804
soldiers,0.19199757277965546,0.6347800493240356,0.44195520877838135,0.25842928886413574,0.3307660222053528,0.2624172568321228,0.2879784107208252,0.1779262125492096
were,0.2807837128639221,0.2540908753871918,0.33864057064056396,0.42175528407096863,0.3411653935909271,0.25469228625297546,0.25585371255874634,0.17890112102031708
stranded,0.34303051233291626,0.15832047164440155,0.33312857151031494,0.25063422322273254,0.3210182785987854,0.22281810641288757,0.3280060887336731,0.07149529457092285
and,0.506277859210968,0.25581875443458557,0.29838094115257263,1.0,0.2592630386352539,0.42353692650794983,0.2406650185585022,0.20544172823429108
surrendered,0.1321273297071457,0.5314781665802002,0.5019258260726929,0.23270872235298157,0.45192185044288635,0.22392772138118744,0.26043078303337097,0.09069284051656723
to,0.5345056653022766,0.22938482463359833,0.1893170177936554,0.48971283435821533,0.16806039214134216,0.5759071707725525,0.27651169896125793,0.29463258385658264
the,0.6521818041801453,0.31011611223220825,0.27774572372436523,0.5171257257461548,0.3403017520904541,0.6274310946464539,0.2740810811519623,0.22068053483963013
numerically,0.3921908736228943,0.19127963483333588,0.17887909710407257,0.23878954350948334,0.17353880405426025,0.3401593267917633,0.1378549188375473,0.16320230066776276
inferior,0.2638055384159088,0.2313893437385559,0.1901734471321106,0.23964464664459229,0.23033730685710907,0.26920169591903687,0.18043270707130432,0.10856961458921432
spanish,0.20215068757534027,0.13201157748699188,0.1328335851430893,0.27494850754737854,0.1977592408657074,0.23170994222164154,0.2641765773296356,0.14750491082668304
forces,0.2267666757106781,0.6373161673545837,0.4038008451461792,0.26456665992736816,0.3276614546775818,0.24922366440296173,0.22253894805908203,0.16984491050243378
led,0.21040768921375275,0.3755970299243927,0.3367331326007843,0.2780643701553345,0.25613677501678467,0.2688283920288086,0.2001950442790985,0.09273858368396759
by,0.40543368458747864,0.2323688417673111,0.28996092081069946,0.4289871156215668,0.3162408173084259,0.38438332080841064,0.13618241250514984,0.17966607213020325
pedro,0.09805308282375336,0.14063097536563873,0.08484078198671341,0.22625957429409027,0.10442690551280975,0.09536302089691162,0.22234712541103363,0.14172832667827606
menendez,0.1311362385749817,0.1803182065486908,0.14837685227394104,0.30012303590774536,0.16336439549922943,0.13903473317623138,0.2124330997467041,0.2158718705177307
.,0.45942068099975586,0.28860729932785034,0.249810591340065,0.588965117931366,0.278834730386734,0.500583827495575,0.23889021575450897,0.4130953550338745
