,what,are,the,laws,of,physics,of,galileo,",",in,reference,to,objest,in,motion,and,rest,?
physics,0.26464056968688965,0.1597587615251541,0.17952929437160492,0.25417420268058777,0.2395489662885666,0.9999999403953552,0.2395489662885666,0.3605923652648926,0.26689431071281433,0.2189493626356125,0.15200071036815643,0.19172722101211548,0.17301048338413239,0.2189493626356125,0.2867325246334076,0.14552804827690125,0.23707351088523865,0.1470423936843872
are,0.29724663496017456,1.0,0.40399202704429626,0.22158654034137726,0.39081433415412903,0.1597587615251541,0.39081433415412903,0.15424807369709015,0.4062570035457611,0.3841303884983063,0.19146788120269775,0.3504326641559601,0.2067977786064148,0.3841303884983063,0.16249577701091766,0.48576638102531433,0.2600870430469513,0.24591213464736938
the,0.42745697498321533,0.40399202704429626,1.0,0.2587076723575592,0.733189046382904,0.17952929437160492,0.733189046382904,0.21531248092651367,0.4933079481124878,0.6662389636039734,0.26254498958587646,0.535392165184021,0.30493536591529846,0.6662389636039734,0.30530840158462524,0.5171257257461548,0.41330549120903015,0.22068053483963013
same,0.3764382302761078,0.3446533679962158,0.4583131968975067,0.23054806888103485,0.3808329105377197,0.1944991499185562,0.3808329105377197,0.16319383680820465,0.3207721710205078,0.3692481815814972,0.21495765447616577,0.3205692768096924,0.2531827688217163,0.3692481815814972,0.2572898864746094,0.3205644488334656,0.32465288043022156,0.22649677097797394
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.2591988444328308,0.5696388483047485,0.2189493626356125,0.5696388483047485,0.19406108558177948,0.5201468467712402,1.0,0.22640638053417206,0.45010748505592346,0.3460400104522705,1.0,0.2190442532300949,0.4954058527946472,0.3255048990249634,0.20430970191955566
every,0.30284011363983154,0.3086106479167938,0.4023689329624176,0.21020574867725372,0.3414052724838257,0.086309514939785,0.3414052724838257,0.15330760180950165,0.25988471508026123,0.31953179836273193,0.1842009723186493,0.3643300235271454,0.2376570701599121,0.31953179836273193,0.191596120595932,0.26607486605644226,0.28881359100341797,0.24066033959388733
inertial,0.266788125038147,0.26882922649383545,0.2481900155544281,0.315632164478302,0.283581018447876,0.3150923550128937,0.283581018447876,0.3092081546783447,0.18888205289840698,0.19649730622768402,0.31789520382881165,0.2837184965610504,0.28715482354164124,0.19649730622768402,0.47041723132133484,0.2616979479789734,0.2501879930496216,0.1992085576057434
frame,0.21280157566070557,0.1810859590768814,0.1209321841597557,0.17922751605510712,0.13750196993350983,0.1501334309577942,0.13750196993350983,0.2584182024002075,0.15437807142734528,0.11753834038972855,0.3120279908180237,0.1800948828458786,0.2592887282371521,0.11753834038972855,0.29072627425193787,0.20931656658649445,0.22677284479141235,0.16998548805713654
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.2539142072200775,1.0,0.2395489662885666,1.0,0.20429757237434387,0.4946078956127167,0.5696388483047485,0.21538788080215454,0.41548454761505127,0.29591554403305054,0.5696388483047485,0.24864931404590607,0.5116966962814331,0.33621829748153687,0.1826142966747284
reference,0.27632904052734375,0.19146788120269775,0.26254498958587646,0.19343294203281403,0.21538788080215454,0.15200071036815643,0.21538788080215454,0.20282801985740662,0.24524281919002533,0.22640638053417206,1.0,0.25784367322921753,0.27787327766418457,0.22640638053417206,0.21351972222328186,0.21395881474018097,0.1748790144920349,0.2950310707092285
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.26751992106437683,0.4946078956127167,0.26689431071281433,0.4946078956127167,0.21606193482875824,1.0000001192092896,0.5201468467712402,0.24524281919002533,0.44245919585227966,0.32805541157722473,0.5201468467712402,0.18457698822021484,0.6633074283599854,0.3065745532512665,0.31091248989105225
that,0.6297725439071655,0.45265161991119385,0.5473989248275757,0.29808905720710754,0.41498205065727234,0.22907806932926178,0.41498205065727234,0.285929411649704,0.4137537479400635,0.435920387506485,0.32446539402008057,0.5436353087425232,0.32793885469436646,0.435920387506485,0.2637788951396942,0.4731321930885315,0.3498731553554535,0.32716336846351624
is,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.17527072131633759,0.4854315221309662,0.16058161854743958,0.4854315221309662,0.14211519062519073,0.4691906273365021,0.5394441485404968,0.2599010765552521,0.42745086550712585,0.317497193813324,0.5394441485404968,0.2224293351173401,0.3859752118587494,0.26480963826179504,0.22961433231830597
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.26751992106437683,0.4946078956127167,0.26689431071281433,0.4946078956127167,0.21606193482875824,1.0000001192092896,0.5201468467712402,0.24524281919002533,0.44245919585227966,0.32805541157722473,0.5201468467712402,0.18457698822021484,0.6633074283599854,0.3065745532512665,0.31091248989105225
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.2591988444328308,0.5696388483047485,0.2189493626356125,0.5696388483047485,0.19406108558177948,0.5201468467712402,1.0,0.22640638053417206,0.45010748505592346,0.3460400104522705,1.0,0.2190442532300949,0.4954058527946472,0.3255048990249634,0.20430970191955566
all,0.41981086134910583,0.5343062281608582,0.4860881567001343,0.28742867708206177,0.42798417806625366,0.16385483741760254,0.42798417806625366,0.17612630128860474,0.425624817609787,0.3335905969142914,0.24870939552783966,0.42520734667778015,0.2939576506614685,0.3335905969142914,0.21164080500602722,0.4542157053947449,0.42239853739738464,0.29575422406196594
frames,0.21989142894744873,0.2589181661605835,0.18287113308906555,0.240503191947937,0.1857680380344391,0.17766407132148743,0.1857680380344391,0.28660279512405396,0.18841099739074707,0.1483282595872879,0.2901076674461365,0.2636175751686096,0.246173694729805,0.1483282595872879,0.35122039914131165,0.27480629086494446,0.21649208664894104,0.10945951193571091
related,0.258600115776062,0.30353736877441406,0.26962998509407043,0.18364836275577545,0.2691357135772705,0.2101566195487976,0.2691357135772705,0.07656317204236984,0.28963401913642883,0.2638801634311676,0.2683504521846771,0.2702969014644623,0.1832481324672699,0.2638801634311676,0.14712852239608765,0.27869361639022827,0.20033206045627594,0.17689068615436554
by,0.2455483376979828,0.37842893600463867,0.4408751428127289,0.2311946451663971,0.3646814823150635,0.15634199976921082,0.3646814823150635,0.257488876581192,0.3680937886238098,0.370934396982193,0.20582659542560577,0.33534231781959534,0.18886645138263702,0.370934396982193,0.2258811891078949,0.4289871156215668,0.20038633048534393,0.17966607213020325
a,0.3320399522781372,0.265255331993103,0.5829201340675354,0.1722979098558426,0.5052502155303955,0.1683787703514099,0.5052502155303955,0.1346738189458847,0.427140474319458,0.539380669593811,0.2766492962837219,0.45503583550453186,0.29676029086112976,0.539380669593811,0.23572494089603424,0.3739250600337982,0.2692912518978119,0.23916715383529663
galilean,0.22141078114509583,0.25110048055648804,0.231810063123703,0.33729061484336853,0.22318880259990692,0.32125821709632874,0.22318880259990692,0.8301970362663269,0.21515044569969177,0.17353259027004242,0.23658792674541473,0.19640234112739563,0.1951698660850525,0.17353259027004242,0.34683555364608765,0.22134730219841003,0.20030707120895386,0.1662115454673767
transformation,0.20859107375144958,0.1851423978805542,0.29669010639190674,0.24887213110923767,0.3149600625038147,0.3012659549713135,0.3149600625038147,0.19810743629932404,0.24606528878211975,0.2079848051071167,0.23429708182811737,0.23769523203372955,0.1564675122499466,0.2079848051071167,0.31144827604293823,0.25589001178741455,0.13694453239440918,0.13030986487865448
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.2222834676504135,0.5352458953857422,0.21820253133773804,0.5352458953857422,0.21233849227428436,0.6812511086463928,0.5591574311256409,0.2742740213871002,0.4645031690597534,0.27902311086654663,0.5591574311256409,0.20181286334991455,0.588965117931366,0.36049437522888184,0.4130953550338745
