,where,did,abc,construct,it,'s,transmitter,for,its,affiliate,station,in,san,francisco,?
it,0.36972272396087646,0.2993364930152893,0.17324577271938324,0.22038446366786957,0.9999999403953552,0.06608816236257553,0.2212294191122055,0.32171204686164856,0.5786119699478149,0.10855108499526978,0.2710883915424347,0.5130809545516968,0.1953807920217514,0.16692332923412323,0.25732165575027466
would,0.3602546751499176,0.6268245577812195,0.13780725002288818,0.2840224504470825,0.36398744583129883,0.036968596279621124,0.15365299582481384,0.39877474308013916,0.27556702494621277,0.18564574420452118,0.14381755888462067,0.30461156368255615,0.1714005321264267,0.15188972651958466,0.37178951501846313
spend,0.271337628364563,0.2581608295440674,0.09381715953350067,0.2360347956418991,0.19373609125614166,0.12371610850095749,0.07258577644824982,0.3409658372402191,0.16685953736305237,0.26303809881210327,0.10088561475276947,0.211025670170784,0.10521716624498367,0.13274985551834106,0.2106763869524002
$,0.14413857460021973,0.23203131556510925,0.2139672338962555,0.2018798440694809,0.21609486639499664,0.03734852001070976,0.11062083393335342,0.22711659967899323,0.21302127838134766,0.19452594220638275,0.12371653318405151,0.21616753935813904,0.16023726761341095,0.1288125067949295,0.2786129117012024
2.5,-0.10656161606311798,-0.2193155735731125,-0.06427319347858429,-0.029394078999757767,-0.16166111826896667,0.046185869723558426,-0.12529593706130981,-0.13709726929664612,-0.13855992257595062,-0.009794369339942932,-0.16101688146591187,-0.13183799386024475,-0.06779789924621582,-0.08412057906389236,0.058774158358573914
million,0.16446907818317413,0.1815238744020462,0.19051116704940796,0.1928596943616867,0.27422818541526794,0.05079329386353493,0.1566011756658554,0.18660776317119598,0.2865995168685913,0.17508146166801453,0.17599834501743317,0.2596224844455719,0.12274323403835297,0.08557038009166718,0.23092924058437347
to,0.47735077142715454,0.4452643394470215,0.1762417107820511,0.3568635582923889,0.513711154460907,0.03782717138528824,0.23611889779567719,0.4451248347759247,0.3691340684890747,0.23261301219463348,0.21352042257785797,0.45010748505592346,0.21651452779769897,0.21318043768405914,0.29463258385658264
convert,0.2146068513393402,0.11352664232254028,0.08895958960056305,0.3085491359233856,0.21495623886585236,-0.049595341086387634,0.3084844946861267,0.20581190288066864,0.15486152470111847,0.11531621962785721,0.18041475117206573,0.17258451879024506,0.11446012556552887,0.11245553940534592,0.2126215249300003
20,-0.050578512251377106,-0.11960799992084503,-0.042933158576488495,0.03967772796750069,0.0168965682387352,-0.016651324927806854,0.027523279190063477,-0.03344472870230675,0.0002234768180642277,0.05784188583493233,0.0017133031506091356,-0.022708838805556297,0.06200160086154938,0.06652567535638809,0.11360422521829605
acres,0.17968957126140594,0.08661045879125595,0.3220082223415375,0.16909851133823395,0.18317446112632751,0.08924127370119095,0.1517857015132904,0.2162744253873825,0.20279599726200104,0.18126310408115387,0.21882158517837524,0.1980547159910202,0.10235748440027237,0.15378642082214355,0.15370787680149078
(,0.1970011591911316,0.18979617953300476,0.183883935213089,0.16888627409934998,0.2745298147201538,0.0012731997994706035,0.19373169541358948,0.3357032239437103,0.1924784928560257,0.19882215559482574,0.15589678287506104,0.3087427020072937,0.2069418579339981,0.16439630091190338,0.40561532974243164
"80,937",-0.08093425631523132,-0.04811125621199608,-0.13809652626514435,-0.1559157371520996,-0.03091352991759777,-0.07146649807691574,-0.07408410310745239,0.02397482469677925,-0.12343470007181168,-0.14358243346214294,-0.19457793235778809,-0.053591154515743256,-0.1619202196598053,-0.23146574199199677,0.049136508256196976
m2,-0.06416656076908112,-0.015356723219156265,0.10696865618228912,-0.06026887521147728,0.013361366465687752,-0.03917478770017624,0.03353505581617355,-0.02486010640859604,-0.03213625028729439,-0.029391756281256676,0.012450246140360832,-0.048039648681879044,0.14368657767772675,0.14627791941165924,0.0007930725696496665
),0.20711064338684082,0.18584993481636047,0.18381085991859436,0.18860489130020142,0.28560304641723633,0.021107977256178856,0.18201541900634766,0.3639558255672455,0.20629894733428955,0.19913357496261597,0.16818374395370483,0.3326910734176636,0.21815462410449982,0.17115181684494019,0.42300865054130554
of,0.38066378235816956,0.2513895630836487,0.14607268571853638,0.24681958556175232,0.38761502504348755,-0.03817026689648628,0.2015746533870697,0.4185989499092102,0.48690423369407654,0.19963958859443665,0.17394597828388214,0.5696388483047485,0.25237205624580383,0.19117538630962372,0.1826142966747284
land,0.21639515459537506,0.19881628453731537,0.11165688931941986,0.16121366620063782,0.2534204423427582,0.10497291386127472,0.08683893084526062,0.19845563173294067,0.23737293481826782,0.12912613153457642,0.15687386691570282,0.22871792316436768,0.15957407653331757,0.17732121050357819,0.1432059109210968
in,0.5344807505607605,0.2593238651752472,0.1697147786617279,0.2649496793746948,0.5130809545516968,-0.037580832839012146,0.16943570971488953,0.4322226941585541,0.3793783485889435,0.2081480771303177,0.21784305572509766,1.0,0.2617562413215637,0.21278683841228485,0.20430970191955566
hollywood,0.17930035293102264,0.13212129473686218,0.2844206690788269,0.12680597603321075,0.18518099188804626,0.038282472640275955,0.12797865271568298,0.1584724634885788,0.1326100081205368,0.18123076856136322,0.17359650135040283,0.229169562458992,0.2407854050397873,0.23968932032585144,0.16076789796352386
into,0.335035502910614,0.14888085424900055,0.10410027205944061,0.20001864433288574,0.33015328645706177,0.00961404386907816,0.21985547244548798,0.231735959649086,0.2562001943588257,0.12660154700279236,0.10216303169727325,0.38021373748779297,0.1724414825439453,0.1638007014989853,0.15662476420402527
what,0.4457937180995941,0.4259131848812103,0.1317344456911087,0.27044278383255005,0.45803478360176086,0.02692362666130066,0.19859471917152405,0.3017193675041199,0.30393704771995544,0.16121849417686462,0.1613752841949463,0.30808621644973755,0.19375550746917725,0.17887917160987854,0.5051238536834717
would,0.3602546751499176,0.6268245577812195,0.13780725002288818,0.2840224504470825,0.36398744583129883,0.036968596279621124,0.15365299582481384,0.39877474308013916,0.27556702494621277,0.18564574420452118,0.14381755888462067,0.30461156368255615,0.1714005321264267,0.15188972651958466,0.37178951501846313
become,0.25159120559692383,0.2625269889831543,0.06849972158670425,0.1594332605600357,0.2850925028324127,-0.06629510223865509,0.14667659997940063,0.3047906458377838,0.22375573217868805,0.16048818826675415,0.10320728272199631,0.23238378763198853,0.15977592766284943,0.1687649041414261,0.19511328637599945
the,0.5003893971443176,0.34736719727516174,0.2068762183189392,0.24684178829193115,0.6251175999641418,-0.01540423184633255,0.2623329758644104,0.4739971458911896,0.559237003326416,0.2278994768857956,0.23609806597232819,0.6662389636039734,0.2858080565929413,0.25086042284965515,0.22068053483963013
prospect,0.2543947398662567,0.19046460092067719,0.13984154164791107,0.16074562072753906,0.20265807211399078,0.031563181430101395,0.09959405660629272,0.30007848143577576,0.21103030443191528,0.30496376752853394,0.23408891260623932,0.2274644523859024,0.18725696206092834,0.13229139149188995,0.20128807425498962
studios,0.20684252679347992,0.16716963052749634,0.2829587459564209,0.16374996304512024,0.25763359665870667,0.051580291241407394,0.23012720048427582,0.14505156874656677,0.21129365265369415,0.28963908553123474,0.2417677938938141,0.24788589775562286,0.19759662449359894,0.18378287553787231,0.16383133828639984
",",0.3149496018886566,0.3015086054801941,0.2097204476594925,0.21148894727230072,0.48329564929008484,-0.0016132977325469255,0.17490538954734802,0.4464869201183319,0.33157986402511597,0.20519042015075684,0.2482491284608841,0.5201468467712402,0.25561806559562683,0.22144022583961487,0.31091248989105225
and,0.43859338760375977,0.34479495882987976,0.16453155875205994,0.2497677356004715,0.40957894921302795,0.06895173341035843,0.2085125595331192,0.5064792633056641,0.3841775357723236,0.19473032653331757,0.19091129302978516,0.4954058527946472,0.23541347682476044,0.2290353924036026,0.20544172823429108
construct,0.21014592051506042,0.15935365855693817,0.10466734319925308,1.0000001192092896,0.22038446366786957,0.05159948766231537,0.20520050823688507,0.24001248180866241,0.2344272881746292,0.1382644772529602,0.19709952175617218,0.2649496793746948,0.18721699714660645,0.1917417347431183,0.16900332272052765
a,0.40997210144996643,0.2552328109741211,0.21331243216991425,0.30372241139411926,0.5452592968940735,0.04866964742541313,0.24712444841861725,0.44038116931915283,0.4424409866333008,0.15037991106510162,0.21760036051273346,0.539380669593811,0.19931553304195404,0.1947603076696396,0.23916715383529663
transmitter,0.21979446709156036,0.10939421504735947,0.21040628850460052,0.20520050823688507,0.2212294191122055,-0.023455338552594185,1.0,0.24252666532993317,0.19590941071510315,0.18009600043296814,0.37664058804512024,0.16943570971488953,0.06599810719490051,0.11226850003004074,0.13397978246212006
on,0.37630224227905273,0.2670976221561432,0.2862928807735443,0.20692192018032074,0.4529881477355957,0.0026888418942689896,0.20515041053295135,0.36199691891670227,0.34331920742988586,0.24123993515968323,0.29022887349128723,0.46853652596473694,0.20166277885437012,0.18844157457351685,0.2714994251728058
mount,0.22314807772636414,0.10838592052459717,0.14095738530158997,0.11032400280237198,0.1590072512626648,-0.07845290750265121,0.12206949293613434,0.15926167368888855,0.11320562660694122,0.08179353922605515,0.2581394612789154,0.22216229140758514,0.1716010421514511,0.1569536328315735,0.10283114016056061
wilson,0.15348045527935028,0.16128437221050262,0.19039897620677948,0.13221240043640137,0.06886495649814606,0.04975033178925514,0.23177042603492737,0.19865725934505463,0.08016186207532883,0.22719430923461914,0.12634620070457458,0.1866002231836319,0.13423720002174377,0.15990184247493744,0.1055358424782753
",",0.3149496018886566,0.3015086054801941,0.2097204476594925,0.21148894727230072,0.48329564929008484,-0.0016132977325469255,0.17490538954734802,0.4464869201183319,0.33157986402511597,0.20519042015075684,0.2482491284608841,0.5201468467712402,0.25561806559562683,0.22144022583961487,0.31091248989105225
in,0.5344807505607605,0.2593238651752472,0.1697147786617279,0.2649496793746948,0.5130809545516968,-0.037580832839012146,0.16943570971488953,0.4322226941585541,0.3793783485889435,0.2081480771303177,0.21784305572509766,1.0,0.2617562413215637,0.21278683841228485,0.20430970191955566
anticipation,0.19386787712574005,0.3179474174976349,0.12523910403251648,0.22012124955654144,0.2561100721359253,-0.0181539598852396,0.2367626279592514,0.33616262674331665,0.2851945459842682,0.13938948512077332,0.16424986720085144,0.24629256129264832,0.06959656625986099,0.09466385841369629,0.22505639493465424
of,0.38066378235816956,0.2513895630836487,0.14607268571853638,0.24681958556175232,0.38761502504348755,-0.03817026689648628,0.2015746533870697,0.4185989499092102,0.48690423369407654,0.19963958859443665,0.17394597828388214,0.5696388483047485,0.25237205624580383,0.19117538630962372,0.1826142966747284
the,0.5003893971443176,0.34736719727516174,0.2068762183189392,0.24684178829193115,0.6251175999641418,-0.01540423184633255,0.2623329758644104,0.4739971458911896,0.559237003326416,0.2278994768857956,0.23609806597232819,0.6662389636039734,0.2858080565929413,0.25086042284965515,0.22068053483963013
launch,0.1712661236524582,0.19841566681861877,0.21600057184696198,0.234953373670578,0.1887495517730713,0.01992534101009369,0.1562172919511795,0.25149083137512207,0.2549111843109131,0.2414587289094925,0.22060009837150574,0.19686491787433624,0.16111114621162415,0.15979968011379242,0.22009649872779846
of,0.38066378235816956,0.2513895630836487,0.14607268571853638,0.24681958556175232,0.38761502504348755,-0.03817026689648628,0.2015746533870697,0.4185989499092102,0.48690423369407654,0.19963958859443665,0.17394597828388214,0.5696388483047485,0.25237205624580383,0.19117538630962372,0.1826142966747284
keca-tv,0.1739135980606079,0.21137124300003052,0.47543254494667053,0.19727322459220886,0.2568797469139099,0.061741046607494354,0.33324748277664185,0.27458298206329346,0.26476556062698364,0.3726125657558441,0.3317702114582062,0.23086263239383698,0.2709347903728485,0.23495739698410034,0.2548115849494934
",",0.3149496018886566,0.3015086054801941,0.2097204476594925,0.21148894727230072,0.48329564929008484,-0.0016132977325469255,0.17490538954734802,0.4464869201183319,0.33157986402511597,0.20519042015075684,0.2482491284608841,0.5201468467712402,0.25561806559562683,0.22144022583961487,0.31091248989105225
which,0.5477990508079529,0.2750149369239807,0.1991286277770996,0.34866049885749817,0.616637647151947,0.03856118768453598,0.3456169664859772,0.44095608592033386,0.5154205560684204,0.13397137820720673,0.20371483266353607,0.4840516746044159,0.190042182803154,0.1560719907283783,0.25814583897590637
was,0.20731619000434875,0.41399896144866943,0.21565799415111542,0.16579049825668335,0.4577186405658722,0.008974763564765453,0.14626336097717285,0.3863949179649353,0.3518870174884796,0.12387846410274506,0.18833480775356293,0.45514053106307983,0.2675222158432007,0.24025709927082062,0.18412111699581146
scheduled,0.16215355694293976,0.2404600977897644,0.23489496111869812,0.1784975528717041,0.23883257806301117,-0.015724822878837585,0.12529000639915466,0.18816711008548737,0.23476426303386688,0.2063332349061966,0.22662146389484406,0.23272886872291565,0.15675094723701477,0.1647750735282898,0.15473315119743347
to,0.47735077142715454,0.4452643394470215,0.1762417107820511,0.3568635582923889,0.513711154460907,0.03782717138528824,0.23611889779567719,0.4451248347759247,0.3691340684890747,0.23261301219463348,0.21352042257785797,0.45010748505592346,0.21651452779769897,0.21318043768405914,0.29463258385658264
begin,0.2661099433898926,0.2970099151134491,0.12703588604927063,0.23682673275470734,0.18427979946136475,-0.07216574251651764,0.20352846384048462,0.29862016439437866,0.20967066287994385,0.21244826912879944,0.1686740666627884,0.2903634011745453,0.1438552290201187,0.15128524601459503,0.16177093982696533
operations,0.2293137013912201,0.1597038060426712,0.17405781149864197,0.3230763375759125,0.17502610385417938,0.00022089580306783319,0.2139040231704712,0.27237167954444885,0.25319424271583557,0.2192334234714508,0.2792573869228363,0.2654678225517273,0.12888750433921814,0.11034519970417023,0.13622350990772247
on,0.37630224227905273,0.2670976221561432,0.2862928807735443,0.20692192018032074,0.4529881477355957,0.0026888418942689896,0.20515041053295135,0.36199691891670227,0.34331920742988586,0.24123993515968323,0.29022887349128723,0.46853652596473694,0.20166277885437012,0.18844157457351685,0.2714994251728058
august,0.17621853947639465,0.26378265023231506,0.1717352569103241,0.05828147754073143,0.2830033302307129,-0.05140150338411331,0.10027506947517395,0.28123795986175537,0.15809571743011475,0.1706661880016327,0.19047535955905914,0.24307909607887268,0.2188713699579239,0.19165635108947754,0.3006744682788849
1,-0.12200809270143509,-0.2815930247306824,-0.21221664547920227,-0.17778749763965607,-0.14533983170986176,0.003928052727133036,-0.1906459927558899,-0.31088897585868835,-0.10031591355800629,-0.18906335532665253,-0.016136588528752327,-0.10660158097743988,-0.1116316169500351,-0.12379177659749985,-0.249979168176651
(,0.1970011591911316,0.18979617953300476,0.183883935213089,0.16888627409934998,0.2745298147201538,0.0012731997994706035,0.19373169541358948,0.3357032239437103,0.1924784928560257,0.19882215559482574,0.15589678287506104,0.3087427020072937,0.2069418579339981,0.16439630091190338,0.40561532974243164
but,0.49101024866104126,0.49033689498901367,0.11702752858400345,0.27230316400527954,0.5299214720726013,0.04136733338236809,0.16449974477291107,0.45162561535835266,0.39362356066703796,0.15117202699184418,0.1694912612438202,0.48674455285072327,0.18615330755710602,0.18163880705833435,0.27921953797340393
would,0.3602546751499176,0.6268245577812195,0.13780725002288818,0.2840224504470825,0.36398744583129883,0.036968596279621124,0.15365299582481384,0.39877474308013916,0.27556702494621277,0.18564574420452118,0.14381755888462067,0.30461156368255615,0.1714005321264267,0.15188972651958466,0.37178951501846313
not,0.3820744752883911,0.6481515765190125,0.15984800457954407,0.2974932789802551,0.4651523232460022,0.002583299996331334,0.19152413308620453,0.39280617237091064,0.29187723994255066,0.19365842640399933,0.17643088102340698,0.3403114080429077,0.16655369102954865,0.16572557389736176,0.41942933201789856
actually,0.38927897810935974,0.3678441345691681,0.08170302212238312,0.20994554460048676,0.47037187218666077,0.012363291345536709,0.23789775371551514,0.3331935703754425,0.3583879768848419,0.09977174550294876,0.19078373908996582,0.3058476448059082,0.17307358980178833,0.18647320568561554,0.36036357283592224
sign,0.2224869579076767,0.222271129488945,0.10976005345582962,0.2100994884967804,0.185238316655159,-0.018721353262662888,0.1681303232908249,0.20212827622890472,0.1070692390203476,0.2145463228225708,0.2179696261882782,0.1645301878452301,0.12304925173521042,0.05018175020813942,0.21454890072345734
on,0.37630224227905273,0.2670976221561432,0.2862928807735443,0.20692192018032074,0.4529881477355957,0.0026888418942689896,0.20515041053295135,0.36199691891670227,0.34331920742988586,0.24123993515968323,0.29022887349128723,0.46853652596473694,0.20166277885437012,0.18844157457351685,0.2714994251728058
until,0.30704590678215027,0.33905428647994995,0.175827294588089,0.13029295206069946,0.31202051043510437,0.02445155940949917,0.1203598901629448,0.2802979350090027,0.2613764703273773,0.1438164860010147,0.18526194989681244,0.38338494300842285,0.15411579608917236,0.15858691930770874,0.20304496586322784
september,0.1636122465133667,0.2693498432636261,0.23585575819015503,0.017437398433685303,0.2714177966117859,-0.04463527724146843,0.10412159562110901,0.2689499855041504,0.17530563473701477,0.14215680956840515,0.19397272169589996,0.25402772426605225,0.21974962949752808,0.19628271460533142,0.2665146589279175
16,-0.012147443369030952,0.015878839418292046,0.043185193091630936,0.016537433490157127,-0.02225588448345661,0.0028852298855781555,0.04963682219386101,-0.00719092832878232,-0.08789095282554626,0.13234330713748932,0.020906677469611168,0.03388594090938568,-0.06123029440641403,-0.07607968151569366,0.08446579426527023
),0.20711064338684082,0.18584993481636047,0.18381085991859436,0.18860489130020142,0.28560304641723633,0.021107977256178856,0.18201541900634766,0.3639558255672455,0.20629894733428955,0.19913357496261597,0.16818374395370483,0.3326910734176636,0.21815462410449982,0.17115181684494019,0.42300865054130554
.,0.41390106081962585,0.35288307070732117,0.2567209303379059,0.23683789372444153,0.5593622326850891,-0.003708066651597619,0.205808624625206,0.4726039469242096,0.3566088080406189,0.19002677500247955,0.20999185740947723,0.5591574311256409,0.24563752114772797,0.2233876734972,0.4130953550338745
