,what,is,god,'s,expression,of,eternal,will,",",according,to,luther,?
his,0.26976513862609863,0.24372583627700806,0.23519068956375122,0.047556519508361816,0.21638226509094238,0.38364991545677185,0.25634387135505676,0.18230228126049042,0.3378419280052185,0.2082674354314804,0.3715193271636963,0.27093374729156494,0.18075084686279297
eternal,0.2438916563987732,0.18448439240455627,0.45902934670448303,0.11692248284816742,0.231383815407753,0.28316113352775574,1.0000001192092896,0.27863195538520813,0.241245836019516,0.1922481507062912,0.17740747332572937,0.1919119656085968,0.21455733478069305
will,0.3510494530200958,0.3723262846469879,0.23583611845970154,0.00371179124340415,0.24600063264369965,0.2473582625389099,0.27863195538520813,1.0,0.29706671833992004,0.1628442406654358,0.5091033577919006,0.12248248606920242,0.35046905279159546
",",0.3087472915649414,0.4691906273365021,0.24755379557609558,-0.0016132977325469255,0.22825834155082703,0.4946078956127167,0.241245836019516,0.29706671833992004,1.0000001192092896,0.3107093870639801,0.44245919585227966,0.23255878686904907,0.31091248989105225
that,0.6297725439071655,0.3995479643344879,0.30817699432373047,0.04397977516055107,0.29427656531333923,0.41498205065727234,0.2722966969013214,0.4857470989227295,0.4137537479400635,0.29146862030029297,0.5436353087425232,0.21746599674224854,0.32716336846351624
is,0.28837618231773376,1.0,0.2211674600839615,0.02396530658006668,0.24893754720687866,0.4854315221309662,0.18448439240455627,0.3723262846469879,0.4691906273365021,0.2838992476463318,0.42745086550712585,0.08282390236854553,0.22961433231830597
",",0.3087472915649414,0.4691906273365021,0.24755379557609558,-0.0016132977325469255,0.22825834155082703,0.4946078956127167,0.241245836019516,0.29706671833992004,1.0000001192092896,0.3107093870639801,0.44245919585227966,0.23255878686904907,0.31091248989105225
of,0.33290785551071167,0.4854315221309662,0.2159487009048462,-0.03817026689648628,0.2863939702510834,1.0,0.28316113352775574,0.2473582625389099,0.4946078956127167,0.3307822346687317,0.41548454761505127,0.1719115972518921,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.24689088761806488,-0.01540423184633255,0.2569258511066437,0.733189046382904,0.25021472573280334,0.3635469079017639,0.4933079481124878,0.3202974498271942,0.535392165184021,0.1759674996137619,0.22068053483963013
natural,0.15666867792606354,0.24589021503925323,0.17916080355644226,-0.049410052597522736,0.21630263328552246,0.2963479459285736,0.21629159152507782,0.1726054549217224,0.30864179134368896,0.1803245097398758,0.21663954854011536,0.14318524301052094,0.16155436635017395
law,0.2145031988620758,0.18597714602947235,0.18292832374572754,-0.06109188124537468,0.14826235175132751,0.2816956341266632,0.190304696559906,0.15452007949352264,0.24953721463680267,0.26669177412986755,0.259207159280777,0.21635621786117554,0.1528988480567932
–,0.13008765876293182,0.1436920464038849,0.08678116649389267,0.02811010740697384,0.15419341623783112,0.2799985408782959,0.19770917296409607,0.17588835954666138,0.43221306800842285,0.130038321018219,0.19410304725170135,0.21198253333568573,0.2714554965496063
also,0.42747777700424194,0.5012649297714233,0.29678380489349365,-0.0014726108638569713,0.22490060329437256,0.4924938678741455,0.21409405767917633,0.3469482660293579,0.4717654287815094,0.27162909507751465,0.5348826050758362,0.22154976427555084,0.21848613023757935
positively,0.29586997628211975,0.2538984715938568,0.23631370067596436,0.055979885160923004,0.24715657532215118,0.18919751048088074,0.1076468974351883,0.3494455814361572,0.2752756178379059,0.10960568487644196,0.31960007548332214,0.05186375230550766,0.19553256034851074
teach,0.2818700671195984,0.15221208333969116,0.31131142377853394,-0.013839141465723515,0.25163817405700684,0.2383975088596344,0.12227146327495575,0.250504732131958,0.22192275524139404,0.22052812576293945,0.36650484800338745,0.21748284995555878,0.24188745021820068
how,0.6468034982681274,0.22544461488723755,0.25761839747428894,-0.026164190843701363,0.2512543201446533,0.2480744868516922,0.13537462055683136,0.41543328762054443,0.22659391164779663,0.29424387216567993,0.44169697165489197,0.13354721665382385,0.4024120569229126
the,0.42745697498321533,0.5823672413825989,0.24689088761806488,-0.01540423184633255,0.2569258511066437,0.733189046382904,0.25021472573280334,0.3635469079017639,0.4933079481124878,0.3202974498271942,0.535392165184021,0.1759674996137619,0.22068053483963013
christian,0.17849333584308624,0.1473853588104248,0.27349409461021423,0.06999260932207108,0.13527201116085052,0.23494116961956024,0.22014862298965454,0.10622038692235947,0.23595517873764038,0.20219768583774567,0.19438040256500244,0.36969617009162903,0.1508396863937378
ought,0.4937606751918793,0.23133254051208496,0.3170646131038666,0.03096179850399494,0.3072940409183502,0.22950120270252228,0.21374152600765228,0.4308689534664154,0.2694815695285797,0.23919934034347534,0.4235277473926544,0.20535506308078766,0.39326661825180054
to,0.455847829580307,0.42745086550712585,0.2408517301082611,0.03782717138528824,0.28936564922332764,0.41548454761505127,0.17740747332572937,0.5091033577919006,0.44245919585227966,0.28520727157592773,1.0,0.18029534816741943,0.29463258385658264
live,0.20532001554965973,0.2694047689437866,0.2195393294095993,0.0809648334980011,0.07645981758832932,0.27734068036079407,0.2592989504337311,0.20762428641319275,0.29754534363746643,0.18090835213661194,0.298321396112442,0.08874321728944778,0.19481121003627777
.,0.3567904531955719,0.4569662809371948,0.2337683141231537,-0.003708066651597619,0.21360130608081818,0.5352458953857422,0.19463953375816345,0.33682769536972046,0.6812511086463928,0.29052162170410156,0.4645031690597534,0.24907569587230682,0.4130953550338745
