,what,percentage,of,the,vote,for,a,scottish,assembly,in,favor,of,it,?
threshold,0.2899959981441498,0.37617892026901245,0.27342575788497925,0.30221083760261536,0.24793362617492676,0.26231181621551514,0.25918811559677124,0.17435967922210693,0.1357734352350235,0.24078942835330963,0.24426594376564026,0.27342575788497925,0.2595592737197876,0.22998201847076416
deemed,0.26345115900039673,0.19464010000228882,0.20366573333740234,0.23937971889972687,0.2754329442977905,0.3087390959262848,0.20292270183563232,0.15168580412864685,0.16805854439735413,0.2179366648197174,0.21384738385677338,0.20366573333740234,0.2488463968038559,0.23173536360263824
necessary,0.3794087767601013,0.2872103452682495,0.26879626512527466,0.28364068269729614,0.23945613205432892,0.39725369215011597,0.2920435667037964,0.1143217533826828,0.14553618431091309,0.1872260719537735,0.2791312038898468,0.26879626512527466,0.2928282916545868,0.3430270850658417
to,0.455847829580307,0.25744274258613586,0.41548454761505127,0.535392165184021,0.2892617881298065,0.4451248347759247,0.45503583550453186,0.1268421709537506,0.19874803721904755,0.45010748505592346,0.28869640827178955,0.41548454761505127,0.513711154460907,0.29463258385658264
pass,0.24105259776115417,0.21834644675254822,0.18302802741527557,0.25961899757385254,0.27242565155029297,0.2026006579399109,0.19894953072071075,0.08024915307760239,0.20335501432418823,0.18748411536216736,0.17418569326400757,0.18302802741527557,0.2256692498922348,0.09478675574064255
the,0.42745697498321533,0.2736506462097168,0.733189046382904,1.0,0.22779929637908936,0.4739971458911896,0.5829201340675354,0.21724988520145416,0.2524827718734741,0.6662389636039734,0.24460799992084503,0.733189046382904,0.6251175999641418,0.22068053483963013
measure,0.2807709276676178,0.3631015419960022,0.22469913959503174,0.2528008222579956,0.19652576744556427,0.26243719458580017,0.2953258156776428,0.147994264960289,0.11150567978620529,0.17892111837863922,0.18453150987625122,0.22469913959503174,0.26732394099235535,0.22092340886592865
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.4933079481124878,0.27201512455940247,0.4464869201183319,0.427140474319458,0.21369139850139618,0.21222424507141113,0.5201468467712402,0.2809197008609772,0.4946078956127167,0.48329564929008484,0.31091248989105225
as,0.31749409437179565,0.19401364028453827,0.3886612355709076,0.48381632566452026,0.20532511174678802,0.44774648547172546,0.39550232887268066,0.185140922665596,0.19193221628665924,0.3887844979763031,0.2928062379360199,0.3886612355709076,0.4461488723754883,0.27043893933296204
32.9,0.05418001115322113,0.08370915055274963,0.0541892908513546,0.061456646770238876,0.11602065712213516,0.13745565712451935,0.08418530970811844,0.15983973443508148,0.13465914130210876,0.07759679853916168,0.11371823400259018,0.0541892908513546,0.046366941183805466,0.09512781351804733
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.21490740776062012,0.32132625579833984,0.16658860445022583,0.17798779904842377,0.13082700967788696,0.18049770593643188,0.19465309381484985,0.19740736484527588,0.19953428208827972,0.2159399837255478,0.21441808342933655
of,0.33290785551071167,0.24724560976028442,1.0,0.733189046382904,0.19845709204673767,0.4185989499092102,0.5052502155303955,0.1698460429906845,0.2946469783782959,0.5696388483047485,0.25472742319107056,1.0,0.38761502504348755,0.1826142966747284
the,0.42745697498321533,0.2736506462097168,0.733189046382904,1.0,0.22779929637908936,0.4739971458911896,0.5829201340675354,0.21724988520145416,0.2524827718734741,0.6662389636039734,0.24460799992084503,0.733189046382904,0.6251175999641418,0.22068053483963013
eligible,0.22610971331596375,0.317983478307724,0.21464714407920837,0.2491821050643921,0.3688758909702301,0.35016176104545593,0.23149080574512482,0.1553465574979782,0.1733883172273636,0.21469612419605255,0.22245432436466217,0.21464714407920837,0.17952534556388855,0.2743571698665619
voting,0.32501840591430664,0.351153165102005,0.19275255501270294,0.26425203680992126,0.7671977281570435,0.2609013319015503,0.21578288078308105,0.17025761306285858,0.29126572608947754,0.21573682129383087,0.3254701495170593,0.19275255501270294,0.2419259250164032,0.31114646792411804
population,0.2000674307346344,0.35606327652931213,0.3060894012451172,0.32044094800949097,0.23420795798301697,0.13321557641029358,0.2345738559961319,0.08882881700992584,0.29223400354385376,0.3268454372882843,0.17738115787506104,0.3060894012451172,0.30431556701660156,0.14449454843997955
did,0.4259131848812103,0.23947858810424805,0.2513895630836487,0.34736719727516174,0.27747371792793274,0.318512886762619,0.2552328109741211,0.1726994663476944,0.13346484303474426,0.2593238651752472,0.2881953716278076,0.2513895630836487,0.2993364930152893,0.3023456633090973
not,0.5449194312095642,0.3768462836742401,0.3307090103626251,0.4310511648654938,0.331701397895813,0.39280617237091064,0.3791346549987793,0.19732609391212463,0.18340423703193665,0.3403114080429077,0.3428305387496948,0.3307090103626251,0.4651523232460022,0.41942933201789856
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.4933079481124878,0.27201512455940247,0.4464869201183319,0.427140474319458,0.21369139850139618,0.21222424507141113,0.5201468467712402,0.2809197008609772,0.4946078956127167,0.48329564929008484,0.31091248989105225
or,0.33867141604423523,0.29796382784843445,0.3792596757411957,0.4174870550632477,0.1908024251461029,0.4111599624156952,0.48853766918182373,0.18833233416080475,0.15397265553474426,0.3586423695087433,0.2184271365404129,0.3792596757411957,0.36389440298080444,0.32389625906944275
had,0.23849567770957947,0.17636419832706451,0.37755560874938965,0.3875846862792969,0.21705105900764465,0.3270139992237091,0.34897568821907043,0.15331269800662994,0.12414819747209549,0.385026752948761,0.2213089019060135,0.37755560874938965,0.2910259962081909,0.20728366076946259
been,0.2567804455757141,0.17744223773479462,0.31685134768486023,0.3563927710056305,0.17829377949237823,0.39068686962127686,0.3315402865409851,0.14039334654808044,0.1730823516845703,0.3515113592147827,0.16741342842578888,0.31685134768486023,0.35515493154525757,0.24354910850524902
unable,0.2877064049243927,0.1917983442544937,0.2372649908065796,0.29094135761260986,0.21737419068813324,0.2988177537918091,0.22923994064331055,0.0504685714840889,0.21228757500648499,0.21687452495098114,0.1975816935300827,0.2372649908065796,0.19490543007850647,0.1804998219013214
to,0.455847829580307,0.25744274258613586,0.41548454761505127,0.535392165184021,0.2892617881298065,0.4451248347759247,0.45503583550453186,0.1268421709537506,0.19874803721904755,0.45010748505592346,0.28869640827178955,0.41548454761505127,0.513711154460907,0.29463258385658264
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.4933079481124878,0.27201512455940247,0.4464869201183319,0.427140474319458,0.21369139850139618,0.21222424507141113,0.5201468467712402,0.2809197008609772,0.4946078956127167,0.48329564929008484,0.31091248989105225
vote,0.30723845958709717,0.3713477849960327,0.19845709204673767,0.22779929637908936,1.0,0.2269713580608368,0.21813347935676575,0.21137574315071106,0.30670177936553955,0.21458156406879425,0.39272135496139526,0.19845709204673767,0.2709835171699524,0.2888886630535126
.,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.5934505462646484,0.27672019600868225,0.4726039469242096,0.50484299659729,0.20125295221805573,0.21666362881660461,0.5591574311256409,0.28438901901245117,0.5352458953857422,0.5593622326850891,0.4130953550338745
