,how,old,was,john,elway,when,he,played,in,super,bowl,xxxiii,?
broncos,0.11217407882213593,0.0845843181014061,0.23574475944042206,0.2301175743341446,0.47580254077911377,0.20478437840938568,0.2534533441066742,0.36128896474838257,0.20316283404827118,0.36141330003738403,0.4351775348186493,0.46111395955085754,0.18377114832401276
to,0.44169697165489197,0.2412436157464981,0.3636345863342285,0.2070634365081787,0.2782730460166931,0.5423505902290344,0.385390967130661,0.14824016392230988,0.45010748505592346,0.17783479392528534,0.16993016004562378,0.22661873698234558,0.29463258385658264
victory,0.1006912961602211,0.16114239394664764,0.28069007396698,0.2299397885799408,0.2031494528055191,0.14491812884807587,0.3283524215221405,0.2285792976617813,0.21562302112579346,0.2620534598827362,0.25666385889053345,0.2753390073776245,0.15412560105323792
in,0.2601168751716614,0.2865324318408966,0.45514053106307983,0.22177861630916595,0.2640700042247772,0.4431333839893341,0.41690486669540405,0.27605336904525757,1.0,0.18576006591320038,0.17236235737800598,0.23179616034030914,0.20430970191955566
super,0.11920704692602158,0.17351548373699188,0.21420986950397491,0.1567493975162506,0.2389257848262787,0.20393483340740204,0.18361671268939972,0.21511296927928925,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.521435022354126,0.166326642036438
bowl,0.1720007210969925,0.07883551716804504,0.21915455162525177,0.19344750046730042,0.3023669123649597,0.20523639023303986,0.1560072898864746,0.19033360481262207,0.17236235737800598,0.4848237931728363,1.0,0.5332549810409546,0.21118052303791046
xxxiii,0.13284139335155487,0.0942859873175621,0.2836242914199829,0.2142796516418457,0.32840511202812195,0.22676533460617065,0.2143329530954361,0.21367333829402924,0.23179616034030914,0.521435022354126,0.5332549810409546,1.0,0.19756333529949188
at,0.2154216170310974,0.17987459897994995,0.36707764863967896,0.2018798142671585,0.2432812750339508,0.38876327872276306,0.3280475437641144,0.20532193779945374,0.4374977946281433,0.11449114978313446,0.2709662914276123,0.1722499430179596,0.21978627145290375
age,0.17137715220451355,0.3780447840690613,0.27072176337242126,0.1256769895553589,0.17859137058258057,0.30780088901519775,0.3103105127811432,0.18918144702911377,0.30576348304748535,0.1118914783000946,0.0928628072142601,0.10175532102584839,0.16859300434589386
38,-0.05491543188691139,-0.020604226738214493,0.0077925487421453,0.052199386060237885,-0.03346579149365425,-0.026771388947963715,0.06990178674459457,0.024038167670369148,0.033282700926065445,0.0008700569742359221,0.02592012658715248,-0.07181275635957718,0.014457103796303272
and,0.33647966384887695,0.29022282361984253,0.3740963041782379,0.21634717285633087,0.2699993848800659,0.4716290831565857,0.45427167415618896,0.268975168466568,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.18720266222953796,0.20544172823429108
is,0.22544461488723755,0.24332627654075623,0.5810302495956421,0.16449548304080963,0.22354689240455627,0.3471449911594391,0.36230841279029846,0.2258751392364502,0.5394441485404968,0.15390309691429138,0.14233897626399994,0.18968330323696136,0.22961433231830597
currently,0.20420436561107635,0.1637304574251175,0.27591681480407715,0.14914046227931976,0.260163277387619,0.27732908725738525,0.2940240502357483,0.24094663560390472,0.30261120200157166,0.2192588597536087,0.09355533123016357,0.18602928519248962,0.1861555278301239
denver,0.15631112456321716,0.04024224355816841,0.2766761779785156,0.20788034796714783,0.41913217306137085,0.16849075257778168,0.2063692957162857,0.26066020131111145,0.2221570909023285,0.24589714407920837,0.2861449718475342,0.3136270344257355,0.1520889848470688
's,-0.026164190843701363,0.14042171835899353,0.008974763564765453,-0.1023898646235466,-0.02843191660940647,-0.03368149697780609,0.024063590914011,0.03920676186680794,-0.037580832839012146,0.09726737439632416,-0.02838491089642048,0.017510170117020607,-0.023395681753754616
executive,0.1531113088130951,0.08139049261808395,0.26019418239593506,0.24102510511875153,0.28169018030166626,0.1448189616203308,0.24786782264709473,0.14973270893096924,0.1878502070903778,0.1542377471923828,0.09344751387834549,0.20046161115169525,0.12134998291730881
vice,0.13988451659679413,0.11439885944128036,0.22215546667575836,0.18351557850837708,0.18452145159244537,0.13835658133029938,0.2833155393600464,0.15238472819328308,0.14977192878723145,0.12336721271276474,0.09809011220932007,0.20911744236946106,0.1369185745716095
president,0.1342112123966217,0.10062959045171738,0.2505730390548706,0.21517303586006165,0.2424377053976059,0.17933911085128784,0.28017905354499817,0.19791246950626373,0.18811661005020142,0.11904861032962799,0.17701053619384766,0.220467209815979,0.14148259162902832
of,0.2480744868516922,0.30522194504737854,0.4069072902202606,0.2407056987285614,0.2248365581035614,0.3757161796092987,0.38706058263778687,0.21120788156986237,0.5696388483047485,0.14718765020370483,0.2243070751428604,0.2492917776107788,0.1826142966747284
football,0.10674872249364853,0.16290944814682007,0.23601193726062775,0.14889387786388397,0.38217997550964355,0.17074745893478394,0.2682691216468811,0.43463802337646484,0.2378888875246048,0.295350581407547,0.3109349310398102,0.3162022531032562,0.14957410097122192
operations,0.16596093773841858,0.10318911075592041,0.17603980004787445,0.18804140388965607,0.13585487008094788,0.20646943151950836,0.2125425636768341,0.13806474208831787,0.2654678225517273,0.15616489946842194,0.0534176342189312,0.14895670115947723,0.13622350990772247
and,0.33647966384887695,0.29022282361984253,0.3740963041782379,0.21634717285633087,0.2699993848800659,0.4716290831565857,0.45427167415618896,0.268975168466568,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.18720266222953796,0.20544172823429108
general,0.19638104736804962,0.05738913267850876,0.2445744127035141,0.18603326380252838,0.15048164129257202,0.20438088476657867,0.21157577633857727,0.09623337537050247,0.259066641330719,0.04521964490413666,0.07438556104898453,0.14834512770175934,0.1972234547138214
manager,0.12792883813381195,0.16622525453567505,0.22753120958805084,0.22278985381126404,0.3292383551597595,0.21994225680828094,0.28525975346565247,0.30435824394226074,0.22855541110038757,0.10942146927118301,0.10839234292507172,0.2111770659685135,0.11875338107347488
.,0.3287222981452942,0.32390445470809937,0.40146201848983765,0.26428887248039246,0.31222525238990784,0.475719153881073,0.38061028718948364,0.2876244783401489,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.24740536510944366,0.4130953550338745
